,acc
0,0.13690476190476192
1,0.13690476190476192
2,0.13690476190476192
3,0.13690476190476192
4,0.13690476190476192
5,0.13690476190476192
6,0.13690476190476192
7,0.13690476190476192
8,0.13690476190476192
9,0.13690476190476192
10,0.13690476190476192
11,0.13690476190476192
12,0.13763066202090593
13,0.14242160278745644
14,0.1524390243902439
15,0.17261904761904762
16,0.17261904761904762
17,0.17261904761904762
18,0.17261904761904762
19,0.16521486643437863
20,0.16173054587688734
21,0.16231126596980255
22,0.16187572590011615
23,0.16187572590011615
24,0.16187572590011615
25,0.16158536585365854
26,0.16158536585365854
27,0.16158536585365854
28,0.16158536585365854
29,0.16158536585365854
30,0.16158536585365854
31,0.16158536585365854
32,0.16202090592334495
33,0.16187572590011615
34,0.16187572590011615
35,0.16187572590011615
36,0.16202090592334495
37,0.16245644599303136
38,0.17290940766550522
39,0.17261904761904762
40,0.17261904761904762
41,0.17261904761904762
42,0.17261904761904762
43,0.17261904761904762
44,0.17261904761904762
45,0.17261904761904762
46,0.17261904761904762
47,0.17261904761904762
48,0.17261904761904762
49,0.17261904761904762
50,0.17261904761904762
51,0.17261904761904762
52,0.17261904761904762
53,0.17261904761904762
54,0.17261904761904762
55,0.17261904761904762
56,0.17261904761904762
57,0.17261904761904762
58,0.17755516840882696
59,0.16579558652729384
60,0.171602787456446
61,0.17276422764227642
62,0.17319976771196283
63,0.1718931475029036
64,0.17232868757259
65,0.17290940766550522
66,0.17261904761904762
67,0.17232868757259
68,0.1720383275261324
69,0.17334494773519163
70,0.1721835075493612
71,0.17247386759581881
72,0.17232868757259
73,0.1711672473867596
74,0.1718931475029036
75,0.17247386759581881
76,0.171602787456446
77,0.1721835075493612
78,0.17087688734030199
79,0.17450638792102208
80,0.17073170731707318
81,0.16695702671312426
82,0.16085946573751453
83,0.1639082462253194
84,0.17000580720092914
85,0.1681184668989547
86,0.17261904761904762
87,0.17247386759581881
88,0.17261904761904762
89,0.17261904761904762
90,0.17261904761904762
91,0.17261904761904762
92,0.17261904761904762
93,0.17261904761904762
94,0.17261904761904762
95,0.17261904761904762
96,0.17261904761904762
97,0.17261904761904762
98,0.17261904761904762
99,0.17261904761904762
100,0.17261904761904762
101,0.17261904761904762
102,0.1753774680603949
103,0.17261904761904762
104,0.1713124274099884
105,0.17349012775842043
106,0.1721835075493612
107,0.17247386759581881
108,0.1755226480836237
109,0.18132984901277585
110,0.18655632984901277
111,0.21022067363530778
112,0.20499419279907086
113,0.20557491289198607
114,0.20876887340301975
115,0.20847851335656215
116,0.20818815331010454
117,0.20833333333333334
118,0.20891405342624855
119,0.21036585365853658
120,0.20934959349593496
121,0.20833333333333334
122,0.21065621370499418
123,0.21225319396051104
124,0.20920441347270616
125,0.21080139372822299
126,0.21283391405342625
127,0.2147212543554007
128,0.218931475029036
129,0.2190766550522648
130,0.21994773519163763
131,0.21747967479674796
132,0.21210801393728224
133,0.20862369337979095
134,0.20630081300813008
135,0.20470383275261325
136,0.20063879210220673
137,0.20063879210220673
138,0.20136469221835077
139,0.1988966318234611
140,0.1988966318234611
141,0.19831591173054589
142,0.19802555168408828
143,0.1996225319396051
144,0.1994773519163763
145,0.1996225319396051
146,0.1991869918699187
147,0.1988966318234611
148,0.1993321718931475
149,0.20063879210220673
150,0.20034843205574912
151,0.1999128919860627
152,0.20020325203252032
153,0.1997677119628339
154,0.1988966318234611
155,0.1988966318234611
156,0.1994773519163763
157,0.1994773519163763
158,0.20136469221835077
159,0.20078397212543553
160,0.20020325203252032
161,0.20078397212543553
162,0.19831591173054589
163,0.1986062717770035
164,0.19788037166085948
165,0.1991869918699187
166,0.1993321718931475
167,0.20049361207897792
168,0.20049361207897792
169,0.20063879210220673
170,0.20063879210220673
171,0.20107433217189316
172,0.20267131242741
173,0.20078397212543553
174,0.20092915214866433
175,0.20005807200929152
176,0.2038327526132404
177,0.20107433217189316
178,0.1990418118466899
179,0.19700929152148663
180,0.19279907084785133
181,0.19192799070847852
182,0.18916957026713124
183,0.18670150987224157
184,0.18437862950058073
185,0.18437862950058073
186,0.18481416957026714
187,0.18568524970963995
188,0.18641114982578397
189,0.18568524970963995
190,0.18713704994192798
191,0.19004065040650406
192,0.18975029036004645
193,0.19265389082462253
194,0.19425087108013936
195,0.1951219512195122
196,0.1954123112659698
197,0.19671893147502903
198,0.19802555168408828
199,0.19773519163763068
200,0.19817073170731708
201,0.1988966318234611
202,0.20121951219512196
203,0.20644599303135888
204,0.21355981416957026
205,0.22052845528455284
206,0.2260452961672474
207,0.22749709639953541
208,0.22807781649245065
209,0.22836817653890826
210,0.22909407665505227
211,0.22909407665505227
212,0.22894889663182347
213,0.22923925667828107
214,0.22923925667828107
215,0.22938443670150988
216,0.2306910569105691
217,0.2308362369337979
218,0.2308362369337979
219,0.23214285714285715
220,0.2306910569105691
221,0.22981997677119628
222,0.22793263646922182
223,0.22807781649245065
224,0.2273519163763066
225,0.23243321718931476
226,0.22894889663182347
227,0.22909407665505227
228,0.2343205574912892
229,0.22807781649245065
230,0.23214285714285715
231,0.23330429732868757
232,0.23403019744483158
233,0.234465737514518
234,0.23533681765389083
235,0.23533681765389083
236,0.23998257839721254
237,0.24128919860627177
238,0.23635307781649245
239,0.23649825783972125
240,0.23693379790940766
241,0.23591753774680604
242,0.23591753774680604
243,0.23591753774680604
244,0.23591753774680604
245,0.23591753774680604
246,0.23577235772357724
247,0.23577235772357724
248,0.23591753774680604
249,0.23591753774680604
250,0.23693379790940766
251,0.23591753774680604
252,0.24303135888501742
253,0.24303135888501742
254,0.24695121951219512
255,0.24811265969802554
256,0.25464576074332174
257,0.259581881533101
258,0.25943670150987225
259,0.25943670150987225
260,0.2650987224157956
261,0.26814750290360045
262,0.2694541231126597
263,0.27322880371660857
264,0.27889082462253195
265,0.2880371660859466
266,0.2968931475029036
267,0.30197444831591175
268,0.3009581881533101
269,0.3024099883855981
270,0.3086527293844367
271,0.31344367015098723
272,0.3175087108013937
273,0.3163472706155633
274,0.31881533101045295
275,0.3208478513356562
276,0.32186411149825783
277,0.3333333333333333
278,0.33405923344947736
279,0.3363821138211382
280,0.3392857142857143
281,0.3404471544715447
282,0.3504645760743322
283,0.35293263646922185
284,0.3522067363530778
285,0.35394889663182344
286,0.3530778164924506
287,0.3612078977932636
288,0.36193379790940766
289,0.36193379790940766
290,0.3617886178861789
291,0.3620789779326365
292,0.3620789779326365
293,0.3600464576074332
294,0.3581591173054588
295,0.3567073170731707
296,0.3552555168408827
297,0.35423925667828104
298,0.3599012775842044
299,0.3620789779326365
300,0.3628048780487805
301,0.3638211382113821
302,0.36527293844367015
303,0.3673054587688734
304,0.36948315911730545
305,0.37253193960511033
306,0.3747096399535424
307,0.37572590011614404
308,0.3829849012775842
309,0.3842915214866434
310,0.3906794425087108
311,0.390534262485482
312,0.39793844367015097
313,0.39735772357723576
314,0.39968060394889665
315,0.40810104529616725
316,0.4096980255516841
317,0.4091173054587689
318,0.4101335656213705
319,0.4096980255516841
320,0.41144018583042974
321,0.4118757259001161
322,0.4133275261324042
323,0.4155052264808362
324,0.4155052264808362
325,0.4179732868757259
326,0.42000580720092917
