,acc
0,0.13719512195121952
1,0.13908246225319396
2,0.14126016260162602
3,0.14735772357723578
4,0.1559233449477352
5,0.15142276422764228
6,0.1714576074332172
7,0.1720383275261324
8,0.17247386759581881
9,0.17261904761904762
10,0.17261904761904762
11,0.17261904761904762
12,0.17261904761904762
13,0.17261904761904762
14,0.17261904761904762
15,0.17261904761904762
16,0.17261904761904762
17,0.17261904761904762
18,0.17261904761904762
19,0.17261904761904762
20,0.17261904761904762
21,0.17261904761904762
22,0.17261904761904762
23,0.17261904761904762
24,0.17261904761904762
25,0.17261904761904762
26,0.17261904761904762
27,0.17261904761904762
28,0.17261904761904762
29,0.17261904761904762
30,0.17261904761904762
31,0.17261904761904762
32,0.17261904761904762
33,0.17261904761904762
34,0.17261904761904762
35,0.17261904761904762
36,0.17261904761904762
37,0.17261904761904762
38,0.17261904761904762
39,0.17261904761904762
40,0.17261904761904762
41,0.17261904761904762
42,0.17261904761904762
43,0.17261904761904762
44,0.17261904761904762
45,0.17261904761904762
46,0.17261904761904762
47,0.17261904761904762
48,0.17261904761904762
49,0.17363530778164923
50,0.17378048780487804
51,0.17378048780487804
52,0.17378048780487804
53,0.17378048780487804
54,0.17378048780487804
55,0.17392566782810684
56,0.17465156794425088
57,0.17319976771196283
58,0.17247386759581881
59,0.1601335656213705
60,0.17465156794425088
61,0.17232868757259
62,0.17305458768873402
63,0.17290940766550522
64,0.17290940766550522
65,0.17290940766550522
66,0.17290940766550522
67,0.17290940766550522
68,0.17276422764227642
69,0.17290940766550522
70,0.17319976771196283
71,0.17290940766550522
72,0.17290940766550522
73,0.17276422764227642
74,0.17276422764227642
75,0.17261904761904762
76,0.17261904761904762
77,0.17305458768873402
78,0.17247386759581881
79,0.17247386759581881
80,0.17261904761904762
81,0.17261904761904762
82,0.17261904761904762
83,0.17319976771196283
84,0.17378048780487804
85,0.1761033681765389
86,0.18960511033681765
87,0.21051103368176538
88,0.2180603948896632
89,0.21704413472706155
90,0.21718931475029035
91,0.2231416957026713
92,0.1996225319396051
93,0.17465156794425088
94,0.18524970963995355
95,0.18583042973286876
96,0.18554006968641115
97,0.18597560975609756
98,0.18612078977932636
99,0.19294425087108014
100,0.1954123112659698
101,0.2225609756097561
102,0.2231416957026713
103,0.19700929152148663
104,0.19744483159117304
105,0.19715447154471544
106,0.1957026713124274
107,0.19584785133565621
108,0.19599303135888502
109,0.19773519163763068
110,0.19584785133565621
111,0.203397212543554
112,0.22488385598141697
113,0.2077526132404181
114,0.1949767711962834
115,0.1943960511033682
116,0.19599303135888502
117,0.19628339140534262
118,0.19729965156794424
119,0.19657375145180023
120,0.19788037166085948
121,0.1984610917537747
122,0.20876887340301975
123,0.2218350754936121
124,0.22386759581881532
125,0.24274099883855982
126,0.24811265969802554
127,0.2184959349593496
128,0.20818815331010454
129,0.1999128919860627
130,0.1994773519163763
131,0.1997677119628339
132,0.1993321718931475
133,0.20136469221835077
134,0.20107433217189316
135,0.20876887340301975
136,0.22096399535423925
137,0.24259581881533102
138,0.2527584204413473
139,0.2571138211382114
140,0.25319396051103366
141,0.24332171893147503
142,0.2382404181184669
143,0.23954703832752614
144,0.24912891986062718
145,0.2617595818815331
146,0.25943670150987225
147,0.26030778164924506
148,0.26393728222996515
149,0.2620499419279907
150,0.2617595818815331
151,0.2601626016260163
152,0.2652439024390244
153,0.2661149825783972
154,0.264082462253194
