,acc
0,0.17261904761904762
1,0.17261904761904762
2,0.17261904761904762
3,0.17261904761904762
4,0.17261904761904762
5,0.17261904761904762
6,0.17261904761904762
7,0.17261904761904762
8,0.17261904761904762
9,0.17261904761904762
10,0.17261904761904762
11,0.17261904761904762
12,0.17261904761904762
13,0.17261904761904762
14,0.17261904761904762
15,0.17261904761904762
16,0.17261904761904762
17,0.17261904761904762
18,0.17261904761904762
19,0.17261904761904762
20,0.17261904761904762
21,0.17261904761904762
22,0.17261904761904762
23,0.17261904761904762
24,0.17261904761904762
25,0.17261904761904762
26,0.17261904761904762
27,0.17261904761904762
28,0.17261904761904762
29,0.17261904761904762
30,0.17261904761904762
31,0.1765389082462253
32,0.17697444831591172
33,0.17711962833914052
34,0.17711962833914052
35,0.17711962833914052
36,0.17711962833914052
37,0.17711962833914052
38,0.17668408826945411
39,0.1761033681765389
40,0.17261904761904762
41,0.17261904761904762
42,0.17261904761904762
43,0.17261904761904762
44,0.17261904761904762
45,0.17261904761904762
46,0.17261904761904762
47,0.17276422764227642
48,0.17276422764227642
49,0.17290940766550522
50,0.17334494773519163
51,0.17349012775842043
52,0.17378048780487804
53,0.17378048780487804
54,0.17378048780487804
55,0.17755516840882696
56,0.17900696864111498
57,0.1794425087108014
58,0.1794425087108014
59,0.179732868757259
60,0.18074912891986064
61,0.17900696864111498
62,0.1792973286875726
63,0.18205574912891986
64,0.18481416957026714
65,0.18989547038327526
66,0.19207317073170732
67,0.19396051103368175
68,0.1988966318234611
69,0.2070267131242741
70,0.21341463414634146
71,0.2228513356562137
72,0.23272357723577236
73,0.23403019744483158
74,0.23577235772357724
75,0.23882113821138212
76,0.24099883855981416
77,0.24477351916376305
78,0.2733739837398374
79,0.2719221835075494
80,0.2693089430894309
81,0.2688734030197445
82,0.2725029036004646
83,0.27627758420441345
84,0.2761324041811847
85,0.2775842044134727
86,0.2807781649245064
87,0.2871660859465738
88,0.30284552845528456
89,0.304006968641115
90,0.3076364692218351
91,0.3086527293844367
92,0.3024099883855981
93,0.30328106852497094
94,0.3060394889663182
95,0.31010452961672474
96,0.3124274099883856
97,0.3127177700348432
98,0.312137049941928
99,0.3111207897793264
100,0.312862950058072
101,0.3130081300813008
102,0.3147502903600465
103,0.31547619047619047
104,0.3141695702671312
105,0.3138792102206736
106,0.31431475029036005
107,0.31576655052264807
108,0.31576655052264807
109,0.3189605110336818
110,0.32186411149825783
111,0.32244483159117304
112,0.32215447154471544
113,0.3225900116144019
114,0.3237514518002323
115,0.32636469221835074
116,0.329123112659698
117,0.3297038327526132
118,0.3321718931475029
119,0.3324622531939605
120,0.33376887340301975
121,0.33376887340301975
122,0.3339140534262485
123,0.3347851335656214
124,0.3333333333333333
125,0.33260743321718933
126,0.3315911730545877
127,0.33376887340301975
128,0.3359465737514518
129,0.33855981416957026
130,0.3407375145180023
131,0.3442218350754936
132,0.3443670150987224
133,0.3459639953542393
134,0.3519163763066202
135,0.3551103368176539
136,0.3549651567944251
137,0.35365853658536583
138,0.35293263646922185
139,0.35206155632984903
140,0.3477061556329849
141,0.34727061556329847
142,0.34494773519163763
143,0.3459639953542393
144,0.34581881533101044
145,0.3445121951219512
