,acc
0,0.16957026713124274
1,0.18191056910569106
2,0.19367015098722415
3,0.20441347270615565
4,0.21080139372822299
5,0.2110917537746806
6,0.21167247386759583
7,0.21631823461091754
8,0.2224157955865273
9,0.2273519163763066
10,0.23214285714285715
11,0.23344947735191637
12,0.2420150987224158
13,0.2462253193960511
14,0.257404181184669
15,0.2629210220673635
16,0.27134146341463417
17,0.27801974448315914
18,0.28339140534262486
19,0.2932636469221835
20,0.2981997677119628
21,0.30197444831591175
22,0.3082171893147503
23,0.3156213704994193
24,0.319541231126597
25,0.32897793263646924
26,0.33347851335656215
27,0.3465447154471545
28,0.35293263646922185
29,0.36251451800232287
30,0.37064459930313587
31,0.37325783972125437
32,0.3783391405342625
33,0.3828397212543554
34,0.3863240418118467
35,0.3908246225319396
36,0.39256678281068524
37,0.39880952380952384
38,0.40156794425087106
39,0.40331010452961674
40,0.4054878048780488
41,0.40824622531939603
42,0.4105691056910569
43,0.4140534262485482
44,0.41289198606271776
45,0.41623112659698025
46,0.41681184668989546
47,0.4175377468060395
48,0.4189895470383275
49,0.41927990708478513
50,0.4217479674796748
51,0.4217479674796748
52,0.4231997677119628
53,0.4256678281068525
54,0.4292973286875726
55,0.43089430894308944
56,0.4333623693379791
57,0.4346689895470383
58,0.4368466898954704
59,0.4382984901277584
60,0.4419279907084785
61,0.44337979094076657
62,0.4419279907084785
63,0.44294425087108014
64,0.4420731707317073
65,0.44308943089430897
66,0.44352497096399535
67,0.4442508710801394
68,0.44352497096399535
69,0.44410569105691056
70,0.44439605110336816
71,0.44308943089430897
72,0.44352497096399535
73,0.4439605110336818
74,0.4457026713124274
75,0.4481707317073171
76,0.45484901277584205
77,0.45876887340301975
78,0.4616724738675958
79,0.46355981416957026
80,0.46689895470383275
81,0.468931475029036
82,0.47023809523809523
83,0.47198025551684086
84,0.4724157955865273
85,0.47067363530778167
86,0.4718350754936121
87,0.4721254355400697
88,0.47444831591173053
89,0.47502903600464574
90,0.47677119628339143
91,0.47909407665505227
92,0.4805458768873403
93,0.4811265969802555
94,0.4819976771196283
95,0.48185249709639955
96,0.4831591173054588
97,0.48286875725900114
