,accuracy,loss
0,tensor(0.4333),1.0630360770225524
1,tensor(0.4867),1.0058992838859557
2,tensor(0.4767),1.0031354480981827
3,tensor(0.4833),1.0015337187051774
4,tensor(0.5000),0.9990322285890579
5,tensor(0.5167),1.0008604830503465
6,tensor(0.5200),0.9963279658555985
7,tensor(0.5200),0.984520725607872
8,tensor(0.5067),0.9802496212720871
9,tensor(0.6200),0.922292736172676
10,tensor(0.6633),0.7397705256938935
11,tensor(0.6367),0.7011274659633636
12,tensor(0.6833),0.6841584950685501
13,tensor(0.7100),0.6747320204973221
14,tensor(0.6967),0.6721907079219818
15,tensor(0.7100),0.6654606688022614
16,tensor(0.6167),0.6933798313140869
17,tensor(0.6600),0.6729469591379166
18,tensor(0.6400),0.6809836488962173
19,tensor(0.7033),0.6695833075046539
20,tensor(0.6633),0.6749564158916473
21,tensor(0.7267),0.6618445134162902
22,tensor(0.6633),0.675119222998619
23,tensor(0.6967),0.6643402636051178
24,tensor(0.6733),0.6852555048465728
25,tensor(0.6567),0.6733158248662948
26,tensor(0.6867),0.6724376082420349
27,tensor(0.6700),0.6708472037315368
28,tensor(0.6900),0.6666679698228836
29,tensor(0.7267),0.6593662452697754
30,tensor(0.6367),0.6797330886125564
31,tensor(0.6767),0.6694751638174057
32,tensor(0.6633),0.6704785376787186
33,tensor(0.6800),0.6690192466974259
34,tensor(0.7100),0.6596317201852798
35,tensor(0.6967),0.6650360387563705
36,tensor(0.6733),0.673273344039917
37,tensor(0.6767),0.6706419414281846
38,tensor(0.6800),0.6650150889158248
39,tensor(0.6567),0.6701214593648911
40,tensor(0.6400),0.6737989050149917
41,tensor(0.6833),0.6687240499258041
42,tensor(0.6067),0.6751320767402649
43,tensor(0.6833),0.667521488070488
44,tensor(0.6567),0.6704706233739853
45,tensor(0.7267),0.6607356208562851
46,tensor(0.6900),0.6535610610246658
47,tensor(0.6700),0.67738649725914
48,tensor(0.6633),0.673343717455864
49,tensor(0.6833),0.6636893826723099
50,tensor(0.6633),0.6681806445121765
51,tensor(0.6767),0.6761934030055999
52,tensor(0.6267),0.9757593494653701
53,tensor(0.6867),0.7527136719226837
54,tensor(0.8467),0.6023102283477784
55,tensor(0.7100),0.6171127942204475
56,tensor(0.8500),0.576361163854599
57,tensor(0.8500),0.5238550585508347
58,tensor(0.8000),0.4868743598461151
59,tensor(0.8600),0.43599442303180697
60,tensor(0.8700),0.3796759928762913
61,tensor(0.8133),0.41404477559030056
62,tensor(0.8700),0.3671453882008791
63,tensor(0.9200),0.3040181143581867
64,tensor(0.8400),0.4051929246634245
65,tensor(0.8867),0.31638785637915134
66,tensor(0.8633),0.4672244356572628
67,tensor(0.8467),0.46078464582562445
68,tensor(0.9600),0.2412137020379305
69,tensor(0.9600),0.23072516158223152
70,tensor(0.9800),0.20146621387451888
