,accuracy,loss
0,tensor(0.4733),1.0398054295778274
1,tensor(0.5200),1.0085523146390916
2,tensor(0.4967),1.0123887079954148
3,tensor(0.5000),1.0067468333244323
4,tensor(0.5067),0.9986514687538147
5,tensor(0.4767),1.0140200382471085
6,tensor(0.5167),1.0000448358058929
7,tensor(0.4867),1.0048948818445205
8,tensor(0.5000),1.0085750198364258
9,tensor(0.5533),0.9921993380784988
10,tensor(0.5233),0.9991113638877869
11,tensor(0.4867),1.0058167940378189
12,tensor(0.5400),0.997789266705513
13,tensor(0.4900),1.0135980123281478
14,tensor(0.5400),0.9967164236307144
15,tensor(0.5133),0.9977111685276031
16,tensor(0.5267),1.0068862920999526
17,tensor(0.5700),0.9885625076293946
18,tensor(0.5400),0.9943560290336609
19,tensor(0.5367),0.9978730380535126
20,tensor(0.4767),1.0100842607021332
21,tensor(0.5700),0.9742150622606277
22,tensor(0.4900),1.01654778778553
23,tensor(0.5067),1.005827922821045
24,tensor(0.5600),0.9846796351671219
25,tensor(0.4900),1.0039541971683503
26,tensor(0.5400),0.9922302305698395
27,tensor(0.5500),0.9759613537788391
28,tensor(0.5800),0.9793379080295562
29,tensor(0.6267),0.9136837697029114
30,tensor(0.6800),0.769721382856369
31,tensor(0.6300),0.7296146595478058
32,tensor(0.6367),0.6951300555467606
33,tensor(0.7067),0.6807238298654557
34,tensor(0.7133),0.6673184990882873
35,tensor(0.6800),0.6693225258588791
36,tensor(0.6700),0.6758553659915925
37,tensor(0.6533),0.7617191886901855
38,tensor(0.6867),0.6625485989451408
39,tensor(0.7033),0.6727826526761055
40,tensor(0.6667),0.6648701611161232
41,tensor(0.7400),0.6586820298433304
42,tensor(0.7400),0.6651076722145081
43,tensor(0.6767),0.6713371586799621
44,tensor(0.7133),0.6548964789509774
45,tensor(0.7400),0.6424639409780503
46,tensor(0.6767),0.6709440207481384
47,tensor(0.7167),0.6494572731852531
48,tensor(0.7433),0.6505096989870072
49,tensor(0.7433),0.6395274975895882
50,tensor(0.7267),0.6504728853702545
51,tensor(0.7400),0.6502920359373092
52,tensor(0.7367),0.6309699973464012
53,tensor(0.6833),0.6925618758797646
54,tensor(0.6967),0.6453792598843574
55,tensor(0.7100),0.6441950532793999
56,tensor(0.6500),0.9014672055840492
57,tensor(0.5933),1.0894815307855605
58,tensor(0.7167),0.6415832966566086
59,tensor(0.6633),0.726585971713066
60,tensor(0.6933),0.6511113035678864
61,tensor(0.6867),0.663801993727684
62,tensor(0.7033),0.6527254012227058
63,tensor(0.7367),0.6375263971090317
64,tensor(0.7433),0.6349926725029945
65,tensor(0.7333),0.6502688932418823
66,tensor(0.7133),0.6546803203225136
67,tensor(0.7367),0.6319836255908012
68,tensor(0.7433),0.6262620644271374
69,tensor(0.7367),0.6189560547471047
70,tensor(0.7000),0.7139361295104026
71,tensor(0.7400),0.6384184235334396
72,tensor(0.7000),0.7163876685500145
73,tensor(0.7433),0.6219270297884941
74,tensor(0.7233),0.6326053383946418
75,tensor(0.7167),0.6656747940182686
76,tensor(0.7033),0.6608292612433434
77,tensor(0.5633),1.2213718387484551
78,tensor(0.5533),1.162338755428791
79,tensor(0.5167),1.0068913325667381
80,tensor(0.6167),0.9306550315022468
81,tensor(0.4967),1.0956956306099892
82,tensor(0.4867),1.0144669938087463
83,tensor(0.5067),1.0046760401129722
84,tensor(0.5567),0.9781794971227646
85,tensor(0.5500),0.9942473119497299
86,tensor(0.5567),0.9717908483743668
87,tensor(0.5933),0.9405416226387024
88,tensor(0.5700),0.9466638034582138
89,tensor(0.5033),1.0211914950609207
90,tensor(0.5067),1.0014572197198868
91,tensor(0.5033),1.0045629251003265
92,tensor(0.4733),1.0037307953834533
93,tensor(0.4800),1.0079861974716187
94,tensor(0.5133),0.9946931064128876
95,tensor(0.5067),1.0042485374212264
96,tensor(0.4767),1.0056792467832565
97,tensor(0.5300),1.000293461084366
98,tensor(0.4800),1.0085888361930848
99,tensor(0.5467),0.9828905135393142
100,tensor(0.4800),1.0115359526872636
101,tensor(0.5633),0.9871341437101364
102,tensor(0.5267),1.000018812417984
103,tensor(0.5067),0.9982002520561218
104,tensor(0.5167),0.9928299963474274
105,tensor(0.5133),1.0042426723241806
106,tensor(0.5167),0.9977640056610108
107,tensor(0.5300),0.9939293575286865
108,tensor(0.4633),1.0023054480552673
109,tensor(0.5200),0.9997803616523743
110,tensor(0.5000),0.9971788078546524
111,tensor(0.4967),0.997434738278389
112,tensor(0.5133),0.993075133562088
113,tensor(0.5233),1.0010351020097732
114,tensor(0.5133),0.997461951971054
115,tensor(0.5333),0.9859768795967102
116,tensor(0.5467),0.9719995087385178
117,tensor(0.5767),0.9783338487148285
118,tensor(0.4967),0.9917925262451172
119,tensor(0.5533),0.9604715532064438
120,tensor(0.4833),0.9845958691835404
121,tensor(0.5633),0.9507124996185303
122,tensor(0.5567),0.9583349680900574
123,tensor(0.5667),0.9603235894441604
124,tensor(0.6333),0.8876770022511482
125,tensor(0.6967),0.6906365394592285
126,tensor(0.6933),0.6746750563383103
127,tensor(0.7200),0.6611081764101983
128,tensor(0.6867),0.6770282939076424
129,tensor(0.6800),0.6608977356553077
130,tensor(0.7033),0.6524788242578506
131,tensor(0.7600),0.6283519127964974
132,tensor(0.7200),0.6476039144396782
133,tensor(0.7200),0.6415681147575378
134,tensor(0.6933),0.6615395918488503
135,tensor(0.6967),0.65246277987957
136,tensor(0.6933),0.6514498004317284
137,tensor(0.6633),0.6646970582008361
138,tensor(0.6933),0.6528757604956626
139,tensor(0.7300),0.635786480307579
140,tensor(0.7067),0.6495851418375969
141,tensor(0.7233),0.6267466673254967
142,tensor(0.6933),0.6449199968576431
143,tensor(0.7000),0.6543315479159355
144,tensor(0.7167),0.6419708496332168
145,tensor(0.7133),0.6673036417365075
146,tensor(0.7000),0.6560321763157845
147,tensor(0.6833),0.6892462056875229
148,tensor(0.7067),0.6465113973617553
149,tensor(0.7867),0.6076511549949646
150,tensor(0.7233),0.6397348740696907
151,tensor(0.6600),0.7825100567936897
152,tensor(0.6367),0.7244232386350632
153,tensor(0.7133),0.6316853141784669
154,tensor(0.7067),0.6363407602906227
155,tensor(0.7267),0.6222571930289269
156,tensor(0.6933),0.6763735917210579
157,tensor(0.7033),0.6521665459871292
158,tensor(0.7000),0.6462532261013985
159,tensor(0.7833),0.615907715857029
160,tensor(0.6833),0.6647267690300942
161,tensor(0.7633),0.6151310628652573
162,tensor(0.7367),0.6215427675843239
163,tensor(0.7067),0.6437265206873417
164,tensor(0.7367),0.6210040193796158
165,tensor(0.7400),0.6056517027318478
166,tensor(0.6500),0.7867331546545029
167,tensor(0.6900),0.6490527611970901
168,tensor(0.7567),0.6181274043023586
169,tensor(0.6667),0.7025312983989715
170,tensor(0.7433),0.6457392632961273
171,tensor(0.7600),0.6258954611420632
172,tensor(0.7100),0.6507139912247658
173,tensor(0.7567),0.6749952363967896
174,tensor(0.7100),0.6450414195656776
175,tensor(0.7033),0.6714812938868999
176,tensor(0.6833),0.682456893324852
177,tensor(0.7233),0.643914061486721
178,tensor(0.7233),0.6668563887476922
179,tensor(0.7200),0.6170764093101024
180,tensor(0.7267),0.6328635171055794
181,tensor(0.7333),0.6220100888609886
182,tensor(0.7033),0.7248056584596634
183,tensor(0.7300),0.6816845333576202
184,tensor(0.7333),0.6465572202205658
185,tensor(0.7400),0.6226118741929532
186,tensor(0.6633),0.6935143721103668
187,tensor(0.6400),0.6908274060487747
188,tensor(0.6800),0.6788498225808144
189,tensor(0.6833),0.6846449011564255
190,tensor(0.6900),0.6563809433579445
191,tensor(0.7033),0.6467560675740242
192,tensor(0.6067),0.6886050146818161
193,tensor(0.7033),0.652662819325924
194,tensor(0.6733),0.665747445821762
195,tensor(0.7000),0.6524130150675773
196,tensor(0.6833),0.6650334534049034
197,tensor(0.7200),0.6428544011712074
198,tensor(0.6900),0.6604845204949379
199,tensor(0.6933),0.6600810551643371
200,tensor(0.6933),0.6569226723909378
201,tensor(0.6700),0.6564211440086365
202,tensor(0.7233),0.6457355308532715
203,tensor(0.6900),0.6597798147797584
204,tensor(0.6933),0.6580528962612152
205,tensor(0.7100),0.6408104652166366
206,tensor(0.7100),0.6584586569666863
207,tensor(0.7167),0.6486298078298569
208,tensor(0.7300),0.6457987213134766
209,tensor(0.7600),0.6196523596346378
210,tensor(0.7167),0.6360136857628822
211,tensor(0.7533),0.6271611452102661
212,tensor(0.7467),0.6300920662283898
213,tensor(0.7600),0.6486735287308693
214,tensor(0.6367),0.7120990872383117
215,tensor(0.6167),0.9322797109186649
216,tensor(0.7367),0.6501199343800544
217,tensor(0.7067),0.6801378193497658
218,tensor(0.6733),0.6975813008844852
219,tensor(0.6700),0.695075132548809
220,tensor(0.6600),0.6698561726510525
221,tensor(0.6600),0.6984819805622101
222,tensor(0.6967),0.6668264140188694
223,tensor(0.6767),0.6631998741626739
224,tensor(0.7433),0.6656245160102844
225,tensor(0.6967),0.6589380586147309
226,tensor(0.7067),0.6450174593925476
227,tensor(0.7400),0.6286542031168938
228,tensor(0.7200),0.6426846227049827
229,tensor(0.7067),0.6425886172056198
230,tensor(0.7067),0.6526851031184197
231,tensor(0.7233),0.6444923438131809
232,tensor(0.6800),0.6746165135502815
233,tensor(0.7100),0.6481231524050236
234,tensor(0.6767),0.6549445980787277
235,tensor(0.6833),0.6463198393583298
236,tensor(0.6867),0.6923543193936348
237,tensor(0.6833),0.6716503491997718
238,tensor(0.6733),0.6577548204362392
239,tensor(0.7200),0.625180487036705
240,tensor(0.6800),0.6484161634743214
241,tensor(0.7200),0.6375416824221611
242,tensor(0.6967),0.6474294738471508
243,tensor(0.7000),0.6238153983652591
244,tensor(0.7167),0.6516520980000496
245,tensor(0.7300),0.6441898733377457
246,tensor(0.7000),0.6590565675497055
247,tensor(0.7000),0.6591773271560669
248,tensor(0.7300),0.6296451485157013
249,tensor(0.7233),0.6216049642860889
250,tensor(0.7133),0.6444704313576222
251,tensor(0.6967),0.6395665296912193
252,tensor(0.7367),0.6280761037766933
253,tensor(0.7200),0.6136148641258479
254,tensor(0.7367),0.5959128157794475
255,tensor(0.6967),0.6200777034461499
256,tensor(0.7233),0.6420223914086819
257,tensor(0.7767),0.5807212588191032
258,tensor(0.7100),0.6450148470699787
259,tensor(0.7233),0.6342774717509747
260,tensor(0.7367),0.6293216693401337
261,tensor(0.7067),0.6077353227883577
262,tensor(0.7333),0.5896967778354884
263,tensor(0.6867),0.6169170063734054
264,tensor(0.7267),0.6149600885808468
265,tensor(0.7267),0.6382838293910027
266,tensor(0.7100),0.6200960172712803
267,tensor(0.7200),0.6265520611405373
268,tensor(0.7233),0.6158719731867314
269,tensor(0.7433),0.6246371233463287
270,tensor(0.7267),0.6141244900226593
271,tensor(0.7000),0.620716716349125
272,tensor(0.7367),0.6129721094667911
273,tensor(0.7367),0.6002001981437206
274,tensor(0.7800),0.5600715686380863
275,tensor(0.7367),0.6018204487115145
276,tensor(0.6833),0.6978235549479723
277,tensor(0.7067),0.6296182936429977
278,tensor(0.7700),0.5601178078353405
279,tensor(0.7100),0.6469727559387684
280,tensor(0.7367),0.6183316920697689
281,tensor(0.7667),0.6032584854960441
