,acc
0,"[0.006968641114982578, 0.16260162601626016, 0.12311265969802555, 0.11788617886178862, 0.07200929152148665, 0.10046457607433217]"
1,"[0.052845528455284556, 0.17073170731707318, 0.17073170731707318, 0.13879210220673635, 0.09175377468060394, 0.1445993031358885]"
2,"[0.05168408826945412, 0.3252032520325203, 0.281068524970964, 0.13821138211382114, 0.07200929152148665, 0.18699186991869918]"
3,"[0.05168408826945412, 0.3252032520325203, 0.32636469221835074, 0.11788617886178862, 0.09291521486643438, 0.20963995354239257]"
4,"[0.05110336817653891, 0.3252032520325203, 0.32752613240418116, 0.1173054587688734, 0.04994192799070848, 0.21080139372822299]"
5,"[0.05168408826945412, 0.3252032520325203, 0.33042973286875726, 0.11556329849012775, 0.05168408826945412, 0.21022067363530778]"
6,"[0.05168408826945412, 0.32113821138211385, 0.3327526132404181, 0.11614401858304298, 0.053426248548199766, 0.18815331010452963]"
7,"[0.05168408826945412, 0.32113821138211385, 0.3327526132404181, 0.11614401858304298, 0.05226480836236934, 0.1678281068524971]"
8,"[0.050522648083623695, 0.3252032520325203, 0.335075493612079, 0.11440185830429733, 0.05226480836236934, 0.18699186991869918]"
9,"[0.04878048780487805, 0.32926829268292684, 0.35656213704994194, 0.09581881533101046, 0.052845528455284556, 0.18757259001161442]"
10,"[0.04878048780487805, 0.3333333333333333, 0.3786295005807201, 0.09291521486643438, 0.05226480836236934, 0.16666666666666666]"
11,"[0.04878048780487805, 0.3333333333333333, 0.33855981416957026, 0.09291521486643438, 0.05226480836236934, 0.16666666666666666]"
12,"[0.047619047619047616, 0.3333333333333333, 0.3362369337979094, 0.09233449477351917, 0.07259001161440186, 0.1672473867595819]"
13,"[0.047619047619047616, 0.3333333333333333, 0.3356562137049942, 0.0900116144018583, 0.07317073170731707, 0.1672473867595819]"
14,"[0.047619047619047616, 0.33739837398373984, 0.3356562137049942, 0.07142857142857142, 0.07317073170731707, 0.1672473867595819]"
15,"[0.047619047619047616, 0.33739837398373984, 0.3356562137049942, 0.07142857142857142, 0.052845528455284556, 0.16666666666666666]"
16,"[0.047619047619047616, 0.33739837398373984, 0.3356562137049942, 0.07084785133565621, 0.07259001161440186, 0.14634146341463414]"
17,"[0.047619047619047616, 0.33739837398373984, 0.3356562137049942, 0.0900116144018583, 0.07491289198606271, 0.14518002322880372]"
18,"[0.047619047619047616, 0.34146341463414637, 0.3356562137049942, 0.09175377468060394, 0.09407665505226481, 0.1440185830429733]"
19,"[0.047619047619047616, 0.34146341463414637, 0.3170731707317073, 0.09175377468060394, 0.11498257839721254, 0.14343786295005806]"
20,"[0.047619047619047616, 0.34552845528455284, 0.31765389082462253, 0.09175377468060394, 0.11440185830429733, 0.14285714285714285]"
21,"[0.047619047619047616, 0.34552845528455284, 0.3153310104529617, 0.09233449477351917, 0.11440185830429733, 0.14285714285714285]"
22,"[0.047619047619047616, 0.34552845528455284, 0.3153310104529617, 0.09291521486643438, 0.11207897793263646, 0.14169570267131243]"
23,"[0.047619047619047616, 0.34552845528455284, 0.3159117305458769, 0.09291521486643438, 0.07781649245063879, 0.12253193960511034]"
24,"[0.047619047619047616, 0.34552845528455284, 0.3159117305458769, 0.09349593495934959, 0.07491289198606271, 0.12137049941927991]"
25,"[0.047619047619047616, 0.34552845528455284, 0.3159117305458769, 0.09349593495934959, 0.07317073170731707, 0.12137049941927991]"
26,"[0.047619047619047616, 0.34552845528455284, 0.3153310104529617, 0.09349593495934959, 0.07317073170731707, 0.11962833914053426]"
27,"[0.047619047619047616, 0.34552845528455284, 0.3153310104529617, 0.09349593495934959, 0.07317073170731707, 0.11962833914053426]"
28,"[0.047619047619047616, 0.34552845528455284, 0.3159117305458769, 0.09349593495934959, 0.07375145180023229, 0.11904761904761904]"
29,"[0.047619047619047616, 0.34552845528455284, 0.3159117305458769, 0.09349593495934959, 0.0743321718931475, 0.11904761904761904]"
30,"[0.047619047619047616, 0.34552845528455284, 0.3159117305458769, 0.0975609756097561, 0.07375145180023229, 0.11788617886178862]"
31,"[0.047619047619047616, 0.35365853658536583, 0.3170731707317073, 0.11265969802555169, 0.09175377468060394, 0.11846689895470383]"
32,"[0.04878048780487805, 0.35772357723577236, 0.3170731707317073, 0.11382113821138211, 0.09291521486643438, 0.1173054587688734]"
33,"[0.04878048780487805, 0.35772357723577236, 0.31765389082462253, 0.11382113821138211, 0.09698025551684088, 0.09930313588850175]"
34,"[0.04878048780487805, 0.35772357723577236, 0.31997677119628337, 0.11672473867595819, 0.13530778164924506, 0.11498257839721254]"
35,"[0.053426248548199766, 0.36585365853658536, 0.33739837398373984, 0.13472706155632985, 0.1521486643437863, 0.1173054587688734]"
36,"[0.053426248548199766, 0.516260162601626, 0.32229965156794427, 0.13704994192799072, 0.13821138211382114, 0.11904761904761904]"
37,"[0.053426248548199766, 0.524390243902439, 0.3205574912891986, 0.11498257839721254, 0.14227642276422764, 0.12195121951219512]"
38,"[0.05574912891986063, 0.524390243902439, 0.3205574912891986, 0.11498257839721254, 0.15505226480836237, 0.12195121951219512]"
39,"[0.056910569105691054, 0.524390243902439, 0.32694541231126595, 0.11614401858304298, 0.16434378629500582, 0.12195121951219512]"
40,"[0.056910569105691054, 0.524390243902439, 0.3403019744483159, 0.11846689895470383, 0.18292682926829268, 0.12369337979094076]"
41,"[0.06504065040650407, 0.524390243902439, 0.3722415795586527, 0.13821138211382114, 0.1957026713124274, 0.14518002322880372]"
42,"[0.08943089430894309, 0.5203252032520326, 0.3519163763066202, 0.14285714285714285, 0.19628339140534262, 0.14576074332171893]"
43,"[0.08072009291521487, 0.5203252032520326, 0.35598141695702673, 0.14634146341463414, 0.1991869918699187, 0.14692218350754935]"
44,"[0.08246225319396051, 0.5203252032520326, 0.3879210220673635, 0.17421602787456447, 0.19047619047619047, 0.14750290360046459]"
45,"[0.08188153310104529, 0.5203252032520326, 0.40418118466898956, 0.19802555168408828, 0.18524970963995355, 0.156794425087108]"
46,"[0.08246225319396051, 0.5203252032520326, 0.4059233449477352, 0.20209059233449478, 0.1910569105691057, 0.1527293844367015]"
47,"[0.08478513356562137, 0.5203252032520326, 0.40301974448315914, 0.20499419279907086, 0.18873403019744484, 0.16202090592334495]"
48,"[0.08478513356562137, 0.5203252032520326, 0.37630662020905925, 0.20789779326364694, 0.18524970963995355, 0.17073170731707318]"
