,acc
0,"[0.08826945412311266, 0.15040650406504066, 0.23925667828106853, 0.10975609756097561, 0.13821138211382114, 0.18873403019744484]"
1,"[0.09581881533101046, 0.15853658536585366, 0.2601626016260163, 0.10394889663182347, 0.12601626016260162, 0.20034843205574912]"
2,"[0.1016260162601626, 0.15853658536585366, 0.2677119628339141, 0.10569105691056911, 0.12659698025551683, 0.2032520325203252]"
3,"[0.11207897793263646, 0.16260162601626016, 0.27293844367015097, 0.10627177700348432, 0.1207897793263647, 0.20267131242741]"
4,"[0.12020905923344948, 0.17479674796747968, 0.2770034843205575, 0.11382113821138211, 0.12020905923344948, 0.20092915214866433]"
5,"[0.12253193960511034, 0.18292682926829268, 0.2706155632984901, 0.1207897793263647, 0.11672473867595819, 0.20150987224157957]"
6,"[0.12717770034843207, 0.1910569105691057, 0.2700348432055749, 0.12137049941927991, 0.11788617886178862, 0.20209059233449478]"
7,"[0.13124274099883856, 0.1991869918699187, 0.27177700348432055, 0.12775842044134728, 0.11207897793263646, 0.1986062717770035]"
8,"[0.13240418118466898, 0.21138211382113822, 0.2653890824622532, 0.13646922183507548, 0.11382113821138211, 0.18757259001161442]"
9,"[0.1329849012775842, 0.21138211382113822, 0.2659698025551684, 0.14634146341463414, 0.11440185830429733, 0.18583042973286876]"
10,"[0.13414634146341464, 0.21951219512195122, 0.2607433217189315, 0.15853658536585366, 0.11382113821138211, 0.18583042973286876]"
11,"[0.13008130081300814, 0.23983739837398374, 0.25261324041811845, 0.16492450638792103, 0.11207897793263646, 0.1835075493612079]"
12,"[0.13472706155632985, 0.24390243902439024, 0.24912891986062718, 0.16840882694541232, 0.11265969802555169, 0.18292682926829268]"
13,"[0.13879210220673635, 0.25203252032520324, 0.24680603948896632, 0.1765389082462253, 0.11614401858304298, 0.18292682926829268]"
14,"[0.13995354239256677, 0.27235772357723576, 0.2450638792102207, 0.18815331010452963, 0.12369337979094076, 0.1800232288037166]"
15,"[0.13588850174216027, 0.2967479674796748, 0.2415795586527294, 0.1957026713124274, 0.13124274099883856, 0.18118466898954705]"
16,"[0.13879210220673635, 0.3089430894308943, 0.2462253193960511, 0.20499419279907086, 0.13530778164924506, 0.17770034843205576]"
17,"[0.14285714285714285, 0.3252032520325203, 0.2450638792102207, 0.21138211382113822, 0.13763066202090593, 0.18176538908246226]"
