,acc
0,"[0.13240418118466898, 0.15447154471544716, 0.10743321718931476, 0.1957026713124274, 0.17828106852497097, 0.10452961672473868]"
1,"[0.13472706155632985, 0.15853658536585366, 0.11033681765389082, 0.20034843205574912, 0.1806039488966318, 0.14982578397212543]"
2,"[0.13704994192799072, 0.15853658536585366, 0.11207897793263646, 0.20441347270615565, 0.18234610917537747, 0.15389082462253195]"
3,"[0.13763066202090593, 0.15853658536585366, 0.1132404181184669, 0.20499419279907086, 0.18466898954703834, 0.156794425087108]"
4,"[0.13879210220673635, 0.16260162601626016, 0.11498257839721254, 0.2073170731707317, 0.18524970963995355, 0.15911730545876887]"
5,"[0.13879210220673635, 0.16260162601626016, 0.11498257839721254, 0.20789779326364694, 0.18583042973286876, 0.1602787456445993]"
6,"[0.13937282229965156, 0.16260162601626016, 0.11614401858304298, 0.20789779326364694, 0.18583042973286876, 0.16085946573751453]"
7,"[0.13937282229965156, 0.16260162601626016, 0.11614401858304298, 0.20789779326364694, 0.18583042973286876, 0.16085946573751453]"
8,"[0.13937282229965156, 0.16666666666666666, 0.1173054587688734, 0.21022067363530778, 0.18873403019744484, 0.16260162601626016]"
9,"[0.14111498257839722, 0.17073170731707318, 0.1173054587688734, 0.21196283391405343, 0.18989547038327526, 0.16376306620209058]"
10,"[0.14343786295005806, 0.17073170731707318, 0.11788617886178862, 0.21196283391405343, 0.19047619047619047, 0.16434378629500582]"
11,"[0.14343786295005806, 0.17073170731707318, 0.11788617886178862, 0.21312427409988385, 0.19047619047619047, 0.16608594657375145]"
12,"[0.14343786295005806, 0.17073170731707318, 0.11788617886178862, 0.21312427409988385, 0.19047619047619047, 0.16608594657375145]"
13,"[0.14343786295005806, 0.17073170731707318, 0.11788617886178862, 0.21312427409988385, 0.19047619047619047, 0.16608594657375145]"
14,"[0.14343786295005806, 0.17073170731707318, 0.11788617886178862, 0.21312427409988385, 0.19047619047619047, 0.16608594657375145]"
15,"[0.14343786295005806, 0.17073170731707318, 0.11788617886178862, 0.21312427409988385, 0.19047619047619047, 0.16608594657375145]"
16,"[0.14343786295005806, 0.17073170731707318, 0.11788617886178862, 0.21312427409988385, 0.19047619047619047, 0.16608594657375145]"
17,"[0.14343786295005806, 0.17073170731707318, 0.12020905923344948, 0.21312427409988385, 0.1910569105691057, 0.16608594657375145]"
18,"[0.14343786295005806, 0.17073170731707318, 0.12020905923344948, 0.21312427409988385, 0.1910569105691057, 0.16608594657375145]"
19,"[0.14343786295005806, 0.17073170731707318, 0.12020905923344948, 0.21312427409988385, 0.1910569105691057, 0.16608594657375145]"
20,"[0.14343786295005806, 0.17073170731707318, 0.12020905923344948, 0.21312427409988385, 0.1910569105691057, 0.16608594657375145]"
21,"[0.14343786295005806, 0.17073170731707318, 0.12020905923344948, 0.21312427409988385, 0.1910569105691057, 0.16608594657375145]"
22,"[0.14343786295005806, 0.17073170731707318, 0.12020905923344948, 0.21312427409988385, 0.1910569105691057, 0.16608594657375145]"
