,acc
0,"[0.14169570267131243, 0.12601626016260162, 0.18234610917537747, 0.11556329849012775, 0.1132404181184669, 0.15737514518002324]"
1,"[0.140534262485482, 0.15853658536585366, 0.21370499419279906, 0.12833914053426249, 0.12717770034843207, 0.1718931475029036]"
2,"[0.140534262485482, 0.17886178861788618, 0.23751451800232287, 0.1295005807200929, 0.13588850174216027, 0.1835075493612079]"
3,"[0.13937282229965156, 0.1951219512195122, 0.25435540069686413, 0.12659698025551683, 0.14343786295005806, 0.18931475029036005]"
4,"[0.13588850174216027, 0.21544715447154472, 0.2682926829268293, 0.12775842044134728, 0.14576074332171893, 0.1951219512195122]"
5,"[0.12601626016260162, 0.23577235772357724, 0.2857142857142857, 0.1289198606271777, 0.1480836236933798, 0.20092915214866433]"
6,"[0.11672473867595819, 0.2601626016260163, 0.29094076655052264, 0.12195121951219512, 0.14518002322880372, 0.20441347270615565]"
7,"[0.11207897793263646, 0.2601626016260163, 0.2955865272938444, 0.11846689895470383, 0.140534262485482, 0.20209059233449478]"
8,"[0.10685249709639953, 0.2804878048780488, 0.30313588850174217, 0.11672473867595819, 0.14227642276422764, 0.1997677119628339]"
9,"[0.10394889663182347, 0.2926829268292683, 0.3083623693379791, 0.11788617886178862, 0.140534262485482, 0.19802555168408828]"
10,"[0.10220673635307782, 0.3008130081300813, 0.313588850174216, 0.11962833914053426, 0.13995354239256677, 0.1991869918699187]"
11,"[0.10452961672473868, 0.32926829268292684, 0.31823461091753774, 0.12311265969802555, 0.14111498257839722, 0.1951219512195122]"
12,"[0.10104529616724739, 0.35365853658536583, 0.3234610917537747, 0.1254355400696864, 0.13763066202090593, 0.19221835075493612]"
13,"[0.09988385598141696, 0.3861788617886179, 0.3252032520325203, 0.1329849012775842, 0.13937282229965156, 0.1916376306620209]"
14,"[0.10046457607433217, 0.4146341463414634, 0.3246225319396051, 0.13472706155632985, 0.13937282229965156, 0.18931475029036005]"
15,"[0.10046457607433217, 0.45934959349593496, 0.32926829268292684, 0.14518002322880372, 0.14692218350754935, 0.18118466898954705]"
16,"[0.09988385598141696, 0.5, 0.3321718931475029, 0.1527293844367015, 0.15098722415795587, 0.18176538908246226]"
