,acc
0,"[0.0, 0.16666666666666666, 0.1672473867595819, 0.21660859465737514, 0.3077816492450639, 0.11904761904761904]"
1,"[0.0, 0.17073170731707318, 0.16898954703832753, 0.23693379790940766, 0.2857142857142857, 0.11904761904761904]"
2,"[0.0, 0.17073170731707318, 0.1910569105691057, 0.23693379790940766, 0.2857142857142857, 0.11904761904761904]"
3,"[0.0, 0.17479674796747968, 0.1916376306620209, 0.23635307781649245, 0.2857142857142857, 0.11904761904761904]"
4,"[0.0, 0.17886178861788618, 0.2148664343786295, 0.23577235772357724, 0.2851335656213705, 0.11846689895470383]"
5,"[0.0, 0.32926829268292684, 0.23635307781649245, 0.23519163763066203, 0.28339140534262486, 0.11672473867595819]"
6,"[0.0, 0.32926829268292684, 0.23693379790940766, 0.23693379790940766, 0.28397212543554007, 0.09581881533101046]"
7,"[0.0, 0.3333333333333333, 0.23983739837398374, 0.23809523809523808, 0.26364692218350755, 0.09639953542392567]"
8,"[0.0, 0.3333333333333333, 0.259581881533101, 0.23809523809523808, 0.26364692218350755, 0.09639953542392567]"
9,"[0.0, 0.3333333333333333, 0.259581881533101, 0.23809523809523808, 0.26480836236933797, 0.09698025551684088]"
10,"[0.0, 0.3333333333333333, 0.23751451800232287, 0.23809523809523808, 0.2653890824622532, 0.09698025551684088]"
11,"[0.0, 0.3333333333333333, 0.23751451800232287, 0.23867595818815332, 0.2653890824622532, 0.09698025551684088]"
12,"[0.0, 0.3333333333333333, 0.23519163763066203, 0.23925667828106853, 0.2677119628339141, 0.09814169570267131]"
13,"[0.0, 0.3333333333333333, 0.23635307781649245, 0.2183507549361208, 0.24738675958188153, 0.12020905923344948]"
14,"[0.0, 0.32926829268292684, 0.25667828106852497, 0.23983739837398374, 0.2886178861788618, 0.12253193960511034]"
15,"[0.08304297328687572, 0.1951219512195122, 0.27293844367015097, 0.19744483159117304, 0.24796747967479674, 0.14343786295005806]"
16,"[0.0859465737514518, 0.17886178861788618, 0.25319396051103366, 0.15563298490127758, 0.16318234610917537, 0.16666666666666666]"
17,"[0.08826945412311266, 0.3170731707317073, 0.3600464576074332, 0.13182346109175377, 0.17770034843205576, 0.227061556329849]"
18,"[0.08826945412311266, 0.3170731707317073, 0.3635307781649245, 0.1295005807200929, 0.15505226480836237, 0.25435540069686413]"
19,"[0.08826945412311266, 0.32113821138211385, 0.36643437862950057, 0.12833914053426249, 0.15331010452961671, 0.21312427409988385]"
20,"[0.08826945412311266, 0.3252032520325203, 0.3699186991869919, 0.10801393728222997, 0.1521486643437863, 0.2148664343786295]"
21,"[0.08943089430894309, 0.1910569105691057, 0.3530778164924506, 0.10627177700348432, 0.14924506387921022, 0.23228803716608595]"
22,"[0.08943089430894309, 0.18292682926829268, 0.32984901277584205, 0.10511033681765389, 0.1480836236933798, 0.23344947735191637]"
23,"[0.08943089430894309, 0.18292682926829268, 0.3310104529616725, 0.10394889663182347, 0.1480836236933798, 0.2346109175377468]"
24,"[0.09059233449477352, 0.18292682926829268, 0.313588850174216, 0.08362369337979095, 0.148664343786295, 0.23519163763066203]"
