,acc
0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
4,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
6,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
7,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
9,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
10,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
11,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
12,"[0.0, 0.14634146341463414, 0.14924506387921022, 0.15156794425087108, 0.11149825783972125, 0.18699186991869918]"
13,"[0.16144018583042974, 0.15447154471544716, 0.15447154471544716, 0.15563298490127758, 0.11440185830429733, 0.19628339140534262]"
14,"[0.1718931475029036, 0.15853658536585366, 0.15853658536585366, 0.16492450638792103, 0.12427409988385599, 0.20209059233449478]"
15,"[0.1718931475029036, 0.16260162601626016, 0.16260162601626016, 0.16376306620209058, 0.12020905923344948, 0.2067363530778165]"
16,"[0.18118466898954705, 0.16260162601626016, 0.16260162601626016, 0.16376306620209058, 0.12020905923344948, 0.2067363530778165]"
17,"[0.18118466898954705, 0.16260162601626016, 0.16260162601626016, 0.16376306620209058, 0.12020905923344948, 0.2067363530778165]"
18,"[0.18118466898954705, 0.16260162601626016, 0.16260162601626016, 0.16376306620209058, 0.12020905923344948, 0.2067363530778165]"
19,"[0.18118466898954705, 0.16260162601626016, 0.16260162601626016, 0.16376306620209058, 0.12020905923344948, 0.2067363530778165]"
20,"[0.18118466898954705, 0.16260162601626016, 0.16260162601626016, 0.16376306620209058, 0.12020905923344948, 0.2067363530778165]"
21,"[0.18118466898954705, 0.16260162601626016, 0.16260162601626016, 0.16376306620209058, 0.12020905923344948, 0.2067363530778165]"
22,"[0.18118466898954705, 0.16260162601626016, 0.16260162601626016, 0.1672473867595819, 0.12717770034843207, 0.2067363530778165]"
23,"[0.18118466898954705, 0.16666666666666666, 0.16666666666666666, 0.1678281068524971, 0.12311265969802555, 0.21080139372822299]"
24,"[0.18118466898954705, 0.16666666666666666, 0.16666666666666666, 0.1678281068524971, 0.12311265969802555, 0.21196283391405343]"
25,"[0.1835075493612079, 0.16666666666666666, 0.16666666666666666, 0.1678281068524971, 0.12311265969802555, 0.21196283391405343]"
26,"[0.18583042973286876, 0.16666666666666666, 0.16666666666666666, 0.1678281068524971, 0.12311265969802555, 0.21196283391405343]"
27,"[0.18583042973286876, 0.16666666666666666, 0.16666666666666666, 0.1678281068524971, 0.12311265969802555, 0.21196283391405343]"
28,"[0.18583042973286876, 0.16666666666666666, 0.16666666666666666, 0.1678281068524971, 0.12311265969802555, 0.21196283391405343]"
29,"[0.18583042973286876, 0.16666666666666666, 0.16666666666666666, 0.1678281068524971, 0.12311265969802555, 0.21196283391405343]"
30,"[0.18583042973286876, 0.16666666666666666, 0.16666666666666666, 0.1678281068524971, 0.12311265969802555, 0.21196283391405343]"
31,"[0.18583042973286876, 0.16666666666666666, 0.16666666666666666, 0.1678281068524971, 0.12311265969802555, 0.21196283391405343]"
32,"[0.18583042973286876, 0.16666666666666666, 0.16666666666666666, 0.1678281068524971, 0.12311265969802555, 0.21196283391405343]"
33,"[0.18583042973286876, 0.16666666666666666, 0.16666666666666666, 0.1678281068524971, 0.12311265969802555, 0.21196283391405343]"
34,"[0.18583042973286876, 0.16666666666666666, 0.16666666666666666, 0.16608594657375145, 0.12311265969802555, 0.21196283391405343]"
35,"[0.18583042973286876, 0.16666666666666666, 0.17015098722415795, 0.16550522648083624, 0.12311265969802555, 0.21312427409988385]"
36,"[0.18583042973286876, 0.16666666666666666, 0.17015098722415795, 0.16550522648083624, 0.12311265969802555, 0.21254355400696864]"
37,"[0.1835075493612079, 0.16666666666666666, 0.17015098722415795, 0.16550522648083624, 0.12311265969802555, 0.21254355400696864]"
38,"[0.1835075493612079, 0.16666666666666666, 0.17015098722415795, 0.16550522648083624, 0.12311265969802555, 0.21254355400696864]"
39,"[0.1835075493612079, 0.16666666666666666, 0.17015098722415795, 0.16550522648083624, 0.12311265969802555, 0.21254355400696864]"
40,"[0.1835075493612079, 0.16666666666666666, 0.17015098722415795, 0.16550522648083624, 0.12311265969802555, 0.21254355400696864]"
41,"[0.1835075493612079, 0.16666666666666666, 0.17015098722415795, 0.16550522648083624, 0.12311265969802555, 0.21254355400696864]"
42,"[0.1835075493612079, 0.16666666666666666, 0.17015098722415795, 0.16550522648083624, 0.12311265969802555, 0.21254355400696864]"
43,"[0.1835075493612079, 0.16666666666666666, 0.17015098722415795, 0.16550522648083624, 0.12311265969802555, 0.21254355400696864]"
