,acc
0,"[0.017421602787456445, 0.012195121951219513, 0.02497096399535424, 0.012775842044134728, 0.02148664343786295, 0.03426248548199768]"
1,"[0.024390243902439025, 0.02032520325203252, 0.038908246225319396, 0.019744483159117306, 0.0313588850174216, 0.047619047619047616]"
2,"[0.03426248548199768, 0.036585365853658534, 0.05516840882694541, 0.03484320557491289, 0.04355400696864112, 0.06620209059233449]"
3,"[0.04587688734030197, 0.06097560975609756, 0.070267131242741, 0.04994192799070848, 0.05400696864111498, 0.08072009291521487]"
4,"[0.06736353077816493, 0.06910569105691057, 0.08072009291521487, 0.05400696864111498, 0.07084785133565621, 0.09407665505226481]"
5,"[0.08652729384436701, 0.10975609756097561, 0.10220673635307782, 0.06329849012775841, 0.08130081300813008, 0.10975609756097561]"
6,"[0.10220673635307782, 0.14634146341463414, 0.12775842044134728, 0.07665505226480836, 0.0975609756097561, 0.12311265969802555]"
7,"[0.11149825783972125, 0.18699186991869918, 0.14576074332171893, 0.08478513356562137, 0.11033681765389082, 0.13124274099883856]"
8,"[0.13240418118466898, 0.23170731707317074, 0.17015098722415795, 0.09639953542392567, 0.12369337979094076, 0.148664343786295]"
9,"[0.14343786295005806, 0.27235772357723576, 0.1840882694541231, 0.1132404181184669, 0.14576074332171893, 0.15737514518002324]"
10,"[0.15098722415795587, 0.3048780487804878, 0.1986062717770035, 0.12369337979094076, 0.156794425087108, 0.15969802555168408]"
11,"[0.15853658536585366, 0.3617886178861789, 0.21718931475029035, 0.13414634146341464, 0.1602787456445993, 0.16260162601626016]"
12,"[0.17305458768873402, 0.3943089430894309, 0.23403019744483158, 0.140534262485482, 0.1678281068524971, 0.1678281068524971]"
13,"[0.17886178861788618, 0.43902439024390244, 0.2508710801393728, 0.1480836236933798, 0.1765389082462253, 0.16318234610917537]"
14,"[0.1753774680603949, 0.45528455284552843, 0.2677119628339141, 0.15737514518002324, 0.18234610917537747, 0.1678281068524971]"
15,"[0.17421602787456447, 0.4878048780487805, 0.2787456445993031, 0.15911730545876887, 0.18699186991869918, 0.16666666666666666]"
16,"[0.1759581881533101, 0.5121951219512195, 0.28397212543554007, 0.16318234610917537, 0.19396051103368175, 0.17015098722415795]"
17,"[0.17015098722415795, 0.532520325203252, 0.29210220673635306, 0.16898954703832753, 0.1986062717770035, 0.17305458768873402]"
18,"[0.1678281068524971, 0.5528455284552846, 0.2961672473867596, 0.16608594657375145, 0.20209059233449478, 0.17479674796747968]"
19,"[0.16840882694541232, 0.573170731707317, 0.2961672473867596, 0.16957026713124274, 0.2038327526132404, 0.17305458768873402]"
20,"[0.16376306620209058, 0.5894308943089431, 0.3083623693379791, 0.17421602787456447, 0.20963995354239257, 0.17363530778164923]"
21,"[0.16144018583042974, 0.6219512195121951, 0.3130081300813008, 0.18176538908246226, 0.21196283391405343, 0.17479674796747968]"
22,"[0.15969802555168408, 0.6504065040650406, 0.31881533101045295, 0.18931475029036005, 0.21080139372822299, 0.1759581881533101]"
23,"[0.15389082462253195, 0.6788617886178862, 0.32578397212543553, 0.19279907084785133, 0.21312427409988385, 0.16898954703832753]"
24,"[0.14692218350754935, 0.7154471544715447, 0.33681765389082463, 0.19221835075493612, 0.2148664343786295, 0.16840882694541232]"
25,"[0.14634146341463414, 0.7479674796747967, 0.3437862950058072, 0.1951219512195122, 0.22009291521486643, 0.17073170731707318]"
26,"[0.13937282229965156, 0.7682926829268293, 0.3507549361207898, 0.19744483159117304, 0.218931475029036, 0.16840882694541232]"
27,"[0.13414634146341464, 0.7804878048780488, 0.3530778164924506, 0.194541231126597, 0.22067363530778164, 0.17247386759581881]"
28,"[0.12601626016260162, 0.8292682926829268, 0.3623693379790941, 0.1916376306620209, 0.2224157955865273, 0.16550522648083624]"
29,"[0.12427409988385599, 0.8821138211382114, 0.3710801393728223, 0.1986062717770035, 0.2229965156794425, 0.16666666666666666]"
30,"[0.11904761904761904, 0.9105691056910569, 0.3792102206736353, 0.20267131242741, 0.22357723577235772, 0.1718931475029036]"
31,"[0.11672473867595819, 0.9227642276422764, 0.38153310104529614, 0.20499419279907086, 0.22067363530778164, 0.17015098722415795]"
32,"[0.11265969802555169, 0.9390243902439024, 0.38095238095238093, 0.20267131242741, 0.2224157955865273, 0.17073170731707318]"
33,"[0.11149825783972125, 0.9471544715447154, 0.3826945412311266, 0.2032520325203252, 0.22067363530778164, 0.17073170731707318]"
34,"[0.10859465737514518, 0.959349593495935, 0.38153310104529614, 0.2032520325203252, 0.22009291521486643, 0.1718931475029036]"
35,"[0.10743321718931476, 0.959349593495935, 0.38153310104529614, 0.20209059233449478, 0.22009291521486643, 0.1718931475029036]"
36,"[0.10452961672473868, 0.959349593495935, 0.38153310104529614, 0.20092915214866433, 0.22125435540069685, 0.1718931475029036]"
37,"[0.10220673635307782, 0.959349593495935, 0.3832752613240418, 0.20209059233449478, 0.218931475029036, 0.17247386759581881]"
38,"[0.09814169570267131, 0.959349593495935, 0.3826945412311266, 0.20150987224157957, 0.21718931475029035, 0.17247386759581881]"
39,"[0.09814169570267131, 0.9796747967479674, 0.3826945412311266, 0.1997677119628339, 0.2183507549361208, 0.1713124274099884]"
40,"[0.10278745644599303, 0.975609756097561, 0.3803716608594657, 0.20267131242741, 0.21777003484320556, 0.1713124274099884]"
41,"[0.10278745644599303, 0.9796747967479674, 0.3792102206736353, 0.20092915214866433, 0.21777003484320556, 0.17015098722415795]"
42,"[0.10278745644599303, 0.983739837398374, 0.3786295005807201, 0.20150987224157957, 0.2183507549361208, 0.16840882694541232]"
43,"[0.10278745644599303, 0.9878048780487805, 0.3780487804878049, 0.20092915214866433, 0.21660859465737514, 0.16840882694541232]"
44,"[0.10278745644599303, 0.9878048780487805, 0.3786295005807201, 0.20092915214866433, 0.21602787456445993, 0.1678281068524971]"
45,"[0.10336817653890824, 0.9878048780487805, 0.37688734030197446, 0.20092915214866433, 0.21660859465737514, 0.1672473867595819]"
46,"[0.10452961672473868, 0.9878048780487805, 0.37688734030197446, 0.20092915214866433, 0.21602787456445993, 0.1672473867595819]"
47,"[0.10569105691056911, 0.9878048780487805, 0.37688734030197446, 0.20150987224157957, 0.2148664343786295, 0.16666666666666666]"
48,"[0.10685249709639953, 0.9878048780487805, 0.37688734030197446, 0.20150987224157957, 0.2148664343786295, 0.16666666666666666]"
49,"[0.10685249709639953, 0.9878048780487805, 0.37688734030197446, 0.2038327526132404, 0.2148664343786295, 0.16666666666666666]"
50,"[0.10685249709639953, 0.9796747967479674, 0.37688734030197446, 0.20499419279907086, 0.2148664343786295, 0.16666666666666666]"
51,"[0.10627177700348432, 0.9796747967479674, 0.37688734030197446, 0.20557491289198607, 0.2148664343786295, 0.16666666666666666]"
52,"[0.10511033681765389, 0.9796747967479674, 0.37630662020905925, 0.2073170731707317, 0.21660859465737514, 0.16666666666666666]"
53,"[0.10394889663182347, 0.975609756097561, 0.37398373983739835, 0.20963995354239257, 0.2183507549361208, 0.16666666666666666]"
54,"[0.10104529616724739, 0.975609756097561, 0.37282229965156793, 0.21312427409988385, 0.21777003484320556, 0.16666666666666666]"
55,"[0.10104529616724739, 0.9634146341463414, 0.3722415795586527, 0.21544715447154472, 0.21777003484320556, 0.16666666666666666]"
56,"[0.10046457607433217, 0.9634146341463414, 0.3704994192799071, 0.21718931475029035, 0.22009291521486643, 0.16666666666666666]"
57,"[0.10046457607433217, 0.959349593495935, 0.3693379790940767, 0.2183507549361208, 0.21951219512195122, 0.16666666666666666]"
58,"[0.10046457607433217, 0.9512195121951219, 0.36875725900116146, 0.21951219512195122, 0.22067363530778164, 0.16666666666666666]"
59,"[0.1016260162601626, 0.9471544715447154, 0.3681765389082462, 0.22125435540069685, 0.22125435540069685, 0.16666666666666666]"
60,"[0.10220673635307782, 0.943089430894309, 0.3670150987224158, 0.22357723577235772, 0.22067363530778164, 0.16666666666666666]"
61,"[0.10220673635307782, 0.943089430894309, 0.3635307781649245, 0.22473867595818817, 0.22067363530778164, 0.16666666666666666]"
62,"[0.10220673635307782, 0.943089430894309, 0.3635307781649245, 0.22473867595818817, 0.22067363530778164, 0.16666666666666666]"
63,"[0.10220673635307782, 0.9349593495934959, 0.3635307781649245, 0.2259001161440186, 0.22125435540069685, 0.16666666666666666]"
64,"[0.10278745644599303, 0.9308943089430894, 0.3629500580720093, 0.2259001161440186, 0.22067363530778164, 0.16666666666666666]"
65,"[0.10278745644599303, 0.9308943089430894, 0.3629500580720093, 0.2264808362369338, 0.22125435540069685, 0.16666666666666666]"
66,"[0.10336817653890824, 0.9390243902439024, 0.3641114982578397, 0.2259001161440186, 0.22125435540069685, 0.16666666666666666]"
67,"[0.10336817653890824, 0.943089430894309, 0.3670150987224158, 0.22357723577235772, 0.22125435540069685, 0.16666666666666666]"
68,"[0.10220673635307782, 0.9471544715447154, 0.3681765389082462, 0.22357723577235772, 0.2224157955865273, 0.16666666666666666]"
69,"[0.10394889663182347, 0.9512195121951219, 0.3693379790940767, 0.2224157955865273, 0.22415795586527293, 0.16666666666666666]"
70,"[0.10511033681765389, 0.959349593495935, 0.3699186991869919, 0.22125435540069685, 0.22473867595818817, 0.16666666666666666]"
71,"[0.10569105691056911, 0.9634146341463414, 0.3710801393728223, 0.22067363530778164, 0.22357723577235772, 0.16666666666666666]"
72,"[0.11033681765389082, 0.9634146341463414, 0.37398373983739835, 0.2183507549361208, 0.22415795586527293, 0.16666666666666666]"
73,"[0.1173054587688734, 0.9634146341463414, 0.37340301974448314, 0.21660859465737514, 0.22415795586527293, 0.16666666666666666]"
74,"[0.12137049941927991, 0.967479674796748, 0.37572590011614404, 0.2148664343786295, 0.22531939605110338, 0.16666666666666666]"
75,"[0.1248548199767712, 0.9715447154471545, 0.37630662020905925, 0.21254355400696864, 0.2264808362369338, 0.16666666666666666]"
76,"[0.13066202090592335, 0.9796747967479674, 0.37688734030197446, 0.21196283391405343, 0.227061556329849, 0.16666666666666666]"
77,"[0.13530778164924506, 0.9796747967479674, 0.3780487804878049, 0.21254355400696864, 0.22531939605110338, 0.16666666666666666]"
78,"[0.140534262485482, 0.983739837398374, 0.3780487804878049, 0.21022067363530778, 0.22415795586527293, 0.16666666666666666]"
79,"[0.14982578397212543, 0.9796747967479674, 0.37688734030197446, 0.2073170731707317, 0.22415795586527293, 0.16666666666666666]"
80,"[0.15911730545876887, 0.983739837398374, 0.37688734030197446, 0.2067363530778165, 0.2229965156794425, 0.16666666666666666]"
81,"[0.16608594657375145, 0.9878048780487805, 0.37746806039488967, 0.20557491289198607, 0.2218350754936121, 0.16666666666666666]"
82,"[0.17305458768873402, 0.983739837398374, 0.37630662020905925, 0.2032520325203252, 0.2224157955865273, 0.16608594657375145]"
83,"[0.1794425087108014, 0.983739837398374, 0.37572590011614404, 0.2032520325203252, 0.22357723577235772, 0.16608594657375145]"
84,"[0.18699186991869918, 0.983739837398374, 0.37572590011614404, 0.20267131242741, 0.22531939605110338, 0.16608594657375145]"
85,"[0.19396051103368175, 0.983739837398374, 0.37572590011614404, 0.20209059233449478, 0.227061556329849, 0.16608594657375145]"
86,"[0.2038327526132404, 0.983739837398374, 0.37630662020905925, 0.20092915214866433, 0.22822299651567945, 0.16608594657375145]"
87,"[0.2183507549361208, 0.983739837398374, 0.37630662020905925, 0.20092915214866433, 0.22880371660859466, 0.16550522648083624]"
88,"[0.23519163763066203, 0.983739837398374, 0.37630662020905925, 0.1997677119628339, 0.22938443670150988, 0.16550522648083624]"
89,"[0.2462253193960511, 0.9796747967479674, 0.37514518002322883, 0.19744483159117304, 0.22938443670150988, 0.16550522648083624]"
90,"[0.2537746806039489, 0.9796747967479674, 0.3780487804878049, 0.19686411149825783, 0.22996515679442509, 0.16550522648083624]"
91,"[0.26306620209059234, 0.9796747967479674, 0.3797909407665505, 0.19802555168408828, 0.2305458768873403, 0.16550522648083624]"
92,"[0.2700348432055749, 0.9796747967479674, 0.3797909407665505, 0.1991869918699187, 0.2305458768873403, 0.16550522648083624]"
93,"[0.27468060394889665, 0.9796747967479674, 0.38153310104529614, 0.1997677119628339, 0.23286875725900116, 0.16550522648083624]"
94,"[0.2781649245063879, 0.9796747967479674, 0.3826945412311266, 0.20034843205574912, 0.23286875725900116, 0.16550522648083624]"
95,"[0.2787456445993031, 0.9796747967479674, 0.3832752613240418, 0.20209059233449478, 0.23403019744483158, 0.16550522648083624]"
96,"[0.28397212543554007, 0.9796747967479674, 0.38443670150987225, 0.20209059233449478, 0.23519163763066203, 0.16550522648083624]"
97,"[0.2932636469221835, 0.9796747967479674, 0.3873403019744483, 0.20267131242741, 0.23519163763066203, 0.16608594657375145]"
98,"[0.30197444831591175, 0.975609756097561, 0.3867595818815331, 0.20267131242741, 0.23635307781649245, 0.16550522648083624]"
99,"[0.3147502903600465, 0.975609756097561, 0.3873403019744483, 0.2038327526132404, 0.23693379790940766, 0.16608594657375145]"
100,"[0.32113821138211385, 0.975609756097561, 0.389082462253194, 0.20499419279907086, 0.23635307781649245, 0.16608594657375145]"
101,"[0.3344947735191638, 0.975609756097561, 0.3885017421602787, 0.20557491289198607, 0.23635307781649245, 0.16608594657375145]"
102,"[0.34494773519163763, 0.975609756097561, 0.3896631823461092, 0.20557491289198607, 0.23519163763066203, 0.16608594657375145]"
103,"[0.3507549361207898, 0.975609756097561, 0.3896631823461092, 0.20557491289198607, 0.23635307781649245, 0.16550522648083624]"
104,"[0.35772357723577236, 0.975609756097561, 0.39314750290360045, 0.20441347270615565, 0.23693379790940766, 0.16434378629500582]"
105,"[0.36469221835075494, 0.975609756097561, 0.39372822299651566, 0.20499419279907086, 0.23867595818815332, 0.16550522648083624]"
106,"[0.37456445993031356, 0.975609756097561, 0.39547038327526135, 0.20441347270615565, 0.23925667828106853, 0.16608594657375145]"
107,"[0.3914053426248548, 0.975609756097561, 0.39547038327526135, 0.2038327526132404, 0.23867595818815332, 0.16608594657375145]"
108,"[0.3983739837398374, 0.975609756097561, 0.397212543554007, 0.20615563298490128, 0.23809523809523808, 0.1672473867595819]"
109,"[0.4099883855981417, 0.9715447154471545, 0.3977932636469222, 0.2067363530778165, 0.23925667828106853, 0.1678281068524971]"
110,"[0.4152148664343786, 0.9715447154471545, 0.3983739837398374, 0.2067363530778165, 0.23983739837398374, 0.1672473867595819]"
111,"[0.4250871080139373, 0.9715447154471545, 0.3983739837398374, 0.2073170731707317, 0.23925667828106853, 0.1672473867595819]"
112,"[0.4332171893147503, 0.9715447154471545, 0.3977932636469222, 0.20789779326364694, 0.23925667828106853, 0.1672473867595819]"
113,"[0.44018583042973286, 0.9715447154471545, 0.3977932636469222, 0.20847851335656215, 0.23867595818815332, 0.16666666666666666]"
114,"[0.4442508710801394, 0.9715447154471545, 0.39605110336817656, 0.20847851335656215, 0.23809523809523808, 0.1672473867595819]"
115,"[0.4535423925667828, 0.9715447154471545, 0.397212543554007, 0.20847851335656215, 0.23809523809523808, 0.1678281068524971]"
116,"[0.45586527293844364, 0.967479674796748, 0.3977932636469222, 0.20789779326364694, 0.23751451800232287, 0.1678281068524971]"
117,"[0.4547038327526132, 0.967479674796748, 0.3995354239256678, 0.20789779326364694, 0.23751451800232287, 0.1678281068524971]"
118,"[0.4570267131242741, 0.9715447154471545, 0.40069686411149824, 0.2067363530778165, 0.23751451800232287, 0.1678281068524971]"
119,"[0.45876887340301975, 0.9715447154471545, 0.40185830429732866, 0.20789779326364694, 0.23751451800232287, 0.1672473867595819]"
120,"[0.462253193960511, 0.9715447154471545, 0.4024390243902439, 0.20847851335656215, 0.23693379790940766, 0.1678281068524971]"
121,"[0.4651567944250871, 0.975609756097561, 0.40185830429732866, 0.20847851335656215, 0.23809523809523808, 0.1678281068524971]"
122,"[0.4692218350754936, 0.975609756097561, 0.40418118466898956, 0.2073170731707317, 0.23693379790940766, 0.16840882694541232]"
123,"[0.47619047619047616, 0.975609756097561, 0.40418118466898956, 0.20789779326364694, 0.23635307781649245, 0.16840882694541232]"
124,"[0.47793263646922185, 0.975609756097561, 0.4059233449477352, 0.2073170731707317, 0.23635307781649245, 0.16898954703832753]"
125,"[0.4802555168408827, 0.975609756097561, 0.40824622531939603, 0.20615563298490128, 0.23693379790940766, 0.16898954703832753]"
126,"[0.483739837398374, 0.975609756097561, 0.4094076655052265, 0.20615563298490128, 0.23693379790940766, 0.16898954703832753]"
127,"[0.48548199767711964, 0.975609756097561, 0.41114982578397213, 0.2067363530778165, 0.23635307781649245, 0.16957026713124274]"
128,"[0.49419279907084784, 0.975609756097561, 0.41173054587688734, 0.20789779326364694, 0.23693379790940766, 0.1718931475029036]"
129,"[0.4930313588850174, 0.975609756097561, 0.41231126596980255, 0.2073170731707317, 0.23809523809523808, 0.17305458768873402]"
130,"[0.4895470383275261, 0.975609756097561, 0.4140534262485482, 0.20847851335656215, 0.23867595818815332, 0.17305458768873402]"
131,"[0.49535423925667826, 0.975609756097561, 0.4169570267131243, 0.21080139372822299, 0.23983739837398374, 0.17363530778164923]"
132,"[0.4959349593495935, 0.975609756097561, 0.4181184668989547, 0.21080139372822299, 0.23983739837398374, 0.17363530778164923]"
133,"[0.49825783972125437, 0.975609756097561, 0.4181184668989547, 0.21138211382113822, 0.23983739837398374, 0.17305458768873402]"
134,"[0.5023228803716608, 0.975609756097561, 0.4186991869918699, 0.21138211382113822, 0.23925667828106853, 0.17305458768873402]"
135,"[0.5023228803716608, 0.975609756097561, 0.41927990708478513, 0.21196283391405343, 0.23925667828106853, 0.17363530778164923]"
136,"[0.5069686411149826, 0.975609756097561, 0.42044134727061555, 0.21196283391405343, 0.24041811846689895, 0.17363530778164923]"
137,"[0.5150987224157956, 0.975609756097561, 0.4221835075493612, 0.21138211382113822, 0.23983739837398374, 0.17421602787456447]"
138,"[0.5203252032520326, 0.975609756097561, 0.42276422764227645, 0.21196283391405343, 0.24041811846689895, 0.17421602787456447]"
139,"[0.5255516840882695, 0.975609756097561, 0.4262485481997677, 0.21254355400696864, 0.24041811846689895, 0.17421602787456447]"
140,"[0.5336817653890824, 0.975609756097561, 0.4291521486643438, 0.21196283391405343, 0.2415795586527294, 0.17421602787456447]"
141,"[0.5383275261324042, 0.975609756097561, 0.43147502903600465, 0.21254355400696864, 0.2421602787456446, 0.1753774680603949]"
142,"[0.5423925667828107, 0.975609756097561, 0.4332171893147503, 0.2148664343786295, 0.24332171893147503, 0.1765389082462253]"
143,"[0.5452961672473867, 0.975609756097561, 0.4361207897793264, 0.21602787456445993, 0.24274099883855982, 0.1759581881533101]"
144,"[0.5528455284552846, 0.975609756097561, 0.4413472706155633, 0.21602787456445993, 0.24274099883855982, 0.1759581881533101]"
145,"[0.554006968641115, 0.975609756097561, 0.4436701509872242, 0.21777003484320556, 0.2456445993031359, 0.17711962833914052]"
146,"[0.5563298490127758, 0.975609756097561, 0.44715447154471544, 0.2183507549361208, 0.2450638792102207, 0.17711962833914052]"
147,"[0.5603948896631823, 0.975609756097561, 0.44947735191637633, 0.2218350754936121, 0.2450638792102207, 0.17770034843205576]"
148,"[0.562137049941928, 0.975609756097561, 0.4518002322880372, 0.22357723577235772, 0.24448315911730545, 0.1794425087108014]"
