,acc
0,"[0.21544715447154472, 0.13356562137049943, 0.2038327526132404, 0.1840882694541231, 0.14285714285714285, 0.1678281068524971]"
1,"[0.22357723577235772, 0.13530778164924506, 0.2067363530778165, 0.18583042973286876, 0.15098722415795587, 0.16318234610917537]"
2,"[0.23170731707317074, 0.13879210220673635, 0.20267131242741, 0.18292682926829268, 0.15331010452961671, 0.15911730545876887]"
3,"[0.24390243902439024, 0.14750290360046459, 0.2038327526132404, 0.18292682926829268, 0.156794425087108, 0.1521486643437863]"
4,"[0.2601626016260163, 0.15389082462253195, 0.20847851335656215, 0.17886178861788618, 0.16260162601626016, 0.14285714285714285]"
5,"[0.26422764227642276, 0.16085946573751453, 0.21370499419279906, 0.18641114982578397, 0.1672473867595819, 0.13704994192799072]"
6,"[0.2804878048780488, 0.16550522648083624, 0.21777003484320556, 0.18466898954703834, 0.16608594657375145, 0.13008130081300814]"
7,"[0.2967479674796748, 0.1713124274099884, 0.21951219512195122, 0.18524970963995355, 0.16492450638792103, 0.12601626016260162]"
8,"[0.3089430894308943, 0.17421602787456447, 0.2218350754936121, 0.18699186991869918, 0.16608594657375145, 0.11846689895470383]"
9,"[0.3333333333333333, 0.1840882694541231, 0.23577235772357724, 0.19802555168408828, 0.16492450638792103, 0.10511033681765389]"
10,"[0.34959349593495936, 0.20034843205574912, 0.23577235772357724, 0.2038327526132404, 0.1678281068524971, 0.09581881533101046]"
11,"[0.3780487804878049, 0.21718931475029035, 0.2346109175377468, 0.20963995354239257, 0.16144018583042974, 0.09639953542392567]"
12,"[0.4024390243902439, 0.22880371660859466, 0.23228803716608595, 0.20789779326364694, 0.15969802555168408, 0.09523809523809523]"
13,"[0.42276422764227645, 0.23577235772357724, 0.23577235772357724, 0.2224157955865273, 0.15098722415795587, 0.09814169570267131]"
14,"[0.4105691056910569, 0.23228803716608595, 0.23519163763066203, 0.22880371660859466, 0.14576074332171893, 0.10336817653890824]"
15,"[0.3821138211382114, 0.2264808362369338, 0.23577235772357724, 0.23751451800232287, 0.13472706155632985, 0.11440185830429733]"
16,"[0.35772357723577236, 0.22009291521486643, 0.23344947735191637, 0.24448315911730545, 0.13124274099883856, 0.12369337979094076]"
17,"[0.32926829268292684, 0.2148664343786295, 0.23228803716608595, 0.24680603948896632, 0.1289198606271777, 0.13182346109175377]"
18,"[0.3048780487804878, 0.20615563298490128, 0.2264808362369338, 0.251451800232288, 0.12311265969802555, 0.13995354239256677]"
19,"[0.2764227642276423, 0.20499419279907086, 0.2229965156794425, 0.2578397212543554, 0.1173054587688734, 0.14576074332171893]"
20,"[0.2764227642276423, 0.2038327526132404, 0.22125435540069685, 0.2584204413472706, 0.11556329849012775, 0.14982578397212543]"
