,acc
0,"[0.2601626016260163, 0.16260162601626016, 0.027874564459930314, 0.09698025551684088, 0.07142857142857142, 0.0743321718931475]"
1,"[0.23867595818815332, 0.16260162601626016, 0.07259001161440186, 0.14285714285714285, 0.07259001161440186, 0.12020905923344948]"
2,"[0.23809523809523808, 0.16260162601626016, 0.0743321718931475, 0.14343786295005806, 0.1173054587688734, 0.16666666666666666]"
3,"[0.23809523809523808, 0.16260162601626016, 0.09639953542392567, 0.16550522648083624, 0.1173054587688734, 0.16666666666666666]"
4,"[0.19396051103368175, 0.16260162601626016, 0.14169570267131243, 0.16608594657375145, 0.11788617886178862, 0.1678281068524971]"
5,"[0.19279907084785133, 0.16260162601626016, 0.14285714285714285, 0.16608594657375145, 0.1173054587688734, 0.16840882694541232]"
6,"[0.18931475029036005, 0.16260162601626016, 0.14227642276422764, 0.16608594657375145, 0.13763066202090593, 0.1916376306620209]"
7,"[0.18931475029036005, 0.16260162601626016, 0.1602787456445993, 0.16608594657375145, 0.13821138211382114, 0.2305458768873403]"
8,"[0.18931475029036005, 0.16260162601626016, 0.16202090592334495, 0.16608594657375145, 0.13821138211382114, 0.21254355400696864]"
9,"[0.18931475029036005, 0.16260162601626016, 0.16434378629500582, 0.16550522648083624, 0.13821138211382114, 0.21022067363530778]"
10,"[0.18931475029036005, 0.16260162601626016, 0.14692218350754935, 0.16550522648083624, 0.13646922183507548, 0.21022067363530778]"
11,"[0.18931475029036005, 0.16260162601626016, 0.1672473867595819, 0.16550522648083624, 0.11614401858304298, 0.18989547038327526]"
12,"[0.18931475029036005, 0.16260162601626016, 0.16608594657375145, 0.16492450638792103, 0.1173054587688734, 0.1916376306620209]"
13,"[0.18931475029036005, 0.16260162601626016, 0.16608594657375145, 0.16434378629500582, 0.1173054587688734, 0.1916376306620209]"
14,"[0.18931475029036005, 0.16260162601626016, 0.16666666666666666, 0.16434378629500582, 0.1173054587688734, 0.1916376306620209]"
15,"[0.18583042973286876, 0.16260162601626016, 0.1678281068524971, 0.16492450638792103, 0.11672473867595819, 0.19337979094076654]"
16,"[0.18583042973286876, 0.16260162601626016, 0.1678281068524971, 0.16492450638792103, 0.11672473867595819, 0.19279907084785133]"
17,"[0.18583042973286876, 0.16260162601626016, 0.16898954703832753, 0.16434378629500582, 0.11672473867595819, 0.19279907084785133]"
18,"[0.18583042973286876, 0.16260162601626016, 0.16957026713124274, 0.16434378629500582, 0.11672473867595819, 0.19279907084785133]"
19,"[0.18583042973286876, 0.16260162601626016, 0.18873403019744484, 0.1440185830429733, 0.11672473867595819, 0.19279907084785133]"
20,"[0.18583042973286876, 0.16260162601626016, 0.18699186991869918, 0.1440185830429733, 0.11672473867595819, 0.19337979094076654]"
21,"[0.18583042973286876, 0.16260162601626016, 0.18699186991869918, 0.1440185830429733, 0.11672473867595819, 0.19337979094076654]"
22,"[0.18815331010452963, 0.16260162601626016, 0.18815331010452963, 0.1445993031358885, 0.1173054587688734, 0.1916376306620209]"
23,"[0.18583042973286876, 0.16666666666666666, 0.18873403019744484, 0.14285714285714285, 0.1173054587688734, 0.1916376306620209]"
24,"[0.18583042973286876, 0.16666666666666666, 0.19047619047619047, 0.14343786295005806, 0.1173054587688734, 0.1910569105691057]"
25,"[0.18583042973286876, 0.16666666666666666, 0.18989547038327526, 0.16318234610917537, 0.1173054587688734, 0.1916376306620209]"
26,"[0.18583042973286876, 0.16666666666666666, 0.17073170731707318, 0.16376306620209058, 0.1173054587688734, 0.21138211382113822]"
27,"[0.18583042973286876, 0.16666666666666666, 0.17073170731707318, 0.16376306620209058, 0.1173054587688734, 0.21138211382113822]"
28,"[0.18583042973286876, 0.16666666666666666, 0.17015098722415795, 0.16376306620209058, 0.1173054587688734, 0.21138211382113822]"
29,"[0.18583042973286876, 0.16666666666666666, 0.17015098722415795, 0.16376306620209058, 0.1173054587688734, 0.21254355400696864]"
30,"[0.18583042973286876, 0.16666666666666666, 0.17015098722415795, 0.16376306620209058, 0.1173054587688734, 0.21254355400696864]"
31,"[0.18583042973286876, 0.16666666666666666, 0.16957026713124274, 0.16318234610917537, 0.1173054587688734, 0.21254355400696864]"
32,"[0.18583042973286876, 0.16666666666666666, 0.15040650406504066, 0.16318234610917537, 0.1173054587688734, 0.21254355400696864]"
33,"[0.18583042973286876, 0.16666666666666666, 0.15040650406504066, 0.16318234610917537, 0.1173054587688734, 0.21254355400696864]"
34,"[0.18583042973286876, 0.16666666666666666, 0.15040650406504066, 0.16318234610917537, 0.11788617886178862, 0.21254355400696864]"
35,"[0.18583042973286876, 0.16666666666666666, 0.15040650406504066, 0.16318234610917537, 0.11788617886178862, 0.21254355400696864]"
36,"[0.18583042973286876, 0.16666666666666666, 0.15098722415795587, 0.16318234610917537, 0.11788617886178862, 0.21254355400696864]"
37,"[0.18583042973286876, 0.16666666666666666, 0.15098722415795587, 0.16318234610917537, 0.11788617886178862, 0.21254355400696864]"
38,"[0.18583042973286876, 0.16666666666666666, 0.15098722415795587, 0.16202090592334495, 0.11788617886178862, 0.21254355400696864]"
39,"[0.18583042973286876, 0.16666666666666666, 0.1713124274099884, 0.14227642276422764, 0.11788617886178862, 0.21254355400696864]"
40,"[0.18583042973286876, 0.16666666666666666, 0.17247386759581881, 0.14169570267131243, 0.1173054587688734, 0.21312427409988385]"
41,"[0.18815331010452963, 0.16666666666666666, 0.19221835075493612, 0.14169570267131243, 0.1173054587688734, 0.21312427409988385]"
42,"[0.18815331010452963, 0.16666666666666666, 0.19279907084785133, 0.14169570267131243, 0.1173054587688734, 0.21312427409988385]"
43,"[0.18815331010452963, 0.16666666666666666, 0.19279907084785133, 0.14169570267131243, 0.1173054587688734, 0.23403019744483158]"
44,"[0.18815331010452963, 0.17073170731707318, 0.19337979094076654, 0.14169570267131243, 0.13879210220673635, 0.21428571428571427]"
45,"[0.18815331010452963, 0.17073170731707318, 0.21254355400696864, 0.16376306620209058, 0.13937282229965156, 0.21370499419279906]"
46,"[0.18815331010452963, 0.17479674796747968, 0.21370499419279906, 0.16318234610917537, 0.13995354239256677, 0.19396051103368175]"
47,"[0.18815331010452963, 0.17479674796747968, 0.21602787456445993, 0.16376306620209058, 0.13995354239256677, 0.19221835075493612]"
48,"[0.18815331010452963, 0.18292682926829268, 0.2183507549361208, 0.16376306620209058, 0.13995354239256677, 0.16840882694541232]"
49,"[0.18815331010452963, 0.6138211382113821, 0.23867595818815332, 0.18583042973286876, 0.14169570267131243, 0.16840882694541232]"
50,"[0.18815331010452963, 0.6382113821138211, 0.2183507549361208, 0.18641114982578397, 0.1440185830429733, 0.18873403019744484]"
51,"[0.10627177700348432, 0.6463414634146342, 0.2218350754936121, 0.2073170731707317, 0.14576074332171893, 0.20905923344947736]"
52,"[0.10104529616724739, 0.6544715447154471, 0.24332171893147503, 0.21138211382113822, 0.16550522648083624, 0.16898954703832753]"
53,"[0.11904761904761904, 0.6626016260162602, 0.24796747967479674, 0.21080139372822299, 0.16608594657375145, 0.18815331010452963]"
54,"[0.140534262485482, 0.6626016260162602, 0.2845528455284553, 0.21138211382113822, 0.18699186991869918, 0.20789779326364694]"
55,"[0.18466898954703834, 0.6626016260162602, 0.2857142857142857, 0.21196283391405343, 0.18873403019744484, 0.20905923344947736]"
56,"[0.18699186991869918, 0.6626016260162602, 0.2653890824622532, 0.23519163763066203, 0.18873403019744484, 0.18931475029036005]"
57,"[0.18815331010452963, 0.6747967479674797, 0.24680603948896632, 0.2578397212543554, 0.21080139372822299, 0.18931475029036005]"
58,"[0.18815331010452963, 0.6910569105691057, 0.24680603948896632, 0.2590011614401858, 0.23170731707317074, 0.17015098722415795]"
