,acc
0,"[0.036004645760743324, 0.06910569105691057, 0.09814169570267131, 0.18931475029036005, 0.2259001161440186, 0.10569105691056911]"
1,"[0.050522648083623695, 0.08943089430894309, 0.10336817653890824, 0.1910569105691057, 0.2229965156794425, 0.1132404181184669]"
2,"[0.06445993031358885, 0.12195121951219512, 0.1132404181184669, 0.1910569105691057, 0.22531939605110338, 0.12775842044134728]"
3,"[0.10569105691056911, 0.13008130081300814, 0.11265969802555169, 0.18757259001161442, 0.20905923344947736, 0.1329849012775842]"
4,"[0.13704994192799072, 0.15853658536585366, 0.12601626016260162, 0.18176538908246226, 0.1991869918699187, 0.14576074332171893]"
5,"[0.15389082462253195, 0.17479674796747968, 0.1329849012775842, 0.1794425087108014, 0.1840882694541231, 0.15098722415795587]"
6,"[0.18234610917537747, 0.1951219512195122, 0.14343786295005806, 0.1840882694541231, 0.16898954703832753, 0.16085946573751453]"
7,"[0.1835075493612079, 0.1991869918699187, 0.1440185830429733, 0.18524970963995355, 0.15969802555168408, 0.17305458768873402]"
8,"[0.19221835075493612, 0.21544715447154472, 0.15505226480836237, 0.18641114982578397, 0.15853658536585366, 0.17073170731707318]"
9,"[0.1991869918699187, 0.21951219512195122, 0.15331010452961671, 0.18176538908246226, 0.15331010452961671, 0.1765389082462253]"
10,"[0.20267131242741, 0.21951219512195122, 0.15331010452961671, 0.1800232288037166, 0.15331010452961671, 0.1765389082462253]"
11,"[0.20905923344947736, 0.23577235772357724, 0.15853658536585366, 0.1794425087108014, 0.15911730545876887, 0.17479674796747968]"
12,"[0.20905923344947736, 0.25203252032520324, 0.16376306620209058, 0.18466898954703834, 0.16144018583042974, 0.17479674796747968]"
13,"[0.21312427409988385, 0.2682926829268293, 0.16550522648083624, 0.18989547038327526, 0.16550522648083624, 0.17479674796747968]"
14,"[0.21254355400696864, 0.2845528455284553, 0.17015098722415795, 0.19279907084785133, 0.1672473867595819, 0.17770034843205576]"
15,"[0.21022067363530778, 0.2886178861788618, 0.17479674796747968, 0.1986062717770035, 0.1718931475029036, 0.17886178861788618]"
16,"[0.2073170731707317, 0.3008130081300813, 0.17247386759581881, 0.20267131242741, 0.17305458768873402, 0.1765389082462253]"
17,"[0.20499419279907086, 0.3130081300813008, 0.1765389082462253, 0.20557491289198607, 0.1765389082462253, 0.1794425087108014]"
18,"[0.20557491289198607, 0.3170731707317073, 0.1794425087108014, 0.20905923344947736, 0.17770034843205576, 0.18176538908246226]"
19,"[0.20789779326364694, 0.33739837398373984, 0.1806039488966318, 0.20963995354239257, 0.1794425087108014, 0.1794425087108014]"
20,"[0.21138211382113822, 0.3699186991869919, 0.18815331010452963, 0.20963995354239257, 0.18234610917537747, 0.18292682926829268]"
21,"[0.20789779326364694, 0.3943089430894309, 0.19337979094076654, 0.21254355400696864, 0.18524970963995355, 0.18176538908246226]"
22,"[0.2032520325203252, 0.4146341463414634, 0.19744483159117304, 0.2148664343786295, 0.18699186991869918, 0.18292682926829268]"
23,"[0.19221835075493612, 0.45121951219512196, 0.20557491289198607, 0.21951219512195122, 0.1800232288037166, 0.18583042973286876]"
24,"[0.18989547038327526, 0.47560975609756095, 0.21602787456445993, 0.21718931475029035, 0.17711962833914052, 0.18757259001161442]"
25,"[0.1916376306620209, 0.47560975609756095, 0.2218350754936121, 0.21777003484320556, 0.17479674796747968, 0.18583042973286876]"
26,"[0.19337979094076654, 0.491869918699187, 0.22764227642276422, 0.218931475029036, 0.17421602787456447, 0.1835075493612079]"
27,"[0.19279907084785133, 0.516260162601626, 0.23228803716608595, 0.2218350754936121, 0.1713124274099884, 0.1835075493612079]"
28,"[0.18931475029036005, 0.524390243902439, 0.22880371660859466, 0.22531939605110338, 0.17421602787456447, 0.18292682926829268]"
29,"[0.18815331010452963, 0.5487804878048781, 0.23228803716608595, 0.2259001161440186, 0.1759581881533101, 0.18234610917537747]"
30,"[0.18873403019744484, 0.5609756097560976, 0.23693379790940766, 0.2259001161440186, 0.1765389082462253, 0.18466898954703834]"
31,"[0.18815331010452963, 0.5691056910569106, 0.23925667828106853, 0.2259001161440186, 0.18292682926829268, 0.18524970963995355]"
32,"[0.18699186991869918, 0.5772357723577236, 0.24332171893147503, 0.22996515679442509, 0.18292682926829268, 0.18466898954703834]"
33,"[0.1840882694541231, 0.5894308943089431, 0.2502903600464576, 0.22880371660859466, 0.1840882694541231, 0.18292682926829268]"
34,"[0.18292682926829268, 0.5975609756097561, 0.2497096399535424, 0.2259001161440186, 0.18524970963995355, 0.18234610917537747]"
35,"[0.18176538908246226, 0.6219512195121951, 0.25203252032520324, 0.22822299651567945, 0.18524970963995355, 0.18641114982578397]"
36,"[0.18118466898954705, 0.6504065040650406, 0.2584204413472706, 0.2311265969802555, 0.18815331010452963, 0.18931475029036005]"
37,"[0.1794425087108014, 0.6788617886178862, 0.26364692218350755, 0.23577235772357724, 0.1916376306620209, 0.18931475029036005]"
38,"[0.17770034843205576, 0.6951219512195121, 0.2694541231126597, 0.23983739837398374, 0.19744483159117304, 0.18873403019744484]"
39,"[0.17421602787456447, 0.7073170731707317, 0.2787456445993031, 0.24332171893147503, 0.1986062717770035, 0.19221835075493612]"
40,"[0.17073170731707318, 0.7113821138211383, 0.28164924506387923, 0.24274099883855982, 0.20150987224157957, 0.1910569105691057]"
41,"[0.16492450638792103, 0.7357723577235772, 0.28397212543554007, 0.23751451800232287, 0.1986062717770035, 0.18989547038327526]"
42,"[0.16260162601626016, 0.7601626016260162, 0.29036004645760743, 0.24041811846689895, 0.1997677119628339, 0.1916376306620209]"
43,"[0.16085946573751453, 0.7682926829268293, 0.29500580720092917, 0.24099883855981416, 0.20092915214866433, 0.1910569105691057]"
44,"[0.16085946573751453, 0.7845528455284553, 0.2979094076655052, 0.24041811846689895, 0.20267131242741, 0.18815331010452963]"
45,"[0.1602787456445993, 0.8089430894308943, 0.3060394889663182, 0.23983739837398374, 0.20499419279907086, 0.18815331010452963]"
46,"[0.15853658536585366, 0.8089430894308943, 0.3118466898954704, 0.24041811846689895, 0.2067363530778165, 0.18699186991869918]"
47,"[0.156794425087108, 0.8333333333333334, 0.31939605110336816, 0.23867595818815332, 0.20499419279907086, 0.18873403019744484]"
48,"[0.156794425087108, 0.8455284552845529, 0.3228803716608595, 0.23809523809523808, 0.20441347270615565, 0.18641114982578397]"
49,"[0.15447154471544716, 0.8577235772357723, 0.32752613240418116, 0.23751451800232287, 0.2067363530778165, 0.18641114982578397]"
50,"[0.15098722415795587, 0.8739837398373984, 0.3315911730545877, 0.23751451800232287, 0.20789779326364694, 0.18757259001161442]"
