,acc
0,"[0.18699186991869918, 0.1527293844367015, 0.21660859465737514, 0.2450638792102207, 0.10743321718931476, 0.17015098722415795]"
1,"[0.18699186991869918, 0.15563298490127758, 0.2148664343786295, 0.2502903600464576, 0.10859465737514518, 0.17421602787456447]"
2,"[0.18699186991869918, 0.15969802555168408, 0.21660859465737514, 0.2537746806039489, 0.10685249709639953, 0.1718931475029036]"
3,"[0.1951219512195122, 0.16434378629500582, 0.2183507549361208, 0.25667828106852497, 0.10685249709639953, 0.1718931475029036]"
4,"[0.1991869918699187, 0.16492450638792103, 0.22067363530778164, 0.25667828106852497, 0.10685249709639953, 0.1718931475029036]"
5,"[0.2032520325203252, 0.1672473867595819, 0.22357723577235772, 0.2578397212543554, 0.10859465737514518, 0.1713124274099884]"
6,"[0.1991869918699187, 0.1678281068524971, 0.22125435540069685, 0.25667828106852497, 0.10859465737514518, 0.17015098722415795]"
7,"[0.2032520325203252, 0.17015098722415795, 0.2218350754936121, 0.2578397212543554, 0.11033681765389082, 0.16898954703832753]"
8,"[0.21544715447154472, 0.17305458768873402, 0.22415795586527293, 0.259581881533101, 0.1091753774680604, 0.1672473867595819]"
9,"[0.21951219512195122, 0.17886178861788618, 0.22822299651567945, 0.2619047619047619, 0.1091753774680604, 0.1672473867595819]"
10,"[0.23170731707317074, 0.1835075493612079, 0.22880371660859466, 0.2613240418118467, 0.10801393728222997, 0.1672473867595819]"
11,"[0.25203252032520324, 0.19047619047619047, 0.22880371660859466, 0.259581881533101, 0.10859465737514518, 0.16550522648083624]"
12,"[0.26422764227642276, 0.19337979094076654, 0.2311265969802555, 0.25551684088269455, 0.1091753774680604, 0.16550522648083624]"
13,"[0.26422764227642276, 0.1991869918699187, 0.23286875725900116, 0.25667828106852497, 0.10859465737514518, 0.16550522648083624]"
14,"[0.2764227642276423, 0.20441347270615565, 0.23344947735191637, 0.2572590011614402, 0.11033681765389082, 0.16144018583042974]"
15,"[0.2804878048780488, 0.20441347270615565, 0.23403019744483158, 0.25551684088269455, 0.11091753774680604, 0.16085946573751453]"
16,"[0.2886178861788618, 0.2067363530778165, 0.23751451800232287, 0.25667828106852497, 0.11091753774680604, 0.1562137049941928]"
17,"[0.2886178861788618, 0.20847851335656215, 0.23809523809523808, 0.2578397212543554, 0.10975609756097561, 0.156794425087108]"
18,"[0.3089430894308943, 0.21777003484320556, 0.23809523809523808, 0.25609756097560976, 0.10685249709639953, 0.15331010452961671]"
19,"[0.3333333333333333, 0.22125435540069685, 0.24041811846689895, 0.25551684088269455, 0.11033681765389082, 0.15156794425087108]"
20,"[0.34552845528455284, 0.2264808362369338, 0.23925667828106853, 0.259581881533101, 0.11382113821138211, 0.1527293844367015]"
21,"[0.35365853658536583, 0.2259001161440186, 0.2415795586527294, 0.2590011614401858, 0.11556329849012775, 0.15505226480836237]"
22,"[0.36585365853658536, 0.2305458768873403, 0.2456445993031359, 0.26306620209059234, 0.11788617886178862, 0.1562137049941928]"
23,"[0.3821138211382114, 0.23577235772357724, 0.24448315911730545, 0.26480836236933797, 0.1207897793263647, 0.15447154471544716]"
24,"[0.3902439024390244, 0.24041811846689895, 0.24796747967479674, 0.2700348432055749, 0.12311265969802555, 0.1521486643437863]"
25,"[0.4065040650406504, 0.24796747967479674, 0.2508710801393728, 0.2682926829268293, 0.12311265969802555, 0.1521486643437863]"
26,"[0.42276422764227645, 0.2537746806039489, 0.25435540069686413, 0.27119628339140534, 0.12311265969802555, 0.14982578397212543]"
27,"[0.44308943089430897, 0.2578397212543554, 0.25435540069686413, 0.2735191637630662, 0.1254355400696864, 0.15040650406504066]"
28,"[0.4634146341463415, 0.26306620209059234, 0.25609756097560976, 0.27293844367015097, 0.12775842044134728, 0.1521486643437863]"
29,"[0.4796747967479675, 0.27177700348432055, 0.2590011614401858, 0.27526132404181186, 0.12253193960511034, 0.148664343786295]"
30,"[0.5040650406504065, 0.2804878048780488, 0.26364692218350755, 0.27235772357723576, 0.12601626016260162, 0.1480836236933798]"
31,"[0.524390243902439, 0.28397212543554007, 0.2665505226480836, 0.27584204413472707, 0.1289198606271777, 0.14982578397212543]"
32,"[0.540650406504065, 0.2897793263646922, 0.26364692218350755, 0.2735191637630662, 0.12775842044134728, 0.1480836236933798]"
33,"[0.5447154471544715, 0.2938443670150987, 0.26422764227642276, 0.27177700348432055, 0.13066202090592335, 0.14634146341463414]"
34,"[0.5813008130081301, 0.305458768873403, 0.2653890824622532, 0.27293844367015097, 0.13588850174216027, 0.14634146341463414]"
