,acc
0,"[0.15040650406504066, 0.12717770034843207, 0.1248548199767712, 0.13472706155632985, 0.15911730545876887, 0.13646922183507548]"
1,"[0.16666666666666666, 0.13704994192799072, 0.13588850174216027, 0.1480836236933798, 0.16260162601626016, 0.1440185830429733]"
2,"[0.17479674796747968, 0.15156794425087108, 0.1480836236933798, 0.14982578397212543, 0.16202090592334495, 0.14227642276422764]"
3,"[0.17479674796747968, 0.16550522648083624, 0.14518002322880372, 0.156794425087108, 0.15737514518002324, 0.140534262485482]"
4,"[0.17479674796747968, 0.1672473867595819, 0.15331010452961671, 0.16260162601626016, 0.1521486643437863, 0.14169570267131243]"
5,"[0.17479674796747968, 0.16957026713124274, 0.16492450638792103, 0.1672473867595819, 0.14982578397212543, 0.13704994192799072]"
6,"[0.2032520325203252, 0.1765389082462253, 0.16840882694541232, 0.16840882694541232, 0.156794425087108, 0.13414634146341464]"
7,"[0.21951219512195122, 0.18176538908246226, 0.17073170731707318, 0.16840882694541232, 0.16434378629500582, 0.13240418118466898]"
8,"[0.23577235772357724, 0.18583042973286876, 0.16898954703832753, 0.16898954703832753, 0.1672473867595819, 0.1295005807200929]"
9,"[0.2601626016260163, 0.1957026713124274, 0.17247386759581881, 0.16608594657375145, 0.1718931475029036, 0.12717770034843207]"
10,"[0.2764227642276423, 0.19802555168408828, 0.17770034843205576, 0.17015098722415795, 0.17479674796747968, 0.13008130081300814]"
11,"[0.3130081300813008, 0.20499419279907086, 0.18524970963995355, 0.17711962833914052, 0.18176538908246226, 0.12717770034843207]"
12,"[0.3333333333333333, 0.2148664343786295, 0.19279907084785133, 0.18118466898954705, 0.18118466898954705, 0.12311265969802555]"
13,"[0.3617886178861789, 0.22473867595818817, 0.20267131242741, 0.18757259001161442, 0.1794425087108014, 0.11672473867595819]"
14,"[0.3780487804878049, 0.2264808362369338, 0.2032520325203252, 0.19047619047619047, 0.18176538908246226, 0.11788617886178862]"
15,"[0.3983739837398374, 0.23170731707317074, 0.21660859465737514, 0.19686411149825783, 0.17828106852497097, 0.12195121951219512]"
16,"[0.4024390243902439, 0.23286875725900116, 0.21718931475029035, 0.2067363530778165, 0.1753774680603949, 0.12020905923344948]"
17,"[0.4146341463414634, 0.23519163763066203, 0.21951219512195122, 0.21022067363530778, 0.1753774680603949, 0.12369337979094076]"
18,"[0.43089430894308944, 0.23577235772357724, 0.2259001161440186, 0.21312427409988385, 0.1759581881533101, 0.12137049941927991]"
19,"[0.44308943089430897, 0.2415795586527294, 0.22822299651567945, 0.21777003484320556, 0.17363530778164923, 0.12369337979094076]"
20,"[0.43902439024390244, 0.2415795586527294, 0.2259001161440186, 0.227061556329849, 0.17247386759581881, 0.12253193960511034]"
21,"[0.43902439024390244, 0.24099883855981416, 0.22531939605110338, 0.23519163763066203, 0.1678281068524971, 0.12253193960511034]"
22,"[0.44308943089430897, 0.2450638792102207, 0.23286875725900116, 0.23925667828106853, 0.16840882694541232, 0.1248548199767712]"
23,"[0.45121951219512196, 0.24738675958188153, 0.23403019744483158, 0.24041811846689895, 0.16666666666666666, 0.12427409988385599]"
24,"[0.44715447154471544, 0.25261324041811845, 0.23635307781649245, 0.24099883855981416, 0.16492450638792103, 0.12253193960511034]"
25,"[0.43902439024390244, 0.25319396051103366, 0.23577235772357724, 0.23925667828106853, 0.16376306620209058, 0.11788617886178862]"
26,"[0.4349593495934959, 0.251451800232288, 0.23693379790940766, 0.2415795586527294, 0.16550522648083624, 0.11962833914053426]"
27,"[0.4349593495934959, 0.25435540069686413, 0.23635307781649245, 0.24390243902439024, 0.16318234610917537, 0.11962833914053426]"
28,"[0.4349593495934959, 0.25667828106852497, 0.24390243902439024, 0.251451800232288, 0.16085946573751453, 0.11846689895470383]"
29,"[0.44308943089430897, 0.26364692218350755, 0.2456445993031359, 0.25203252032520324, 0.16260162601626016, 0.11672473867595819]"
30,"[0.4634146341463415, 0.2653890824622532, 0.2462253193960511, 0.2537746806039489, 0.16085946573751453, 0.11498257839721254]"
31,"[0.4715447154471545, 0.26713124274099886, 0.24680603948896632, 0.25435540069686413, 0.16085946573751453, 0.11672473867595819]"
32,"[0.4796747967479675, 0.2688734030197445, 0.24448315911730545, 0.25261324041811845, 0.16085946573751453, 0.11614401858304298]"
33,"[0.4878048780487805, 0.27119628339140534, 0.2456445993031359, 0.2537746806039489, 0.1602787456445993, 0.11788617886178862]"
34,"[0.491869918699187, 0.27526132404181186, 0.2456445993031359, 0.2537746806039489, 0.1602787456445993, 0.11672473867595819]"
35,"[0.4959349593495935, 0.2787456445993031, 0.2456445993031359, 0.25261324041811845, 0.1602787456445993, 0.11498257839721254]"
36,"[0.5121951219512195, 0.28281068524970965, 0.2415795586527294, 0.2537746806039489, 0.15911730545876887, 0.11440185830429733]"
37,"[0.5203252032520326, 0.2886178861788618, 0.24099883855981416, 0.25203252032520324, 0.15969802555168408, 0.11440185830429733]"
38,"[0.524390243902439, 0.29210220673635306, 0.23925667828106853, 0.251451800232288, 0.16202090592334495, 0.11382113821138211]"
39,"[0.5365853658536586, 0.30139372822299654, 0.23983739837398374, 0.25203252032520324, 0.16202090592334495, 0.11440185830429733]"
40,"[0.5528455284552846, 0.30952380952380953, 0.23867595818815332, 0.25261324041811845, 0.16318234610917537, 0.11556329849012775]"
41,"[0.5650406504065041, 0.3130081300813008, 0.23925667828106853, 0.25203252032520324, 0.16376306620209058, 0.11498257839721254]"
42,"[0.5691056910569106, 0.3159117305458769, 0.23577235772357724, 0.2508710801393728, 0.16550522648083624, 0.11498257839721254]"
43,"[0.5772357723577236, 0.31881533101045295, 0.2346109175377468, 0.25261324041811845, 0.16550522648083624, 0.11440185830429733]"
44,"[0.5853658536585366, 0.31939605110336816, 0.23344947735191637, 0.25551684088269455, 0.16492450638792103, 0.11556329849012775]"
45,"[0.5934959349593496, 0.3234610917537747, 0.23344947735191637, 0.25203252032520324, 0.16666666666666666, 0.11556329849012775]"
46,"[0.6016260162601627, 0.33042973286875726, 0.23751451800232287, 0.25493612078977934, 0.16957026713124274, 0.11556329849012775]"
47,"[0.6178861788617886, 0.3327526132404181, 0.23344947735191637, 0.25493612078977934, 0.17363530778164923, 0.11382113821138211]"
48,"[0.6422764227642277, 0.33739837398373984, 0.23170731707317074, 0.25667828106852497, 0.17363530778164923, 0.1132404181184669]"
49,"[0.6747967479674797, 0.34610917537746805, 0.23170731707317074, 0.2572590011614402, 0.1765389082462253, 0.1132404181184669]"
50,"[0.7235772357723578, 0.35423925667828104, 0.22531939605110338, 0.2578397212543554, 0.1759581881533101, 0.11207897793263646]"
51,"[0.7764227642276422, 0.3635307781649245, 0.22125435540069685, 0.2537746806039489, 0.17421602787456447, 0.10801393728222997]"
52,"[0.7886178861788617, 0.3693379790940767, 0.22764227642276422, 0.2537746806039489, 0.1678281068524971, 0.10452961672473868]"
53,"[0.8008130081300813, 0.3681765389082462, 0.22880371660859466, 0.2502903600464576, 0.16608594657375145, 0.10394889663182347]"
54,"[0.8130081300813008, 0.3704994192799071, 0.22764227642276422, 0.24796747967479674, 0.16840882694541232, 0.10046457607433217]"
55,"[0.8577235772357723, 0.37572590011614404, 0.2259001161440186, 0.2456445993031359, 0.1672473867595819, 0.09814169570267131]"
56,"[0.8821138211382114, 0.37688734030197446, 0.2229965156794425, 0.24448315911730545, 0.16608594657375145, 0.09523809523809523]"
57,"[0.9065040650406504, 0.37630662020905925, 0.2148664343786295, 0.24332171893147503, 0.16434378629500582, 0.09291521486643438]"
58,"[0.9186991869918699, 0.3780487804878049, 0.21138211382113822, 0.24099883855981416, 0.16260162601626016, 0.09059233449477352]"
59,"[0.926829268292683, 0.3797909407665505, 0.20905923344947736, 0.23983739837398374, 0.16260162601626016, 0.08885017421602788]"
60,"[0.926829268292683, 0.3780487804878049, 0.20963995354239257, 0.24041811846689895, 0.16260162601626016, 0.08768873403019745]"
61,"[0.9471544715447154, 0.3786295005807201, 0.20963995354239257, 0.24099883855981416, 0.16202090592334495, 0.08710801393728224]"
62,"[0.9512195121951219, 0.3797909407665505, 0.20847851335656215, 0.23983739837398374, 0.15969802555168408, 0.08652729384436701]"
63,"[0.9512195121951219, 0.3803716608594657, 0.20615563298490128, 0.24041811846689895, 0.16085946573751453, 0.08536585365853659]"
64,"[0.9512195121951219, 0.38095238095238093, 0.20615563298490128, 0.24099883855981416, 0.1602787456445993, 0.08536585365853659]"
65,"[0.9634146341463414, 0.3803716608594657, 0.2067363530778165, 0.24041811846689895, 0.16085946573751453, 0.08478513356562137]"
66,"[0.967479674796748, 0.3803716608594657, 0.20615563298490128, 0.23983739837398374, 0.16144018583042974, 0.08246225319396051]"
67,"[0.967479674796748, 0.3797909407665505, 0.20557491289198607, 0.23983739837398374, 0.16260162601626016, 0.08130081300813008]"
68,"[0.967479674796748, 0.3803716608594657, 0.20499419279907086, 0.23983739837398374, 0.16318234610917537, 0.08130081300813008]"
69,"[0.967479674796748, 0.3803716608594657, 0.20441347270615565, 0.23751451800232287, 0.16376306620209058, 0.08130081300813008]"
70,"[0.9715447154471545, 0.3803716608594657, 0.20441347270615565, 0.23693379790940766, 0.16376306620209058, 0.08130081300813008]"
71,"[0.975609756097561, 0.3803716608594657, 0.2038327526132404, 0.23635307781649245, 0.16376306620209058, 0.08013937282229965]"
72,"[0.975609756097561, 0.3797909407665505, 0.20267131242741, 0.23635307781649245, 0.16376306620209058, 0.07723577235772358]"
73,"[0.9796747967479674, 0.3792102206736353, 0.20209059233449478, 0.23577235772357724, 0.16376306620209058, 0.07723577235772358]"
74,"[0.9796747967479674, 0.3792102206736353, 0.20092915214866433, 0.23577235772357724, 0.16376306620209058, 0.07723577235772358]"
75,"[0.9796747967479674, 0.3792102206736353, 0.1997677119628339, 0.23577235772357724, 0.16376306620209058, 0.07665505226480836]"
76,"[0.983739837398374, 0.3792102206736353, 0.1991869918699187, 0.23519163763066203, 0.16376306620209058, 0.07665505226480836]"
77,"[0.9878048780487805, 0.3792102206736353, 0.1991869918699187, 0.23693379790940766, 0.16376306620209058, 0.07665505226480836]"
78,"[0.9878048780487805, 0.3792102206736353, 0.1986062717770035, 0.23635307781649245, 0.16376306620209058, 0.07665505226480836]"
79,"[0.9878048780487805, 0.3792102206736353, 0.1991869918699187, 0.23693379790940766, 0.16376306620209058, 0.07665505226480836]"
80,"[0.9878048780487805, 0.3792102206736353, 0.20034843205574912, 0.23983739837398374, 0.16376306620209058, 0.07723577235772358]"
81,"[0.9878048780487805, 0.3792102206736353, 0.20150987224157957, 0.23983739837398374, 0.16434378629500582, 0.07723577235772358]"
82,"[0.9878048780487805, 0.3803716608594657, 0.20150987224157957, 0.23983739837398374, 0.16434378629500582, 0.07665505226480836]"
83,"[0.9878048780487805, 0.38095238095238093, 0.20267131242741, 0.24099883855981416, 0.16434378629500582, 0.07723577235772358]"
84,"[0.9878048780487805, 0.38153310104529614, 0.20499419279907086, 0.24448315911730545, 0.16492450638792103, 0.07723577235772358]"
85,"[0.9878048780487805, 0.3821138211382114, 0.20441347270615565, 0.2456445993031359, 0.16492450638792103, 0.07723577235772358]"
86,"[0.9878048780487805, 0.3826945412311266, 0.20499419279907086, 0.24680603948896632, 0.16492450638792103, 0.07723577235772358]"
87,"[0.9878048780487805, 0.38385598141695704, 0.20615563298490128, 0.2502903600464576, 0.16550522648083624, 0.07781649245063879]"
88,"[0.9878048780487805, 0.38385598141695704, 0.20905923344947736, 0.251451800232288, 0.16550522648083624, 0.078397212543554]"
89,"[0.9878048780487805, 0.38501742160278746, 0.21196283391405343, 0.2508710801393728, 0.16550522648083624, 0.07897793263646923]"
90,"[0.9878048780487805, 0.3879210220673635, 0.21312427409988385, 0.251451800232288, 0.16608594657375145, 0.07897793263646923]"
91,"[0.9878048780487805, 0.3885017421602787, 0.2148664343786295, 0.25261324041811845, 0.16608594657375145, 0.07897793263646923]"
92,"[0.9878048780487805, 0.3896631823461092, 0.21660859465737514, 0.25435540069686413, 0.16608594657375145, 0.07897793263646923]"
93,"[0.9796747967479674, 0.3902439024390244, 0.21777003484320556, 0.25667828106852497, 0.16666666666666666, 0.07897793263646923]"
94,"[0.983739837398374, 0.39198606271777003, 0.21660859465737514, 0.25609756097560976, 0.16666666666666666, 0.07955865272938444]"
95,"[0.983739837398374, 0.3914053426248548, 0.21602787456445993, 0.2584204413472706, 0.16666666666666666, 0.08304297328687572]"
96,"[0.983739837398374, 0.3908246225319396, 0.21777003484320556, 0.2584204413472706, 0.16666666666666666, 0.08246225319396051]"
97,"[0.983739837398374, 0.39198606271777003, 0.218931475029036, 0.259581881533101, 0.16666666666666666, 0.08188153310104529]"
98,"[0.983739837398374, 0.39372822299651566, 0.22009291521486643, 0.2584204413472706, 0.1678281068524971, 0.08246225319396051]"
99,"[0.983739837398374, 0.3943089430894309, 0.22067363530778164, 0.2590011614401858, 0.1678281068524971, 0.08362369337979095]"
100,"[0.983739837398374, 0.3948896631823461, 0.2229965156794425, 0.2590011614401858, 0.16840882694541232, 0.08304297328687572]"
101,"[0.983739837398374, 0.39605110336817656, 0.22473867595818817, 0.259581881533101, 0.17015098722415795, 0.08362369337979095]"
102,"[0.983739837398374, 0.3983739837398374, 0.22357723577235772, 0.2607433217189315, 0.17073170731707318, 0.08362369337979095]"
103,"[0.983739837398374, 0.40011614401858303, 0.2259001161440186, 0.2613240418118467, 0.17247386759581881, 0.08478513356562137]"
104,"[0.983739837398374, 0.40011614401858303, 0.2264808362369338, 0.2619047619047619, 0.17363530778164923, 0.08478513356562137]"
105,"[0.983739837398374, 0.40069686411149824, 0.227061556329849, 0.26306620209059234, 0.17421602787456447, 0.08536585365853659]"
106,"[0.983739837398374, 0.3995354239256678, 0.227061556329849, 0.26248548199767713, 0.17421602787456447, 0.0859465737514518]"
107,"[0.983739837398374, 0.40069686411149824, 0.22880371660859466, 0.26422764227642276, 0.17421602787456447, 0.08652729384436701]"
108,"[0.983739837398374, 0.3983739837398374, 0.2311265969802555, 0.26422764227642276, 0.17421602787456447, 0.0859465737514518]"
109,"[0.983739837398374, 0.40127758420441345, 0.23228803716608595, 0.26422764227642276, 0.17770034843205576, 0.08652729384436701]"
110,"[0.983739837398374, 0.40127758420441345, 0.23344947735191637, 0.2677119628339141, 0.1794425087108014, 0.0859465737514518]"
111,"[0.983739837398374, 0.4070847851335656, 0.23519163763066203, 0.2682926829268293, 0.1835075493612079, 0.08536585365853659]"
112,"[0.983739837398374, 0.41173054587688734, 0.23751451800232287, 0.2735191637630662, 0.18524970963995355, 0.08710801393728224]"
113,"[0.983739837398374, 0.4169570267131243, 0.23867595818815332, 0.27409988385598144, 0.18583042973286876, 0.08885017421602788]"
114,"[0.983739837398374, 0.42044134727061555, 0.23867595818815332, 0.2735191637630662, 0.18757259001161442, 0.08885017421602788]"
115,"[0.983739837398374, 0.42276422764227645, 0.23809523809523808, 0.27526132404181186, 0.18931475029036005, 0.0900116144018583]"
116,"[0.983739837398374, 0.42334494773519166, 0.23867595818815332, 0.2775842044134727, 0.18873403019744484, 0.08943089430894309]"
117,"[0.983739837398374, 0.4256678281068525, 0.23983739837398374, 0.2781649245063879, 0.18989547038327526, 0.0900116144018583]"
118,"[0.983739837398374, 0.4256678281068525, 0.2415795586527294, 0.27932636469221833, 0.19279907084785133, 0.0900116144018583]"
119,"[0.9796747967479674, 0.4274099883855981, 0.2462253193960511, 0.28222996515679444, 0.194541231126597, 0.09059233449477352]"
