,acc
0,"[0.09465737514518002, 0.1951219512195122, 0.18641114982578397, 0.14982578397212543, 0.15389082462253195, 0.15853658536585366]"
1,"[0.09349593495934959, 0.2032520325203252, 0.1986062717770035, 0.15795586527293845, 0.16376306620209058, 0.16144018583042974]"
2,"[0.09407665505226481, 0.21138211382113822, 0.2067363530778165, 0.16666666666666666, 0.18234610917537747, 0.15795586527293845]"
3,"[0.10104529616724739, 0.23170731707317074, 0.20905923344947736, 0.18989547038327526, 0.19628339140534262, 0.16376306620209058]"
4,"[0.11091753774680604, 0.24796747967479674, 0.20499419279907086, 0.1991869918699187, 0.20615563298490128, 0.16898954703832753]"
5,"[0.11556329849012775, 0.25203252032520324, 0.1986062717770035, 0.1957026713124274, 0.20441347270615565, 0.1672473867595819]"
6,"[0.12427409988385599, 0.24796747967479674, 0.19221835075493612, 0.19686411149825783, 0.20267131242741, 0.16898954703832753]"
7,"[0.13763066202090593, 0.2601626016260163, 0.19279907084785133, 0.19802555168408828, 0.20092915214866433, 0.17421602787456447]"
8,"[0.14692218350754935, 0.25609756097560976, 0.18931475029036005, 0.19686411149825783, 0.194541231126597, 0.1759581881533101]"
9,"[0.15505226480836237, 0.25203252032520324, 0.1800232288037166, 0.19279907084785133, 0.194541231126597, 0.1759581881533101]"
10,"[0.16318234610917537, 0.25203252032520324, 0.18118466898954705, 0.19396051103368175, 0.1951219512195122, 0.1806039488966318]"
11,"[0.16840882694541232, 0.26422764227642276, 0.17828106852497097, 0.18873403019744484, 0.1951219512195122, 0.1765389082462253]"
12,"[0.1765389082462253, 0.2682926829268293, 0.1759581881533101, 0.19047619047619047, 0.19221835075493612, 0.17886178861788618]"
13,"[0.18524970963995355, 0.27235772357723576, 0.17421602787456447, 0.19047619047619047, 0.194541231126597, 0.17711962833914052]"
14,"[0.18873403019744484, 0.2764227642276423, 0.17711962833914052, 0.18583042973286876, 0.1957026713124274, 0.17886178861788618]"
15,"[0.194541231126597, 0.2845528455284553, 0.18176538908246226, 0.18931475029036005, 0.1910569105691057, 0.1800232288037166]"
16,"[0.1957026713124274, 0.3048780487804878, 0.19337979094076654, 0.18583042973286876, 0.18815331010452963, 0.17711962833914052]"
17,"[0.19221835075493612, 0.32113821138211385, 0.2073170731707317, 0.1806039488966318, 0.18583042973286876, 0.1718931475029036]"
18,"[0.19396051103368175, 0.34552845528455284, 0.21951219512195122, 0.1840882694541231, 0.1910569105691057, 0.16957026713124274]"
19,"[0.19221835075493612, 0.36585365853658536, 0.22473867595818817, 0.18815331010452963, 0.1916376306620209, 0.1672473867595819]"
20,"[0.18989547038327526, 0.3902439024390244, 0.23519163763066203, 0.1910569105691057, 0.1916376306620209, 0.16260162601626016]"
21,"[0.19047619047619047, 0.4146341463414634, 0.2502903600464576, 0.1951219512195122, 0.194541231126597, 0.156794425087108]"
22,"[0.1794425087108014, 0.4349593495934959, 0.2653890824622532, 0.19221835075493612, 0.20092915214866433, 0.14924506387921022]"
23,"[0.18466898954703834, 0.4878048780487805, 0.27468060394889665, 0.1957026713124274, 0.20150987224157957, 0.14518002322880372]"
24,"[0.17479674796747968, 0.516260162601626, 0.29094076655052264, 0.1957026713124274, 0.20150987224157957, 0.13821138211382114]"
25,"[0.16898954703832753, 0.532520325203252, 0.29849012775842043, 0.19744483159117304, 0.2038327526132404, 0.13472706155632985]"
