,acc
0,"[0.23693379790940766, 0.0040650406504065045, 0.04936120789779326, 0.007549361207897794, 0.027874564459930314, 0.029036004645760744]"
1,"[0.19279907084785133, 0.0040650406504065045, 0.16376306620209058, 0.0313588850174216, 0.09639953542392567, 0.07375145180023229]"
2,"[0.22938443670150988, 0.0040650406504065045, 0.19396051103368175, 0.053426248548199766, 0.12137049941927991, 0.11672473867595819]"
3,"[0.21138211382113822, 0.0040650406504065045, 0.20847851335656215, 0.07665505226480836, 0.10452961672473868, 0.1445993031358885]"
4,"[0.1562137049941928, 0.0040650406504065045, 0.2073170731707317, 0.07955865272938444, 0.12775842044134728, 0.20847851335656215]"
5,"[0.16085946573751453, 0.0040650406504065045, 0.2073170731707317, 0.12020905923344948, 0.1480836236933798, 0.21080139372822299]"
6,"[0.16376306620209058, 0.0040650406504065045, 0.2067363530778165, 0.12020905923344948, 0.14924506387921022, 0.21022067363530778]"
7,"[0.16376306620209058, 0.0040650406504065045, 0.20789779326364694, 0.11904761904761904, 0.14982578397212543, 0.21022067363530778]"
8,"[0.16376306620209058, 0.0040650406504065045, 0.2073170731707317, 0.10104529616724739, 0.15040650406504066, 0.20963995354239257]"
9,"[0.16376306620209058, 0.0040650406504065045, 0.2038327526132404, 0.10104529616724739, 0.16898954703832753, 0.20789779326364694]"
10,"[0.16376306620209058, 0.008130081300813009, 0.18699186991869918, 0.10104529616724739, 0.16898954703832753, 0.20789779326364694]"
11,"[0.16376306620209058, 0.008130081300813009, 0.18641114982578397, 0.1016260162601626, 0.16957026713124274, 0.2067363530778165]"
12,"[0.16260162601626016, 0.008130081300813009, 0.18641114982578397, 0.1016260162601626, 0.16898954703832753, 0.2032520325203252]"
13,"[0.16260162601626016, 0.008130081300813009, 0.18641114982578397, 0.10278745644599303, 0.16840882694541232, 0.18815331010452963]"
14,"[0.16260162601626016, 0.008130081300813009, 0.18641114982578397, 0.10278745644599303, 0.16840882694541232, 0.18815331010452963]"
15,"[0.16260162601626016, 0.008130081300813009, 0.18583042973286876, 0.10394889663182347, 0.16840882694541232, 0.18815331010452963]"
16,"[0.16260162601626016, 0.012195121951219513, 0.1678281068524971, 0.10511033681765389, 0.16840882694541232, 0.18757259001161442]"
17,"[0.16260162601626016, 0.012195121951219513, 0.1678281068524971, 0.10743321718931476, 0.1678281068524971, 0.18815331010452963]"
18,"[0.16260162601626016, 0.012195121951219513, 0.1678281068524971, 0.1248548199767712, 0.1678281068524971, 0.18757259001161442]"
19,"[0.16260162601626016, 0.012195121951219513, 0.16840882694541232, 0.1248548199767712, 0.1678281068524971, 0.18757259001161442]"
20,"[0.16260162601626016, 0.012195121951219513, 0.16840882694541232, 0.1254355400696864, 0.16898954703832753, 0.18699186991869918]"
21,"[0.16260162601626016, 0.012195121951219513, 0.16840882694541232, 0.1254355400696864, 0.16898954703832753, 0.18699186991869918]"
22,"[0.16260162601626016, 0.012195121951219513, 0.16840882694541232, 0.1254355400696864, 0.16898954703832753, 0.18757259001161442]"
23,"[0.16260162601626016, 0.012195121951219513, 0.16898954703832753, 0.1254355400696864, 0.16898954703832753, 0.18873403019744484]"
24,"[0.16260162601626016, 0.012195121951219513, 0.16957026713124274, 0.1254355400696864, 0.16898954703832753, 0.18873403019744484]"
25,"[0.20267131242741, 0.012195121951219513, 0.16957026713124274, 0.1254355400696864, 0.16898954703832753, 0.18873403019744484]"
26,"[0.2456445993031359, 0.012195121951219513, 0.16957026713124274, 0.1445993031358885, 0.18989547038327526, 0.18931475029036005]"
27,"[0.24738675958188153, 0.012195121951219513, 0.18931475029036005, 0.12601626016260162, 0.17015098722415795, 0.18931475029036005]"
28,"[0.2497096399535424, 0.14634146341463414, 0.22531939605110338, 0.10569105691056911, 0.16898954703832753, 0.18931475029036005]"
29,"[0.2497096399535424, 0.016260162601626018, 0.22938443670150988, 0.1445993031358885, 0.16898954703832753, 0.18989547038327526]"
30,"[0.26248548199767713, 0.012195121951219513, 0.2502903600464576, 0.16550522648083624, 0.15040650406504066, 0.1840882694541231]"
31,"[0.2694541231126597, 0.15447154471544716, 0.26422764227642276, 0.1480836236933798, 0.13008130081300814, 0.16840882694541232]"
32,"[0.23635307781649245, 0.15853658536585366, 0.25493612078977934, 0.14634146341463414, 0.12775842044134728, 0.16898954703832753]"
33,"[0.194541231126597, 0.16260162601626016, 0.25551684088269455, 0.16666666666666666, 0.10801393728222997, 0.16957026713124274]"
34,"[0.19221835075493612, 0.16260162601626016, 0.27468060394889665, 0.18757259001161442, 0.10511033681765389, 0.13066202090592335]"
35,"[0.19047619047619047, 0.16666666666666666, 0.2938443670150987, 0.1765389082462253, 0.08478513356562137, 0.08885017421602788]"
36,"[0.1910569105691057, 0.16666666666666666, 0.24274099883855982, 0.18873403019744484, 0.12195121951219512, 0.12311265969802555]"
37,"[0.19047619047619047, 0.16666666666666666, 0.22125435540069685, 0.17015098722415795, 0.14227642276422764, 0.20034843205574912]"
38,"[0.18815331010452963, 0.16666666666666666, 0.20034843205574912, 0.17015098722415795, 0.1254355400696864, 0.20267131242741]"
39,"[0.19047619047619047, 0.17073170731707318, 0.17886178861788618, 0.17073170731707318, 0.12427409988385599, 0.20441347270615565]"
40,"[0.18931475029036005, 0.17073170731707318, 0.1759581881533101, 0.1713124274099884, 0.12369337979094076, 0.2067363530778165]"
41,"[0.18931475029036005, 0.17073170731707318, 0.17711962833914052, 0.17073170731707318, 0.12311265969802555, 0.20789779326364694]"
42,"[0.1916376306620209, 0.17073170731707318, 0.1759581881533101, 0.17015098722415795, 0.12311265969802555, 0.20905923344947736]"
43,"[0.1910569105691057, 0.17073170731707318, 0.1753774680603949, 0.17015098722415795, 0.12311265969802555, 0.20963995354239257]"
44,"[0.1910569105691057, 0.17073170731707318, 0.17421602787456447, 0.17073170731707318, 0.12311265969802555, 0.20905923344947736]"
45,"[0.1910569105691057, 0.17073170731707318, 0.17305458768873402, 0.17073170731707318, 0.12311265969802555, 0.20905923344947736]"
46,"[0.1910569105691057, 0.17073170731707318, 0.17247386759581881, 0.1713124274099884, 0.12311265969802555, 0.20963995354239257]"
47,"[0.1910569105691057, 0.17073170731707318, 0.17305458768873402, 0.1718931475029036, 0.12311265969802555, 0.20963995354239257]"
48,"[0.1910569105691057, 0.17479674796747968, 0.17421602787456447, 0.1713124274099884, 0.12253193960511034, 0.20847851335656215]"
49,"[0.1910569105691057, 0.17479674796747968, 0.17421602787456447, 0.1713124274099884, 0.12253193960511034, 0.20847851335656215]"
50,"[0.1910569105691057, 0.17479674796747968, 0.17479674796747968, 0.1713124274099884, 0.12253193960511034, 0.20847851335656215]"
51,"[0.1910569105691057, 0.17479674796747968, 0.17479674796747968, 0.1718931475029036, 0.12311265969802555, 0.20905923344947736]"
52,"[0.1910569105691057, 0.17479674796747968, 0.17479674796747968, 0.1718931475029036, 0.12311265969802555, 0.20847851335656215]"
53,"[0.1910569105691057, 0.17479674796747968, 0.17479674796747968, 0.1713124274099884, 0.12311265969802555, 0.20847851335656215]"
54,"[0.1910569105691057, 0.17479674796747968, 0.17479674796747968, 0.1713124274099884, 0.12311265969802555, 0.20905923344947736]"
55,"[0.1910569105691057, 0.17479674796747968, 0.1765389082462253, 0.1718931475029036, 0.12311265969802555, 0.20847851335656215]"
56,"[0.1910569105691057, 0.17479674796747968, 0.1765389082462253, 0.17363530778164923, 0.1248548199767712, 0.20789779326364694]"
57,"[0.1916376306620209, 0.17886178861788618, 0.17828106852497097, 0.17421602787456447, 0.1248548199767712, 0.20615563298490128]"
