,acc
0,"[0.13704994192799072, 0.16260162601626016, 0.21428571428571427, 0.09407665505226481, 0.07665505226480836, 0.12775842044134728]"
1,"[0.13937282229965156, 0.17073170731707318, 0.17711962833914052, 0.09523809523809523, 0.09639953542392567, 0.1091753774680604]"
2,"[0.14169570267131243, 0.17479674796747968, 0.1562137049941928, 0.11498257839721254, 0.09814169570267131, 0.12601626016260162]"
3,"[0.14169570267131243, 0.17479674796747968, 0.13414634146341464, 0.11788617886178862, 0.09639953542392567, 0.14227642276422764]"
4,"[0.1440185830429733, 0.17479674796747968, 0.15098722415795587, 0.14111498257839722, 0.1173054587688734, 0.12659698025551683]"
5,"[0.1440185830429733, 0.17479674796747968, 0.15331010452961671, 0.14285714285714285, 0.11962833914053426, 0.14285714285714285]"
6,"[0.1440185830429733, 0.17479674796747968, 0.17363530778164923, 0.12311265969802555, 0.12020905923344948, 0.14227642276422764]"
7,"[0.1440185830429733, 0.17886178861788618, 0.17479674796747968, 0.12369337979094076, 0.11904761904761904, 0.14343786295005806]"
8,"[0.1440185830429733, 0.17886178861788618, 0.1753774680603949, 0.14518002322880372, 0.1173054587688734, 0.14285714285714285]"
9,"[0.14169570267131243, 0.17886178861788618, 0.1753774680603949, 0.1480836236933798, 0.09639953542392567, 0.1207897793263647]"
10,"[0.14285714285714285, 0.17886178861788618, 0.17711962833914052, 0.18931475029036005, 0.09407665505226481, 0.08072009291521487]"
11,"[0.14634146341463414, 0.17886178861788618, 0.19802555168408828, 0.21022067363530778, 0.09291521486643438, 0.08188153310104529]"
12,"[0.13008130081300814, 0.18292682926829268, 0.19686411149825783, 0.20847851335656215, 0.11382113821138211, 0.08188153310104529]"
13,"[0.20789779326364694, 0.17886178861788618, 0.19628339140534262, 0.20963995354239257, 0.11498257839721254, 0.10278745644599303]"
14,"[0.1916376306620209, 0.18292682926829268, 0.1951219512195122, 0.22822299651567945, 0.11788617886178862, 0.10278745644599303]"
15,"[0.2346109175377468, 0.18292682926829268, 0.21428571428571427, 0.2067363530778165, 0.14111498257839722, 0.1254355400696864]"
16,"[0.2770034843205575, 0.34552845528455284, 0.21080139372822299, 0.18641114982578397, 0.13937282229965156, 0.12659698025551683]"
17,"[0.29500580720092917, 0.4878048780487805, 0.17363530778164923, 0.18466898954703834, 0.16144018583042974, 0.1295005807200929]"
18,"[0.2572590011614402, 0.483739837398374, 0.19396051103368175, 0.1840882694541231, 0.16085946573751453, 0.14924506387921022]"
19,"[0.28222996515679444, 0.47560975609756095, 0.17770034843205576, 0.16608594657375145, 0.11962833914053426, 0.17015098722415795]"
20,"[0.32926829268292684, 0.4715447154471545, 0.17305458768873402, 0.18757259001161442, 0.11962833914053426, 0.21138211382113822]"
21,"[0.3623693379790941, 0.3252032520325203, 0.18989547038327526, 0.18815331010452963, 0.12020905923344948, 0.1951219512195122]"
22,"[0.3623693379790941, 0.32113821138211385, 0.1910569105691057, 0.18757259001161442, 0.14111498257839722, 0.21254355400696864]"
23,"[0.3629500580720093, 0.32113821138211385, 0.1910569105691057, 0.18757259001161442, 0.16085946573751453, 0.21312427409988385]"
24,"[0.3629500580720093, 0.32113821138211385, 0.1910569105691057, 0.18757259001161442, 0.16260162601626016, 0.21312427409988385]"
25,"[0.3629500580720093, 0.32113821138211385, 0.19047619047619047, 0.18757259001161442, 0.16318234610917537, 0.1951219512195122]"
26,"[0.3629500580720093, 0.32113821138211385, 0.19047619047619047, 0.2067363530778165, 0.16318234610917537, 0.19396051103368175]"
27,"[0.3629500580720093, 0.32113821138211385, 0.19047619047619047, 0.20789779326364694, 0.16318234610917537, 0.1759581881533101]"
28,"[0.3629500580720093, 0.32113821138211385, 0.18989547038327526, 0.2073170731707317, 0.18118466898954705, 0.1910569105691057]"
29,"[0.3629500580720093, 0.32113821138211385, 0.1713124274099884, 0.2073170731707317, 0.1840882694541231, 0.1718931475029036]"
30,"[0.3629500580720093, 0.32113821138211385, 0.17015098722415795, 0.2073170731707317, 0.1840882694541231, 0.1718931475029036]"
31,"[0.3252032520325203, 0.32113821138211385, 0.16898954703832753, 0.2073170731707317, 0.1840882694541231, 0.17247386759581881]"
32,"[0.32113821138211385, 0.32113821138211385, 0.16957026713124274, 0.2073170731707317, 0.1840882694541231, 0.17247386759581881]"
33,"[0.32113821138211385, 0.32113821138211385, 0.16957026713124274, 0.2067363530778165, 0.1835075493612079, 0.17247386759581881]"
34,"[0.32113821138211385, 0.32113821138211385, 0.16957026713124274, 0.2067363530778165, 0.1835075493612079, 0.17247386759581881]"
35,"[0.32113821138211385, 0.32113821138211385, 0.16957026713124274, 0.2067363530778165, 0.1835075493612079, 0.17305458768873402]"
36,"[0.32113821138211385, 0.32113821138211385, 0.16957026713124274, 0.2067363530778165, 0.16492450638792103, 0.1916376306620209]"
37,"[0.32113821138211385, 0.32113821138211385, 0.16957026713124274, 0.20615563298490128, 0.14285714285714285, 0.21138211382113822]"
38,"[0.32113821138211385, 0.32113821138211385, 0.17015098722415795, 0.20615563298490128, 0.13995354239256677, 0.23228803716608595]"
39,"[0.3635307781649245, 0.32113821138211385, 0.1718931475029036, 0.2067363530778165, 0.13995354239256677, 0.21428571428571427]"
40,"[0.3832752613240418, 0.3252032520325203, 0.1916376306620209, 0.18641114982578397, 0.13995354239256677, 0.17421602787456447]"
41,"[0.38559814169570267, 0.3252032520325203, 0.19221835075493612, 0.18583042973286876, 0.13995354239256677, 0.17363530778164923]"
42,"[0.4070847851335656, 0.32926829268292684, 0.19396051103368175, 0.18699186991869918, 0.13995354239256677, 0.17363530778164923]"
43,"[0.4076655052264808, 0.3333333333333333, 0.19628339140534262, 0.20789779326364694, 0.14111498257839722, 0.19396051103368175]"
44,"[0.4099883855981417, 0.3333333333333333, 0.19744483159117304, 0.20905923344947736, 0.14169570267131243, 0.194541231126597]"
45,"[0.41289198606271776, 0.3333333333333333, 0.1986062717770035, 0.21022067363530778, 0.14227642276422764, 0.17247386759581881]"
46,"[0.4140534262485482, 0.3333333333333333, 0.218931475029036, 0.21080139372822299, 0.14343786295005806, 0.17247386759581881]"
47,"[0.4140534262485482, 0.3333333333333333, 0.2183507549361208, 0.21080139372822299, 0.14343786295005806, 0.1713124274099884]"
48,"[0.413472706155633, 0.3333333333333333, 0.218931475029036, 0.21254355400696864, 0.14285714285714285, 0.14982578397212543]"
49,"[0.4099883855981417, 0.3333333333333333, 0.22067363530778164, 0.23286875725900116, 0.12369337979094076, 0.17015098722415795]"
50,"[0.3704994192799071, 0.3333333333333333, 0.2218350754936121, 0.25261324041811845, 0.16666666666666666, 0.16840882694541232]"
