,acc
0,"[0.23809523809523808, 0.0, 0.0, 0.0, 0.0, 0.0]"
1,"[0.23809523809523808, 0.0, 0.0, 0.0, 0.0, 0.0]"
2,"[0.23809523809523808, 0.0, 0.0, 0.0, 0.0, 0.0]"
3,"[0.23809523809523808, 0.0, 0.0, 0.0, 0.0, 0.0]"
4,"[0.23809523809523808, 0.0, 0.0, 0.0, 0.0, 0.0]"
5,"[0.23809523809523808, 0.0, 0.0, 0.0, 0.0, 0.0]"
6,"[0.23809523809523808, 0.0, 0.0, 0.0, 0.0, 0.0]"
7,"[0.23809523809523808, 0.0, 0.0, 0.0, 0.0, 0.0]"
8,"[0.23809523809523808, 0.0, 0.0, 0.0, 0.0, 0.0]"
9,"[0.23809523809523808, 0.0, 0.0, 0.0, 0.004645760743321719, 0.0]"
10,"[0.23809523809523808, 0.0040650406504065045, 0.005807200929152149, 0.010452961672473868, 0.011614401858304297, 0.005226480836236934]"
11,"[0.23228803716608595, 0.008130081300813009, 0.007549361207897794, 0.020905923344947737, 0.21022067363530778, 0.006968641114982578]"
12,"[0.22996515679442509, 0.16666666666666666, 0.16550522648083624, 0.21428571428571427, 0.28339140534262486, 0.12020905923344948]"
13,"[0.08652729384436701, 0.16666666666666666, 0.16550522648083624, 0.21428571428571427, 0.28339140534262486, 0.12020905923344948]"
14,"[0.1289198606271777, 0.16666666666666666, 0.16550522648083624, 0.21428571428571427, 0.28339140534262486, 0.12020905923344948]"
15,"[0.13240418118466898, 0.13821138211382114, 0.16666666666666666, 0.21312427409988385, 0.27584204413472707, 0.12253193960511034]"
16,"[0.13588850174216027, 0.16666666666666666, 0.12369337979094076, 0.21428571428571427, 0.19628339140534262, 0.16202090592334495]"
17,"[0.13588850174216027, 0.16666666666666666, 0.12137049941927991, 0.21428571428571427, 0.1951219512195122, 0.16434378629500582]"
18,"[0.13937282229965156, 0.16666666666666666, 0.12137049941927991, 0.21428571428571427, 0.1951219512195122, 0.16434378629500582]"
19,"[0.14285714285714285, 0.16260162601626016, 0.12137049941927991, 0.21428571428571427, 0.1951219512195122, 0.16376306620209058]"
20,"[0.14285714285714285, 0.16666666666666666, 0.11904761904761904, 0.21428571428571427, 0.19047619047619047, 0.16666666666666666]"
21,"[0.14285714285714285, 0.16666666666666666, 0.11904761904761904, 0.21428571428571427, 0.19047619047619047, 0.16666666666666666]"
22,"[0.14285714285714285, 0.16666666666666666, 0.11904761904761904, 0.21428571428571427, 0.19047619047619047, 0.16666666666666666]"
23,"[0.14285714285714285, 0.16666666666666666, 0.11904761904761904, 0.21428571428571427, 0.19047619047619047, 0.16666666666666666]"
24,"[0.14285714285714285, 0.16666666666666666, 0.11904761904761904, 0.21428571428571427, 0.19047619047619047, 0.16666666666666666]"
25,"[0.14285714285714285, 0.16666666666666666, 0.11904761904761904, 0.21428571428571427, 0.19047619047619047, 0.16666666666666666]"
