,acc
0,"[0.07607433217189315, 0.17479674796747968, 0.15969802555168408, 0.18234610917537747, 0.2264808362369338, 0.11556329849012775]"
1,"[0.09233449477351917, 0.17073170731707318, 0.16144018583042974, 0.18118466898954705, 0.22531939605110338, 0.11091753774680604]"
2,"[0.11149825783972125, 0.17073170731707318, 0.1602787456445993, 0.1765389082462253, 0.21138211382113822, 0.10859465737514518]"
3,"[0.11962833914053426, 0.18699186991869918, 0.16376306620209058, 0.17770034843205576, 0.21022067363530778, 0.11091753774680604]"
4,"[0.13588850174216027, 0.1910569105691057, 0.16376306620209058, 0.1759581881533101, 0.2067363530778165, 0.10975609756097561]"
5,"[0.15505226480836237, 0.1991869918699187, 0.17073170731707318, 0.18118466898954705, 0.20150987224157957, 0.10801393728222997]"
6,"[0.17479674796747968, 0.1991869918699187, 0.17073170731707318, 0.18583042973286876, 0.1986062717770035, 0.10801393728222997]"
7,"[0.18118466898954705, 0.22764227642276422, 0.17828106852497097, 0.18989547038327526, 0.1916376306620209, 0.10743321718931476]"
8,"[0.1951219512195122, 0.23983739837398374, 0.18466898954703834, 0.19047619047619047, 0.18118466898954705, 0.11265969802555169]"
9,"[0.19628339140534262, 0.24796747967479674, 0.18524970963995355, 0.194541231126597, 0.17828106852497097, 0.12020905923344948]"
10,"[0.19221835075493612, 0.25203252032520324, 0.18583042973286876, 0.1957026713124274, 0.17711962833914052, 0.13008130081300814]"
11,"[0.20209059233449478, 0.25609756097560976, 0.19047619047619047, 0.20150987224157957, 0.1765389082462253, 0.12659698025551683]"
12,"[0.21254355400696864, 0.25609756097560976, 0.18931475029036005, 0.20499419279907086, 0.17247386759581881, 0.1295005807200929]"
13,"[0.21718931475029035, 0.26422764227642276, 0.20034843205574912, 0.20557491289198607, 0.1678281068524971, 0.13414634146341464]"
14,"[0.22357723577235772, 0.26422764227642276, 0.1986062717770035, 0.2148664343786295, 0.16608594657375145, 0.1329849012775842]"
15,"[0.22125435540069685, 0.2601626016260163, 0.1957026713124274, 0.21312427409988385, 0.15911730545876887, 0.14634146341463414]"
16,"[0.2218350754936121, 0.25609756097560976, 0.1997677119628339, 0.21138211382113822, 0.15098722415795587, 0.14924506387921022]"
17,"[0.22822299651567945, 0.2682926829268293, 0.20615563298490128, 0.21312427409988385, 0.14982578397212543, 0.15737514518002324]"
18,"[0.23403019744483158, 0.2886178861788618, 0.21544715447154472, 0.20905923344947736, 0.14518002322880372, 0.15911730545876887]"
19,"[0.22996515679442509, 0.3089430894308943, 0.22009291521486643, 0.21080139372822299, 0.14169570267131243, 0.15969802555168408]"
20,"[0.22473867595818817, 0.32113821138211385, 0.23228803716608595, 0.21196283391405343, 0.14343786295005806, 0.16085946573751453]"
21,"[0.2183507549361208, 0.3252032520325203, 0.23751451800232287, 0.21022067363530778, 0.14692218350754935, 0.16492450638792103]"
22,"[0.2148664343786295, 0.3617886178861789, 0.2462253193960511, 0.21312427409988385, 0.14924506387921022, 0.1602787456445993]"
23,"[0.21022067363530778, 0.3821138211382114, 0.25261324041811845, 0.2183507549361208, 0.15505226480836237, 0.16492450638792103]"
24,"[0.2067363530778165, 0.3943089430894309, 0.2619047619047619, 0.21777003484320556, 0.15911730545876887, 0.1602787456445993]"
25,"[0.19744483159117304, 0.4186991869918699, 0.2677119628339141, 0.22415795586527293, 0.16318234610917537, 0.15911730545876887]"
26,"[0.18873403019744484, 0.43902439024390244, 0.2700348432055749, 0.2224157955865273, 0.16666666666666666, 0.15911730545876887]"
27,"[0.17711962833914052, 0.4715447154471545, 0.2781649245063879, 0.22415795586527293, 0.17479674796747968, 0.14982578397212543]"
28,"[0.1765389082462253, 0.508130081300813, 0.28281068524970965, 0.2305458768873403, 0.1806039488966318, 0.15156794425087108]"
29,"[0.1718931475029036, 0.5365853658536586, 0.2926829268292683, 0.22473867595818817, 0.1916376306620209, 0.15098722415795587]"
30,"[0.17363530778164923, 0.573170731707317, 0.29849012775842043, 0.227061556329849, 0.19802555168408828, 0.1527293844367015]"
31,"[0.17479674796747968, 0.5772357723577236, 0.30662020905923343, 0.23286875725900116, 0.20267131242741, 0.15040650406504066]"
32,"[0.17247386759581881, 0.6016260162601627, 0.3124274099883856, 0.2311265969802555, 0.20905923344947736, 0.15505226480836237]"
33,"[0.1718931475029036, 0.6097560975609756, 0.3130081300813008, 0.23635307781649245, 0.21544715447154472, 0.15737514518002324]"
34,"[0.16898954703832753, 0.6300813008130082, 0.3153310104529617, 0.2415795586527294, 0.2183507549361208, 0.15563298490127758]"
35,"[0.16957026713124274, 0.6626016260162602, 0.31939605110336816, 0.24680603948896632, 0.22473867595818817, 0.1562137049941928]"
36,"[0.16840882694541232, 0.6747967479674797, 0.32113821138211385, 0.24854819976771197, 0.22938443670150988, 0.15737514518002324]"
37,"[0.1672473867595819, 0.6910569105691057, 0.32752613240418116, 0.2508710801393728, 0.23693379790940766, 0.16085946573751453]"
38,"[0.16666666666666666, 0.7073170731707317, 0.3327526132404181, 0.2508710801393728, 0.24099883855981416, 0.16085946573751453]"
39,"[0.16376306620209058, 0.7195121951219512, 0.3327526132404181, 0.2537746806039489, 0.2450638792102207, 0.1602787456445993]"
40,"[0.16492450638792103, 0.7317073170731707, 0.3310104529616725, 0.2578397212543554, 0.24796747967479674, 0.16085946573751453]"
41,"[0.16492450638792103, 0.7357723577235772, 0.3321718931475029, 0.2619047619047619, 0.24912891986062718, 0.15911730545876887]"
42,"[0.16376306620209058, 0.7398373983739838, 0.3327526132404181, 0.2682926829268293, 0.25493612078977934, 0.15737514518002324]"
43,"[0.16434378629500582, 0.7398373983739838, 0.335075493612079, 0.2694541231126597, 0.2619047619047619, 0.1562137049941928]"
44,"[0.16144018583042974, 0.7398373983739838, 0.33739837398373984, 0.27584204413472707, 0.2619047619047619, 0.15505226480836237]"
45,"[0.16144018583042974, 0.7520325203252033, 0.33855981416957026, 0.27526132404181186, 0.2653890824622532, 0.15389082462253195]"
46,"[0.16492450638792103, 0.7642276422764228, 0.3420441347270616, 0.27584204413472707, 0.2653890824622532, 0.15447154471544716]"
47,"[0.16608594657375145, 0.7682926829268293, 0.3519163763066202, 0.2775842044134727, 0.2682926829268293, 0.15505226480836237]"
48,"[0.16434378629500582, 0.7682926829268293, 0.3554006968641115, 0.2787456445993031, 0.2688734030197445, 0.15447154471544716]"
49,"[0.16260162601626016, 0.7723577235772358, 0.35656213704994194, 0.2781649245063879, 0.27235772357723576, 0.1527293844367015]"
50,"[0.16260162601626016, 0.7764227642276422, 0.35772357723577236, 0.2775842044134727, 0.2735191637630662, 0.15156794425087108]"
51,"[0.15911730545876887, 0.7967479674796748, 0.3670150987224158, 0.27468060394889665, 0.2688734030197445, 0.15040650406504066]"
52,"[0.15737514518002324, 0.8130081300813008, 0.3704994192799071, 0.2706155632984901, 0.2694541231126597, 0.15098722415795587]"
53,"[0.15563298490127758, 0.8292682926829268, 0.37630662020905925, 0.2677119628339141, 0.2694541231126597, 0.15098722415795587]"
54,"[0.15389082462253195, 0.8333333333333334, 0.3786295005807201, 0.2659698025551684, 0.2665505226480836, 0.15098722415795587]"
