,acc
0,"[0.18234610917537747, 0.16260162601626016, 0.14692218350754935, 0.13763066202090593, 0.0975609756097561, 0.14692218350754935]"
1,"[0.18234610917537747, 0.16260162601626016, 0.17015098722415795, 0.13821138211382114, 0.13879210220673635, 0.14576074332171893]"
2,"[0.1835075493612079, 0.17073170731707318, 0.13240418118466898, 0.13646922183507548, 0.13995354239256677, 0.16666666666666666]"
3,"[0.09988385598141696, 0.032520325203252036, 0.19221835075493612, 0.11556329849012775, 0.1173054587688734, 0.16957026713124274]"
4,"[0.09291521486643438, 0.17479674796747968, 0.21718931475029035, 0.09523809523809523, 0.11904761904761904, 0.19047619047619047]"
5,"[0.09233449477351917, 0.3170731707317073, 0.23693379790940766, 0.11556329849012775, 0.12311265969802555, 0.16957026713124274]"
6,"[0.09698025551684088, 0.32926829268292684, 0.23809523809523808, 0.1602787456445993, 0.16434378629500582, 0.14982578397212543]"
7,"[0.09930313588850175, 0.32926829268292684, 0.2578397212543554, 0.16144018583042974, 0.20499419279907086, 0.1713124274099884]"
8,"[0.09988385598141696, 0.3333333333333333, 0.2845528455284553, 0.1835075493612079, 0.2305458768873403, 0.19047619047619047]"
9,"[0.09872241579558652, 0.3333333333333333, 0.30139372822299654, 0.2067363530778165, 0.18931475029036005, 0.1916376306620209]"
10,"[0.1173054587688734, 0.3333333333333333, 0.2607433217189315, 0.21080139372822299, 0.16840882694541232, 0.1753774680603949]"
11,"[0.10046457607433217, 0.3333333333333333, 0.2613240418118467, 0.19337979094076654, 0.18757259001161442, 0.19279907084785133]"
12,"[0.11672473867595819, 0.3333333333333333, 0.2804878048780488, 0.21196283391405343, 0.16840882694541232, 0.19396051103368175]"
13,"[0.09814169570267131, 0.32926829268292684, 0.281068524970964, 0.21138211382113822, 0.16608594657375145, 0.21370499419279906]"
14,"[0.11904761904761904, 0.32926829268292684, 0.281068524970964, 0.21138211382113822, 0.14634146341463414, 0.23403019744483158]"
15,"[0.11962833914053426, 0.32926829268292684, 0.27990708478513354, 0.21196283391405343, 0.14634146341463414, 0.23577235772357724]"
16,"[0.11904761904761904, 0.3333333333333333, 0.27990708478513354, 0.21138211382113822, 0.14634146341463414, 0.23809523809523808]"
17,"[0.11672473867595819, 0.34552845528455284, 0.28164924506387923, 0.21254355400696864, 0.14750290360046459, 0.22125435540069685]"
18,"[0.12253193960511034, 0.34959349593495936, 0.2787456445993031, 0.21196283391405343, 0.14576074332171893, 0.22009291521486643]"
19,"[0.12775842044134728, 0.3617886178861789, 0.2775842044134727, 0.1916376306620209, 0.14634146341463414, 0.24099883855981416]"
20,"[0.14750290360046459, 0.4878048780487805, 0.2775842044134727, 0.21138211382113822, 0.16608594657375145, 0.2584204413472706]"
21,"[0.14924506387921022, 0.4878048780487805, 0.2770034843205575, 0.21254355400696864, 0.16550522648083624, 0.2578397212543554]"
22,"[0.15098722415795587, 0.4878048780487805, 0.27584204413472707, 0.1759581881533101, 0.16550522648083624, 0.25609756097560976]"
23,"[0.15563298490127758, 0.491869918699187, 0.27468060394889665, 0.19396051103368175, 0.16608594657375145, 0.25609756097560976]"
24,"[0.19337979094076654, 0.491869918699187, 0.25493612078977934, 0.194541231126597, 0.16608594657375145, 0.25609756097560976]"
25,"[0.19744483159117304, 0.491869918699187, 0.25493612078977934, 0.21312427409988385, 0.16666666666666666, 0.23751451800232287]"
26,"[0.23519163763066203, 0.491869918699187, 0.2537746806039489, 0.21370499419279906, 0.16666666666666666, 0.23809523809523808]"
27,"[0.23809523809523808, 0.491869918699187, 0.25261324041811845, 0.21370499419279906, 0.16666666666666666, 0.23867595818815332]"
28,"[0.2590011614401858, 0.491869918699187, 0.25203252032520324, 0.21370499419279906, 0.16666666666666666, 0.2572590011614402]"
29,"[0.2601626016260163, 0.491869918699187, 0.2502903600464576, 0.21370499419279906, 0.1672473867595819, 0.25667828106852497]"
30,"[0.29965156794425085, 0.491869918699187, 0.23228803716608595, 0.21370499419279906, 0.1678281068524971, 0.25493612078977934]"
31,"[0.29965156794425085, 0.4959349593495935, 0.2508710801393728, 0.21370499419279906, 0.16840882694541232, 0.23344947735191637]"
32,"[0.29907084785133564, 0.4959349593495935, 0.23403019744483158, 0.23228803716608595, 0.16898954703832753, 0.23170731707317074]"
33,"[0.2787456445993031, 0.4959349593495935, 0.23344947735191637, 0.21370499419279906, 0.17073170731707318, 0.21138211382113822]"
34,"[0.2781649245063879, 0.4959349593495935, 0.23344947735191637, 0.1957026713124274, 0.18989547038327526, 0.21138211382113822]"
35,"[0.27526132404181186, 0.4959349593495935, 0.23403019744483158, 0.1951219512195122, 0.18989547038327526, 0.21138211382113822]"
36,"[0.2572590011614402, 0.4959349593495935, 0.23403019744483158, 0.194541231126597, 0.1916376306620209, 0.21196283391405343]"
37,"[0.2572590011614402, 0.5, 0.23577235772357724, 0.1951219512195122, 0.21138211382113822, 0.21080139372822299]"
38,"[0.25667828106852497, 0.5040650406504065, 0.23286875725900116, 0.1916376306620209, 0.21312427409988385, 0.21022067363530778]"
39,"[0.25667828106852497, 0.5040650406504065, 0.23577235772357724, 0.19047619047619047, 0.21312427409988385, 0.18815331010452963]"
40,"[0.25667828106852497, 0.5040650406504065, 0.23635307781649245, 0.19047619047619047, 0.21312427409988385, 0.16898954703832753]"
41,"[0.25551684088269455, 0.5203252032520326, 0.24274099883855982, 0.1910569105691057, 0.21312427409988385, 0.14982578397212543]"
42,"[0.25551684088269455, 0.6626016260162602, 0.26422764227642276, 0.1916376306620209, 0.21312427409988385, 0.15040650406504066]"
43,"[0.25551684088269455, 0.6626016260162602, 0.26422764227642276, 0.21312427409988385, 0.21312427409988385, 0.15098722415795587]"
44,"[0.2148664343786295, 0.6626016260162602, 0.26480836236933797, 0.21370499419279906, 0.21254355400696864, 0.1910569105691057]"
45,"[0.21196283391405343, 0.6626016260162602, 0.26306620209059234, 0.21428571428571427, 0.21254355400696864, 0.19279907084785133]"
46,"[0.2311265969802555, 0.6626016260162602, 0.26364692218350755, 0.2346109175377468, 0.21196283391405343, 0.19279907084785133]"
47,"[0.23170731707317074, 0.6626016260162602, 0.2845528455284553, 0.23577235772357724, 0.21196283391405343, 0.19279907084785133]"
48,"[0.23170731707317074, 0.6626016260162602, 0.2845528455284553, 0.23577235772357724, 0.21196283391405343, 0.19279907084785133]"
49,"[0.251451800232288, 0.6626016260162602, 0.2851335656213705, 0.21718931475029035, 0.19047619047619047, 0.19279907084785133]"
50,"[0.23170731707317074, 0.6626016260162602, 0.2851335656213705, 0.21544715447154472, 0.19047619047619047, 0.1951219512195122]"
51,"[0.2311265969802555, 0.6626016260162602, 0.26364692218350755, 0.2148664343786295, 0.20963995354239257, 0.2148664343786295]"
52,"[0.23344947735191637, 0.6626016260162602, 0.26248548199767713, 0.19279907084785133, 0.19279907084785133, 0.21428571428571427]"
53,"[0.23170731707317074, 0.6666666666666666, 0.26480836236933797, 0.19221835075493612, 0.21196283391405343, 0.23693379790940766]"
54,"[0.23170731707317074, 0.6666666666666666, 0.26480836236933797, 0.1910569105691057, 0.21080139372822299, 0.23751451800232287]"
55,"[0.23170731707317074, 0.6666666666666666, 0.26480836236933797, 0.19047619047619047, 0.21138211382113822, 0.22125435540069685]"
56,"[0.23170731707317074, 0.6666666666666666, 0.26480836236933797, 0.19047619047619047, 0.23228803716608595, 0.2584204413472706]"
57,"[0.23170731707317074, 0.6666666666666666, 0.26480836236933797, 0.19047619047619047, 0.23170731707317074, 0.2590011614401858]"
58,"[0.23170731707317074, 0.6666666666666666, 0.28339140534262486, 0.1910569105691057, 0.23170731707317074, 0.2584204413472706]"
59,"[0.23228803716608595, 0.6666666666666666, 0.2845528455284553, 0.1910569105691057, 0.23170731707317074, 0.2584204413472706]"
60,"[0.25261324041811845, 0.6666666666666666, 0.2845528455284553, 0.1910569105691057, 0.23170731707317074, 0.2584204413472706]"
61,"[0.2346109175377468, 0.6666666666666666, 0.2845528455284553, 0.1910569105691057, 0.22996515679442509, 0.2590011614401858]"
62,"[0.23344947735191637, 0.6666666666666666, 0.2845528455284553, 0.1910569105691057, 0.21138211382113822, 0.2787456445993031]"
63,"[0.23286875725900116, 0.6666666666666666, 0.2845528455284553, 0.1910569105691057, 0.21138211382113822, 0.24041811846689895]"
64,"[0.23170731707317074, 0.6666666666666666, 0.28339140534262486, 0.1910569105691057, 0.21138211382113822, 0.23925667828106853]"
65,"[0.23170731707317074, 0.6666666666666666, 0.26480836236933797, 0.1910569105691057, 0.21080139372822299, 0.23693379790940766]"
66,"[0.23170731707317074, 0.6666666666666666, 0.26422764227642276, 0.1910569105691057, 0.21080139372822299, 0.23635307781649245]"
67,"[0.23170731707317074, 0.6666666666666666, 0.26422764227642276, 0.1910569105691057, 0.21080139372822299, 0.23635307781649245]"
68,"[0.23286875725900116, 0.6666666666666666, 0.26422764227642276, 0.1910569105691057, 0.19047619047619047, 0.23577235772357724]"
69,"[0.23403019744483158, 0.6666666666666666, 0.26422764227642276, 0.1910569105691057, 0.18989547038327526, 0.23519163763066203]"
70,"[0.23403019744483158, 0.6666666666666666, 0.26422764227642276, 0.1910569105691057, 0.18931475029036005, 0.23519163763066203]"
71,"[0.23519163763066203, 0.6666666666666666, 0.26422764227642276, 0.1910569105691057, 0.18931475029036005, 0.23403019744483158]"
72,"[0.25493612078977934, 0.6666666666666666, 0.26422764227642276, 0.1910569105691057, 0.18989547038327526, 0.21428571428571427]"
73,"[0.25493612078977934, 0.6666666666666666, 0.26422764227642276, 0.1910569105691057, 0.18989547038327526, 0.21428571428571427]"
74,"[0.2572590011614402, 0.6666666666666666, 0.26422764227642276, 0.1910569105691057, 0.18989547038327526, 0.21428571428571427]"
75,"[0.29732868757259, 0.6666666666666666, 0.26422764227642276, 0.1910569105691057, 0.18989547038327526, 0.21370499419279906]"
76,"[0.29500580720092917, 0.6666666666666666, 0.26422764227642276, 0.1910569105691057, 0.18989547038327526, 0.21370499419279906]"
77,"[0.2955865272938444, 0.6666666666666666, 0.26364692218350755, 0.1910569105691057, 0.1910569105691057, 0.21370499419279906]"
78,"[0.29442508710801396, 0.6666666666666666, 0.26364692218350755, 0.20963995354239257, 0.1910569105691057, 0.19337979094076654]"
79,"[0.218931475029036, 0.6666666666666666, 0.26364692218350755, 0.21080139372822299, 0.1910569105691057, 0.19221835075493612]"
80,"[0.21370499419279906, 0.6666666666666666, 0.26364692218350755, 0.21196283391405343, 0.1910569105691057, 0.19221835075493612]"
81,"[0.21196283391405343, 0.6666666666666666, 0.26364692218350755, 0.21196283391405343, 0.19221835075493612, 0.19221835075493612]"
82,"[0.21196283391405343, 0.6666666666666666, 0.26364692218350755, 0.21196283391405343, 0.21196283391405343, 0.19221835075493612]"
83,"[0.21138211382113822, 0.6666666666666666, 0.26364692218350755, 0.21196283391405343, 0.21196283391405343, 0.19221835075493612]"
84,"[0.1910569105691057, 0.6666666666666666, 0.26364692218350755, 0.21196283391405343, 0.21138211382113822, 0.1916376306620209]"
85,"[0.1910569105691057, 0.6666666666666666, 0.26422764227642276, 0.21254355400696864, 0.21138211382113822, 0.1916376306620209]"
86,"[0.1910569105691057, 0.6666666666666666, 0.26422764227642276, 0.21196283391405343, 0.21138211382113822, 0.19047619047619047]"
87,"[0.1910569105691057, 0.6666666666666666, 0.26480836236933797, 0.21196283391405343, 0.1910569105691057, 0.15098722415795587]"
88,"[0.1910569105691057, 0.6666666666666666, 0.2857142857142857, 0.21196283391405343, 0.18989547038327526, 0.14750290360046459]"
89,"[0.1910569105691057, 0.8170731707317073, 0.305458768873403, 0.21196283391405343, 0.18989547038327526, 0.1480836236933798]"
90,"[0.1910569105691057, 0.8170731707317073, 0.3060394889663182, 0.21138211382113822, 0.18989547038327526, 0.1480836236933798]"
91,"[0.1910569105691057, 0.8292682926829268, 0.3042973286875726, 0.21138211382113822, 0.18989547038327526, 0.1480836236933798]"
92,"[0.1910569105691057, 0.9715447154471545, 0.2851335656213705, 0.21138211382113822, 0.18931475029036005, 0.148664343786295]"
93,"[0.1910569105691057, 0.975609756097561, 0.2653890824622532, 0.21138211382113822, 0.18931475029036005, 0.148664343786295]"
94,"[0.1910569105691057, 0.975609756097561, 0.26422764227642276, 0.21138211382113822, 0.16898954703832753, 0.14924506387921022]"
95,"[0.1910569105691057, 0.975609756097561, 0.26422764227642276, 0.21196283391405343, 0.16840882694541232, 0.14924506387921022]"
96,"[0.18815331010452963, 0.975609756097561, 0.26480836236933797, 0.21196283391405343, 0.16840882694541232, 0.14924506387921022]"
97,"[0.17073170731707318, 0.975609756097561, 0.2659698025551684, 0.21196283391405343, 0.16840882694541232, 0.14924506387921022]"
98,"[0.17073170731707318, 0.9796747967479674, 0.2862950058072009, 0.21138211382113822, 0.16840882694541232, 0.1295005807200929]"
99,"[0.17073170731707318, 0.983739837398374, 0.2880371660859466, 0.21138211382113822, 0.16840882694541232, 0.1295005807200929]"
100,"[0.17015098722415795, 0.983739837398374, 0.2880371660859466, 0.21138211382113822, 0.1678281068524971, 0.12775842044134728]"
101,"[0.18873403019744484, 0.9878048780487805, 0.2880371660859466, 0.21196283391405343, 0.16666666666666666, 0.12659698025551683]"
102,"[0.20789779326364694, 0.991869918699187, 0.2874564459930314, 0.21312427409988385, 0.1672473867595819, 0.12717770034843207]"
103,"[0.21138211382113822, 0.991869918699187, 0.2868757259001161, 0.21370499419279906, 0.1678281068524971, 0.12717770034843207]"
104,"[0.2346109175377468, 0.9959349593495935, 0.2868757259001161, 0.21370499419279906, 0.1678281068524971, 0.13008130081300814]"
105,"[0.23867595818815332, 0.9959349593495935, 0.28339140534262486, 0.2148664343786295, 0.1678281068524971, 0.1480836236933798]"
106,"[0.29849012775842043, 0.9959349593495935, 0.26306620209059234, 0.23170731707317074, 0.1678281068524971, 0.1480836236933798]"
107,"[0.32229965156794427, 0.9959349593495935, 0.2450638792102207, 0.23403019744483158, 0.16666666666666666, 0.1480836236933798]"
108,"[0.3426248548199768, 0.9959349593495935, 0.24448315911730545, 0.23344947735191637, 0.14982578397212543, 0.1480836236933798]"
109,"[0.36585365853658536, 0.9959349593495935, 0.24390243902439024, 0.23344947735191637, 0.1480836236933798, 0.1480836236933798]"
110,"[0.3681765389082462, 0.9959349593495935, 0.24390243902439024, 0.23286875725900116, 0.14750290360046459, 0.1480836236933798]"
111,"[0.37282229965156793, 0.9959349593495935, 0.24390243902439024, 0.2148664343786295, 0.14692218350754935, 0.1480836236933798]"
112,"[0.37514518002322883, 0.9959349593495935, 0.24390243902439024, 0.1957026713124274, 0.14692218350754935, 0.1480836236933798]"
113,"[0.37688734030197446, 0.9959349593495935, 0.2415795586527294, 0.19279907084785133, 0.14518002322880372, 0.1480836236933798]"
114,"[0.37688734030197446, 0.9959349593495935, 0.22880371660859466, 0.1916376306620209, 0.14576074332171893, 0.1480836236933798]"
115,"[0.39372822299651566, 0.9959349593495935, 0.2259001161440186, 0.1910569105691057, 0.14111498257839722, 0.14750290360046459]"
116,"[0.3948896631823461, 0.9959349593495935, 0.2415795586527294, 0.1759581881533101, 0.12601626016260162, 0.1480836236933798]"
117,"[0.41114982578397213, 0.9959349593495935, 0.24332171893147503, 0.1910569105691057, 0.12659698025551683, 0.148664343786295]"
118,"[0.429732868757259, 0.9959349593495935, 0.24274099883855982, 0.1916376306620209, 0.12659698025551683, 0.148664343786295]"
119,"[0.4343786295005807, 0.9959349593495935, 0.24274099883855982, 0.19047619047619047, 0.1254355400696864, 0.148664343786295]"
120,"[0.4349593495934959, 0.9959349593495935, 0.24390243902439024, 0.1910569105691057, 0.1254355400696864, 0.148664343786295]"
121,"[0.43844367015098723, 0.9959349593495935, 0.24332171893147503, 0.1910569105691057, 0.12369337979094076, 0.148664343786295]"
122,"[0.43844367015098723, 0.9959349593495935, 0.24448315911730545, 0.18989547038327526, 0.10685249709639953, 0.1480836236933798]"
123,"[0.43902439024390244, 1.0, 0.2462253193960511, 0.18989547038327526, 0.10801393728222997, 0.14634146341463414]"
124,"[0.45528455284552843, 1.0, 0.24796747967479674, 0.18989547038327526, 0.10859465737514518, 0.14634146341463414]"
125,"[0.45760743321718933, 1.0, 0.24796747967479674, 0.19047619047619047, 0.1091753774680604, 0.14634146341463414]"
126,"[0.45876887340301975, 1.0, 0.24796747967479674, 0.1910569105691057, 0.10859465737514518, 0.14634146341463414]"
127,"[0.4605110336817654, 1.0, 0.24796747967479674, 0.1910569105691057, 0.10743321718931476, 0.14634146341463414]"
128,"[0.45993031358885017, 1.0, 0.26248548199767713, 0.1910569105691057, 0.10685249709639953, 0.14576074332171893]"
129,"[0.4605110336817654, 1.0, 0.26364692218350755, 0.2073170731707317, 0.10685249709639953, 0.14576074332171893]"
130,"[0.4605110336817654, 1.0, 0.26364692218350755, 0.20963995354239257, 0.10627177700348432, 0.14576074332171893]"
131,"[0.4610917537746806, 1.0, 0.2659698025551684, 0.20963995354239257, 0.10627177700348432, 0.14576074332171893]"
132,"[0.462253193960511, 1.0, 0.2659698025551684, 0.21080139372822299, 0.10627177700348432, 0.14576074332171893]"
133,"[0.4634146341463415, 1.0, 0.2665505226480836, 0.21080139372822299, 0.10685249709639953, 0.14576074332171893]"
