,acc
0,"[0.013937282229965157, 0.16666666666666666, 0.16318234610917537, 0.21428571428571427, 0.2764227642276423, 0.11904761904761904]"
1,"[0.013937282229965157, 0.16666666666666666, 0.16318234610917537, 0.21428571428571427, 0.27409988385598144, 0.11904761904761904]"
2,"[0.013937282229965157, 0.16666666666666666, 0.16318234610917537, 0.21428571428571427, 0.27409988385598144, 0.11904761904761904]"
3,"[0.013937282229965157, 0.16666666666666666, 0.16318234610917537, 0.21428571428571427, 0.27409988385598144, 0.11846689895470383]"
4,"[0.013937282229965157, 0.16666666666666666, 0.16202090592334495, 0.21428571428571427, 0.27409988385598144, 0.11904761904761904]"
5,"[0.013937282229965157, 0.16666666666666666, 0.16202090592334495, 0.21428571428571427, 0.2735191637630662, 0.11904761904761904]"
6,"[0.018583042973286876, 0.17073170731707318, 0.16202090592334495, 0.21312427409988385, 0.2706155632984901, 0.11904761904761904]"
7,"[0.018583042973286876, 0.16666666666666666, 0.16202090592334495, 0.21428571428571427, 0.27177700348432055, 0.11904761904761904]"
8,"[0.018583042973286876, 0.16666666666666666, 0.16202090592334495, 0.21428571428571427, 0.27177700348432055, 0.11904761904761904]"
9,"[0.018583042973286876, 0.16666666666666666, 0.16202090592334495, 0.21428571428571427, 0.2706155632984901, 0.11904761904761904]"
10,"[0.018583042973286876, 0.16666666666666666, 0.16202090592334495, 0.21254355400696864, 0.2688734030197445, 0.11846689895470383]"
11,"[0.02148664343786295, 0.16666666666666666, 0.15969802555168408, 0.21428571428571427, 0.2694541231126597, 0.11904761904761904]"
12,"[0.028455284552845527, 0.16666666666666666, 0.16202090592334495, 0.21370499419279906, 0.2677119628339141, 0.12253193960511034]"
13,"[0.12601626016260162, 0.16260162601626016, 0.16144018583042974, 0.21428571428571427, 0.2665505226480836, 0.1289198606271777]"
14,"[0.19047619047619047, 0.16666666666666666, 0.16202090592334495, 0.18583042973286876, 0.12717770034843207, 0.20499419279907086]"
15,"[0.19047619047619047, 0.16666666666666666, 0.16202090592334495, 0.1718931475029036, 0.1289198606271777, 0.2067363530778165]"
16,"[0.19047619047619047, 0.16666666666666666, 0.16318234610917537, 0.17247386759581881, 0.12775842044134728, 0.2073170731707317]"
17,"[0.19047619047619047, 0.17073170731707318, 0.16318234610917537, 0.1713124274099884, 0.12601626016260162, 0.2073170731707317]"
18,"[0.19047619047619047, 0.16666666666666666, 0.16318234610917537, 0.1713124274099884, 0.12601626016260162, 0.2073170731707317]"
19,"[0.19047619047619047, 0.16666666666666666, 0.16318234610917537, 0.17247386759581881, 0.12601626016260162, 0.2073170731707317]"
20,"[0.19047619047619047, 0.16666666666666666, 0.16318234610917537, 0.17015098722415795, 0.1248548199767712, 0.2073170731707317]"
