,acc
0,"[0.22880371660859466, 0.08943089430894309, 0.07955865272938444, 0.09059233449477352, 0.07897793263646923, 0.09523809523809523]"
1,"[0.2224157955865273, 0.12601626016260162, 0.08768873403019745, 0.10627177700348432, 0.10336817653890824, 0.1132404181184669]"
2,"[0.2229965156794425, 0.14634146341463414, 0.09175377468060394, 0.12253193960511034, 0.11962833914053426, 0.11962833914053426]"
3,"[0.24332171893147503, 0.16666666666666666, 0.10278745644599303, 0.13821138211382114, 0.13704994192799072, 0.1207897793263647]"
4,"[0.259581881533101, 0.18292682926829268, 0.11614401858304298, 0.14924506387921022, 0.15331010452961671, 0.1254355400696864]"
5,"[0.2764227642276423, 0.2073170731707317, 0.1289198606271777, 0.16550522648083624, 0.17363530778164923, 0.13472706155632985]"
6,"[0.2857142857142857, 0.24796747967479674, 0.14111498257839722, 0.17711962833914052, 0.18641114982578397, 0.14285714285714285]"
7,"[0.2770034843205575, 0.27235772357723576, 0.15040650406504066, 0.19337979094076654, 0.1957026713124274, 0.1521486643437863]"
8,"[0.2706155632984901, 0.2845528455284553, 0.15795586527293845, 0.20267131242741, 0.20789779326364694, 0.15563298490127758]"
9,"[0.2584204413472706, 0.3170731707317073, 0.17073170731707318, 0.20905923344947736, 0.2067363530778165, 0.1602787456445993]"
10,"[0.25493612078977934, 0.33739837398373984, 0.17363530778164923, 0.20963995354239257, 0.19744483159117304, 0.15969802555168408]"
11,"[0.2508710801393728, 0.34146341463414637, 0.17886178861788618, 0.21370499419279906, 0.1951219512195122, 0.16144018583042974]"
12,"[0.24854819976771197, 0.35365853658536583, 0.18641114982578397, 0.21602787456445993, 0.19221835075493612, 0.16608594657375145]"
13,"[0.24854819976771197, 0.3699186991869919, 0.19279907084785133, 0.21660859465737514, 0.18757259001161442, 0.16608594657375145]"
14,"[0.2502903600464576, 0.3821138211382114, 0.1957026713124274, 0.218931475029036, 0.18641114982578397, 0.1678281068524971]"
15,"[0.2497096399535424, 0.3821138211382114, 0.1997677119628339, 0.22415795586527293, 0.18292682926829268, 0.16666666666666666]"
16,"[0.24680603948896632, 0.3943089430894309, 0.2032520325203252, 0.227061556329849, 0.18524970963995355, 0.1672473867595819]"
17,"[0.2502903600464576, 0.4065040650406504, 0.2038327526132404, 0.22357723577235772, 0.18234610917537747, 0.16318234610917537]"
18,"[0.2502903600464576, 0.42276422764227645, 0.2073170731707317, 0.2264808362369338, 0.18524970963995355, 0.16492450638792103]"
19,"[0.2462253193960511, 0.44715447154471544, 0.21370499419279906, 0.2264808362369338, 0.1840882694541231, 0.16840882694541232]"
20,"[0.24332171893147503, 0.4796747967479675, 0.22473867595818817, 0.22531939605110338, 0.18931475029036005, 0.16492450638792103]"
21,"[0.24448315911730545, 0.5040650406504065, 0.2415795586527294, 0.22531939605110338, 0.19279907084785133, 0.16666666666666666]"
22,"[0.24332171893147503, 0.532520325203252, 0.24796747967479674, 0.22473867595818817, 0.1951219512195122, 0.1672473867595819]"
23,"[0.24041811846689895, 0.5609756097560976, 0.2572590011614402, 0.22415795586527293, 0.20034843205574912, 0.16492450638792103]"
24,"[0.2415795586527294, 0.5813008130081301, 0.2659698025551684, 0.2229965156794425, 0.20267131242741, 0.16202090592334495]"
25,"[0.23635307781649245, 0.6056910569105691, 0.27235772357723576, 0.2259001161440186, 0.20441347270615565, 0.16202090592334495]"
26,"[0.23228803716608595, 0.6260162601626016, 0.2804878048780488, 0.2305458768873403, 0.20615563298490128, 0.1602787456445993]"
27,"[0.22880371660859466, 0.6504065040650406, 0.2880371660859466, 0.23228803716608595, 0.20615563298490128, 0.1602787456445993]"
28,"[0.22357723577235772, 0.6585365853658537, 0.2967479674796748, 0.23170731707317074, 0.2067363530778165, 0.16085946573751453]"
29,"[0.2259001161440186, 0.6626016260162602, 0.30139372822299654, 0.23577235772357724, 0.2073170731707317, 0.16144018583042974]"
30,"[0.22531939605110338, 0.6707317073170732, 0.3037166085946574, 0.23577235772357724, 0.20847851335656215, 0.15911730545876887]"
31,"[0.2305458768873403, 0.6788617886178862, 0.305458768873403, 0.23693379790940766, 0.20789779326364694, 0.15853658536585366]"
32,"[0.23170731707317074, 0.6747967479674797, 0.3048780487804878, 0.23983739837398374, 0.20615563298490128, 0.15853658536585366]"
33,"[0.2311265969802555, 0.6707317073170732, 0.3037166085946574, 0.2421602787456446, 0.20615563298490128, 0.16085946573751453]"
34,"[0.2311265969802555, 0.6747967479674797, 0.3042973286875726, 0.24332171893147503, 0.2067363530778165, 0.15969802555168408]"
35,"[0.22996515679442509, 0.6869918699186992, 0.3048780487804878, 0.24274099883855982, 0.20789779326364694, 0.15795586527293845]"
36,"[0.22415795586527293, 0.7032520325203252, 0.30662020905923343, 0.2450638792102207, 0.21080139372822299, 0.15737514518002324]"
37,"[0.2218350754936121, 0.7154471544715447, 0.305458768873403, 0.2450638792102207, 0.21428571428571427, 0.15563298490127758]"
38,"[0.2224157955865273, 0.7195121951219512, 0.30662020905923343, 0.24680603948896632, 0.21660859465737514, 0.15505226480836237]"
39,"[0.21777003484320556, 0.7235772357723578, 0.305458768873403, 0.2502903600464576, 0.21951219512195122, 0.15563298490127758]"
40,"[0.2148664343786295, 0.7357723577235772, 0.30952380952380953, 0.2508710801393728, 0.22125435540069685, 0.15563298490127758]"
41,"[0.21022067363530778, 0.7479674796747967, 0.3118466898954704, 0.2537746806039489, 0.2229965156794425, 0.15737514518002324]"
42,"[0.20441347270615565, 0.7642276422764228, 0.3141695702671312, 0.2590011614401858, 0.22357723577235772, 0.156794425087108]"
43,"[0.1991869918699187, 0.7642276422764228, 0.3164924506387921, 0.2619047619047619, 0.22473867595818817, 0.15795586527293845]"
44,"[0.1951219512195122, 0.7764227642276422, 0.32113821138211385, 0.26364692218350755, 0.22473867595818817, 0.15853658536585366]"
45,"[0.19396051103368175, 0.7723577235772358, 0.3228803716608595, 0.2677119628339141, 0.2259001161440186, 0.15853658536585366]"
46,"[0.19337979094076654, 0.7804878048780488, 0.3252032520325203, 0.27177700348432055, 0.227061556329849, 0.156794425087108]"
47,"[0.1916376306620209, 0.7845528455284553, 0.3281068524970964, 0.27293844367015097, 0.22880371660859466, 0.156794425087108]"
