,acc
0,"[0.0, 0.16666666666666666, 0.16666666666666666, 0.21428571428571427, 0.2857142857142857, 0.11904761904761904]"
1,"[0.0, 0.16666666666666666, 0.16666666666666666, 0.21428571428571427, 0.2857142857142857, 0.11904761904761904]"
2,"[0.0, 0.16666666666666666, 0.16666666666666666, 0.21428571428571427, 0.2857142857142857, 0.11904761904761904]"
3,"[0.0, 0.16666666666666666, 0.16666666666666666, 0.21428571428571427, 0.2857142857142857, 0.11904761904761904]"
4,"[0.0, 0.16666666666666666, 0.16666666666666666, 0.21428571428571427, 0.2857142857142857, 0.11904761904761904]"
5,"[0.0011614401858304297, 0.16666666666666666, 0.16666666666666666, 0.21428571428571427, 0.2857142857142857, 0.11904761904761904]"
6,"[0.0011614401858304297, 0.16666666666666666, 0.16666666666666666, 0.21428571428571427, 0.2857142857142857, 0.11904761904761904]"
7,"[0.0029036004645760743, 0.16666666666666666, 0.16666666666666666, 0.21428571428571427, 0.2851335656213705, 0.11788617886178862]"
8,"[0.0029036004645760743, 0.16666666666666666, 0.16666666666666666, 0.21428571428571427, 0.2851335656213705, 0.11788617886178862]"
9,"[0.0029036004645760743, 0.16666666666666666, 0.16666666666666666, 0.21428571428571427, 0.2851335656213705, 0.11788617886178862]"
10,"[0.0029036004645760743, 0.16666666666666666, 0.16666666666666666, 0.21428571428571427, 0.2851335656213705, 0.11788617886178862]"
11,"[0.005807200929152149, 0.16666666666666666, 0.16608594657375145, 0.21196283391405343, 0.28281068524970965, 0.11846689895470383]"
12,"[0.006387921022067364, 0.16666666666666666, 0.16608594657375145, 0.21196283391405343, 0.28281068524970965, 0.11846689895470383]"
13,"[0.006387921022067364, 0.16666666666666666, 0.16608594657375145, 0.21196283391405343, 0.28281068524970965, 0.11846689895470383]"
14,"[0.006387921022067364, 0.16666666666666666, 0.16608594657375145, 0.21196283391405343, 0.28281068524970965, 0.11846689895470383]"
15,"[0.007549361207897794, 0.16666666666666666, 0.16608594657375145, 0.21254355400696864, 0.28281068524970965, 0.11788617886178862]"
16,"[0.008130081300813009, 0.16666666666666666, 0.16608594657375145, 0.21254355400696864, 0.28222996515679444, 0.11788617886178862]"
17,"[0.008130081300813009, 0.16666666666666666, 0.16608594657375145, 0.21254355400696864, 0.28222996515679444, 0.11788617886178862]"
18,"[0.009291521486643438, 0.16666666666666666, 0.16608594657375145, 0.21312427409988385, 0.28222996515679444, 0.11788617886178862]"
19,"[0.012195121951219513, 0.16666666666666666, 0.16608594657375145, 0.21254355400696864, 0.28164924506387923, 0.11788617886178862]"
20,"[0.01684088269454123, 0.16666666666666666, 0.16608594657375145, 0.21196283391405343, 0.2804878048780488, 0.11788617886178862]"
21,"[0.07723577235772358, 0.16260162601626016, 0.16434378629500582, 0.21370499419279906, 0.27990708478513354, 0.11904761904761904]"
22,"[0.07723577235772358, 0.16260162601626016, 0.16434378629500582, 0.21254355400696864, 0.27932636469221833, 0.11962833914053426]"
23,"[0.08130081300813008, 0.16260162601626016, 0.16434378629500582, 0.21254355400696864, 0.2775842044134727, 0.11962833914053426]"
24,"[0.09988385598141696, 0.16260162601626016, 0.16376306620209058, 0.21196283391405343, 0.2770034843205575, 0.12020905923344948]"
25,"[0.12020905923344948, 0.16260162601626016, 0.16318234610917537, 0.21196283391405343, 0.27409988385598144, 0.12020905923344948]"
26,"[0.1207897793263647, 0.16260162601626016, 0.16318234610917537, 0.21196283391405343, 0.2537746806039489, 0.11846689895470383]"
27,"[0.12137049941927991, 0.16260162601626016, 0.16144018583042974, 0.22938443670150988, 0.25203252032520324, 0.11904761904761904]"
28,"[0.12253193960511034, 0.16260162601626016, 0.16144018583042974, 0.20905923344947736, 0.22822299651567945, 0.10046457607433217]"
29,"[0.12369337979094076, 0.16260162601626016, 0.16085946573751453, 0.2073170731707317, 0.20963995354239257, 0.10104529616724739]"
30,"[0.14285714285714285, 0.16666666666666666, 0.15911730545876887, 0.20615563298490128, 0.18873403019744484, 0.1016260162601626]"
31,"[0.14285714285714285, 0.16260162601626016, 0.13937282229965156, 0.18699186991869918, 0.18931475029036005, 0.10394889663182347]"
32,"[0.14285714285714285, 0.16260162601626016, 0.13879210220673635, 0.18524970963995355, 0.20209059233449478, 0.10394889663182347]"
33,"[0.14285714285714285, 0.16260162601626016, 0.13821138211382114, 0.16492450638792103, 0.18757259001161442, 0.12833914053426249]"
34,"[0.16434378629500582, 0.16260162601626016, 0.13646922183507548, 0.1718931475029036, 0.18292682926829268, 0.16666666666666666]"
35,"[0.26713124274099886, 0.3170731707317073, 0.13530778164924506, 0.24738675958188153, 0.1440185830429733, 0.14982578397212543]"
36,"[0.3118466898954704, 0.3130081300813008, 0.11556329849012775, 0.23228803716608595, 0.10801393728222997, 0.12659698025551683]"
37,"[0.3153310104529617, 0.18292682926829268, 0.09988385598141696, 0.21196283391405343, 0.22822299651567945, 0.12601626016260162]"
38,"[0.2967479674796748, 0.1991869918699187, 0.12137049941927991, 0.2038327526132404, 0.21080139372822299, 0.08826945412311266]"
39,"[0.2967479674796748, 0.18699186991869918, 0.12195121951219512, 0.1951219512195122, 0.19221835075493612, 0.08710801393728224]"
40,"[0.24448315911730545, 0.18292682926829268, 0.10220673635307782, 0.1957026713124274, 0.1910569105691057, 0.12137049941927991]"
