,acc
0,"[0.056910569105691054, 0.05110336817653891, 0.10278745644599303, 0.07607433217189315, 0.10975609756097561, 0.09175377468060394]"
1,"[0.08130081300813008, 0.07259001161440186, 0.12601626016260162, 0.10801393728222997, 0.12775842044134728, 0.11033681765389082]"
2,"[0.12601626016260162, 0.09698025551684088, 0.15040650406504066, 0.13704994192799072, 0.14343786295005806, 0.13240418118466898]"
3,"[0.15040650406504066, 0.11904761904761904, 0.16318234610917537, 0.14982578397212543, 0.1445993031358885, 0.13472706155632985]"
4,"[0.17886178861788618, 0.13240418118466898, 0.16550522648083624, 0.1713124274099884, 0.14982578397212543, 0.1440185830429733]"
5,"[0.22357723577235772, 0.15563298490127758, 0.18176538908246226, 0.18757259001161442, 0.14692218350754935, 0.16144018583042974]"
6,"[0.21544715447154472, 0.16840882694541232, 0.18931475029036005, 0.20499419279907086, 0.15098722415795587, 0.1672473867595819]"
7,"[0.21544715447154472, 0.1718931475029036, 0.1957026713124274, 0.218931475029036, 0.1445993031358885, 0.17073170731707318]"
8,"[0.23577235772357724, 0.1806039488966318, 0.1991869918699187, 0.22880371660859466, 0.14576074332171893, 0.1713124274099884]"
9,"[0.23170731707317074, 0.18989547038327526, 0.20557491289198607, 0.24041811846689895, 0.13763066202090593, 0.17073170731707318]"
10,"[0.23170731707317074, 0.18757259001161442, 0.20267131242741, 0.2456445993031359, 0.13763066202090593, 0.16550522648083624]"
11,"[0.24390243902439024, 0.1997677119628339, 0.21428571428571427, 0.2537746806039489, 0.13472706155632985, 0.16666666666666666]"
12,"[0.23983739837398374, 0.20150987224157957, 0.21777003484320556, 0.2613240418118467, 0.13008130081300814, 0.1713124274099884]"
13,"[0.23577235772357724, 0.20150987224157957, 0.2183507549361208, 0.2665505226480836, 0.13008130081300814, 0.17073170731707318]"
14,"[0.23577235772357724, 0.20034843205574912, 0.22067363530778164, 0.2665505226480836, 0.1289198606271777, 0.1718931475029036]"
15,"[0.23983739837398374, 0.20209059233449478, 0.22009291521486643, 0.2688734030197445, 0.12833914053426249, 0.17247386759581881]"
16,"[0.23983739837398374, 0.2038327526132404, 0.2224157955865273, 0.2677119628339141, 0.12833914053426249, 0.16957026713124274]"
17,"[0.25203252032520324, 0.2067363530778165, 0.22357723577235772, 0.2659698025551684, 0.13472706155632985, 0.16840882694541232]"
18,"[0.26422764227642276, 0.20847851335656215, 0.22357723577235772, 0.26422764227642276, 0.13530778164924506, 0.16840882694541232]"
19,"[0.2764227642276423, 0.21138211382113822, 0.2305458768873403, 0.2601626016260163, 0.13356562137049943, 0.1672473867595819]"
20,"[0.2886178861788618, 0.2183507549361208, 0.22880371660859466, 0.25609756097560976, 0.13530778164924506, 0.16550522648083624]"
21,"[0.2967479674796748, 0.218931475029036, 0.22938443670150988, 0.2572590011614402, 0.13821138211382114, 0.16666666666666666]"
22,"[0.3170731707317073, 0.22357723577235772, 0.23170731707317074, 0.25435540069686413, 0.140534262485482, 0.16376306620209058]"
23,"[0.32926829268292684, 0.22996515679442509, 0.22938443670150988, 0.2462253193960511, 0.14169570267131243, 0.16260162601626016]"
24,"[0.33739837398373984, 0.23635307781649245, 0.22880371660859466, 0.2450638792102207, 0.1440185830429733, 0.16085946573751453]"
25,"[0.36585365853658536, 0.2421602787456446, 0.2264808362369338, 0.24099883855981416, 0.14576074332171893, 0.16202090592334495]"
