,acc
0,"[0.19047619047619047, 0.3048780487804878, 0.18815331010452963, 0.18641114982578397, 0.12137049941927991, 0.21428571428571427]"
1,"[0.19047619047619047, 0.3089430894308943, 0.18815331010452963, 0.18641114982578397, 0.12137049941927991, 0.21428571428571427]"
2,"[0.19047619047619047, 0.3130081300813008, 0.18815331010452963, 0.18641114982578397, 0.12137049941927991, 0.21428571428571427]"
3,"[0.19047619047619047, 0.3170731707317073, 0.18815331010452963, 0.18641114982578397, 0.12137049941927991, 0.21428571428571427]"
4,"[0.19047619047619047, 0.3170731707317073, 0.18815331010452963, 0.18641114982578397, 0.12137049941927991, 0.21428571428571427]"
5,"[0.19047619047619047, 0.32113821138211385, 0.18815331010452963, 0.18641114982578397, 0.12137049941927991, 0.21428571428571427]"
6,"[0.19047619047619047, 0.32113821138211385, 0.18815331010452963, 0.18641114982578397, 0.12137049941927991, 0.21428571428571427]"
7,"[0.19047619047619047, 0.32113821138211385, 0.20557491289198607, 0.18641114982578397, 0.12137049941927991, 0.21428571428571427]"
8,"[0.19047619047619047, 0.32113821138211385, 0.20789779326364694, 0.18641114982578397, 0.12137049941927991, 0.21428571428571427]"
9,"[0.19047619047619047, 0.44715447154471544, 0.20847851335656215, 0.18641114982578397, 0.12137049941927991, 0.21428571428571427]"
10,"[0.19047619047619047, 0.45934959349593496, 0.20847851335656215, 0.18583042973286876, 0.12137049941927991, 0.21428571428571427]"
11,"[0.19047619047619047, 0.4634146341463415, 0.20905923344947736, 0.2032520325203252, 0.12137049941927991, 0.21428571428571427]"
12,"[0.19047619047619047, 0.46747967479674796, 0.2305458768873403, 0.20615563298490128, 0.12137049941927991, 0.21428571428571427]"
13,"[0.19047619047619047, 0.46747967479674796, 0.22996515679442509, 0.18815331010452963, 0.1016260162601626, 0.21428571428571427]"
14,"[0.19047619047619047, 0.46747967479674796, 0.22996515679442509, 0.18757259001161442, 0.11962833914053426, 0.23286875725900116]"
15,"[0.19047619047619047, 0.47560975609756095, 0.2497096399535424, 0.22880371660859466, 0.12137049941927991, 0.19396051103368175]"
16,"[0.1521486643437863, 0.6138211382113821, 0.27235772357723576, 0.23228803716608595, 0.12253193960511034, 0.18989547038327526]"
17,"[0.11033681765389082, 0.6219512195121951, 0.3124274099883856, 0.23403019744483158, 0.10394889663182347, 0.2508710801393728]"
18,"[0.10569105691056911, 0.7520325203252033, 0.3170731707317073, 0.2346109175377468, 0.10336817653890824, 0.25493612078977934]"
19,"[0.10104529616724739, 0.7723577235772358, 0.31823461091753774, 0.19686411149825783, 0.10278745644599303, 0.25551684088269455]"
20,"[0.09988385598141696, 0.7886178861788617, 0.31881533101045295, 0.19396051103368175, 0.10511033681765389, 0.2572590011614402]"
21,"[0.09988385598141696, 0.7886178861788617, 0.3205574912891986, 0.21312427409988385, 0.10394889663182347, 0.22067363530778164]"
22,"[0.09988385598141696, 0.7886178861788617, 0.33914053426248547, 0.21312427409988385, 0.10278745644599303, 0.2224157955865273]"
23,"[0.11904761904761904, 0.7926829268292683, 0.3205574912891986, 0.19396051103368175, 0.10278745644599303, 0.21951219512195122]"
24,"[0.13937282229965156, 0.7967479674796748, 0.31939605110336816, 0.194541231126597, 0.10336817653890824, 0.218931475029036]"
25,"[0.13995354239256677, 0.7967479674796748, 0.33797909407665505, 0.194541231126597, 0.11904761904761904, 0.21718931475029035]"
