,acc
0,"[0.036585365853658534, 0.0545876887340302, 0.02264808362369338, 0.027874564459930314, 0.030197444831591175, 0.027874564459930314]"
1,"[0.06910569105691057, 0.07491289198606271, 0.047038327526132406, 0.053426248548199766, 0.04994192799070848, 0.05110336817653891]"
2,"[0.1016260162601626, 0.09988385598141696, 0.07317073170731707, 0.07200929152148665, 0.06504065040650407, 0.07259001161440186]"
3,"[0.13008130081300814, 0.1132404181184669, 0.11033681765389082, 0.10336817653890824, 0.07491289198606271, 0.10569105691056911]"
4,"[0.13414634146341464, 0.12601626016260162, 0.13879210220673635, 0.13704994192799072, 0.08885017421602788, 0.13356562137049943]"
5,"[0.15853658536585366, 0.1445993031358885, 0.1672473867595819, 0.156794425087108, 0.10452961672473868, 0.15447154471544716]"
6,"[0.1991869918699187, 0.15447154471544716, 0.1986062717770035, 0.18176538908246226, 0.10278745644599303, 0.16434378629500582]"
7,"[0.22357723577235772, 0.15737514518002324, 0.21312427409988385, 0.19337979094076654, 0.11033681765389082, 0.1678281068524971]"
8,"[0.23577235772357724, 0.1602787456445993, 0.22357723577235772, 0.20150987224157957, 0.11149825783972125, 0.1713124274099884]"
9,"[0.24390243902439024, 0.1521486643437863, 0.22473867595818817, 0.20615563298490128, 0.12137049941927991, 0.17711962833914052]"
10,"[0.22764227642276422, 0.13937282229965156, 0.2224157955865273, 0.20499419279907086, 0.1295005807200929, 0.1753774680603949]"
11,"[0.21544715447154472, 0.13588850174216027, 0.2224157955865273, 0.2032520325203252, 0.13472706155632985, 0.1753774680603949]"
12,"[0.2073170731707317, 0.13356562137049943, 0.22764227642276422, 0.2067363530778165, 0.13763066202090593, 0.1753774680603949]"
13,"[0.2073170731707317, 0.13356562137049943, 0.22531939605110338, 0.20789779326364694, 0.13937282229965156, 0.17711962833914052]"
14,"[0.21544715447154472, 0.13182346109175377, 0.22880371660859466, 0.20789779326364694, 0.13937282229965156, 0.17770034843205576]"
15,"[0.22357723577235772, 0.13821138211382114, 0.22938443670150988, 0.21138211382113822, 0.13937282229965156, 0.17770034843205576]"
16,"[0.23170731707317074, 0.14227642276422764, 0.22880371660859466, 0.21777003484320556, 0.13472706155632985, 0.1753774680603949]"
17,"[0.24796747967479674, 0.14750290360046459, 0.23344947735191637, 0.22415795586527293, 0.12775842044134728, 0.17711962833914052]"
18,"[0.27235772357723576, 0.1602787456445993, 0.23693379790940766, 0.23286875725900116, 0.11788617886178862, 0.17770034843205576]"
19,"[0.2804878048780488, 0.16434378629500582, 0.24274099883855982, 0.23635307781649245, 0.11382113821138211, 0.1794425087108014]"
20,"[0.2967479674796748, 0.17305458768873402, 0.2508710801393728, 0.24448315911730545, 0.10975609756097561, 0.18176538908246226]"
21,"[0.3170731707317073, 0.1840882694541231, 0.2508710801393728, 0.24912891986062718, 0.10569105691056911, 0.1835075493612079]"
22,"[0.35365853658536583, 0.1957026713124274, 0.25319396051103366, 0.25493612078977934, 0.09814169570267131, 0.18466898954703834]"
23,"[0.36585365853658536, 0.20615563298490128, 0.25609756097560976, 0.2584204413472706, 0.0975609756097561, 0.18583042973286876]"
24,"[0.3821138211382114, 0.21370499419279906, 0.2601626016260163, 0.2688734030197445, 0.1016260162601626, 0.18466898954703834]"
25,"[0.4024390243902439, 0.21951219512195122, 0.2613240418118467, 0.2706155632984901, 0.10278745644599303, 0.18292682926829268]"
26,"[0.4186991869918699, 0.22531939605110338, 0.26248548199767713, 0.2688734030197445, 0.10743321718931476, 0.18118466898954705]"
27,"[0.43089430894308944, 0.22764227642276422, 0.26248548199767713, 0.27293844367015097, 0.11265969802555169, 0.17828106852497097]"
28,"[0.43089430894308944, 0.22880371660859466, 0.2619047619047619, 0.27409988385598144, 0.11556329849012775, 0.1765389082462253]"
29,"[0.44308943089430897, 0.23286875725900116, 0.26422764227642276, 0.2735191637630662, 0.1173054587688734, 0.17247386759581881]"
30,"[0.45121951219512196, 0.23344947735191637, 0.2653890824622532, 0.27584204413472707, 0.11788617886178862, 0.1718931475029036]"
31,"[0.45528455284552843, 0.23403019744483158, 0.2706155632984901, 0.27468060394889665, 0.12020905923344948, 0.16957026713124274]"
32,"[0.46747967479674796, 0.23693379790940766, 0.2694541231126597, 0.2764227642276423, 0.11846689895470383, 0.17073170731707318]"
33,"[0.46747967479674796, 0.24332171893147503, 0.2700348432055749, 0.28164924506387923, 0.12020905923344948, 0.1672473867595819]"
34,"[0.4878048780487805, 0.24912891986062718, 0.2694541231126597, 0.28164924506387923, 0.12311265969802555, 0.16840882694541232]"
35,"[0.4959349593495935, 0.2508710801393728, 0.27526132404181186, 0.2874564459930314, 0.1254355400696864, 0.16957026713124274]"
36,"[0.508130081300813, 0.25551684088269455, 0.27177700348432055, 0.29094076655052264, 0.1248548199767712, 0.17015098722415795]"
37,"[0.516260162601626, 0.25667828106852497, 0.27468060394889665, 0.29210220673635306, 0.12601626016260162, 0.16898954703832753]"
38,"[0.516260162601626, 0.2584204413472706, 0.2770034843205575, 0.2926829268292683, 0.12833914053426249, 0.16608594657375145]"
39,"[0.532520325203252, 0.26364692218350755, 0.2775842044134727, 0.2932636469221835, 0.13124274099883856, 0.16666666666666666]"
40,"[0.5487804878048781, 0.27119628339140534, 0.2781649245063879, 0.29094076655052264, 0.13124274099883856, 0.16318234610917537]"
41,"[0.5650406504065041, 0.2764227642276423, 0.2770034843205575, 0.29094076655052264, 0.13240418118466898, 0.16144018583042974]"
42,"[0.5772357723577236, 0.2845528455284553, 0.2764227642276423, 0.289198606271777, 0.13356562137049943, 0.16144018583042974]"
43,"[0.5894308943089431, 0.29442508710801396, 0.27409988385598144, 0.2868757259001161, 0.13414634146341464, 0.1562137049941928]"
44,"[0.6056910569105691, 0.2979094076655052, 0.27526132404181186, 0.2851335656213705, 0.13414634146341464, 0.15447154471544716]"
45,"[0.6138211382113821, 0.3037166085946574, 0.27409988385598144, 0.28164924506387923, 0.13414634146341464, 0.15331010452961671]"
46,"[0.6260162601626016, 0.31010452961672474, 0.27235772357723576, 0.281068524970964, 0.13472706155632985, 0.15331010452961671]"
