,acc
0,"[0.21951219512195122, 0.14227642276422764, 0.1800232288037166, 0.16202090592334495, 0.11556329849012775, 0.11614401858304298]"
1,"[0.24796747967479674, 0.15911730545876887, 0.2073170731707317, 0.18466898954703834, 0.1329849012775842, 0.13530778164924506]"
2,"[0.2804878048780488, 0.18234610917537747, 0.2148664343786295, 0.19802555168408828, 0.13530778164924506, 0.140534262485482]"
3,"[0.3048780487804878, 0.2032520325203252, 0.2218350754936121, 0.20789779326364694, 0.1440185830429733, 0.1480836236933798]"
4,"[0.3252032520325203, 0.21544715447154472, 0.22067363530778164, 0.20905923344947736, 0.13821138211382114, 0.15156794425087108]"
5,"[0.3333333333333333, 0.23693379790940766, 0.21951219512195122, 0.21544715447154472, 0.13414634146341464, 0.15156794425087108]"
6,"[0.34959349593495936, 0.24854819976771197, 0.21312427409988385, 0.21660859465737514, 0.1329849012775842, 0.14982578397212543]"
7,"[0.34146341463414637, 0.25261324041811845, 0.2183507549361208, 0.2218350754936121, 0.12775842044134728, 0.15040650406504066]"
8,"[0.34959349593495936, 0.259581881533101, 0.2218350754936121, 0.2218350754936121, 0.13008130081300814, 0.15098722415795587]"
9,"[0.3821138211382114, 0.2665505226480836, 0.2218350754936121, 0.227061556329849, 0.13008130081300814, 0.15098722415795587]"
10,"[0.3902439024390244, 0.2735191637630662, 0.21777003484320556, 0.22938443670150988, 0.12833914053426249, 0.15331010452961671]"
11,"[0.4065040650406504, 0.2764227642276423, 0.22067363530778164, 0.23519163763066203, 0.1254355400696864, 0.148664343786295]"
12,"[0.4186991869918699, 0.28222996515679444, 0.227061556329849, 0.23751451800232287, 0.12195121951219512, 0.14111498257839722]"
13,"[0.44308943089430897, 0.2868757259001161, 0.22822299651567945, 0.23635307781649245, 0.11962833914053426, 0.13588850174216027]"
14,"[0.45528455284552843, 0.2932636469221835, 0.2305458768873403, 0.23635307781649245, 0.11672473867595819, 0.13356562137049943]"
15,"[0.4715447154471545, 0.29732868757259, 0.23403019744483158, 0.2415795586527294, 0.11498257839721254, 0.13414634146341464]"
16,"[0.4715447154471545, 0.2961672473867596, 0.23867595818815332, 0.24332171893147503, 0.11440185830429733, 0.13472706155632985]"
17,"[0.483739837398374, 0.30313588850174217, 0.23925667828106853, 0.24448315911730545, 0.11382113821138211, 0.13356562137049943]"
18,"[0.5040650406504065, 0.31010452961672474, 0.24099883855981416, 0.24680603948896632, 0.10975609756097561, 0.13240418118466898]"
19,"[0.516260162601626, 0.3164924506387921, 0.23983739837398374, 0.24912891986062718, 0.10569105691056911, 0.1329849012775842]"
20,"[0.5284552845528455, 0.3205574912891986, 0.23925667828106853, 0.24854819976771197, 0.10569105691056911, 0.1329849012775842]"
21,"[0.5447154471544715, 0.32752613240418116, 0.24041811846689895, 0.2502903600464576, 0.10569105691056911, 0.13414634146341464]"
22,"[0.5650406504065041, 0.3246225319396051, 0.24332171893147503, 0.25203252032520324, 0.10685249709639953, 0.13588850174216027]"
23,"[0.5772357723577236, 0.3252032520325203, 0.2450638792102207, 0.25493612078977934, 0.10569105691056911, 0.13414634146341464]"
24,"[0.5691056910569106, 0.32694541231126595, 0.2456445993031359, 0.25667828106852497, 0.10627177700348432, 0.13530778164924506]"
25,"[0.5650406504065041, 0.3281068524970964, 0.24912891986062718, 0.2590011614401858, 0.10569105691056911, 0.13588850174216027]"
26,"[0.5691056910569106, 0.33042973286875726, 0.24854819976771197, 0.25493612078977934, 0.10511033681765389, 0.13530778164924506]"
27,"[0.5894308943089431, 0.3315911730545877, 0.2497096399535424, 0.25493612078977934, 0.10685249709639953, 0.13530778164924506]"
28,"[0.6056910569105691, 0.3333333333333333, 0.2502903600464576, 0.2590011614401858, 0.10801393728222997, 0.13356562137049943]"
29,"[0.6138211382113821, 0.3362369337979094, 0.25319396051103366, 0.2601626016260163, 0.10743321718931476, 0.13066202090592335]"
30,"[0.6219512195121951, 0.33914053426248547, 0.2578397212543554, 0.2578397212543554, 0.10859465737514518, 0.13240418118466898]"
31,"[0.6544715447154471, 0.343205574912892, 0.25609756097560976, 0.26306620209059234, 0.11265969802555169, 0.1295005807200929]"
32,"[0.6666666666666666, 0.3519163763066202, 0.25435540069686413, 0.2613240418118467, 0.11382113821138211, 0.13066202090592335]"
33,"[0.6869918699186992, 0.3623693379790941, 0.25203252032520324, 0.2607433217189315, 0.11672473867595819, 0.13066202090592335]"
34,"[0.7154471544715447, 0.37398373983739835, 0.25261324041811845, 0.2607433217189315, 0.11614401858304298, 0.13008130081300814]"
35,"[0.7195121951219512, 0.38095238095238093, 0.2508710801393728, 0.2613240418118467, 0.11788617886178862, 0.1289198606271777]"
36,"[0.7317073170731707, 0.38443670150987225, 0.2502903600464576, 0.2619047619047619, 0.11846689895470383, 0.12833914053426249]"
37,"[0.7398373983739838, 0.3867595818815331, 0.25261324041811845, 0.26422764227642276, 0.12195121951219512, 0.12833914053426249]"
38,"[0.7479674796747967, 0.389082462253194, 0.251451800232288, 0.26306620209059234, 0.12253193960511034, 0.12659698025551683]"
