,acc
0,"[0.11788617886178862, 0.09698025551684088, 0.13704994192799072, 0.13240418118466898, 0.0975609756097561, 0.16085946573751453]"
1,"[0.14227642276422764, 0.10511033681765389, 0.15795586527293845, 0.15563298490127758, 0.10975609756097561, 0.1794425087108014]"
2,"[0.16260162601626016, 0.11382113821138211, 0.17479674796747968, 0.1672473867595819, 0.11904761904761904, 0.1997677119628339]"
3,"[0.17886178861788618, 0.12311265969802555, 0.19221835075493612, 0.17770034843205576, 0.12659698025551683, 0.21080139372822299]"
4,"[0.1951219512195122, 0.1248548199767712, 0.19802555168408828, 0.17828106852497097, 0.1329849012775842, 0.21370499419279906]"
5,"[0.2073170731707317, 0.13008130081300814, 0.2067363530778165, 0.18989547038327526, 0.14285714285714285, 0.21602787456445993]"
6,"[0.21544715447154472, 0.13588850174216027, 0.20905923344947736, 0.19686411149825783, 0.14518002322880372, 0.2218350754936121]"
7,"[0.21544715447154472, 0.13879210220673635, 0.21080139372822299, 0.19628339140534262, 0.14634146341463414, 0.2224157955865273]"
8,"[0.23170731707317074, 0.13937282229965156, 0.21138211382113822, 0.20034843205574912, 0.148664343786295, 0.22415795586527293]"
9,"[0.22764227642276422, 0.1445993031358885, 0.21022067363530778, 0.20905923344947736, 0.140534262485482, 0.22531939605110338]"
10,"[0.21544715447154472, 0.14285714285714285, 0.2073170731707317, 0.21370499419279906, 0.140534262485482, 0.2264808362369338]"
11,"[0.21138211382113822, 0.148664343786295, 0.20847851335656215, 0.22125435540069685, 0.13879210220673635, 0.21951219512195122]"
12,"[0.21544715447154472, 0.15040650406504066, 0.21022067363530778, 0.22473867595818817, 0.13704994192799072, 0.20963995354239257]"
13,"[0.21951219512195122, 0.15447154471544716, 0.21428571428571427, 0.22357723577235772, 0.14111498257839722, 0.19802555168408828]"
14,"[0.22764227642276422, 0.1562137049941928, 0.2148664343786295, 0.227061556329849, 0.14111498257839722, 0.19337979094076654]"
15,"[0.23170731707317074, 0.1602787456445993, 0.20847851335656215, 0.227061556329849, 0.14518002322880372, 0.18583042973286876]"
16,"[0.23577235772357724, 0.16666666666666666, 0.20847851335656215, 0.227061556329849, 0.14227642276422764, 0.1835075493612079]"
17,"[0.23983739837398374, 0.1678281068524971, 0.2148664343786295, 0.2305458768873403, 0.14285714285714285, 0.1759581881533101]"
18,"[0.24796747967479674, 0.1759581881533101, 0.21196283391405343, 0.2305458768873403, 0.13588850174216027, 0.17421602787456447]"
19,"[0.26422764227642276, 0.17828106852497097, 0.21602787456445993, 0.23403019744483158, 0.13472706155632985, 0.1718931475029036]"
20,"[0.2601626016260163, 0.18118466898954705, 0.2183507549361208, 0.24099883855981416, 0.13472706155632985, 0.17073170731707318]"
21,"[0.2601626016260163, 0.18931475029036005, 0.22009291521486643, 0.2456445993031359, 0.13356562137049943, 0.17363530778164923]"
22,"[0.2682926829268293, 0.1957026713124274, 0.22067363530778164, 0.2497096399535424, 0.13414634146341464, 0.1718931475029036]"
23,"[0.2926829268292683, 0.19802555168408828, 0.22357723577235772, 0.2502903600464576, 0.1329849012775842, 0.16608594657375145]"
24,"[0.3008130081300813, 0.19686411149825783, 0.227061556329849, 0.2502903600464576, 0.13066202090592335, 0.16492450638792103]"
25,"[0.3170731707317073, 0.20034843205574912, 0.22415795586527293, 0.2537746806039489, 0.13356562137049943, 0.16550522648083624]"
26,"[0.3170731707317073, 0.20209059233449478, 0.22764227642276422, 0.2572590011614402, 0.13356562137049943, 0.16957026713124274]"
27,"[0.32926829268292684, 0.20557491289198607, 0.22938443670150988, 0.2601626016260163, 0.13182346109175377, 0.1718931475029036]"
28,"[0.34959349593495936, 0.20963995354239257, 0.23170731707317074, 0.2590011614401858, 0.13066202090592335, 0.16957026713124274]"
29,"[0.35365853658536583, 0.21138211382113822, 0.23635307781649245, 0.259581881533101, 0.13240418118466898, 0.1678281068524971]"
30,"[0.36585365853658536, 0.21602787456445993, 0.23751451800232287, 0.25667828106852497, 0.13240418118466898, 0.16260162601626016]"
31,"[0.3943089430894309, 0.21951219512195122, 0.23925667828106853, 0.2578397212543554, 0.13472706155632985, 0.16318234610917537]"
32,"[0.4186991869918699, 0.22938443670150988, 0.23867595818815332, 0.25667828106852497, 0.13472706155632985, 0.15853658536585366]"
33,"[0.4349593495934959, 0.2415795586527294, 0.24332171893147503, 0.25493612078977934, 0.13937282229965156, 0.15853658536585366]"
34,"[0.4634146341463415, 0.24912891986062718, 0.24680603948896632, 0.25493612078977934, 0.13646922183507548, 0.15795586527293845]"
35,"[0.4959349593495935, 0.26364692218350755, 0.2508710801393728, 0.2497096399535424, 0.13356562137049943, 0.15737514518002324]"
36,"[0.5284552845528455, 0.28164924506387923, 0.25203252032520324, 0.2456445993031359, 0.13124274099883856, 0.15389082462253195]"
37,"[0.5691056910569106, 0.2955865272938444, 0.25203252032520324, 0.24448315911730545, 0.13066202090592335, 0.1480836236933798]"
38,"[0.6016260162601627, 0.30139372822299654, 0.25319396051103366, 0.23867595818815332, 0.12717770034843207, 0.14343786295005806]"
39,"[0.6016260162601627, 0.31010452961672474, 0.25551684088269455, 0.23693379790940766, 0.12601626016260162, 0.14343786295005806]"
40,"[0.6178861788617886, 0.32113821138211385, 0.25609756097560976, 0.23751451800232287, 0.12717770034843207, 0.14169570267131243]"
41,"[0.6463414634146342, 0.33042973286875726, 0.2590011614401858, 0.23519163763066203, 0.12717770034843207, 0.14227642276422764]"
42,"[0.6504065040650406, 0.33797909407665505, 0.2590011614401858, 0.2346109175377468, 0.12717770034843207, 0.13995354239256677]"
43,"[0.6544715447154471, 0.3443670150987224, 0.2613240418118467, 0.23403019744483158, 0.12601626016260162, 0.14111498257839722]"
44,"[0.6707317073170732, 0.3530778164924506, 0.26248548199767713, 0.2305458768873403, 0.12717770034843207, 0.140534262485482]"
45,"[0.6869918699186992, 0.35656213704994194, 0.259581881533101, 0.23403019744483158, 0.12775842044134728, 0.13937282229965156]"
46,"[0.6951219512195121, 0.3588850174216028, 0.2578397212543554, 0.23228803716608595, 0.1289198606271777, 0.13937282229965156]"
47,"[0.7154471544715447, 0.3629500580720093, 0.2584204413472706, 0.22938443670150988, 0.13066202090592335, 0.13821138211382114]"
48,"[0.7357723577235772, 0.36585365853658536, 0.25609756097560976, 0.23344947735191637, 0.13240418118466898, 0.13995354239256677]"
49,"[0.7398373983739838, 0.36875725900116146, 0.25435540069686413, 0.23170731707317074, 0.13356562137049943, 0.14576074332171893]"
50,"[0.7520325203252033, 0.3710801393728223, 0.2578397212543554, 0.23519163763066203, 0.13530778164924506, 0.14518002322880372]"
51,"[0.7601626016260162, 0.37282229965156793, 0.2578397212543554, 0.23577235772357724, 0.13763066202090593, 0.14576074332171893]"
52,"[0.7642276422764228, 0.37340301974448314, 0.2578397212543554, 0.2346109175377468, 0.13763066202090593, 0.14692218350754935]"
53,"[0.7764227642276422, 0.37514518002322883, 0.25609756097560976, 0.2346109175377468, 0.13937282229965156, 0.14576074332171893]"
54,"[0.7764227642276422, 0.37688734030197446, 0.2572590011614402, 0.23809523809523808, 0.13995354239256677, 0.1440185830429733]"
55,"[0.7926829268292683, 0.37630662020905925, 0.25435540069686413, 0.23809523809523808, 0.14169570267131243, 0.14111498257839722]"
56,"[0.7967479674796748, 0.37688734030197446, 0.25551684088269455, 0.23925667828106853, 0.14169570267131243, 0.13879210220673635]"
57,"[0.7967479674796748, 0.37746806039488967, 0.25667828106852497, 0.2421602787456446, 0.14169570267131243, 0.13704994192799072]"
58,"[0.8008130081300813, 0.3780487804878049, 0.25609756097560976, 0.24274099883855982, 0.14227642276422764, 0.13588850174216027]"
59,"[0.8130081300813008, 0.3826945412311266, 0.25609756097560976, 0.24099883855981416, 0.14285714285714285, 0.13240418118466898]"
60,"[0.8333333333333334, 0.3861788617886179, 0.25493612078977934, 0.24390243902439024, 0.1440185830429733, 0.13008130081300814]"
61,"[0.8333333333333334, 0.3885017421602787, 0.25493612078977934, 0.24448315911730545, 0.1445993031358885, 0.12775842044134728]"
62,"[0.8333333333333334, 0.3908246225319396, 0.25609756097560976, 0.2497096399535424, 0.14518002322880372, 0.1254355400696864]"
63,"[0.8333333333333334, 0.39198606271777003, 0.25551684088269455, 0.2497096399535424, 0.14518002322880372, 0.12253193960511034]"
64,"[0.8373983739837398, 0.39256678281068524, 0.2537746806039489, 0.251451800232288, 0.14576074332171893, 0.12020905923344948]"
65,"[0.8414634146341463, 0.39372822299651566, 0.25261324041811845, 0.2502903600464576, 0.14576074332171893, 0.11962833914053426]"
66,"[0.8495934959349594, 0.3948896631823461, 0.25319396051103366, 0.2508710801393728, 0.14634146341463414, 0.1173054587688734]"
67,"[0.8495934959349594, 0.39372822299651566, 0.25319396051103366, 0.251451800232288, 0.14692218350754935, 0.11440185830429733]"
68,"[0.8577235772357723, 0.39605110336817656, 0.25203252032520324, 0.25319396051103366, 0.1480836236933798, 0.11265969802555169]"
69,"[0.8658536585365854, 0.3977932636469222, 0.251451800232288, 0.25261324041811845, 0.1480836236933798, 0.11265969802555169]"
70,"[0.8699186991869918, 0.3977932636469222, 0.24912891986062718, 0.251451800232288, 0.148664343786295, 0.11091753774680604]"
71,"[0.8699186991869918, 0.3989547038327526, 0.24912891986062718, 0.2508710801393728, 0.148664343786295, 0.11033681765389082]"
72,"[0.8699186991869918, 0.3983739837398374, 0.24912891986062718, 0.251451800232288, 0.148664343786295, 0.10627177700348432]"
73,"[0.8739837398373984, 0.3983739837398374, 0.24854819976771197, 0.251451800232288, 0.14982578397212543, 0.10627177700348432]"
74,"[0.8739837398373984, 0.3983739837398374, 0.24738675958188153, 0.2502903600464576, 0.14982578397212543, 0.10627177700348432]"
75,"[0.8739837398373984, 0.3983739837398374, 0.24680603948896632, 0.2497096399535424, 0.14982578397212543, 0.10569105691056911]"
76,"[0.8780487804878049, 0.3977932636469222, 0.24680603948896632, 0.2497096399535424, 0.14982578397212543, 0.10569105691056911]"
77,"[0.8780487804878049, 0.3977932636469222, 0.2462253193960511, 0.24912891986062718, 0.14982578397212543, 0.10511033681765389]"
78,"[0.8780487804878049, 0.3977932636469222, 0.2456445993031359, 0.24854819976771197, 0.14982578397212543, 0.10452961672473868]"
79,"[0.8821138211382114, 0.3983739837398374, 0.2456445993031359, 0.24854819976771197, 0.15040650406504066, 0.10511033681765389]"
80,"[0.8821138211382114, 0.3983739837398374, 0.24448315911730545, 0.24738675958188153, 0.15040650406504066, 0.10394889663182347]"
81,"[0.8861788617886179, 0.39663182346109177, 0.24390243902439024, 0.24680603948896632, 0.1521486643437863, 0.1016260162601626]"
82,"[0.8943089430894309, 0.39605110336817656, 0.24390243902439024, 0.2456445993031359, 0.1521486643437863, 0.09988385598141696]"
83,"[0.8983739837398373, 0.39547038327526135, 0.24332171893147503, 0.24448315911730545, 0.1521486643437863, 0.09930313588850175]"
84,"[0.9024390243902439, 0.3943089430894309, 0.2415795586527294, 0.24274099883855982, 0.15389082462253195, 0.09698025551684088]"
85,"[0.9024390243902439, 0.39314750290360045, 0.24041811846689895, 0.24332171893147503, 0.15563298490127758, 0.09523809523809523]"
86,"[0.9186991869918699, 0.39256678281068524, 0.23983739837398374, 0.23983739837398374, 0.15563298490127758, 0.09349593495934959]"
87,"[0.9227642276422764, 0.39256678281068524, 0.23577235772357724, 0.23925667828106853, 0.1562137049941928, 0.09291521486643438]"
88,"[0.926829268292683, 0.39198606271777003, 0.23228803716608595, 0.23751451800232287, 0.15737514518002324, 0.09175377468060394]"
89,"[0.9349593495934959, 0.39198606271777003, 0.22938443670150988, 0.23693379790940766, 0.15795586527293845, 0.09117305458768873]"
90,"[0.9349593495934959, 0.39198606271777003, 0.227061556329849, 0.23635307781649245, 0.15795586527293845, 0.09059233449477352]"
91,"[0.9349593495934959, 0.3908246225319396, 0.227061556329849, 0.23635307781649245, 0.15795586527293845, 0.09059233449477352]"
92,"[0.9390243902439024, 0.3908246225319396, 0.227061556329849, 0.23519163763066203, 0.15795586527293845, 0.08826945412311266]"
93,"[0.943089430894309, 0.39198606271777003, 0.22473867595818817, 0.23519163763066203, 0.15853658536585366, 0.08652729384436701]"
94,"[0.943089430894309, 0.39198606271777003, 0.2224157955865273, 0.23403019744483158, 0.15911730545876887, 0.0859465737514518]"
95,"[0.9471544715447154, 0.39198606271777003, 0.22009291521486643, 0.23344947735191637, 0.15911730545876887, 0.0859465737514518]"
96,"[0.9471544715447154, 0.39256678281068524, 0.21951219512195122, 0.23344947735191637, 0.15911730545876887, 0.08536585365853659]"
97,"[0.9471544715447154, 0.39256678281068524, 0.21660859465737514, 0.23228803716608595, 0.15969802555168408, 0.08420441347270616]"
98,"[0.9512195121951219, 0.39372822299651566, 0.21428571428571427, 0.23170731707317074, 0.1602787456445993, 0.08362369337979095]"
99,"[0.9512195121951219, 0.39547038327526135, 0.2148664343786295, 0.2305458768873403, 0.16085946573751453, 0.08304297328687572]"
