,acc
0,"[0.14285714285714285, 0.16666666666666666, 0.11904761904761904, 0.11904761904761904, 0.09523809523809523, 0.14285714285714285]"
1,"[0.14285714285714285, 0.16666666666666666, 0.11904761904761904, 0.11904761904761904, 0.09523809523809523, 0.14285714285714285]"
2,"[0.14285714285714285, 0.16666666666666666, 0.11904761904761904, 0.11904761904761904, 0.09523809523809523, 0.14285714285714285]"
3,"[0.14285714285714285, 0.16666666666666666, 0.11904761904761904, 0.11904761904761904, 0.09523809523809523, 0.14285714285714285]"
4,"[0.14285714285714285, 0.16666666666666666, 0.11904761904761904, 0.11904761904761904, 0.09523809523809523, 0.14285714285714285]"
5,"[0.14285714285714285, 0.16666666666666666, 0.11904761904761904, 0.11904761904761904, 0.09523809523809523, 0.14285714285714285]"
6,"[0.14285714285714285, 0.16666666666666666, 0.11904761904761904, 0.11904761904761904, 0.09523809523809523, 0.14285714285714285]"
7,"[0.15098722415795587, 0.16666666666666666, 0.11846689895470383, 0.2032520325203252, 0.17886178861788618, 0.16376306620209058]"
8,"[0.14285714285714285, 0.16666666666666666, 0.11904761904761904, 0.20963995354239257, 0.18583042973286876, 0.16550522648083624]"
9,"[0.14285714285714285, 0.16666666666666666, 0.11904761904761904, 0.21196283391405343, 0.18815331010452963, 0.16608594657375145]"
10,"[0.14285714285714285, 0.16666666666666666, 0.11904761904761904, 0.21428571428571427, 0.18989547038327526, 0.16550522648083624]"
11,"[0.1440185830429733, 0.16666666666666666, 0.11904761904761904, 0.21428571428571427, 0.19047619047619047, 0.16550522648083624]"
12,"[0.1440185830429733, 0.16666666666666666, 0.11904761904761904, 0.21428571428571427, 0.19047619047619047, 0.16550522648083624]"
13,"[0.1440185830429733, 0.16666666666666666, 0.11904761904761904, 0.21428571428571427, 0.19047619047619047, 0.16550522648083624]"
14,"[0.1440185830429733, 0.16666666666666666, 0.11904761904761904, 0.21428571428571427, 0.19047619047619047, 0.16550522648083624]"
15,"[0.1440185830429733, 0.16666666666666666, 0.11904761904761904, 0.21428571428571427, 0.19047619047619047, 0.16550522648083624]"
16,"[0.1440185830429733, 0.16666666666666666, 0.11904761904761904, 0.21428571428571427, 0.19047619047619047, 0.16550522648083624]"
17,"[0.1440185830429733, 0.16666666666666666, 0.11904761904761904, 0.21428571428571427, 0.19047619047619047, 0.16550522648083624]"
18,"[0.1440185830429733, 0.16666666666666666, 0.11904761904761904, 0.21428571428571427, 0.19047619047619047, 0.16550522648083624]"
19,"[0.1440185830429733, 0.16666666666666666, 0.11904761904761904, 0.21428571428571427, 0.19047619047619047, 0.16550522648083624]"
20,"[0.1440185830429733, 0.16666666666666666, 0.11904761904761904, 0.21428571428571427, 0.19047619047619047, 0.16550522648083624]"
21,"[0.1440185830429733, 0.16666666666666666, 0.11904761904761904, 0.21428571428571427, 0.19047619047619047, 0.16550522648083624]"
22,"[0.1440185830429733, 0.16666666666666666, 0.11904761904761904, 0.21428571428571427, 0.19047619047619047, 0.16550522648083624]"
23,"[0.1440185830429733, 0.16666666666666666, 0.11904761904761904, 0.21428571428571427, 0.19047619047619047, 0.16550522648083624]"
24,"[0.1440185830429733, 0.16666666666666666, 0.11904761904761904, 0.21428571428571427, 0.19047619047619047, 0.16550522648083624]"
25,"[0.1440185830429733, 0.16666666666666666, 0.11904761904761904, 0.21428571428571427, 0.19047619047619047, 0.16550522648083624]"
26,"[0.1440185830429733, 0.16666666666666666, 0.11904761904761904, 0.21428571428571427, 0.19047619047619047, 0.16550522648083624]"
27,"[0.1440185830429733, 0.16666666666666666, 0.11904761904761904, 0.21428571428571427, 0.19047619047619047, 0.16550522648083624]"
28,"[0.1440185830429733, 0.16666666666666666, 0.11904761904761904, 0.21428571428571427, 0.19047619047619047, 0.16550522648083624]"
29,"[0.1440185830429733, 0.16666666666666666, 0.11904761904761904, 0.21428571428571427, 0.19047619047619047, 0.16550522648083624]"
30,"[0.1440185830429733, 0.16666666666666666, 0.11904761904761904, 0.21428571428571427, 0.19047619047619047, 0.16550522648083624]"
31,"[0.1440185830429733, 0.16666666666666666, 0.11904761904761904, 0.21428571428571427, 0.19047619047619047, 0.16550522648083624]"
32,"[0.1440185830429733, 0.16666666666666666, 0.11904761904761904, 0.21428571428571427, 0.19047619047619047, 0.16550522648083624]"
33,"[0.1440185830429733, 0.16666666666666666, 0.11904761904761904, 0.21428571428571427, 0.19047619047619047, 0.16550522648083624]"
34,"[0.1440185830429733, 0.16666666666666666, 0.11904761904761904, 0.21428571428571427, 0.19047619047619047, 0.16550522648083624]"
35,"[0.14518002322880372, 0.16666666666666666, 0.11846689895470383, 0.21428571428571427, 0.19047619047619047, 0.16434378629500582]"
36,"[0.148664343786295, 0.16666666666666666, 0.11904761904761904, 0.21428571428571427, 0.19047619047619047, 0.16085946573751453]"
37,"[0.19047619047619047, 0.16666666666666666, 0.11904761904761904, 0.21428571428571427, 0.19047619047619047, 0.11904761904761904]"
38,"[0.19047619047619047, 0.16666666666666666, 0.12311265969802555, 0.21428571428571427, 0.1840882694541231, 0.11904761904761904]"
39,"[0.19047619047619047, 0.16666666666666666, 0.16202090592334495, 0.21428571428571427, 0.13182346109175377, 0.11904761904761904]"
40,"[0.19047619047619047, 0.16666666666666666, 0.15969802555168408, 0.21428571428571427, 0.13240418118466898, 0.11904761904761904]"
41,"[0.19047619047619047, 0.16666666666666666, 0.1602787456445993, 0.21428571428571427, 0.1295005807200929, 0.11904761904761904]"
42,"[0.19047619047619047, 0.16666666666666666, 0.15969802555168408, 0.21660859465737514, 0.13008130081300814, 0.13182346109175377]"
43,"[0.19047619047619047, 0.16666666666666666, 0.16144018583042974, 0.23403019744483158, 0.12775842044134728, 0.15563298490127758]"
44,"[0.19047619047619047, 0.23577235772357724, 0.16085946573751453, 0.1957026713124274, 0.12775842044134728, 0.19047619047619047]"
45,"[0.19047619047619047, 0.16666666666666666, 0.16085946573751453, 0.17479674796747968, 0.12775842044134728, 0.20034843205574912]"
46,"[0.19047619047619047, 0.17073170731707318, 0.16085946573751453, 0.17479674796747968, 0.12775842044134728, 0.20209059233449478]"
47,"[0.19047619047619047, 0.17073170731707318, 0.16085946573751453, 0.17363530778164923, 0.12775842044134728, 0.20267131242741]"
48,"[0.19047619047619047, 0.16666666666666666, 0.16085946573751453, 0.17247386759581881, 0.12775842044134728, 0.20267131242741]"
49,"[0.19047619047619047, 0.16666666666666666, 0.16202090592334495, 0.17247386759581881, 0.12601626016260162, 0.20267131242741]"
50,"[0.19047619047619047, 0.16666666666666666, 0.16202090592334495, 0.17247386759581881, 0.1254355400696864, 0.20267131242741]"
51,"[0.19047619047619047, 0.16666666666666666, 0.16202090592334495, 0.17247386759581881, 0.12601626016260162, 0.20267131242741]"
