,acc
0,"[0.0, 0.0, 0.003484320557491289, 0.006387921022067364, 0.008130081300813009, 0.0011614401858304297]"
1,"[0.0, 0.0, 0.003484320557491289, 0.029616724738675958, 0.03193960511033682, 0.0029036004645760743]"
2,"[0.0, 0.0, 0.02613240418118467, 0.03193960511033682, 0.056329849012775844, 0.003484320557491289]"
3,"[0.0, 0.15447154471544716, 0.04878048780487805, 0.10104529616724739, 0.08420441347270616, 0.0272938443670151]"
4,"[0.0, 0.16260162601626016, 0.05168408826945412, 0.12659698025551683, 0.23809523809523808, 0.04936120789779326]"
5,"[0.0, 0.17073170731707318, 0.059233449477351915, 0.19396051103368175, 0.23983739837398374, 0.07317073170731707]"
6,"[0.0, 0.32926829268292684, 0.23751451800232287, 0.2584204413472706, 0.30720092915214864, 0.09639953542392567]"
7,"[0.0, 0.32926829268292684, 0.259581881533101, 0.28222996515679444, 0.2886178861788618, 0.11904761904761904]"
8,"[0.0, 0.32926829268292684, 0.259581881533101, 0.23983739837398374, 0.2880371660859466, 0.11904761904761904]"
9,"[0.0, 0.32926829268292684, 0.2590011614401858, 0.23925667828106853, 0.2886178861788618, 0.11904761904761904]"
10,"[0.0, 0.32926829268292684, 0.1951219512195122, 0.259581881533101, 0.2868757259001161, 0.11962833914053426]"
11,"[0.0, 0.32926829268292684, 0.21312427409988385, 0.2804878048780488, 0.305458768873403, 0.14227642276422764]"
12,"[0.0, 0.32926829268292684, 0.2311265969802555, 0.28281068524970965, 0.26422764227642276, 0.1602787456445993]"
13,"[0.036004645760743324, 0.32926829268292684, 0.1951219512195122, 0.2415795586527294, 0.26364692218350755, 0.1440185830429733]"
14,"[0.06329849012775841, 0.1951219512195122, 0.19396051103368175, 0.2584204413472706, 0.26364692218350755, 0.12427409988385599]"
15,"[0.08652729384436701, 0.18699186991869918, 0.1527293844367015, 0.23983739837398374, 0.26422764227642276, 0.08188153310104529]"
16,"[0.18931475029036005, 0.18292682926829268, 0.15098722415795587, 0.2601626016260163, 0.26480836236933797, 0.07897793263646923]"
17,"[0.22125435540069685, 0.18292682926829268, 0.148664343786295, 0.23751451800232287, 0.2421602787456446, 0.07955865272938444]"
18,"[0.26248548199767713, 0.17886178861788618, 0.1480836236933798, 0.21777003484320556, 0.24099883855981416, 0.07955865272938444]"
19,"[0.3083623693379791, 0.17886178861788618, 0.14750290360046459, 0.23344947735191637, 0.2218350754936121, 0.09698025551684088]"
20,"[0.3124274099883856, 0.17886178861788618, 0.14692218350754935, 0.23635307781649245, 0.2572590011614402, 0.07665505226480836]"
21,"[0.3141695702671312, 0.17479674796747968, 0.14634146341463414, 0.23809523809523808, 0.24099883855981416, 0.09349593495934959]"
22,"[0.2979094076655052, 0.17479674796747968, 0.14518002322880372, 0.27293844367015097, 0.24041811846689895, 0.09523809523809523]"
23,"[0.29965156794425085, 0.3008130081300813, 0.14576074332171893, 0.2590011614401858, 0.23925667828106853, 0.09639953542392567]"
24,"[0.30023228803716606, 0.3089430894308943, 0.1445993031358885, 0.2578397212543554, 0.23983739837398374, 0.0975609756097561]"
25,"[0.2845528455284553, 0.3130081300813008, 0.16085946573751453, 0.2584204413472706, 0.23925667828106853, 0.0975609756097561]"
26,"[0.26480836236933797, 0.3170731707317073, 0.16376306620209058, 0.2590011614401858, 0.25609756097560976, 0.0975609756097561]"
27,"[0.26480836236933797, 0.3252032520325203, 0.16608594657375145, 0.2590011614401858, 0.25551684088269455, 0.11614401858304298]"
28,"[0.251451800232288, 0.3252032520325203, 0.16666666666666666, 0.2584204413472706, 0.2572590011614402, 0.11672473867595819]"
29,"[0.2450638792102207, 0.32113821138211385, 0.16492450638792103, 0.2590011614401858, 0.2572590011614402, 0.1173054587688734]"
30,"[0.24390243902439024, 0.32113821138211385, 0.16492450638792103, 0.2590011614401858, 0.2578397212543554, 0.11788617886178862]"
31,"[0.24332171893147503, 0.3252032520325203, 0.16550522648083624, 0.2590011614401858, 0.2584204413472706, 0.11788617886178862]"
32,"[0.2462253193960511, 0.3252032520325203, 0.16550522648083624, 0.2584204413472706, 0.2578397212543554, 0.11788617886178862]"
33,"[0.2148664343786295, 0.3252032520325203, 0.16550522648083624, 0.259581881533101, 0.2590011614401858, 0.11904761904761904]"
34,"[0.2148664343786295, 0.3252032520325203, 0.16550522648083624, 0.2601626016260163, 0.2584204413472706, 0.11904761904761904]"
35,"[0.21370499419279906, 0.3252032520325203, 0.16550522648083624, 0.259581881533101, 0.2578397212543554, 0.11904761904761904]"
36,"[0.21370499419279906, 0.3252032520325203, 0.16550522648083624, 0.2601626016260163, 0.25667828106852497, 0.11962833914053426]"
37,"[0.21196283391405343, 0.32926829268292684, 0.16608594657375145, 0.259581881533101, 0.25551684088269455, 0.12020905923344948]"
38,"[0.20963995354239257, 0.3333333333333333, 0.16550522648083624, 0.251451800232288, 0.25609756097560976, 0.12020905923344948]"
39,"[0.20963995354239257, 0.32926829268292684, 0.16492450638792103, 0.24274099883855982, 0.25667828106852497, 0.11962833914053426]"
40,"[0.21312427409988385, 0.32926829268292684, 0.16550522648083624, 0.24390243902439024, 0.25609756097560976, 0.12020905923344948]"
41,"[0.21196283391405343, 0.32926829268292684, 0.17711962833914052, 0.24274099883855982, 0.25609756097560976, 0.12020905923344948]"
42,"[0.21196283391405343, 0.32926829268292684, 0.18176538908246226, 0.2421602787456446, 0.25609756097560976, 0.12020905923344948]"
43,"[0.21196283391405343, 0.32926829268292684, 0.16957026713124274, 0.2421602787456446, 0.25609756097560976, 0.12020905923344948]"
44,"[0.21196283391405343, 0.32926829268292684, 0.15331010452961671, 0.24099883855981416, 0.25609756097560976, 0.1329849012775842]"
45,"[0.21196283391405343, 0.32926829268292684, 0.15156794425087108, 0.24041811846689895, 0.25551684088269455, 0.13646922183507548]"
46,"[0.21312427409988385, 0.32926829268292684, 0.15098722415795587, 0.24099883855981416, 0.25551684088269455, 0.13704994192799072]"
47,"[0.21428571428571427, 0.32926829268292684, 0.15040650406504066, 0.23983739837398374, 0.25551684088269455, 0.13821138211382114]"
48,"[0.21312427409988385, 0.32926829268292684, 0.15156794425087108, 0.2415795586527294, 0.25493612078977934, 0.13937282229965156]"
49,"[0.21080139372822299, 0.32926829268292684, 0.15098722415795587, 0.24332171893147503, 0.25493612078977934, 0.13995354239256677]"
50,"[0.20963995354239257, 0.32926829268292684, 0.15040650406504066, 0.2450638792102207, 0.25435540069686413, 0.14111498257839722]"
51,"[0.20847851335656215, 0.32926829268292684, 0.15040650406504066, 0.2584204413472706, 0.2537746806039489, 0.14285714285714285]"
52,"[0.20847851335656215, 0.32926829268292684, 0.1521486643437863, 0.26480836236933797, 0.25261324041811845, 0.15098722415795587]"
53,"[0.20963995354239257, 0.32926829268292684, 0.15563298490127758, 0.2781649245063879, 0.25261324041811845, 0.16085946573751453]"
54,"[0.21022067363530778, 0.32926829268292684, 0.15969802555168408, 0.2787456445993031, 0.2508710801393728, 0.16085946573751453]"
55,"[0.21022067363530778, 0.33739837398373984, 0.16260162601626016, 0.27932636469221833, 0.24854819976771197, 0.1602787456445993]"
56,"[0.21312427409988385, 0.35365853658536583, 0.18176538908246226, 0.27990708478513354, 0.2456445993031359, 0.1602787456445993]"
57,"[0.21660859465737514, 0.37398373983739835, 0.18466898954703834, 0.2804878048780488, 0.23867595818815332, 0.15969802555168408]"
58,"[0.2259001161440186, 0.483739837398374, 0.21777003484320556, 0.28339140534262486, 0.20963995354239257, 0.15911730545876887]"
59,"[0.27235772357723576, 0.483739837398374, 0.20267131242741, 0.29965156794425085, 0.20847851335656215, 0.15853658536585366]"
60,"[0.2868757259001161, 0.4878048780487805, 0.2038327526132404, 0.30023228803716606, 0.20847851335656215, 0.156794425087108]"
61,"[0.289198606271777, 0.4878048780487805, 0.20499419279907086, 0.30023228803716606, 0.2073170731707317, 0.1445993031358885]"
62,"[0.2880371660859466, 0.4878048780487805, 0.20615563298490128, 0.3037166085946574, 0.20615563298490128, 0.1445993031358885]"
63,"[0.2868757259001161, 0.491869918699187, 0.20847851335656215, 0.3153310104529617, 0.20441347270615565, 0.1440185830429733]"
64,"[0.2868757259001161, 0.491869918699187, 0.21080139372822299, 0.3141695702671312, 0.18815331010452963, 0.1440185830429733]"
65,"[0.2857142857142857, 0.4959349593495935, 0.218931475029036, 0.313588850174216, 0.18815331010452963, 0.1445993031358885]"
66,"[0.2845528455284553, 0.4959349593495935, 0.2572590011614402, 0.313588850174216, 0.18815331010452963, 0.1445993031358885]"
67,"[0.28397212543554007, 0.4959349593495935, 0.2572590011614402, 0.32171893147502906, 0.18815331010452963, 0.1445993031358885]"
68,"[0.28222996515679444, 0.4959349593495935, 0.2578397212543554, 0.2961672473867596, 0.18815331010452963, 0.1445993031358885]"
69,"[0.28222996515679444, 0.4959349593495935, 0.2584204413472706, 0.2932636469221835, 0.18757259001161442, 0.14518002322880372]"
70,"[0.28222996515679444, 0.4959349593495935, 0.2584204413472706, 0.281068524970964, 0.18757259001161442, 0.14518002322880372]"
71,"[0.28164924506387923, 0.4959349593495935, 0.2584204413472706, 0.281068524970964, 0.18757259001161442, 0.14518002322880372]"
72,"[0.28222996515679444, 0.4959349593495935, 0.2584204413472706, 0.28164924506387923, 0.18757259001161442, 0.14576074332171893]"
73,"[0.28281068524970965, 0.4959349593495935, 0.2584204413472706, 0.2961672473867596, 0.18757259001161442, 0.14576074332171893]"
74,"[0.28164924506387923, 0.4959349593495935, 0.2584204413472706, 0.2979094076655052, 0.18815331010452963, 0.14634146341463414]"
75,"[0.28164924506387923, 0.4959349593495935, 0.2584204413472706, 0.29907084785133564, 0.18815331010452963, 0.14692218350754935]"
76,"[0.28281068524970965, 0.4959349593495935, 0.2584204413472706, 0.29965156794425085, 0.18815331010452963, 0.14692218350754935]"
77,"[0.28339140534262486, 0.4959349593495935, 0.24738675958188153, 0.3153310104529617, 0.18815331010452963, 0.14692218350754935]"
78,"[0.28397212543554007, 0.4959349593495935, 0.2421602787456446, 0.305458768873403, 0.18815331010452963, 0.14692218350754935]"
79,"[0.2851335656213705, 0.4959349593495935, 0.2415795586527294, 0.30255516840882696, 0.18815331010452963, 0.14692218350754935]"
80,"[0.2851335656213705, 0.4959349593495935, 0.24099883855981416, 0.30255516840882696, 0.18815331010452963, 0.14692218350754935]"
81,"[0.2851335656213705, 0.4959349593495935, 0.24041811846689895, 0.30255516840882696, 0.18815331010452963, 0.14692218350754935]"
82,"[0.2851335656213705, 0.5, 0.24041811846689895, 0.30255516840882696, 0.18815331010452963, 0.14692218350754935]"
83,"[0.2851335656213705, 0.5, 0.2415795586527294, 0.30313588850174217, 0.18815331010452963, 0.14750290360046459]"
84,"[0.2857142857142857, 0.508130081300813, 0.24274099883855982, 0.30313588850174217, 0.18757259001161442, 0.14750290360046459]"
85,"[0.2857142857142857, 0.508130081300813, 0.24332171893147503, 0.313588850174216, 0.18757259001161442, 0.148664343786295]"
86,"[0.28339140534262486, 0.508130081300813, 0.24448315911730545, 0.30197444831591175, 0.18815331010452963, 0.15040650406504066]"
87,"[0.28339140534262486, 0.5121951219512195, 0.2456445993031359, 0.30139372822299654, 0.18815331010452963, 0.16666666666666666]"
88,"[0.28339140534262486, 0.516260162601626, 0.24738675958188153, 0.30139372822299654, 0.18757259001161442, 0.16608594657375145]"
89,"[0.28281068524970965, 0.5203252032520326, 0.27235772357723576, 0.30023228803716606, 0.18699186991869918, 0.16550522648083624]"
90,"[0.28164924506387923, 0.5284552845528455, 0.3060394889663182, 0.29849012775842043, 0.18641114982578397, 0.16550522648083624]"
91,"[0.28164924506387923, 0.6544715447154471, 0.31010452961672474, 0.27990708478513354, 0.18524970963995355, 0.16434378629500582]"
92,"[0.2804878048780488, 0.6544715447154471, 0.3420441347270616, 0.27932636469221833, 0.16840882694541232, 0.16376306620209058]"
93,"[0.28222996515679444, 0.6544715447154471, 0.32578397212543553, 0.2607433217189315, 0.1678281068524971, 0.16434378629500582]"
94,"[0.281068524970964, 0.6544715447154471, 0.32636469221835074, 0.2601626016260163, 0.16840882694541232, 0.16376306620209058]"
95,"[0.2775842044134727, 0.6544715447154471, 0.32636469221835074, 0.2601626016260163, 0.16840882694541232, 0.16434378629500582]"
96,"[0.24390243902439024, 0.6585365853658537, 0.32694541231126595, 0.259581881533101, 0.16840882694541232, 0.16376306620209058]"
97,"[0.24390243902439024, 0.6585365853658537, 0.32752613240418116, 0.259581881533101, 0.16840882694541232, 0.16376306620209058]"
98,"[0.24390243902439024, 0.6585365853658537, 0.3281068524970964, 0.2584204413472706, 0.16840882694541232, 0.16318234610917537]"
99,"[0.24390243902439024, 0.6585365853658537, 0.32868757259001163, 0.2590011614401858, 0.1678281068524971, 0.16376306620209058]"
100,"[0.24390243902439024, 0.6585365853658537, 0.34727061556329847, 0.2584204413472706, 0.1678281068524971, 0.16318234610917537]"
101,"[0.2462253193960511, 0.6585365853658537, 0.34901277584204415, 0.2584204413472706, 0.1678281068524971, 0.16434378629500582]"
102,"[0.2456445993031359, 0.6585365853658537, 0.3344947735191638, 0.2584204413472706, 0.18583042973286876, 0.16434378629500582]"
103,"[0.2450638792102207, 0.6585365853658537, 0.32984901277584205, 0.2572590011614402, 0.18699186991869918, 0.16434378629500582]"
104,"[0.2456445993031359, 0.6585365853658537, 0.32984901277584205, 0.2572590011614402, 0.18757259001161442, 0.16434378629500582]"
105,"[0.2456445993031359, 0.6585365853658537, 0.32984901277584205, 0.27526132404181186, 0.18757259001161442, 0.16434378629500582]"
106,"[0.2456445993031359, 0.6585365853658537, 0.32984901277584205, 0.27468060394889665, 0.18757259001161442, 0.16434378629500582]"
107,"[0.24274099883855982, 0.8008130081300813, 0.32926829268292684, 0.25667828106852497, 0.18815331010452963, 0.1440185830429733]"
108,"[0.24274099883855982, 0.8089430894308943, 0.31068524970963995, 0.25551684088269455, 0.18815331010452963, 0.14343786295005806]"
109,"[0.24274099883855982, 0.8130081300813008, 0.31010452961672474, 0.23751451800232287, 0.18873403019744484, 0.14343786295005806]"
110,"[0.24274099883855982, 0.8211382113821138, 0.30952380952380953, 0.23751451800232287, 0.18873403019744484, 0.14343786295005806]"
111,"[0.24274099883855982, 0.8211382113821138, 0.2886178861788618, 0.23693379790940766, 0.18873403019744484, 0.14285714285714285]"
112,"[0.24274099883855982, 0.8211382113821138, 0.2880371660859466, 0.23693379790940766, 0.18931475029036005, 0.14285714285714285]"
113,"[0.2421602787456446, 0.8252032520325203, 0.2886178861788618, 0.23635307781649245, 0.18989547038327526, 0.14285714285714285]"
114,"[0.24448315911730545, 0.8252032520325203, 0.2886178861788618, 0.23635307781649245, 0.18989547038327526, 0.14227642276422764]"
115,"[0.24390243902439024, 0.8252032520325203, 0.2886178861788618, 0.23577235772357724, 0.18873403019744484, 0.14227642276422764]"
116,"[0.24390243902439024, 0.8292682926829268, 0.2880371660859466, 0.23635307781649245, 0.16840882694541232, 0.14169570267131243]"
