,acc
0,"[0.10975609756097561, 0.16666666666666666, 0.12369337979094076, 0.21718931475029035, 0.18118466898954705, 0.12833914053426249]"
1,"[0.1445993031358885, 0.16666666666666666, 0.12427409988385599, 0.21544715447154472, 0.18292682926829268, 0.12659698025551683]"
2,"[0.24099883855981416, 0.16666666666666666, 0.12311265969802555, 0.21428571428571427, 0.1835075493612079, 0.1248548199767712]"
3,"[0.19047619047619047, 0.16666666666666666, 0.12311265969802555, 0.21428571428571427, 0.1840882694541231, 0.12369337979094076]"
4,"[0.18931475029036005, 0.16666666666666666, 0.12311265969802555, 0.21370499419279906, 0.1840882694541231, 0.12427409988385599]"
5,"[0.18757259001161442, 0.16666666666666666, 0.12253193960511034, 0.21312427409988385, 0.18466898954703834, 0.12427409988385599]"
6,"[0.18989547038327526, 0.16666666666666666, 0.12195121951219512, 0.21370499419279906, 0.18524970963995355, 0.12369337979094076]"
7,"[0.18931475029036005, 0.16666666666666666, 0.12195121951219512, 0.21370499419279906, 0.18641114982578397, 0.12253193960511034]"
8,"[0.18931475029036005, 0.16666666666666666, 0.12195121951219512, 0.21312427409988385, 0.18699186991869918, 0.12311265969802555]"
9,"[0.1910569105691057, 0.17073170731707318, 0.12253193960511034, 0.21312427409988385, 0.18699186991869918, 0.12369337979094076]"
10,"[0.18873403019744484, 0.17073170731707318, 0.12253193960511034, 0.21370499419279906, 0.18757259001161442, 0.12253193960511034]"
11,"[0.18815331010452963, 0.17073170731707318, 0.12195121951219512, 0.21370499419279906, 0.18757259001161442, 0.12253193960511034]"
12,"[0.18815331010452963, 0.16666666666666666, 0.12137049941927991, 0.21428571428571427, 0.18815331010452963, 0.12195121951219512]"
13,"[0.18815331010452963, 0.16666666666666666, 0.1207897793263647, 0.21428571428571427, 0.18815331010452963, 0.12195121951219512]"
14,"[0.18815331010452963, 0.16666666666666666, 0.1207897793263647, 0.21428571428571427, 0.18873403019744484, 0.12195121951219512]"
15,"[0.18815331010452963, 0.16666666666666666, 0.1207897793263647, 0.21428571428571427, 0.18873403019744484, 0.12195121951219512]"
16,"[0.18931475029036005, 0.16666666666666666, 0.12020905923344948, 0.21428571428571427, 0.18873403019744484, 0.12195121951219512]"
17,"[0.18931475029036005, 0.16666666666666666, 0.12020905923344948, 0.21428571428571427, 0.18873403019744484, 0.12195121951219512]"
18,"[0.18699186991869918, 0.16666666666666666, 0.12020905923344948, 0.21370499419279906, 0.18873403019744484, 0.12195121951219512]"
19,"[0.18931475029036005, 0.16666666666666666, 0.11904761904761904, 0.21312427409988385, 0.18931475029036005, 0.12137049941927991]"
20,"[0.19047619047619047, 0.16666666666666666, 0.11904761904761904, 0.21312427409988385, 0.18931475029036005, 0.12137049941927991]"
21,"[0.19047619047619047, 0.16666666666666666, 0.11904761904761904, 0.21312427409988385, 0.18931475029036005, 0.12137049941927991]"
22,"[0.19047619047619047, 0.16666666666666666, 0.11904761904761904, 0.21312427409988385, 0.18931475029036005, 0.12137049941927991]"
23,"[0.19047619047619047, 0.16666666666666666, 0.11904761904761904, 0.21254355400696864, 0.18931475029036005, 0.12137049941927991]"
24,"[0.19047619047619047, 0.16666666666666666, 0.11962833914053426, 0.21312427409988385, 0.18815331010452963, 0.11904761904761904]"
25,"[0.19047619047619047, 0.16666666666666666, 0.11962833914053426, 0.21312427409988385, 0.18815331010452963, 0.11904761904761904]"
26,"[0.19047619047619047, 0.16666666666666666, 0.11962833914053426, 0.21312427409988385, 0.18815331010452963, 0.11962833914053426]"
27,"[0.19047619047619047, 0.16666666666666666, 0.11962833914053426, 0.21370499419279906, 0.18815331010452963, 0.11962833914053426]"
28,"[0.19047619047619047, 0.16666666666666666, 0.11962833914053426, 0.21370499419279906, 0.18815331010452963, 0.11962833914053426]"
29,"[0.19047619047619047, 0.16666666666666666, 0.11962833914053426, 0.21370499419279906, 0.18815331010452963, 0.11962833914053426]"
30,"[0.19047619047619047, 0.16666666666666666, 0.1207897793263647, 0.21428571428571427, 0.18757259001161442, 0.12020905923344948]"
31,"[0.19047619047619047, 0.16666666666666666, 0.1207897793263647, 0.21428571428571427, 0.18757259001161442, 0.12020905923344948]"
32,"[0.19047619047619047, 0.16666666666666666, 0.12020905923344948, 0.21370499419279906, 0.18873403019744484, 0.12195121951219512]"
33,"[0.19047619047619047, 0.16666666666666666, 0.12020905923344948, 0.21370499419279906, 0.18873403019744484, 0.12195121951219512]"
34,"[0.19047619047619047, 0.16666666666666666, 0.1207897793263647, 0.21370499419279906, 0.18815331010452963, 0.12195121951219512]"
35,"[0.19279907084785133, 0.16666666666666666, 0.1207897793263647, 0.21428571428571427, 0.18873403019744484, 0.12195121951219512]"
36,"[0.18931475029036005, 0.16666666666666666, 0.12137049941927991, 0.21428571428571427, 0.18873403019744484, 0.12195121951219512]"
37,"[0.18931475029036005, 0.17073170731707318, 0.12137049941927991, 0.21428571428571427, 0.18815331010452963, 0.12195121951219512]"
38,"[0.18931475029036005, 0.17073170731707318, 0.12137049941927991, 0.21428571428571427, 0.18815331010452963, 0.12195121951219512]"
39,"[0.18815331010452963, 0.17479674796747968, 0.12137049941927991, 0.2148664343786295, 0.18989547038327526, 0.12195121951219512]"
40,"[0.18815331010452963, 0.17479674796747968, 0.12253193960511034, 0.2148664343786295, 0.18989547038327526, 0.12253193960511034]"
41,"[0.18815331010452963, 0.17073170731707318, 0.12311265969802555, 0.21428571428571427, 0.18931475029036005, 0.12195121951219512]"
42,"[0.19279907084785133, 0.17073170731707318, 0.12311265969802555, 0.23519163763066203, 0.22531939605110338, 0.12137049941927991]"
43,"[0.1910569105691057, 0.2967479674796748, 0.1602787456445993, 0.25261324041811845, 0.23286875725900116, 0.14169570267131243]"
44,"[0.1910569105691057, 0.32113821138211385, 0.17711962833914052, 0.2584204413472706, 0.25261324041811845, 0.14343786295005806]"
45,"[0.16550522648083624, 0.42276422764227645, 0.18524970963995355, 0.2421602787456446, 0.23751451800232287, 0.14576074332171893]"
46,"[0.1759581881533101, 0.45528455284552843, 0.2218350754936121, 0.281068524970964, 0.2688734030197445, 0.11382113821138211]"
47,"[0.17770034843205576, 0.4634146341463415, 0.21428571428571427, 0.3164924506387921, 0.23635307781649245, 0.14227642276422764]"
48,"[0.1800232288037166, 0.4796747967479675, 0.23228803716608595, 0.289198606271777, 0.21602787456445993, 0.1951219512195122]"
49,"[0.17886178861788618, 0.36585365853658536, 0.18466898954703834, 0.27119628339140534, 0.1986062717770035, 0.19802555168408828]"
50,"[0.2264808362369338, 0.35772357723577236, 0.18234610917537747, 0.25261324041811845, 0.2148664343786295, 0.1840882694541231]"
51,"[0.22996515679442509, 0.3617886178861789, 0.1997677119628339, 0.2456445993031359, 0.21138211382113822, 0.16666666666666666]"
52,"[0.19047619047619047, 0.45528455284552843, 0.19744483159117304, 0.2677119628339141, 0.20847851335656215, 0.1794425087108014]"
53,"[0.19047619047619047, 0.32113821138211385, 0.2148664343786295, 0.27990708478513354, 0.16898954703832753, 0.1800232288037166]"
54,"[0.19047619047619047, 0.32113821138211385, 0.21428571428571427, 0.31068524970963995, 0.15389082462253195, 0.17479674796747968]"
55,"[0.19047619047619047, 0.32113821138211385, 0.21602787456445993, 0.27119628339140534, 0.18583042973286876, 0.14343786295005806]"
56,"[0.19047619047619047, 0.32113821138211385, 0.24912891986062718, 0.2665505226480836, 0.18524970963995355, 0.1295005807200929]"
57,"[0.19047619047619047, 0.3170731707317073, 0.2148664343786295, 0.251451800232288, 0.18292682926829268, 0.14692218350754935]"
58,"[0.19047619047619047, 0.3170731707317073, 0.21544715447154472, 0.23344947735191637, 0.18234610917537747, 0.14692218350754935]"
59,"[0.19047619047619047, 0.3170731707317073, 0.1951219512195122, 0.23286875725900116, 0.18234610917537747, 0.12833914053426249]"
60,"[0.19047619047619047, 0.3170731707317073, 0.1957026713124274, 0.27468060394889665, 0.18176538908246226, 0.1254355400696864]"
61,"[0.19047619047619047, 0.45934959349593496, 0.1951219512195122, 0.25551684088269455, 0.20209059233449478, 0.1248548199767712]"
62,"[0.22822299651567945, 0.4715447154471545, 0.21370499419279906, 0.25609756097560976, 0.2259001161440186, 0.12427409988385599]"
63,"[0.23228803716608595, 0.47560975609756095, 0.21428571428571427, 0.29210220673635306, 0.227061556329849, 0.1248548199767712]"
64,"[0.19744483159117304, 0.4796747967479675, 0.21602787456445993, 0.30313588850174217, 0.22764227642276422, 0.14285714285714285]"
65,"[0.15563298490127758, 0.4796747967479675, 0.21544715447154472, 0.30139372822299654, 0.22938443670150988, 0.1440185830429733]"
66,"[0.19279907084785133, 0.4796747967479675, 0.21544715447154472, 0.30197444831591175, 0.2305458768873403, 0.1445993031358885]"
67,"[0.22938443670150988, 0.483739837398374, 0.2148664343786295, 0.30197444831591175, 0.21254355400696864, 0.1440185830429733]"
68,"[0.23170731707317074, 0.483739837398374, 0.21428571428571427, 0.30255516840882696, 0.21196283391405343, 0.1440185830429733]"
