,Kind,Min_Length,Max_Length,Repetition,Sum of Absolute Values,Mean Value,Standard Deviation,Shannon Entropy,Maximum Value,Minimum Value,Kmeans Threshold_A,Kmeans Threshold_B,Kmeans Nodes A Exceeding Treshhold = 1,Kmeans Nodes B Exceeding Treshhold = 1,Total Nodes = 1,count_11,count_00,count_mixed,Overlap % with zeroes,Overlap % no zeroes,Sum of min
48,RNN,50,50,15.0,11.732145161290322,0.4878387096774193,0.3818774193548387,3.578706451612903,0.9842096774193548,-0.00607741935483871,0.49391290322580644,0.4810032258064516,6.258064516129032,5.774193548387097,12.03225806451613,1.3548387096774193,1.3225806451612903,9.32258064516129,0.15063225806451613,0.18243548387096775,1.3548387096774193
49,RNN,50,55,15.0,11.685783870967741,0.4863516129032258,0.38851290322580645,3.5116225806451613,0.9897967741935484,-0.0032387096774193543,0.47970967741935483,0.5236967741935484,5.709677419354839,5.838709677419355,11.548387096774194,1.1612903225806452,1.6129032258064515,9.225806451612904,0.12267096774193548,0.14733548387096776,1.1612903225806452
50,RNNA,10,10,15.0,5.158090322580645,0.20958709677419357,0.17669032258064518,3.605716129032258,0.5254064516129032,-0.019029032258064515,0.20739677419354838,0.2082258064516129,6.387096774193548,6.451612903225806,12.838709677419354,2.3870967741935485,1.903225806451613,7.709677419354839,0.4437032258064516,0.7724516129032257,2.3870967741935485
51,RNNA,10,15,15.0,6.0796,0.24266774193548388,0.23926451612903227,3.4516677419354838,0.687141935483871,-0.02978709677419355,0.259358064516129,0.25018709677419354,5.483870967741935,6.870967741935484,12.35483870967742,1.7741935483870968,2.4516129032258065,7.774193548387097,0.2878193548387097,0.6848548387096774,1.7741935483870968
52,RNNA,20,20,15.0,2.6789419354838713,0.09744193548387098,0.12613225806451614,3.4780838709677417,0.31453548387096775,-0.03646451612903226,0.06366451612903226,0.11853225806451613,6.580645161290323,7.0,13.580645161290322,2.161290322580645,2.5806451612903225,7.258064516129032,0.29211935483870966,0.4301741935483871,2.161290322580645
53,RNNA,20,25,15.0,2.6812967741935485,0.10149354838709677,0.1337,3.273148387096774,0.3724677419354839,-0.024480645161290324,0.07650645161290323,0.14221290322580646,6.580645161290323,5.580645161290323,12.161290322580646,1.7419354838709677,3.2903225806451615,6.967741935483871,0.22115483870967742,0.3183483870967742,1.7419354838709677
54,RNNA,30,30,15.0,1.7734516129032258,0.06610967741935483,0.08613548387096774,3.310683870967742,0.2313516129032258,-0.018983870967741935,0.0582258064516129,0.07177096774193548,5.903225806451613,5.709677419354839,11.612903225806452,1.935483870967742,3.4516129032258065,6.612903225806452,0.31191935483870964,0.5401451612903225,1.935483870967742
55,RNNA,30,35,15.0,1.4074322580645162,0.05467741935483871,0.07063225806451613,3.4466354838709674,0.20349354838709677,-0.01,0.0661,0.05108064516129032,6.806451612903226,5.387096774193548,12.193548387096774,2.225806451612903,2.7419354838709675,7.032258064516129,0.428316129032258,0.41802903225806454,2.225806451612903
56,RNNA,40,40,15.0,1.620332258064516,0.0637741935483871,0.08291935483870967,3.521964516129032,0.21709032258064517,-0.010735483870967741,0.0731741935483871,0.0446,6.741935483870968,6.612903225806452,13.35483870967742,2.6129032258064515,2.3548387096774195,7.032258064516129,0.5071483870967742,0.6060709677419355,2.6129032258064515
57,RNNA,40,45,15.0,0.9723032258064517,0.03458064516129032,0.044016129032258065,3.3876000000000004,0.11186129032258064,-0.012448387096774195,0.03902903225806451,0.028138709677419355,6.580645161290323,6.32258064516129,12.903225806451612,2.6129032258064515,3.2580645161290325,6.129032258064516,0.8472774193548387,0.6585870967741936,2.6129032258064515
58,RNNA,50,50,15.0,0.9977161290322581,0.03486774193548387,0.048464516129032256,3.285432258064516,0.12764193548387098,-0.015419354838709678,0.02003225806451613,0.05003548387096774,6.645161290322581,6.387096774193548,13.03225806451613,2.4193548387096775,3.806451612903226,5.774193548387097,0.4572483870967742,0.6182032258064516,2.4193548387096775
59,RNNA,50,55,15.0,0.5750516129032258,0.021074193548387098,0.028929032258064518,3.487583870967742,0.08267741935483872,-0.009529032258064516,0.019941935483870972,0.02871290322580645,6.419354838709677,6.483870967741935,12.903225806451612,3.064516129032258,3.096774193548387,5.838709677419355,0.5458806451612903,0.9812290322580645,3.064516129032258
