,accuracy,loss
0,tensor(0.4800),1.023830496072769
1,tensor(0.6767),0.9645107120275498
2,tensor(0.6800),0.7575179705023766
3,tensor(0.6867),0.6797073328495026
4,tensor(0.6733),0.6652058085799217
5,tensor(0.7733),0.6315510547161103
6,tensor(0.7633),0.6270016556978226
7,tensor(0.8833),0.5088348591327667
8,tensor(0.8767),0.3685541145503521
9,tensor(0.9300),0.32303954526782036
10,tensor(0.9233),0.2919658875465393
11,tensor(0.9100),0.2792611357569694
12,tensor(0.9167),0.23922501988708972
13,tensor(0.9533),0.2132591938227415
14,tensor(0.9733),0.20451202310621738
