,accuracy,loss
0,tensor(0.5367),1.0154146152734755
1,tensor(0.5133),1.0250269764661788
2,tensor(0.5400),0.9994625097513199
3,tensor(0.5200),1.0000327509641647
4,tensor(0.5133),1.0041458129882812
5,tensor(0.5733),0.9838504588603973
6,tensor(0.4900),0.9992755752801895
7,tensor(0.5233),0.9908389985561371
8,tensor(0.5133),0.9999166554212571
9,tensor(0.5533),0.9747582924365997
10,tensor(0.4767),1.0025558710098266
11,tensor(0.5433),0.9781379222869873
12,tensor(0.6333),0.9727055621147156
13,tensor(0.5367),0.9649491226673126
14,tensor(0.6467),0.9122237730026245
15,tensor(0.6833),0.7383017045259476
16,tensor(0.6133),0.7235767924785614
17,tensor(0.6833),0.66794970870018
18,tensor(0.6833),0.6572386264801026
19,tensor(0.6800),0.6671571320295334
20,tensor(0.7400),0.6469068378210068
21,tensor(0.4967),1.154208188354969
22,tensor(0.7000),0.7215156292915345
23,tensor(0.6733),0.6334868079423904
24,tensor(0.7500),0.6140244624018669
25,tensor(0.7067),0.5769824969768524
26,tensor(0.7700),0.5743908867239952
27,tensor(0.8167),0.520501663684845
28,tensor(0.7733),0.6658880344033241
29,tensor(0.6967),0.8013368549942971
30,tensor(0.6600),0.7990456694364547
31,tensor(0.7033),0.7931851011514663
32,tensor(0.8267),0.47052485555410384
33,tensor(0.7633),0.595743490755558
34,tensor(0.5667),0.9787264162302017
35,tensor(0.5933),0.7734819048643112
36,tensor(0.6733),0.7060789415240287
37,tensor(0.6733),0.6694125777482987
38,tensor(0.6800),0.7249627542495728
39,tensor(0.6600),0.7061914202570915
40,tensor(0.6633),0.7107229954004288
41,tensor(0.6600),0.6761098504066467
42,tensor(0.7033),0.6361472073197365
43,tensor(0.6667),0.6529631662368774
44,tensor(0.6400),0.664143203496933
45,tensor(0.6833),0.6366759729385376
46,tensor(0.7067),0.612738348543644
47,tensor(0.6533),0.634704087972641
48,tensor(0.6567),0.6455138984322548
49,tensor(0.6833),0.6085834151506424
50,tensor(0.7200),0.6002495923638344
51,tensor(0.6967),0.6030953806638718
52,tensor(0.7067),0.6435403063893318
53,tensor(0.6967),0.595196183025837
54,tensor(0.7133),0.5441455711424351
55,tensor(0.7467),0.5415973345935344
56,tensor(0.8133),0.5117689065635205
57,tensor(0.8600),0.4900353924930096
58,tensor(0.7267),0.766124596297741
59,tensor(0.8933),0.45415533527731894
60,tensor(0.8600),0.4438196967542172
61,tensor(0.8200),0.42170374721288684
62,tensor(0.7867),0.4207662972807884
63,tensor(0.8633),0.38382808312773703
64,tensor(0.9133),0.32656596004962923
65,tensor(0.9200),0.32873546570539475
66,tensor(0.9300),0.2714408401399851
67,tensor(0.9067),0.29087127119302747
68,tensor(0.9200),0.2730590756237507
69,tensor(0.9633),0.23275699660182
70,tensor(0.9633),0.21383106015622616
71,tensor(0.9633),0.21009817592799662
72,tensor(0.9533),0.20196468465030193
73,tensor(0.9633),0.15884062997996806
74,tensor(0.9667),0.15418014220893383
75,tensor(0.9600),0.1424244210869074
76,tensor(1.),0.12529099825769663
