,Model Identifier,Matrix
543,GRUA-20-20-16,"[[ 0.34908808  0.4363037   0.50069672  0.44730333  0.1750427   0.50069672
   0.50069672  0.50069672  0.26408459  0.          0.50069672  0.26408459]
 [ 0.03267156  0.05309     0.05309     0.05309    -0.00436696  0.05309
   0.05309     0.05309    -0.00634372  0.          0.05309     0.01257031]]"
544,GRUA-20-20-17,"[[0.32498802 0.32498802 0.32498802 0.19813028 0.         0.09820773
  0.32498802 0.28121479 0.32498802 0.32498802 0.00655526 0.32498802]
 [0.08784703 0.01064071 0.         0.05014889 0.11381889 0.11040449
  0.01064071 0.11040449 0.         0.01064071 0.11040449 0.01064071]]"
545,GRUA-20-20-18,"[[ 0.24356824  0.19147717  0.         -0.02423832  0.26890549 -0.01061479
  -0.0436126   0.26802003  0.05115533  0.1309397  -0.03518297  0.30244122]
 [-0.03852017 -0.10273036 -0.12448373  0.07209377 -0.0042902  -0.11793351
   0.05964265 -0.0042902  -0.15464078 -0.14027756  0.05964265  0.        ]]"
546,GRUA-20-20-19,"[[ 1.28431557e-01  1.28431557e-01 -4.97843349e-02  0.00000000e+00
  -5.07988959e-06  4.76755509e-02  1.28431557e-01  1.28431557e-01
   1.28431557e-01 -5.07988959e-06 -4.85526096e-02 -5.07988959e-06]
 [ 7.27361271e-02 -1.65517418e-02  5.41276279e-01  0.00000000e+00
   6.21795965e-01  6.21795965e-01  6.21795965e-01 -1.65517418e-02
   3.02309639e-01  6.21795965e-01  4.96299853e-01  6.21795965e-01]]"
547,GRUA-20-20-20,"[[ 0.05637109  0.28904885  0.32257623  0.46377238 -0.00314596  0.
   0.02402931  0.08699145  0.1714331   0.32257623  0.27891705  0.40072473]
 [ 0.11517088  0.12298734  0.13498186  0.12062633  0.15853059  0.15853059
   0.15853059  0.14555595  0.01794537  0.14555595  0.12062633  0.        ]]"
548,GRUA-20-20-21,"[[ 0.14390958  0.05843859  0.09712546  0.25298217  0.23218637  0.14953132
   0.1625025   0.22193758  0.01343357  0.16540744  0.13506064  0.        ]
 [ 0.56401213  0.          0.62726482  0.20474542  0.17600905  0.0565375
   0.32716011  0.17600905 -0.05575534  0.30696526  0.26967849  0.56401213]]"
549,GRUA-20-20-22,"[[-0.03578647  0.05949491  0.          0.05949491 -0.0145453  -0.03570018
  -0.00947106 -0.0310759  -0.02182383 -0.03186667  0.05949491 -0.00415037]
 [ 0.17030826  0.12261309  0.16666298  0.10169166  0.07611372  0.16666298
   0.01529594  0.16666298  0.05818962  0.          0.17030826  0.10855673]]"
550,GRUA-20-20-23,"[[ 0.181892    0.1214062   0.39219667  0.0453961   0.49871763  0.44561719
   0.47971629  0.47971629  0.14842248  0.28500871  0.49871763  0.        ]
 [-0.01216717 -0.05216717 -0.07706942 -0.10334753 -0.07395529 -0.14096585
  -0.11347335 -0.14096585 -0.05079339 -0.13352788  0.          0.06293058]]"
551,GRUA-20-20-24,"[[ 0.03410514  0.0023526   0.03410514  0.01335544  0.05675177  0.
  -0.03617319  0.03410514 -0.01796628  0.03410514  0.03179064  0.03009812]
 [ 0.20535618  0.08440867  0.20294043  0.          0.00420786  0.16783599
   0.10391307  0.20294043  0.07183203  0.20535618  0.20535618  0.19039111]]"
552,GRUA-20-20-25,"[[-0.05030451  0.00138703 -0.11202783 -0.11202783  0.02292012 -0.11202783
   0.09540537  0.          0.05616314 -0.11202783 -0.11202783 -0.10485116]
 [ 0.37467698  0.          0.40917932  0.36675133  0.28705961  0.40917932
  -0.01641279 -0.02767109  0.12076936  0.40806846  0.36675133  0.31247643]]"
553,GRUA-20-20-26,"[[ 3.64005953e-02  0.00000000e+00  3.64005953e-02  3.64005953e-02
   3.64005953e-02  3.64005953e-02  3.64005953e-02  3.64005953e-02
   3.64005953e-02 -4.75700349e-03  3.64005953e-02  3.64005953e-02]
 [ 4.15651550e-01  4.04222727e-04  4.15651550e-01  4.04222727e-04
   8.86192232e-02  4.04222727e-04  4.04222727e-04  4.15651550e-01
   4.04222727e-04  4.15651550e-01  4.15651550e-01  0.00000000e+00]]"
554,GRUA-20-20-27,"[[ 0.02696809  0.          0.07836205  0.01209812  0.10332281 -0.04400944
   0.0342588  -0.03463995 -0.00791793 -0.02485858 -0.04400944 -0.04118505]
 [ 0.17666223  0.43082879  0.11339621  0.35350286  0.          0.38397197
   0.33649759  0.44676507  0.04182794  0.44676507  0.44676507  0.44186282]]"
555,GRUA-20-20-28,"[[-0.02746698 -0.02843762 -0.01405494 -0.02631508 -0.02238066 -0.02977739
  -0.02607569 -0.02977739 -0.01999351  0.0621605  -0.02977739  0.        ]
 [ 0.00726493  0.04503684  0.06418257  0.03584303  0.05861416  0.01567872
   0.02676216  0.01789193  0.          0.06418257  0.00726493  0.04682058]]"
556,GRUA-20-20-29,"[[-8.69725205e-04  3.67608030e-02  9.50417487e-03  3.67608030e-02
  -3.30713693e-07 -3.46615423e-04  3.46927420e-02  3.46927420e-02
   2.32402717e-02  3.46927420e-02  0.00000000e+00  6.90071009e-04]
 [ 5.20650488e-02  2.06806096e-03  1.78278498e-01  0.00000000e+00
   5.27059692e-02  4.46286324e-02  1.18159451e-01 -2.83418900e-03
   8.35794965e-03  1.41640990e-01  1.41640990e-01  2.45857550e-02]]"
557,GRUA-20-20-30,"[[-0.05972971 -0.03750779 -0.01708935 -0.05972971 -0.05352224  0.00639768
  -0.03070945 -0.05972971 -0.05972971 -0.05972971 -0.04697713  0.        ]
 [-0.00100453  0.00351702 -0.00100453  0.00946399  0.02206624  0.02131153
   0.         -0.00177227 -0.00177227 -0.00177227  0.02617104  0.01404733]]"
558,RNN-20-25-0,"[[ 0.97902101  0.64630017  0.90312747  0.03053869  0.44308147  0.44308147
   0.01049396  0.          0.97902101  0.27534503  0.95147214  1.07200961]
 [-0.00872565  0.18574924  0.45402277  0.88836086  0.88836086  0.88836086
   0.98134946 -0.00872565  0.00666336  0.36022365  0.39750305  0.        ]]"
559,RNN-20-25-1,"[[0.77809065 0.04269824 0.         0.37334671 0.77809065 0.99848165
  0.99848165 0.77809065 0.04269824 0.00369559 0.77809065 0.01514936]
 [0.24487921 0.98978198 0.98978198 0.93677808 0.98978198 0.
  0.         0.4462087  0.98978198 0.93677808 0.98978198 0.01519293]]"
560,RNN-20-25-2,"[[0.37769169 0.02586566 0.         0.88892018 0.92137131 0.26325995
  0.12509813 0.99014972 0.99014972 0.99014972 0.50845212 0.92137131]
 [0.84833954 0.99737526 0.99737526 0.29121774 0.38376691 0.10551929
  0.99737526 0.         0.         0.         0.99737526 0.38376691]]"
561,RNN-20-25-3,"[[ 0.97809033  0.97809033  0.52635906  0.97809033  0.97809033  0.
   0.03804213  0.08042972  0.97809033  0.52635906  0.05931885  0.20390936]
 [ 0.0088719   0.          0.76923226  0.76923226 -0.00383589 -0.00383589
   0.76923226  0.67395183  0.3206544   0.71195287  0.76923226  0.76923226]]"
562,RNN-20-25-4,"[[0.7161472  0.44844225 0.90724524 0.01156022 0.0778221  0.
  0.90724524 0.90724524 0.90724524 0.83498515 0.23966385 0.81826868]
 [0.2413098  0.52530785 0.82815791 0.03461785 0.82815791 0.82815791
  0.         0.12636836 0.00917581 0.82815791 0.6906011  0.06684957]]"
563,RNN-20-25-5,"[[8.63058061e-01 2.36676783e-01 6.11237147e-01 4.73908555e-01
  9.97268994e-01 0.00000000e+00 9.97268994e-01 3.64758624e-01
  9.97268994e-01 2.41257352e-02 9.97268994e-01 1.32398134e-01]
 [7.02597366e-01 1.55212318e-01 1.55442737e-02 6.24594676e-01
  2.77566431e-01 7.71375772e-01 0.00000000e+00 7.02597366e-01
  4.44089210e-16 7.71375772e-01 3.07021592e-01 7.02597366e-01]]"
564,RNN-20-25-6,"[[ 0.20200382  0.1040629   0.12200382  0.42689084  0.95781897  0.52859351
   0.95781897  0.78146425  0.          0.09268481  0.95781897  0.84023472]
 [ 0.56697372  0.56697372  0.56697372  0.33659066  0.          0.29955753
   0.07797066  0.12251885  0.04238818  0.56697372 -0.00506054  0.12251885]]"
565,RNN-20-25-7,"[[ 0.14823876  0.14823876 -0.07176124  0.14823876 -0.07176124  0.
  -0.07176124 -0.07176124  0.14823876 -0.07176124 -0.07176124 -0.07176124]
 [ 0.94324223  0.40930687  0.84392619  0.4019358   0.20836719  0.
   0.29691206  0.63030206  0.4019358   0.14176866 -0.03171803  0.50642591]]"
566,RNN-20-25-8,"[[0.74488426 0.56545026 0.24238258 0.96962474 0.         0.96962474
  0.44670558 0.02101723 0.43693831 0.96962474 0.96962474 0.        ]
 [0.4309213  0.21130872 0.62843573 0.         0.95653769 0.0096158
  0.33372752 0.93653769 0.35033022 0.         0.95653769 0.95653769]]"
567,RNN-20-25-9,"[[ 0.75295382  0.93653894  0.48683888  0.2890945   0.          0.07905148
   0.93653894  0.6922023   0.01868908  0.93653894  0.93653894  0.93653894]
 [ 0.53797792  0.          0.53456351  0.53456351 -0.00615578  0.53456351
  -0.00487233  0.53456351  0.53797792  0.31417251 -0.00487233  0.13972669]]"
568,RNN-20-25-10,"[[0.99315792 0.73564442 0.7392897  0.99315792 0.         0.21748893
  0.5602777  0.         0.99315792 0.07292881 0.8007068  0.92096511]
 [0.40562866 0.64944843 0.64944843 0.55018877 0.06602312 0.13651157
  0.40562866 0.06602312 0.         0.59548202 0.2260553  0.02079215]]"
569,RNN-20-25-11,"[[0.83736837 0.40425771 0.         0.37359494 0.99534851 0.23547703
  0.99534851 0.83736837 0.99534851 0.19861609 0.99534851 0.07135657]
 [0.45909535 0.37880778 0.46764288 0.1954004  0.         0.26661911
  0.         0.09359288 0.02445676 0.27051857 0.         0.40722444]]"
570,RNN-20-25-12,"[[0.7172287  0.21929625 0.85772639 0.         0.85772639 0.85772639
  0.32149874 0.02855623 0.85772639 0.08613595 0.06722008 0.07654952]
 [0.69646208 0.85646208 0.27955796 0.91515037 0.06761729 0.
  0.67525843 0.91515037 0.0304079  0.99567006 0.94601204 0.94601204]]"
571,RNN-20-25-13,"[[0.75826551 0.         0.         0.83003268 0.         0.75826551
  0.1613431  0.61262292 0.39304459 0.         0.83003268 0.84106671]
 [0.70650422 0.97018004 0.97018004 0.04967957 0.97018004 0.07912604
  0.32046671 0.18421902 0.38933106 0.97018004 0.00832497 0.        ]]"
572,RNN-20-25-14,"[[0.02756186 0.35767172 0.03785047 0.03705733 0.35767172 0.28756186
  0.28756186 0.02756186 0.35767172 0.         0.35767172 0.35767172]
 [0.61719266 0.47382654 0.65002338 0.65002338 0.32228792 0.
  0.61719266 0.61899864 0.47382654 0.03708072 0.42374832 0.47382654]]"
573,RNN-20-25-15,"[[0.4099662  0.01128985 0.75143121 0.50241732 0.18639721 0.61070654
  0.         0.4099662  0.75143121 0.75143121 0.73143121 0.42376044]
 [0.24289563 0.24289563 0.00114301 0.14237594 0.02990915 0.19323761
  0.09552249 0.24289563 0.         0.01101185 0.00365141 0.24289563]]"
574,RNN-20-25-16,"[[0.01471232 0.71642323 0.88258426 0.88258426 0.88258426 0.60136288
  0.88258426 0.28386242 0.00601092 0.88258426 0.17513889 0.        ]
 [0.99950242 0.6398493  0.99950242 0.01950242 0.         0.99950242
  0.01950242 0.36238984 0.23676657 0.99950242 0.99950242 0.94649852]]"
575,RNN-20-25-17,"[[0.98494339 0.46514725 0.59062596 0.95739451 0.62912614 0.44722005
  0.04280398 0.50808209 0.         0.98494339 0.98494339 0.4854902 ]
 [0.57998407 0.57998407 0.30177815 0.00453781 0.19756262 0.57998407
  0.42655114 0.49500765 0.         0.01313833 0.01313833 0.52801155]]"
576,RNN-20-25-18,"[[9.99711326e-01 6.26577739e-06 6.26577739e-06 9.99711326e-01
  0.00000000e+00 9.99711326e-01 2.12378412e-01 6.32417258e-02
  9.99711326e-01 9.99711326e-01 3.45868907e-01 4.60914967e-01]
 [0.00000000e+00 9.97400546e-01 9.97400546e-01 0.00000000e+00
  9.47742524e-01 4.69884761e-01 7.98845655e-01 1.60488981e-01
  5.21857286e-01 4.65609079e-02 5.34662897e-01 9.97400546e-01]]"
577,RNN-20-25-19,"[[0.24048532 0.63491799 0.         0.49494693 0.84369639 0.84369639
  0.02101723 0.46307253 0.84369639 0.84369639 0.04102625 0.84369639]
 [0.8593931  0.37879497 0.8593931  0.55149062 0.04290464 0.00417283
  0.8593931  0.27120305 0.0317217  0.14580684 0.8593931  0.        ]]"
578,RNN-20-25-20,"[[-0.07468067  0.75383213  0.          0.02911315 -0.07468067  0.34970498
  -0.07468067  0.31007719  0.75383213 -0.07468067  0.75383213  0.75383213]
 [ 0.          0.35190366  0.98958752  0.00204774  0.98958752  0.77703296
   0.98958752  0.98958752  0.35190366  0.98958752  0.01564548  0.94103999]]"
579,RNN-20-25-21,"[[0.         0.99884554 0.94584164 0.12475653 0.3092885  0.56757859
  0.19724874 0.         0.94687301 0.         0.99884554 0.05478284]
 [0.99884554 0.         0.42681435 0.99884554 0.17115077 0.78015889
  0.78015889 0.99884554 0.15337319 0.99884554 0.         0.67521555]]"
580,RNN-20-25-22,"[[ 0.98914798  0.02023968  0.04924494  0.98914798  0.          0.35717197
   0.14625868  0.96914798  0.57654689  0.98914798  0.96914798  0.98914798]
 [-0.0202392   0.50803254  0.55769056 -0.0202392   0.55769056  0.24683268
   0.10148     0.55769056  0.20319303  0.         -0.01122423 -0.0202392 ]]"
581,RNN-20-25-23,"[[0.32069767 0.65824325 0.71493258 0.68448042 0.65824325 0.
  0.25890141 0.15554699 0.71493258 0.71493258 0.02736986 0.40461475]
 [0.72999938 0.07157502 0.         0.3501353  0.07157502 0.92829653
  0.72999938 0.63290432 0.05342375 0.25780821 0.98026906 0.98026906]]"
582,RNN-20-25-24,"[[8.81643029e-01 9.31301051e-01 6.47619760e-01 9.79848580e-01
  2.57963142e-01 5.39123869e-01 9.47397455e-01 8.81643029e-01
  0.00000000e+00 8.27676618e-01 1.23915674e-01 8.81643029e-01]
 [3.99159819e-01 3.99159819e-01 0.00000000e+00 1.27730388e-01
  1.84774158e-01 6.08948635e-04 6.16413448e-02 3.99159819e-01
  1.84774158e-01 1.66257946e-04 3.99159819e-01 3.99159819e-01]]"
583,RNN-20-25-25,"[[ 0.41233596  0.41233596  0.41233596 -0.04535455  0.         -0.05011555
  -0.04535455  0.13464545  0.28808468 -0.05011555  0.13464545 -0.04535455]
 [ 0.52793918  0.51486699  0.          0.24439452  0.83338631  0.58282711
   0.6706343   0.51486699  0.51486699  0.83338631  0.51486699  0.00244212]]"
584,RNN-20-25-26,"[[-0.05388585 -0.06653824 -0.06809981 -0.07484549  0.          0.23053762
  -0.06653824 -0.06653824 -0.06034013 -0.04011559  0.23053762 -0.07484549]
 [ 0.27297693  0.87502142  0.87502142  0.87502142  0.          0.12062706
   0.89502142  0.87502142  0.82415975  0.77418619  0.47037944  0.89502142]]"
585,RNN-20-25-27,"[[-0.00291474  0.56963487  0.36884654  0.70273531  0.47390121  0.74802856
   0.01728775  0.00448214  0.         -0.00291474  0.16816978  0.74802856]
 [ 0.99262874  0.14159971  0.51493823  0.82305331  0.38549366  0.02525138
   0.99262874  0.          0.99262874  0.00889487  0.64049871  0.99262874]]"
586,RNN-20-25-28,"[[-0.02459333  0.25489853  0.61946619  0.25489853  0.25489853 -0.01687237
   0.          0.61946619  0.21120851  0.51117698 -0.02459333 -0.02459333]
 [ 0.99480325  0.40036199  0.80614176  0.3716201   0.3716201   0.01095831
   0.99480325  0.80614176  0.44978419  0.08098721  0.          0.99480325]]"
587,RNN-20-25-29,"[[0.76480346 0.99448974 0.         0.99448974 0.99448974 0.81409385
  0.26735208 0.99448974 0.44841965 0.26735208 0.01089067 0.01089067]
 [0.72910407 0.09053339 0.97881546 0.09053339 0.09053339 0.
  0.57567114 0.10524139 0.33538238 0.57567114 0.97881546 0.97881546]]"
588,RNN-20-25-30,"[[0.96637461 0.72380216 0.86505913 0.96637461 0.44960787 0.86505913
  0.         0.22652874 0.24301533 0.06206735 0.88837192 0.96637461]
 [0.         0.40030363 0.79064183 0.11813881 0.24045139 0.79064183
  0.02484132 0.45773118 0.45773118 0.79064183 0.00209554 0.        ]]"
589,RNNA-20-25-0,"[[0.00586056 0.02831352 0.02831352 0.02831352 0.02831352 0.
  0.02831352 0.02831352 0.02831352 0.01685746 0.02831352 0.00586056]
 [0.00200691 0.01598246 0.01598246 0.01598246 0.01598246 0.00693711
  0.01598246 0.01598246 0.01598246 0.01541006 0.01598246 0.        ]]"
590,RNNA-20-25-1,"[[-0.03027474 -0.01663967  0.01841825  0.02709141  0.02709141 -0.03027474
   0.         -0.01534491 -0.02314593 -0.03027474 -0.00078412  0.02709141]
 [ 0.          0.493744    0.47853776  0.          0.          0.01529231
   0.49483347  0.18881267  0.48238235  0.18881267  0.00457702  0.        ]]"
591,RNNA-20-25-2,"[[ 0.04001319  0.13362474  0.04001319  0.067513    0.04001319 -0.00083083
   0.18891006  0.00220539  0.01394667  0.          0.04001319 -0.00304665]
 [ 0.11382047  0.15585944  0.11382047  0.03453785  0.2185334   0.26944079
   0.          0.25710429  0.22890455  0.28248598  0.21528088  0.28248598]]"
592,RNNA-20-25-3,"[[ 0.09162465 -0.01550414 -0.16207342  0.         -0.16207342 -0.16207342
  -0.07404824  0.12433409  0.12433409  0.12433409 -0.01550414 -0.16700072]
 [ 0.45049808  0.          0.75966016  0.46240333  0.75966016  0.68959735
   0.10849531  0.00095406  0.01090504  0.03090504  0.22079995  0.31513128]]"
593,RNNA-20-25-4,"[[ 0.06200565 -0.03217082 -0.00439869 -0.02668089  0.1305723   0.13819961
   0.1305723   0.08955453 -0.01294622 -0.01750027  0.00805244  0.        ]
 [ 0.37522536  0.34556734  0.37522536  0.26871036  0.22338621  0.00117731
   0.          0.37522536  0.37522536  0.18050534  0.37522536  0.10540779]]"
594,RNNA-20-25-5,"[[ 0.00754747 -0.01303275 -0.05133991 -0.03092147  0.00306366  0.
  -0.01303275 -0.05133991 -0.05885156 -0.0479968  -0.05133991 -0.05795758]
 [ 0.07636407  0.11868486 -0.02208634 -0.00829892  0.11868486 -0.01430797
   0.11868486 -0.02208634 -0.02922572 -0.01997167 -0.02208634  0.        ]]"
595,RNNA-20-25-6,"[[-0.04802566 -0.04802566  0.24325952  0.19635996  0.24325952  0.24325952
   0.          0.14590615  0.24325952 -0.04802566  0.03636161  0.03636161]
 [ 0.46946783  0.41869547  0.07828106  0.27195422  0.37405153  0.35405153
   0.          0.12967502  0.34650266  0.46946783  0.87614179  0.69295299]]"
596,RNNA-20-25-7,"[[0.         0.01273547 0.01530748 0.04147583 0.         0.07088933
  0.01273547 0.03355162 0.01273547 0.04352802 0.01483401 0.00312672]
 [0.42196092 0.34349401 0.26714974 0.07446625 0.42196092 0.16431777
  0.298578   0.1063948  0.27676991 0.         0.23194466 0.4309912 ]]"
597,RNNA-20-25-8,"[[-0.00310981 -0.00229481  0.07251374  0.014231    0.01294692  0.07251374
  -0.00229481 -0.00310981  0.          0.01294692  0.03555947 -0.0023312 ]
 [ 0.63762455  0.61072499  0.05835037  0.47335284  0.73290498  0.
   0.61072499  0.61072499  0.63762455  0.73290498  0.21825975  0.7053561 ]]"
598,RNNA-20-25-9,"[[ 0.21003415  0.07101594  0.07101594  0.1069625   0.09856482  0.00528123
   0.10947756  0.1069625   0.04248833 -0.02443857  0.          0.04248833]
 [ 0.16509221  0.10290676  0.10290676  0.05785092  0.08275317  0.0352219
   0.08398428  0.08903854  0.01279085 -0.02729991  0.          0.02252305]]"
599,RNNA-20-25-10,"[[ 0.01553692  0.01918604 -0.02628705  0.01553692 -0.02022995  0.01918604
   0.00276695 -0.02733476  0.02408782  0.         -0.00773216 -0.02733476]
 [ 0.03908151  0.12838524  0.06714211  0.09171187 -0.00059123  0.12838524
   0.00447257 -0.00059123  0.1279668   0.03105367  0.01000141  0.        ]]"
600,RNNA-20-25-11,"[[ 0.00000000e+00  4.44089210e-16  0.00000000e+00  4.44089210e-16
  -4.44089210e-16 -4.44089210e-16  0.00000000e+00  0.00000000e+00
   4.44089210e-16  0.00000000e+00  0.00000000e+00  0.00000000e+00]
 [-8.88178420e-16  5.37921877e-02  7.00381247e-02 -8.88178420e-16
  -8.88178420e-16 -4.44089210e-16  0.00000000e+00 -8.88178420e-16
   1.63264001e-02  6.69145512e-02  5.37921877e-02  1.22376731e-03]]"
601,RNNA-20-25-12,"[[ 5.81888549e-01  3.26377764e-01  4.54584578e-01  1.61761571e-01
   4.08271336e-01  5.81888549e-01  5.81888549e-01  2.42533184e-01
   0.00000000e+00  4.48905759e-01  5.23520077e-02  3.76552410e-01]
 [ 4.44089210e-16 -4.44089210e-16 -8.88178420e-16 -8.88178420e-16
  -4.44089210e-16 -8.88178420e-16  0.00000000e+00 -8.88178420e-16
  -4.44089210e-16  0.00000000e+00  0.00000000e+00  0.00000000e+00]]"
602,RNNA-20-25-13,"[[0.04893805 0.0774154  0.         0.01758781 0.         0.02473841
  0.00206806 0.07235122 0.         0.         0.00484999 0.0774154 ]
 [0.04689739 0.07385873 0.01507048 0.04492668 0.         0.02370736
  0.00282696 0.05238618 0.         0.         0.00849428 0.02433841]]"
603,RNNA-20-25-14,"[[ 0.4625793   0.          0.          0.          0.          0.05202044
   0.          0.05202044  0.          0.01642423  0.05202044  0.0850812 ]
 [-0.01934862  0.03833913  0.03833913  0.03833913  0.03833913 -0.00644347
   0.03833913 -0.00644347  0.03833913 -0.01148655 -0.00644347  0.        ]]"
604,RNNA-20-25-15,"[[ 0.07850916  0.00031992  0.17927348  0.22699472  0.27719022  0.04523641
   0.          0.          0.          0.01891344  0.00031992  0.00031992]
 [ 0.03206434 -0.01512687  0.07493821 -0.00978864 -0.00838175  0.04447046
  -0.01512687  0.09612805 -0.01512687  0.         -0.01512687 -0.01221332]]"
605,RNNA-20-25-16,"[[ 0.01190395  0.02426228  0.03718232  0.          0.03718232  0.03718232
   0.16255973  0.00113245  0.06915485  0.03718232  0.03718232 -0.02285815]
 [ 0.75113087  0.92837118  0.97185633  0.34842523  0.97185633  0.97185633
   0.46649706  0.          0.01436987  0.97185633  0.97185633  0.26147362]]"
606,RNNA-20-25-17,"[[ 0.19295539  0.0207213   0.0207213   0.0207213   0.0207213  -0.00538277
   0.00139832  0.0207213  -0.00538277  0.0283283   0.          0.0207213 ]
 [ 0.00254002  0.06148439  0.011592    0.011592    0.011592    0.04477915
   0.02165777  0.06743658  0.04008869  0.          0.07409053  0.011592  ]]"
607,RNNA-20-25-18,"[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]"
608,RNNA-20-25-19,"[[0.37885099 0.37885099 0.26761025 0.2627554  0.37885099 0.04597144
  0.06451325 0.00242858 0.01187235 0.         0.36299185 0.04597144]
 [0.28095542 0.02353304 0.28095542 0.29039074 0.0520298  0.6199028
  0.53191128 0.6199028  0.56244892 0.59871982 0.         0.6199028 ]]"
609,RNNA-20-25-20,"[[-0.00893497 -0.0050123   0.02298205 -0.0009134   0.03983083  0.00676181
  -0.00893497  0.01481926  0.04700763 -0.00893497  0.         -0.00893497]
 [ 0.01850395  0.01850395  0.00177881  0.          0.10498339 -0.00263411
   0.01850395  0.01850395  0.09607756  0.01850395  0.00881768  0.00881768]]"
610,RNNA-20-25-21,"[[0.01145247 0.         0.01145247 0.01145247 0.03767349 0.01145247
  0.01145247 0.01145247 0.11797181 0.01145247 0.10420102 0.1187198 ]
 [0.01886842 0.07001277 0.07001277 0.03062958 0.00767318 0.07001277
  0.07001277 0.07001277 0.00186452 0.07001277 0.01886842 0.        ]]"
611,RNNA-20-25-22,"[[-3.12566616e-02 -3.12566616e-02 -1.92667133e-02  0.00000000e+00
  -3.12566616e-02 -3.12566616e-02 -3.12566616e-02 -3.12566616e-02
  -3.12566616e-02  4.64220473e-03 -3.12566616e-02 -3.12566616e-02]
 [ 2.92540840e-03  4.83070471e-03  3.22599161e-03  2.92540840e-03
   2.92540840e-03  2.92540840e-03  0.00000000e+00  2.92540840e-03
  -7.10233603e-05 -7.10233603e-05  2.92540840e-03  2.92540840e-03]]"
612,RNNA-20-25-23,"[[ 0.08316978  0.01084726  0.65596811  0.65596811  0.58506334  0.65596811
   0.44348708  0.62783902  0.50606017  0.15071694  0.00165079  0.        ]
 [ 0.27860636  0.05263831 -0.01415174  0.11792076  0.2502617   0.02320164
   0.08930917 -0.00654834  0.08930917  0.          0.25860636  0.12826439]]"
613,RNNA-20-25-24,"[[ 0.0679837   0.18113226 -0.01272976  0.83779872  0.33953594  0.75628343
   0.78383231  0.78383231  0.          0.47385367  0.47385367  0.0679837 ]
 [ 0.0278262   0.17481292  0.08048171 -0.01142897  0.05150226  0.
   0.02585457  0.02585457  0.07005715  0.03649264  0.11841711  0.0278262 ]]"
614,RNNA-20-25-25,"[[-0.01863745  0.07708505 -0.01633978  0.03008393 -0.01251951  0.07708505
   0.0035819   0.04160613  0.          0.03008393  0.06656984 -0.01863745]
 [ 0.09211555 -0.0039307   0.02838996  0.01542447  0.01842973  0.0064585
   0.02838996 -0.01093207 -0.01139382  0.         -0.00113338 -0.01174151]]"
615,RNNA-20-25-26,"[[ 0.02829808  0.          0.02829808 -0.0388106   0.01584695 -0.03335723
  -0.03335723 -0.03335723 -0.03335723 -0.01242155 -0.03335723  0.00481292]
 [-0.01486173 -0.0377439  -0.04251808  0.03064587  0.          0.03387271
   0.03387271  0.03387271  0.03387271 -0.05540616  0.03387271 -0.05010596]]"
616,RNNA-20-25-27,"[[-0.03566706 -0.00249986 -0.00249986 -0.02463303 -0.01385987  0.
   0.01180086 -0.00249986 -0.03508115 -0.01385987 -0.00249986 -0.00249986]
 [ 0.41865259  0.50244528  0.09450865  0.50244528  0.50244528  0.41865259
   0.          0.01750223  0.50244528  0.50244528  0.09450865  0.13823506]]"
617,RNNA-20-25-28,"[[ 0.15587315  0.19623157  0.30098734  0.32954177  0.49725792  0.
   0.49725792  0.00193414  0.00193414  0.45035836  0.00193414 -0.0064858 ]
 [ 0.0836972  -0.07695042  0.0836972  -0.05537493 -0.01737224  0.
  -0.08311137  0.0836972   0.0836972  -0.08311137  0.0836972   0.03840395]]"
618,RNNA-20-25-29,"[[-0.12572576 -0.0329599   0.08401488  0.198305    0.16585388  0.
  -0.12572576  0.198305   -0.16832879 -0.08751466 -0.1344553  -0.1344553 ]
 [ 0.55060967  0.30971441  0.28194434 -0.0019449   0.00562425  0.
   0.55060967  0.22579721  0.33613706  0.25819325  0.53441165  0.53441165]]"
619,RNNA-20-25-30,"[[ 0.18855764  0.00251215  0.05962806  0.11473907  0.18070339  0.04345841
   0.18855764  0.16599679  0.22106545  0.10425782  0.19774042  0.        ]
 [ 0.01262637 -0.00521313 -0.0020443   0.03664901  0.01262637 -0.0020443
   0.00790167  0.          0.00744614  0.0205526   0.00917794 -0.0020443 ]]"
620,LSTM-20-25-0,"[[ 0.73170488  0.43488215  0.9351473   0.03120035  0.58157885  0.33464558
   0.73170488  0.78062976  0.82634145  0.          0.48297016  0.38839703]
 [-0.03432908  0.22386544 -0.03168928 -0.0486298   0.          0.32880878
  -0.03432908 -0.03432908  0.01996104 -0.07365052  0.16899676  0.24828909]]"
621,LSTM-20-25-1,"[[0.98753979 0.00924521 0.         0.32165437 0.98753979 0.88699499
  0.53644924 0.         0.44667737 0.32165437 0.98753979 0.1080135 ]
 [0.99535385 0.94700918 0.99535385 0.99535385 0.         0.21966893
  0.69326165 0.99535385 0.67568238 0.99535385 0.         0.12196601]]"
622,LSTM-20-25-2,"[[0.         0.99685794 0.99685794 0.16079496 0.8652179  0.38080182
  0.         0.99685794 0.99685794 0.01692994 0.60333336 0.36820613]
 [0.98777336 0.15591469 0.40339688 0.98777336 0.         0.75185057
  0.98777336 0.15591469 0.44133228 0.90042735 0.05407999 0.75706123]]"
