,Kind,Min_Length,Max_Length,Repetition,Sum of Absolute Values,Mean Value,Standard Deviation,Shannon Entropy,Maximum Value,Minimum Value,Kmeans Threshold,Kmeans Nodes Exceeding,Overlap with zeroes,Overlap no zeroes,Sum of min
52,RNNA,10,10,21,8.819012430644564,0.3530163355117491,0.3419709072912751,3.9081632550773415,0.9811853663047239,-0.09335261818407492,0.4943113411370954,7,0.0,0.0,1.5902102970858176
53,RNNA,10,10,22,9.089515130669568,0.3772152617152014,0.3607921980845893,3.807941115741462,0.999696759835397,-0.006058141584122989,0.37721526171520137,12,0.3333333333333333,0.5,1.5557871596257122
54,RNNA,10,10,23,9.37213714630163,0.39050490260391574,0.374630527753169,3.8701104495082097,0.9996627200997361,-9.741903827187315e-06,0.5835355149400943,6,0.0,0.0,1.422695000531561
55,RNNA,10,10,24,8.419771307846622,0.3468274216683111,0.35544490163113784,3.79639049073868,0.9987136185169634,-0.015985531301192957,0.5342072583218863,6,0.0,0.0,1.1802786536898568
56,RNNA,10,10,25,9.301296579508183,0.38496933965372654,0.3350579683951434,3.9621222907583133,0.9988455359952026,-0.031016213909373036,0.516154402050303,7,0.0,0.0,1.9061973849026956
57,RNNA,10,10,26,9.689952718967557,0.3791979844157474,0.3566188292647192,3.9509898561362458,0.9802746708379639,-0.15698068773933338,0.5230813190644449,7,0.0,0.0,1.7377290042041755
58,RNNA,10,10,27,8.227520425585144,0.3280932116231484,0.34116060734673936,3.7990330639786976,0.9580296497895748,-0.058880557771597175,0.4679207728087882,7,0.0,0.0,1.4068493314720327
59,RNNA,10,10,28,9.722431101831942,0.40510129590966426,0.3311575247977301,3.986741137290941,0.972443418853965,0.0,0.3808127674669729,13,0.3333333333333333,0.42857142857142855,2.3224771560199065
60,RNNA,10,10,29,8.574665538558643,0.3557596096923479,0.34357061095292246,3.8542934790530934,0.9895706309317385,-0.00910872648557337,0.5318839141917611,6,0.0,0.0,1.5675449571745523
61,RNNA,10,10,30,7.895399808399225,0.3176245903513588,0.3544801633778587,3.7106292994264196,0.9953211007886051,-0.04540160666110271,0.5027607243585059,6,0.0,0.0,1.0031322210626894
62,LSTM,10,10,0,9.62227496848932,0.39313864750177113,0.31527407514722666,4.058536344187929,0.9809028491601373,-0.06266542660078844,0.3490932534948715,14,0.5,0.6666666666666666,2.277151655522944
63,LSTM,10,10,1,9.949352281963614,0.412311152676472,0.31813897163291965,4.086962144550791,0.9960196634059408,-0.026942308864143172,0.5661247519292903,6,0.0,0.0,2.6322573682481774
64,LSTM,10,10,2,9.76771693778949,0.4064530943570704,0.3246619089311779,4.048130272900002,0.9868133534652008,-0.0064213366098995195,0.42952489379372466,11,0.09090909090909091,0.1111111111111111,2.1878254381062407
65,LSTM,10,10,3,7.914988657312488,0.30863225790516574,0.33844779620156934,3.7849006468192137,0.9858092663750448,-0.11782771803822545,0.4454618342323923,7,0.0,0.0,1.3140972846698418
66,LSTM,10,10,4,9.697010082091335,0.40404208675380565,0.36448003831292514,3.9378185037331197,0.985665023740077,0.0,0.5518199754902536,7,0.0,0.0,1.688273741362989
67,LSTM,10,10,5,10.953009886661947,0.4534095216714555,0.35249060324759895,4.070486664372257,0.9933956734005891,-0.02106164698794677,0.5923625378068897,7,0.0,0.0,3.0001282330889176
68,LSTM,10,10,6,9.181769081310692,0.38040268872703337,0.33023884250575924,3.9799536703899614,0.9984816453622778,-0.026052275930945168,0.40441230992012284,11,0.3333333333333333,0.6,2.1312752735106617
69,LSTM,10,10,7,8.554843204809035,0.33978401254483354,0.3475645946184609,3.8597403648858184,0.9970376979348159,-0.10143641101387368,0.5205541468290511,6,0.0,0.0,1.546273400004802
70,LSTM,10,10,8,9.835478292101783,0.4097342326767513,0.3209724956367851,4.071902424495431,0.9997085260333325,-0.0009283539298756693,0.4326342813108388,11,0.09090909090909091,0.1111111111111111,2.170365205017785
71,LSTM,10,10,9,8.682008565185004,0.346205702894078,0.34273341957377595,3.886151487458041,0.9763781416224506,-0.10075385189746466,0.4870649638075533,7,0.0,0.0,1.3568071640353168
72,LSTM,10,10,10,8.529911861802672,0.35195294585337383,0.32955793240607884,3.937687331521198,0.9951325433428764,-0.04152058066085029,0.48811231861898663,7,0.0,0.0,1.8159321850982266
73,LSTM,10,10,11,7.938223974882259,0.32606783830468206,0.3524701793064869,3.7237816253086,0.9912259310255656,-0.028148963892473233,0.5123376680016061,6,0.0,0.0,1.1217350313768328
74,LSTM,10,10,12,9.13730689911124,0.3728447302160311,0.33322839314759156,3.9598991879359913,0.9733271437844095,-0.05624867834661318,0.5077755806943133,7,0.0,0.0,1.8482784432240162
75,LSTM,10,10,13,9.560890250052546,0.3950756977208166,0.32866543006113164,4.028147287594833,0.9907269475168272,-0.03953675237647403,0.39507569772081663,12,0.3333333333333333,0.5,2.3686430129856593
76,LSTM,10,10,14,8.574770779805718,0.3525684048226341,0.34826021304610505,3.8470035112619256,0.9763781416224506,-0.01885484401041726,0.4979727385429619,7,0.0,0.0,1.3848902406280112
77,LSTM,10,10,15,9.597463910107155,0.3972658906213821,0.33142559298775015,4.00418857411806,0.9987947288820131,-0.03154126759699327,0.3729803469285167,13,0.3333333333333333,0.42857142857142855,2.434876144336571
78,LSTM,10,10,16,10.122765466302456,0.42104325244836344,0.3242519578390466,4.049761485242087,0.9965563036673619,-0.008863703770865872,0.37476884271099975,14,0.5,0.6666666666666666,2.598977451232001
79,LSTM,10,10,17,9.655421397195635,0.39491094950797895,0.318559839815958,4.040267342790007,0.981296428110185,-0.07391468771206311,0.3271921398866093,15,0.7142857142857143,1.0,2.627342488637264
80,LSTM,10,10,18,9.0538271560348,0.37660643760377105,0.3369479218137278,3.927382851023679,0.9997113262447916,-0.0038181633860738806,0.40058699993456404,11,0.09090909090909091,0.1111111111111111,1.7486430434875442
81,LSTM,10,10,19,9.929948392331342,0.4122765186517315,0.33517394628661396,4.014711145838921,0.9914191450552288,-0.017655972344893023,0.3880950975457623,13,0.3333333333333333,0.42857142857142855,2.4380266862064737
82,LSTM,10,10,20,9.693160960610399,0.38493211769019336,0.3399964235823151,3.9928051465813548,0.9984816453622787,-0.12406748841925896,0.38493211769019336,12,0.5,1.0,2.4363150493207684
83,LSTM,10,10,21,8.234146194286241,0.34228617245724413,0.36016827503807297,3.7531426544747744,0.9973921720432881,-0.009639027656191068,0.5315567244954502,6,0.0,0.0,1.09669676877134
84,LSTM,10,10,22,8.90062055792968,0.35540385173134786,0.35557132167168887,3.8573166384474233,0.9893583135753299,-0.09325693486603948,0.501276225786019,7,0.0,0.0,1.5344487911944085
85,LSTM,10,10,23,8.032538833391596,0.32731565453479683,0.35054638897705054,3.751854982504177,0.9953677545829902,-0.02949385409274674,0.5120924760698923,6,0.0,0.0,1.235462486406631
86,LSTM,10,10,24,8.976240664556078,0.360646238879968,0.3286640235135525,3.962429860954492,0.9836581676259404,-0.08748752457152342,0.36064623887996794,12,0.5,1.0,2.050990274430089
87,LSTM,10,10,25,9.271454390831362,0.3759836131624368,0.335170763642448,3.9639263624100707,0.9973921720432881,-0.07122310492897155,0.5381633622004215,6,0.0,0.0,2.0161832047903165
88,LSTM,10,10,26,8.407149875680924,0.3441808017689962,0.3346330286579025,3.86163098506354,0.9927620815510831,-0.024468438870836717,0.5139682375677129,6,0.0,0.0,1.317538115705461
89,LSTM,10,10,27,9.601155167348564,0.3952732890406672,0.32896985518665206,4.013044038307228,0.9953485086966016,-0.052038081916060186,0.5537219588046656,6,0.0,0.0,2.4272805775952473
90,LSTM,10,10,28,8.75615333020471,0.358804234480063,0.3401292175826456,3.8712437180990937,0.9833676924275543,-0.028825631668233154,0.38301370175619587,11,0.3333333333333333,0.6,1.6102365066535147
91,LSTM,10,10,29,8.665619157542363,0.3525320538811618,0.32802042624900374,3.926570358668834,0.980802566900906,-0.05147969296088917,0.516576904627818,6,0.0,0.0,1.8347148591429474
92,LSTM,10,10,30,8.40562948830621,0.35023456201275877,0.3272620052779302,3.914321483164228,0.9908729236535296,0.0,0.5148911870083143,6,0.0,0.0,1.5122924638832278
93,LSTMA,10,10,0,10.861910183765445,0.45201176957922345,0.31756071187388984,4.135145796565535,0.9984816453622782,-0.0068138569320410625,0.5699654804955209,7,0.0,0.0,3.1482716929347325
94,LSTMA,10,10,1,8.402004830908336,0.3491359093728654,0.3370582614936871,3.830803410501138,0.9971769780935227,-0.003790500993261503,0.48318724707548033,7,0.0,0.0,1.406791824002394
95,LSTMA,10,10,2,8.128973514553559,0.3348856397002966,0.3484373872543419,3.7693578707047553,0.9923539910626404,-0.02459565991225343,0.47953986308123553,7,0.0,0.0,1.3039405388520375
96,LSTMA,10,10,3,8.679423302462538,0.3406663679929259,0.35383333237161707,3.832313611576074,0.9969779513026333,-0.13729964440180709,0.48309908355264214,7,0.0,0.0,1.6138778261835038
97,LSTMA,10,10,4,8.34879043730332,0.33884096950822085,0.3468061853337293,3.8085095572906043,0.9960196634059413,-0.050327086366020346,0.48151325013012924,7,0.0,0.0,1.461568758568156
98,LSTMA,10,10,5,9.655743490208822,0.3991365408928904,0.348154511534678,3.977771170037214,0.9940206963840299,-0.038233254389726135,0.542887975677909,7,0.0,0.0,2.0975637388279953
99,LSTMA,10,10,6,9.789887870354196,0.4079119945980915,0.3430120258053783,3.957845287551673,0.997314302966354,0.0,0.43282889518694856,11,0.09090909090909091,0.1111111111111111,2.1099750278576224
100,LSTMA,10,10,7,8.785468169308423,0.33955353192478527,0.3538018964650042,3.8504728322864117,0.985669325122942,-0.14355142015972966,0.5183802082912211,6,0.0,0.0,1.5447486014037106
101,LSTMA,10,10,8,8.06405638782434,0.32647094960449147,0.35324621459890315,3.72492656732546,0.9930023176074583,-0.03812559955275763,0.5094828531829815,6,0.0,0.0,1.1230908345268324
102,LSTMA,10,10,9,8.66091183350275,0.35834492101368637,0.3309079672523926,3.9192673291780205,0.9927271457385065,-0.02106294820272625,0.5265557110008979,6,0.0,0.0,1.9700728069797706
103,LSTMA,10,10,10,8.87164510670388,0.36776338550301596,0.331918630801131,3.917396752363652,0.9985790746479415,-0.007553975771916299,0.5322627937097334,6,0.0,0.0,1.679304284853147
104,LSTMA,10,10,11,8.39706636029776,0.3465096092104309,0.31970567706416975,3.9525750061555254,0.9824838588519027,-0.040417869623708746,0.476435993822189,7,0.0,0.0,1.6618733165565516
105,LSTMA,10,10,12,9.069894286088703,0.36643148481843296,0.3288681950764559,3.9684378507414255,0.99235399106264,-0.08299336084183073,0.34362679214212644,13,0.5,0.8,1.981031904505627
106,LSTMA,10,10,13,8.806446638263191,0.354876242565172,0.34567725591188003,3.9035938421541543,0.9970376979348163,-0.0741239712085573,0.5341197986797983,6,0.0,0.0,1.7341102966143902
107,LSTMA,10,10,14,11.584067038886946,0.48266945995362276,0.3088691979787588,4.215428760919441,0.9925330309249873,0.0,0.391504537519634,16,1.0,1.5,3.341603614966396
108,LSTMA,10,10,15,8.601096346430126,0.34753395364343237,0.33998105909057175,3.861064329166879,0.991214370561714,-0.08357066363624677,0.517450761471772,6,0.0,0.0,1.3005622363187421
109,LSTMA,10,10,16,9.498260097763508,0.3925963796101488,0.3421105979709359,3.9610246848703725,0.9895875212220555,-0.03797349355996804,0.5282473447663791,7,0.0,0.0,1.8091623033088857
110,LSTMA,10,10,17,8.956982798486669,0.3688944671343015,0.33128464869924207,3.935059855552274,0.9781736413077033,-0.051757793631716176,0.36889446713430146,12,0.3333333333333333,0.5,1.8776456324392488
111,LSTMA,10,10,18,9.188305661939989,0.38284606924749953,0.36422055472304554,3.913712212477253,0.9997103988399743,0.0,0.5754025956896424,6,0.0,0.0,1.4530835158008912
112,LSTMA,10,10,19,10.15768644442457,0.40685081680749446,0.3714314955990191,3.956507875367205,0.989882029787092,-0.13874169927272284,0.5550344407146757,7,0.0,0.0,2.351757978111895
113,LSTMA,10,10,20,9.769377800355667,0.37681735048765536,0.34789956743976863,3.9971299154959037,0.9712787634731255,-0.19605184853277313,0.5121781801162868,7,0.0,0.0,1.9346096638711634
114,LSTMA,10,10,21,9.794933646912476,0.40584075988525337,0.3758593833436375,3.8825299576646284,0.9988380897884026,-0.027377704833198013,0.43310685792526954,11,0.3333333333333333,0.6,1.9307708062676938
115,LSTMA,10,10,22,10.00007650637741,0.41317049423183133,0.32838906739284185,4.053615027201904,0.992621360990761,-0.041992322406728455,0.4131704942318314,12,0.3333333333333333,0.5,2.618024577176753
116,LSTMA,10,10,23,9.39377873491199,0.38515008160936687,0.3574579394424618,3.8880229764244714,0.9501432223912656,-0.03754419407179643,0.5645922396477774,6,0.0,0.0,1.7640687391411607
117,LSTMA,10,10,24,8.842390935002271,0.3471684200278249,0.3363156436457658,3.925800359286903,0.9871996056078158,-0.13409819680180757,0.47769802583385934,7,0.0,0.0,1.8579205236139846
118,LSTMA,10,10,25,9.051974910893644,0.3717164023553709,0.35067550717314183,3.8734393005858485,1.0000000000000004,-0.02179687572745781,0.513597193136005,7,0.0,0.0,1.6196235693519863
119,LSTMA,10,10,26,8.305536290565843,0.34230327713297615,0.33928714719612185,3.8003423736530104,0.9988380897884026,-0.015042939895736573,0.3423032771329762,12,0.3333333333333333,0.5,1.5620773134115193
120,LSTMA,10,10,27,10.128298873056023,0.4173442030165366,0.36192578419800425,3.9429585156383338,0.9764634796467804,-0.022503752522046394,0.5589046773287262,7,0.0,0.0,2.079032196752168
121,LSTMA,10,10,28,9.791674125679748,0.4059521787593443,0.32175875103285895,4.061139121673279,0.986041138429897,-0.024410917727742287,0.5301800408282435,7,0.0,0.0,2.316971480868134
122,LSTMA,10,10,29,8.246049358239835,0.34342892483534326,0.33155551434529423,3.8372684011548444,0.9973533308061064,-0.0009387905478992487,0.5062443045322006,6,0.0,0.0,1.4623953909615346
123,LSTMA,10,10,30,9.681566840876782,0.3832580770287284,0.3230325493420938,4.0644718126822585,0.9826032252077521,-0.12436189462872971,0.5052195949433691,7,0.0,0.0,2.2384740226295374
124,GRU,10,10,0,9.012233431955265,0.371845357932987,0.3290526224985998,3.9834020261018166,0.997212557026784,-0.0439724207817882,0.5394154779448,6,0.0,0.0,2.048575261054145
125,GRU,10,10,1,9.167273923250235,0.3819697468020931,0.3296273889304939,3.977998687994583,0.9951847607841051,0.0,0.40562119084998693,11,0.3333333333333333,0.6,2.040791078981451
126,GRU,10,10,2,9.354031870732612,0.389217063626538,0.36764539535046203,3.8723847124685378,0.9973494794585278,-0.006411171847850117,0.5775641750477852,6,0.0,0.0,1.786775536159103
127,GRU,10,10,3,9.951387708262484,0.4131411671668385,0.3517137019631878,4.009647346777923,0.9848029379127565,-0.017999848129180318,0.5590519667274462,7,0.0,0.0,2.0940764010008683
128,GRU,10,10,4,8.729010842187364,0.3579942633832154,0.33153720719618707,3.8969276819626493,0.9895144174283597,-0.03735551970321138,0.5183552143840583,6,0.0,0.0,1.5379165131493808
129,GRU,10,10,5,9.159507430480268,0.3765300737358673,0.33996217720747024,3.9192349705944993,0.975347464549631,-0.023728901022764592,0.5143401239124253,7,0.0,0.0,1.7455751758847873
130,GRU,10,10,6,8.263681161555684,0.3365189708331899,0.3566911311612443,3.733061212333322,0.9895196264047095,-0.04680646538978195,0.518548119119558,6,0.0,0.0,1.2998367860032531
131,GRU,10,10,7,9.917517098102145,0.40228769730608377,0.34535771971096385,3.977098241801459,0.9942165286086286,-0.06864683149923101,0.5351145132874597,7,0.0,0.0,2.3714344992006438
132,GRU,10,10,8,9.739417172813988,0.3978657690996789,0.3226524809619049,4.036584287150079,0.9814235218431606,-0.058805638906212376,0.3523983468603239,14,0.5,0.6666666666666666,2.53216457262881
133,GRU,10,10,9,8.890031362687502,0.3688882793717645,0.3417942634863619,3.9093314582372254,0.997778275084162,-0.018356328882575657,0.510103168793995,7,0.0,0.0,1.8373284813380106
134,GRU,10,10,10,9.722952958409277,0.40317306255114405,0.33020843784027903,4.027837043552184,0.9902014120904612,-0.023399728590909774,0.4031730625511441,12,0.3333333333333333,0.5,2.107496708576429
135,GRU,10,10,11,9.154205989512963,0.36639711625594723,0.338491894993532,3.960564972908937,0.998838089788403,-0.0952413106166663,0.5024037486019012,7,0.0,0.0,1.684072348922753
136,GRU,10,10,12,8.90861815016341,0.36622068088150656,0.32852522632611486,3.971553844715803,0.994020696384029,-0.059660904503626266,0.5304173873220709,6,0.0,0.0,1.9735007993064446
137,GRU,10,10,13,8.761177224935372,0.3621346896855004,0.33883931780439674,3.88487425418674,0.9997113262447912,-0.01165744541389424,0.5344137948379941,6,0.0,0.0,1.5445957710112772
138,GRU,10,10,14,9.21333970406543,0.3608402426038559,0.3521616799889139,3.9118967983830957,0.993615490268378,-0.14688361248970505,0.5014194340101216,7,0.0,0.0,1.6948423636552543
139,GRU,10,10,15,9.332318587857136,0.366003640172861,0.33834126534491193,3.9746406584846183,0.9895875212220551,-0.14400272774532707,0.366003640172861,12,0.5,1.0,2.1827182277388553
140,GRU,10,10,16,10.049796340087813,0.41568643242808445,0.3392220825997207,3.9962852017181567,0.9883143852039469,-0.022670410692029908,0.34154105356147196,15,0.7142857142857143,1.0,2.690342949635547
141,GRU,10,10,17,9.242066935109854,0.38281587489466057,0.32642980828126567,3.9996465720412036,0.9938041003675289,-0.02724296881900079,0.5424858598424285,6,0.0,0.0,1.9143042743557253
142,GRU,10,10,18,9.280782365031635,0.3835969749727599,0.3301449964822895,3.9695435756637205,0.9862655698567648,-0.037227482842698834,0.3368039305070967,14,0.3333333333333333,0.375,1.8550004379378864
143,GRU,10,10,19,8.922648492935801,0.36098130348115925,0.343418259305648,3.88865773851743,0.9884161669269398,-0.047147350611017824,0.5354612556200606,6,0.0,0.0,1.6945981587557668
