Kind,Repetition,Sum of Absolute Values,Mean Value,Standard Deviation,Maximum Value,Minimum Value,Kmeans_song_1_treshold,Kmeans_song_2_treshold,Kmeans_song_3_treshold,Kmeans_song_4_treshold,Song_1_Nodes_exceeding_treshold,Song_2_Nodes_exceeding_treshold,Song_3_Nodes_exceeding_treshold,Song_4_Nodes_exceeding_treshold,Total_Nodes_exceeding_treshold,degree_2_overlapp,degree_3_overlapp,degree_4_overlapp,sum_of_degree_overlapp,Total_Overlapp_percentage_by20,overlapp_column1,overlapp_column2,overlapp_column3,overlapp_column4,overlapp_column5,overlapp_column6,overlapp_column7,overlapp_column8,overlapp_column9,overlapp_column10,overlapp_column11,overlapp_column12,overlapp_column13,overlapp_column14,overlapp_column15,overlapp_column16,overlapp_column17,overlapp_column18,overlapp_column19,overlapp_column20
RNNA,38,29.8879,0.3735,0.27,0.8112,-0.0022,0.4096,0.3673,0.3409,0.3679,14,9,9,7,39,5,4,2,11,0.00375,0.5,0.0,0.0,0.0,0.75,0.5,0.5,0.0,0.0,0.5,1.0,0.75,0.0,0.75,0.75,0.0,0.0,0.0,1.0,0.5
RNNA,39,30.7692,0.3846,0.2679,0.7994,0.0,0.3555,0.3928,0.3686,0.3724,13,10,10,9,42,5,7,1,13,0.004375,1.0,0.75,0.0,0.75,0.75,0.0,0.5,0.75,0.0,0.5,0.0,0.0,0.75,0.75,0.0,0.0,0.5,0.5,0.75,0.5
RNNA,40,29.8049,0.3725,0.2607,0.7916,-0.0009,0.4101,0.3706,0.3302,0.2978,13,10,11,9,43,5,3,5,13,0.004875,0.0,0.5,0.5,0.5,0.0,0.75,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.75,0.75,1.0,0.5,1.0
RNNA,41,33.8012,0.4225,0.2739,0.7992,-0.0,0.3861,0.397,0.4112,0.3891,13,11,9,11,44,5,5,3,13,0.004625,0.0,0.5,0.0,1.0,0.75,0.0,0.75,0.0,0.0,0.5,0.5,0.75,0.5,0.75,0.0,0.0,1.0,0.75,0.5,1.0
RNNA,42,27.6209,0.3453,0.2691,0.8107,0.0,0.4568,0.3388,0.2996,0.3218,12,9,9,8,38,7,4,2,13,0.00425,0.75,0.0,0.5,0.0,0.5,0.5,1.0,0.75,0.5,0.75,0.0,0.0,0.0,0.75,0.5,0.5,0.0,0.0,0.5,1.0
RNNA,43,27.9654,0.3496,0.2545,0.799,-0.0004,0.4304,0.3146,0.3147,0.3526,11,10,8,10,39,8,3,3,14,0.004625,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.75,0.75,0.75,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.0,1.0
RNNA,44,27.7042,0.3463,0.2752,0.8111,0.0,0.3905,0.393,0.3488,0.302,12,9,8,9,38,5,2,4,11,0.004,1.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,1.0,1.0,0.5,0.0,0.75,0.0,0.75,0.0,0.0,0.5
RNNA,45,25.8251,0.3228,0.2546,0.7639,-0.0016,0.3791,0.3429,0.3221,0.3066,13,9,7,7,36,5,5,1,11,0.003625,0.75,0.0,0.0,0.5,0.5,0.75,0.5,0.75,0.75,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.75,1.0
RNNA,46,31.6676,0.3958,0.2793,0.8109,-0.0032,0.4026,0.3815,0.3833,0.3311,13,10,9,11,43,7,6,2,15,0.005,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.75,0.0,0.5,0.5,0.75,0.75,1.0,0.0,0.0,0.75,0.75,0.0,0.75
RNNA,47,31.9612,0.3989,0.282,0.8112,-0.0182,0.3669,0.4028,0.3721,0.4038,13,10,10,9,42,7,3,3,13,0.004375,1.0,0.5,0.5,0.0,0.75,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.5,1.0,0.75,0.0,0.5,0.0,0.0,0.75
RNNA,48,32.508,0.4063,0.284,0.8112,0.0,0.4267,0.4207,0.4026,0.3934,13,8,9,9,39,4,2,4,10,0.00375,0.0,0.0,1.0,0.0,0.0,0.75,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,0.75,0.0
RNNA,49,22.7324,0.2838,0.2358,0.771,-0.0081,0.3558,0.3191,0.265,0.3389,12,7,6,7,32,4,4,1,9,0.003,0.0,0.5,0.0,0.0,0.0,0.5,0.75,0.0,0.0,0.5,0.75,1.0,0.0,0.75,0.0,0.0,0.0,0.0,0.5,0.75
LSTM,0,35.4947,0.4436,0.3002,0.8112,-0.0032,0.3935,0.3872,0.3789,0.3874,13,12,12,11,48,4,5,5,14,0.005375,0.5,0.75,1.0,0.0,0.0,0.5,0.0,1.0,0.5,0.75,0.5,0.75,1.0,0.0,1.0,0.0,0.75,1.0,0.0,0.75
LSTM,1,37.7456,0.4718,0.2933,0.8113,0.0,0.3851,0.4631,0.4016,0.3611,13,12,12,13,50,7,3,6,16,0.005875,1.0,0.0,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.5,1.0,0.75,1.0,1.0,0.0,0.0,0.75,1.0,0.75,0.5
LSTM,2,28.2893,0.3536,0.2714,0.7947,0.0,0.3985,0.385,0.3658,0.4073,11,8,8,7,34,4,4,2,10,0.0035,0.0,0.5,0.5,1.0,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.75,0.0,0.0,0.0,0.0,0.0
LSTM,3,34.6659,0.4333,0.2846,0.8112,0.0,0.4013,0.4341,0.4094,0.3602,13,12,9,11,45,8,6,2,16,0.00525,0.75,0.5,0.75,0.0,0.5,0.5,0.75,0.0,0.5,0.0,0.5,1.0,0.5,0.0,0.75,0.5,0.75,1.0,0.5,0.75
LSTM,4,36.6368,0.4578,0.2907,0.8113,-0.0046,0.3879,0.4219,0.4125,0.4167,14,12,9,12,47,10,6,2,18,0.00575,0.5,1.0,0.0,0.5,0.75,1.0,0.5,0.75,0.75,0.5,0.75,0.5,0.5,0.5,0.75,0.5,0.5,0.75,0.0,0.5
LSTM,5,34.6868,0.433,0.3017,0.811,-0.0095,0.4007,0.4224,0.3696,0.4026,12,12,10,11,45,7,4,4,15,0.00525,0.75,0.5,1.0,0.75,0.5,0.5,0.0,0.0,1.0,0.75,0.75,0.5,0.5,1.0,0.5,0.5,0.0,1.0,0.0,0.0
LSTM,6,34.9193,0.4365,0.2933,0.8109,0.0,0.4183,0.3959,0.3685,0.3702,13,12,11,11,47,6,3,5,14,0.005125,0.75,1.0,0.5,1.0,0.0,0.0,0.5,1.0,0.5,0.0,0.75,1.0,0.5,0.0,0.0,0.5,0.75,1.0,0.5,0.0
LSTM,7,35.2649,0.4407,0.299,0.8112,-0.0025,0.3751,0.4233,0.4211,0.404,12,12,10,11,45,5,4,4,13,0.00475,0.5,0.0,0.75,0.75,0.0,0.75,0.0,0.5,0.5,1.0,0.5,0.0,0.75,0.0,0.5,1.0,1.0,0.0,1.0,0.0
LSTM,8,35.8233,0.4477,0.3093,0.8113,-0.0016,0.3992,0.4097,0.4236,0.3848,12,13,10,11,46,6,6,3,15,0.00525,0.75,0.75,0.0,0.75,0.5,0.0,1.0,0.5,0.5,0.0,0.5,0.75,0.75,1.0,0.0,0.0,0.75,0.5,1.0,0.5
LSTM,9,34.8726,0.4359,0.3004,0.8113,0.0,0.4008,0.4446,0.3846,0.4,12,11,10,11,44,5,7,2,14,0.004875,0.75,1.0,0.75,0.75,0.5,0.5,0.75,0.0,0.75,0.0,0.5,1.0,0.75,0.0,0.5,0.5,0.75,0.0,0.0,0.0
LSTM,10,34.206,0.4276,0.2978,0.8113,0.0,0.4155,0.4044,0.4109,0.3723,12,12,9,11,44,8,3,4,15,0.005125,1.0,0.5,0.0,0.5,1.0,0.0,0.75,0.5,0.0,0.0,0.5,0.5,1.0,0.5,1.0,0.75,0.5,0.75,0.0,0.5
LSTM,11,34.0283,0.4254,0.294,0.8113,0.0,0.4218,0.4145,0.3467,0.3803,12,11,12,10,45,6,8,2,16,0.0055,0.5,0.75,0.0,0.5,0.75,0.5,0.0,0.5,1.0,0.75,0.5,1.0,0.0,0.75,0.75,0.5,0.0,0.75,0.75,0.75
LSTM,12,34.3583,0.4295,0.2984,0.8113,0.0,0.3698,0.3713,0.4086,0.403,12,13,11,10,46,6,5,4,15,0.005375,0.5,0.5,1.0,0.5,0.75,0.75,1.0,0.75,0.0,0.0,0.5,0.5,1.0,0.5,0.75,0.0,0.75,1.0,0.0,0.0
LSTM,13,32.4415,0.4055,0.307,0.8113,0.0,0.4013,0.3684,0.3638,0.4329,10,11,11,10,42,5,5,3,13,0.004625,0.0,0.5,0.75,0.5,0.5,0.0,0.0,1.0,0.75,0.0,0.0,0.5,0.75,0.5,0.0,1.0,0.0,1.0,0.75,0.75
LSTM,14,37.7924,0.4723,0.2922,0.8113,-0.004,0.4279,0.4159,0.4212,0.3803,13,13,11,12,49,8,3,5,16,0.005625,0.0,0.0,0.0,0.75,0.0,1.0,0.5,0.5,1.0,0.5,0.75,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.75
LSTM,15,34.1808,0.4269,0.2947,0.8091,-0.0063,0.4166,0.3748,0.3785,0.3753,12,13,10,11,46,7,4,4,15,0.00525,0.5,0.0,0.0,0.5,0.75,0.5,0.0,1.0,0.5,0.75,0.5,0.0,0.0,0.75,1.0,0.75,0.5,1.0,0.5,1.0
LSTM,16,34.3491,0.4292,0.2827,0.8111,-0.0047,0.4306,0.4329,0.3785,0.3652,13,10,10,11,44,6,7,2,15,0.005125,0.75,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,0.0,0.5,1.0,0.5,0.75,0.0,0.75,0.75,1.0,0.75,0.75
LSTM,17,36.8441,0.4605,0.2943,0.8113,-0.0009,0.408,0.4239,0.4223,0.3937,12,12,10,13,47,8,5,3,16,0.005375,1.0,0.0,0.5,0.75,0.5,0.5,0.5,0.5,0.0,0.5,0.75,0.0,1.0,0.75,1.0,0.5,0.0,0.75,0.75,0.5
LSTM,18,37.1338,0.4641,0.2949,0.8113,-0.0027,0.3977,0.39,0.3757,0.4164,14,14,11,11,50,7,7,3,17,0.005875,0.75,1.0,0.5,0.75,0.0,0.0,0.5,1.0,0.5,0.5,0.75,0.75,0.75,1.0,0.75,0.0,0.5,0.75,0.5,0.5
LSTM,19,34.5402,0.4313,0.2974,0.8113,-0.0136,0.3472,0.4046,0.3612,0.3886,13,13,11,11,48,8,4,4,16,0.0055,0.5,0.5,0.75,0.5,0.0,0.75,0.5,0.5,0.0,1.0,0.5,0.0,0.75,0.5,0.0,1.0,0.75,0.5,1.0,1.0
LSTM,20,34.2296,0.4279,0.2762,0.8107,0.0,0.3566,0.4122,0.377,0.3814,13,11,11,12,47,5,8,2,15,0.00525,0.75,0.75,0.75,0.75,0.5,0.5,0.75,0.0,0.5,0.0,0.75,0.75,1.0,0.0,0.5,0.0,1.0,0.0,0.75,0.5
LSTM,21,34.9183,0.4364,0.2933,0.8112,-0.005,0.3758,0.4207,0.3932,0.3337,14,12,10,12,48,9,5,3,17,0.005625,0.75,0.5,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.75,0.75,0.0,0.0,0.5,1.0,0.5,0.75,1.0
LSTM,22,36.8835,0.461,0.2886,0.811,0.0,0.4426,0.429,0.3962,0.3911,12,13,11,11,47,9,2,5,16,0.0055,0.5,0.5,1.0,0.0,0.0,0.5,0.5,0.5,1.0,0.75,0.5,0.0,1.0,0.5,1.0,0.5,0.0,0.5,1.0,0.75
LSTM,23,35.1759,0.4397,0.2942,0.8113,0.0,0.4004,0.3704,0.3751,0.3641,13,13,11,12,49,9,4,4,17,0.00575,0.5,0.5,0.0,0.75,0.0,0.5,0.5,0.75,1.0,1.0,0.5,0.5,0.0,0.5,0.5,0.75,0.5,1.0,0.75,1.0
LSTM,24,34.2721,0.4284,0.3022,0.8109,0.0,0.4273,0.3999,0.3475,0.3684,10,13,11,12,46,6,7,2,15,0.005125,0.75,0.5,0.5,0.0,0.75,0.0,0.5,0.75,0.75,0.0,0.75,0.0,0.5,1.0,0.75,0.75,0.5,1.0,0.5,0.0
LSTM,25,32.4053,0.4051,0.2831,0.8113,0.0,0.4123,0.4231,0.3569,0.4331,14,8,8,9,39,4,5,2,11,0.003875,0.5,0.75,0.75,0.5,0.0,0.75,0.75,0.5,0.75,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
LSTM,26,35.4446,0.443,0.2921,0.8113,-0.0007,0.43,0.4286,0.3622,0.361,12,11,12,12,47,5,8,2,15,0.00525,0.0,0.0,1.0,0.5,0.5,0.75,0.75,0.75,0.75,0.75,0.5,0.0,0.75,0.0,1.0,0.5,0.75,0.75,0.0,0.5
LSTM,27,35.2394,0.4396,0.2806,0.8112,-0.0202,0.375,0.3757,0.4129,0.4136,12,13,10,12,47,6,5,4,15,0.005375,0.5,0.75,0.0,0.0,0.5,1.0,0.0,0.5,1.0,0.5,0.0,0.75,1.0,0.75,0.0,1.0,0.5,0.75,0.5,0.75
LSTM,28,34.8292,0.4353,0.3007,0.8113,-0.0019,0.4634,0.3879,0.3821,0.3682,11,12,11,11,45,5,6,3,14,0.005,0.0,0.5,1.0,0.5,0.0,0.75,0.5,0.0,0.75,0.75,0.0,0.5,1.0,0.75,0.0,0.75,0.5,1.0,0.75,0.0
LSTM,29,33.37,0.4169,0.2995,0.8112,-0.0034,0.3944,0.3934,0.416,0.3236,11,12,10,12,45,5,8,2,15,0.00525,0.0,0.75,1.0,0.75,0.0,0.5,0.75,0.75,0.0,0.5,0.0,0.75,1.0,0.5,0.75,0.5,0.75,0.75,0.0,0.5
LSTM,30,36.1006,0.4512,0.2997,0.8112,-0.0023,0.388,0.4328,0.4129,0.3803,12,12,11,12,47,4,4,6,14,0.0055,1.0,0.75,1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,1.0,0.75,0.75,0.5,0.75,0.0,0.0,0.0,1.0,0.5
LSTM,31,31.5432,0.3943,0.2898,0.8113,0.0,0.403,0.3849,0.3576,0.3746,11,9,11,11,42,5,8,1,14,0.00475,0.0,0.75,0.5,1.0,0.0,0.0,0.5,0.75,0.0,0.75,0.0,0.75,0.5,0.75,0.0,0.75,0.5,0.75,0.5,0.75
LSTM,32,30.7769,0.3847,0.2866,0.8113,0.0,0.4258,0.3835,0.326,0.3179,12,11,9,11,43,8,3,3,14,0.004625,0.5,1.0,0.0,1.0,0.5,0.0,0.0,0.75,0.5,0.5,0.5,1.0,0.0,0.75,0.5,0.0,0.75,0.0,0.5,0.5
LSTM,33,35.0513,0.4381,0.2904,0.8113,-0.0024,0.4182,0.4208,0.3597,0.4435,12,12,11,9,44,8,5,2,15,0.004875,0.75,0.0,0.75,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.75,0.75,0.5,0.5,0.0,0.0,0.75,0.5,1.0,0.5
LSTM,34,34.7235,0.434,0.2979,0.8107,0.0,0.4133,0.4119,0.3623,0.3553,12,13,11,11,47,4,7,4,15,0.005625,0.0,0.5,0.5,0.0,1.0,0.75,1.0,0.5,0.0,0.75,1.0,0.75,0.5,0.0,1.0,0.75,0.75,0.75,0.0,0.75
LSTM,35,31.2563,0.3907,0.2791,0.8112,0.0,0.3962,0.4195,0.3612,0.3366,12,9,10,11,42,7,6,1,14,0.0045,1.0,0.5,0.0,0.75,0.0,0.5,0.5,0.0,0.75,0.75,0.75,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.75,0.75
LSTM,36,33.5335,0.4192,0.2894,0.8113,-0.0004,0.4215,0.4277,0.3221,0.4047,11,10,12,11,44,10,2,4,16,0.00525,0.5,1.0,0.5,0.0,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.75,0.0,0.75,0.5,0.0,1.0,1.0,0.5,0.5
LSTM,37,37.0302,0.4625,0.2975,0.8112,-0.0084,0.4803,0.4081,0.3868,0.381,11,13,12,11,47,7,7,2,16,0.005375,0.75,0.0,0.5,0.5,0.75,0.75,0.75,0.0,0.5,0.5,0.75,0.5,0.5,0.0,1.0,0.0,0.75,0.75,1.0,0.5
LSTM,38,37.2408,0.4654,0.3,0.8112,-0.0039,0.4012,0.4404,0.3891,0.3777,12,12,12,13,49,4,9,3,16,0.005875,0.75,0.75,1.0,0.0,0.75,0.0,0.75,0.0,1.0,0.5,0.75,0.75,1.0,0.5,0.75,0.0,0.5,0.5,0.75,0.75
LSTM,39,34.442,0.4305,0.2938,0.8113,0.0,0.4175,0.4163,0.3598,0.3655,11,12,11,12,46,5,8,2,15,0.00525,0.75,0.5,0.75,0.75,0.5,0.5,1.0,0.5,0.75,0.75,0.75,0.0,0.0,0.75,0.5,0.0,1.0,0.75,0.0,0.0
LSTM,40,36.8923,0.4612,0.2987,0.8112,0.0,0.4076,0.4103,0.3994,0.3783,13,13,11,12,49,6,6,4,16,0.00575,0.75,0.75,1.0,0.75,0.0,1.0,0.5,0.5,0.5,0.0,1.0,0.75,0.75,0.75,0.0,1.0,0.5,0.5,0.5,0.0
LSTM,41,35.7997,0.4475,0.2991,0.7918,0.0,0.3955,0.421,0.3721,0.3747,12,13,11,12,48,5,7,3,15,0.005375,0.5,0.0,0.5,0.75,0.0,0.75,0.75,0.5,1.0,0.0,0.75,0.5,0.5,0.75,0.0,0.75,0.75,1.0,1.0,0.0
LSTM,42,35.0235,0.4376,0.2915,0.8104,-0.0037,0.4084,0.4041,0.3379,0.4185,11,13,12,11,47,5,6,4,15,0.0055,0.75,0.0,0.75,0.0,0.0,1.0,0.5,0.5,1.0,0.75,1.0,0.0,0.75,0.75,0.0,1.0,0.5,0.5,0.75,0.5
LSTM,43,33.08,0.4133,0.2981,0.8113,-0.0041,0.4145,0.4307,0.3583,0.393,9,11,12,10,42,6,5,2,13,0.004375,0.75,0.75,0.5,0.75,0.0,0.0,1.0,0.75,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,1.0,0.5,0.75
LSTM,44,29.3937,0.3674,0.2718,0.8111,0.0,0.4492,0.3713,0.3242,0.3177,12,8,10,10,40,7,8,0,15,0.00475,0.75,0.5,0.0,0.5,0.0,0.5,0.75,0.5,0.75,0.5,0.75,0.0,0.0,0.5,0.0,0.75,0.75,0.75,0.75,0.5
LSTM,45,30.3226,0.379,0.2681,0.797,0.0,0.3935,0.3328,0.3143,0.3757,12,12,11,9,44,5,11,0,16,0.005375,0.75,0.75,0.5,0.75,0.0,0.75,0.75,0.0,0.0,0.5,0.5,0.75,0.75,0.75,0.5,0.75,0.75,0.0,0.75,0.5
LSTM,46,34.7792,0.4347,0.2928,0.8111,-0.0026,0.429,0.3934,0.3936,0.388,12,12,11,10,45,9,4,3,16,0.00525,0.5,0.5,0.5,0.5,0.0,0.75,0.75,0.0,0.5,1.0,1.0,0.5,0.75,0.5,0.5,0.75,0.0,0.0,1.0,0.5
LSTM,47,31.4976,0.3933,0.2897,0.8112,-0.0107,0.4256,0.4005,0.3807,0.3399,11,11,9,10,41,7,3,3,13,0.004375,0.0,0.0,0.5,0.5,0.0,0.5,0.75,0.5,0.0,1.0,0.0,0.0,0.75,0.5,0.0,0.5,0.75,0.5,1.0,1.0
LSTM,48,33.8443,0.423,0.2959,0.8112,-0.002,0.4013,0.3937,0.3485,0.3836,12,12,11,11,46,9,2,5,16,0.0055,0.0,1.0,0.5,1.0,0.75,0.5,0.0,0.5,0.75,0.5,0.0,1.0,0.5,1.0,0.5,0.5,1.0,0.5,0.0,0.5
LSTM,49,36.4493,0.4556,0.2927,0.8112,-0.0008,0.4254,0.4385,0.3605,0.3769,13,12,12,11,48,6,4,5,15,0.0055,0.75,0.75,1.0,0.75,1.0,0.5,0.5,0.5,1.0,0.0,0.5,0.75,1.0,0.0,0.5,0.0,0.0,0.5,1.0,0.0
LSTMA,0,29.8301,0.3729,0.2732,0.8113,0.0,0.4419,0.3825,0.4123,0.2795,13,7,5,14,39,8,0,4,12,0.004,0.0,0.0,0.5,0.0,1.0,1.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.0,0.5,0.5,0.0,1.0,0.5
LSTMA,1,33.6439,0.4205,0.2727,0.8111,-0.0036,0.436,0.421,0.3754,0.4054,12,12,9,8,41,9,3,2,14,0.004375,0.0,1.0,0.0,0.5,0.75,0.5,0.75,0.0,0.75,0.5,0.5,1.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5
LSTMA,2,31.4035,0.3925,0.2605,0.811,-0.0003,0.4216,0.3781,0.2904,0.4089,13,11,11,8,43,5,6,3,14,0.005,0.75,0.0,0.75,0.0,1.0,0.5,1.0,0.5,0.0,0.0,0.5,0.5,0.75,0.0,1.0,0.75,0.5,0.75,0.0,0.75
LSTMA,3,28.0667,0.3508,0.2369,0.7905,0.0,0.4268,0.367,0.2563,0.2739,13,6,12,12,43,10,5,1,16,0.004875,0.5,0.75,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,1.0,0.5,0.75,0.5,0.0,0.75,0.75,0.5,0.75
LSTMA,4,26.876,0.3358,0.2552,0.7959,-0.0053,0.4364,0.3758,0.2588,0.3177,14,6,11,6,37,9,4,1,14,0.00425,0.5,0.0,0.0,0.5,0.0,0.75,0.5,0.0,0.75,0.5,0.5,0.0,0.5,0.5,0.0,1.0,0.75,0.5,0.75,0.5
LSTMA,5,27.4405,0.3428,0.2629,0.7708,-0.0068,0.3791,0.3442,0.3465,0.3161,13,8,6,11,38,3,4,3,10,0.00375,1.0,0.75,1.0,0.5,0.0,0.0,0.75,0.75,0.75,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0
LSTMA,6,26.7559,0.3342,0.2561,0.8101,-0.0063,0.4166,0.2918,0.3256,0.3464,13,12,5,6,36,9,1,2,12,0.003625,0.0,0.0,0.0,0.5,0.0,1.0,0.5,0.0,0.5,0.0,0.5,0.75,0.0,0.5,0.5,0.5,0.5,0.5,0.0,1.0
LSTMA,7,17.7808,0.2212,0.2118,0.811,-0.0147,0.3318,0.2623,0.2585,0.132,10,11,3,10,34,2,8,1,11,0.004,0.75,0.5,0.0,0.0,0.75,0.5,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.75,0.0,0.75,0.75,1.0,0.75
LSTMA,8,23.7405,0.2967,0.2474,0.8091,-0.0003,0.4206,0.3226,0.2313,0.2742,9,10,9,9,37,7,5,1,13,0.004125,0.0,0.5,0.0,0.5,0.75,0.75,0.5,0.5,0.5,0.5,1.0,0.75,0.0,0.75,0.75,0.0,0.5,0.0,0.0,0.0
LSTMA,9,28.5507,0.3567,0.264,0.8089,-0.0034,0.414,0.3583,0.2471,0.3108,14,9,12,8,43,8,4,3,15,0.005,0.0,0.0,0.0,0.5,0.75,1.0,0.5,0.5,0.75,0.5,0.0,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.75,0.75
LSTMA,10,32.7795,0.4097,0.2777,0.8112,-0.0026,0.4436,0.406,0.357,0.3088,11,9,12,13,45,9,4,3,16,0.00525,1.0,0.0,0.0,0.75,0.0,0.5,0.5,0.75,0.5,0.5,0.5,0.0,0.5,0.75,0.75,0.5,1.0,0.5,1.0,0.5
LSTMA,11,30.2389,0.3777,0.2745,0.8113,-0.0064,0.4455,0.3546,0.2999,0.3548,13,9,9,11,42,7,6,1,14,0.0045,0.5,0.75,0.75,0.0,0.75,0.0,0.0,0.5,0.5,0.0,0.5,0.75,0.75,0.5,0.5,0.0,1.0,0.5,0.0,0.75
LSTMA,12,28.7321,0.3587,0.2637,0.8111,-0.0069,0.3788,0.3774,0.3223,0.3238,14,6,8,12,40,10,3,2,15,0.004625,0.0,0.5,0.5,1.0,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.75,0.75,0.75,0.0,0.5,0.0,0.5,1.0,0.5
LSTMA,13,28.276,0.3532,0.2842,0.8106,-0.0077,0.4652,0.3751,0.3471,0.3816,12,8,6,7,33,1,1,4,6,0.002625,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.75,0.0,0.0,0.0,1.0,1.0,0.0
LSTMA,14,30.2936,0.3787,0.266,0.7739,0.0,0.4268,0.3722,0.4022,0.4258,14,7,6,7,34,7,2,1,10,0.003,0.5,0.0,0.5,0.75,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.75,0.0,0.0,0.5
LSTMA,15,27.9049,0.3486,0.2609,0.8111,-0.0034,0.4076,0.3276,0.3493,0.3225,11,9,8,11,39,6,4,2,12,0.004,0.5,0.5,0.0,0.0,0.75,0.0,0.0,0.0,0.75,0.0,0.0,0.5,1.0,0.0,0.75,0.5,0.5,0.5,0.75,1.0
LSTMA,16,27.8179,0.3477,0.2636,0.8071,-0.0022,0.4557,0.4615,0.3618,0.3854,13,4,6,4,27,6,0,1,7,0.002,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0
LSTMA,17,26.9885,0.337,0.2593,0.8113,-0.0069,0.4552,0.3689,0.3706,0.3432,13,6,5,5,29,5,1,1,7,0.002125,0.5,0.0,0.0,0.0,0.75,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5
LSTMA,18,32.7943,0.4099,0.2852,0.8112,-0.0011,0.4207,0.404,0.3448,0.349,13,11,11,9,44,8,6,2,16,0.00525,0.5,0.5,0.5,0.0,0.5,0.0,0.75,0.5,0.75,1.0,0.75,0.5,0.5,0.75,0.75,0.0,1.0,0.75,0.5,0.0
LSTMA,19,19.405,0.2421,0.2373,0.8045,-0.0114,0.4504,0.2616,0.1145,0.2763,12,4,11,3,30,8,2,0,10,0.00275,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.75,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.75,0.0,0.5
LSTMA,20,30.0052,0.3743,0.2749,0.8107,-0.0154,0.4354,0.3942,0.2684,0.3652,12,8,12,9,41,11,2,2,15,0.0045,0.5,0.0,0.75,0.5,0.5,0.5,0.5,1.0,0.0,0.5,0.5,0.0,0.5,1.0,0.0,0.5,0.0,0.75,0.5,0.5
LSTMA,21,29.9373,0.3735,0.2796,0.8113,-0.0181,0.483,0.3928,0.4135,0.3444,12,7,7,8,34,5,3,1,9,0.002875,0.75,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.75,0.75,0.5,0.0
LSTMA,22,23.3527,0.2915,0.2478,0.7332,-0.0069,0.4334,0.3922,0.3312,0.2255,13,5,4,6,28,5,0,2,7,0.00225,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5
LSTMA,23,29.6429,0.3704,0.2596,0.8112,-0.0046,0.4076,0.367,0.361,0.394,13,9,6,9,37,4,1,4,9,0.003375,1.0,0.75,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.5
LSTMA,24,31.3032,0.3913,0.2694,0.7854,-0.001,0.3824,0.3876,0.3698,0.3701,15,12,7,7,41,9,3,2,14,0.004375,0.0,1.0,0.0,0.75,0.75,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.75,1.0,0.5,0.5,0.0,0.5,0.5
