Kind,Repetition,Sum of Absolute Values,Mean Value,Standard Deviation,Maximum Value,Minimum Value,Kmeans_song_1_treshold,Kmeans_song_2_treshold,Kmeans_song_3_treshold,Kmeans_song_4_treshold,Song_1_Nodes_exceeding_treshold,Song_2_Nodes_exceeding_treshold,Song_3_Nodes_exceeding_treshold,Song_4_Nodes_exceeding_treshold,Total_Nodes_exceeding_treshold,degree_2_overlapp,degree_3_overlapp,degree_4_overlapp,sum_of_degree_overlapp,Total_Overlapp_percentage_by20,overlapp_column1,overlapp_column2,overlapp_column3,overlapp_column4,overlapp_column5,overlapp_column6,overlapp_column7,overlapp_column8,overlapp_column9,overlapp_column10,overlapp_column11,overlapp_column12,overlapp_column13,overlapp_column14,overlapp_column15,overlapp_column16,overlapp_column17,overlapp_column18,overlapp_column19,overlapp_column20
TF,0,25.4827,0.3182,0.2751,0.7854,-0.0048,0.0561,0.3767,0.3805,0.3355,11,12,11,12,46,8,8,1,17,0.0055,0.75,0.5,1.0,0.5,0.5,0.75,0.75,0.5,0.75,0.75,0.0,0.5,0.75,0.5,0.5,0.75,0.0,0.5,0.75,0.0
TF,1,25.0918,0.3093,0.2879,0.7898,-0.0362,0.0196,0.3293,0.3514,0.358,5,14,12,12,43,11,5,1,17,0.005125,0.5,0.0,0.5,0.5,0.0,0.5,0.75,0.75,1.0,0.5,0.5,0.5,0.5,0.75,0.75,0.5,0.5,0.75,0.0,0.5
TF,2,24.6376,0.3064,0.2736,0.7735,-0.0146,0.0525,0.3446,0.3015,0.3805,6,14,12,11,43,3,8,2,13,0.00475,1.0,0.75,0.0,0.0,0.75,0.5,0.0,0.75,0.0,0.75,0.75,0.5,0.0,0.0,1.0,0.0,0.5,0.75,0.75,0.75
TF,3,24.8339,0.3062,0.2877,0.7994,-0.029,0.0267,0.3836,0.3637,0.4057,10,12,10,10,42,4,6,2,12,0.00425,0.0,0.75,0.0,0.0,0.0,0.5,0.0,0.0,0.75,0.75,0.5,1.0,1.0,0.75,0.5,0.75,0.0,0.0,0.5,0.75
TF,4,25.6928,0.3197,0.2925,0.7854,-0.01,0.0061,0.3607,0.351,0.3913,8,12,12,13,45,8,7,1,16,0.005125,0.75,0.75,0.0,0.75,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.75,1.0,0.75,0.0,0.5,0.75,0.5,0.75
TF,5,21.8807,0.2691,0.2604,0.7312,-0.0273,0.0074,0.3217,0.2974,0.3458,8,12,12,11,43,7,9,0,16,0.005125,0.5,0.75,0.5,0.5,0.5,0.75,0.0,0.0,0.75,0.0,0.5,0.5,0.75,0.75,0.75,0.75,0.75,0.5,0.75,0.0
TF,6,26.6309,0.3309,0.2936,0.7854,-0.02,0.0206,0.3916,0.3618,0.3245,9,14,12,13,48,10,6,2,18,0.00575,0.5,0.75,0.75,0.75,1.0,0.5,0.5,0.75,0.5,0.5,0.75,0.75,0.5,0.5,0.0,0.5,0.0,0.5,1.0,0.5
TF,7,24.6943,0.3087,0.2698,0.8111,0.0,0.0472,0.3634,0.3536,0.3683,12,10,12,12,46,6,7,2,15,0.005125,0.0,0.75,0.75,0.75,0.5,0.0,0.75,0.0,0.5,0.0,1.0,0.5,0.75,1.0,0.5,0.0,0.75,0.75,0.5,0.5
TF,8,25.5782,0.3182,0.2831,0.7871,-0.0182,0.0249,0.3443,0.3292,0.3798,11,14,12,12,49,4,8,3,15,0.0055,1.0,0.75,0.0,0.75,0.0,1.0,0.75,0.75,0.5,0.0,0.75,0.75,1.0,0.5,0.5,0.5,0.75,0.75,0.0,0.0
TF,9,23.4318,0.2909,0.2709,0.8113,-0.0255,0.0352,0.3439,0.2927,0.3981,9,11,11,12,43,5,6,3,14,0.005,0.5,0.0,0.0,0.0,0.5,0.0,0.75,0.0,0.5,1.0,0.75,1.0,0.5,0.75,0.0,0.75,0.75,1.0,0.5,0.75
TF,10,25.5146,0.3174,0.2964,0.8113,-0.0149,0.0146,0.3749,0.3142,0.4149,10,13,12,11,46,9,1,5,15,0.005125,0.0,1.0,0.5,0.0,1.0,1.0,0.5,0.75,0.0,0.5,0.5,0.5,0.0,0.5,1.0,1.0,0.5,0.5,0.5,0.0
TF,11,24.5819,0.2976,0.2858,0.7828,-0.0684,0.0038,0.3498,0.3744,0.3421,10,12,11,12,45,6,8,1,15,0.005,0.5,0.75,0.75,0.0,0.5,0.0,0.75,0.5,0.5,0.0,0.0,0.75,0.75,0.0,0.75,0.5,1.0,0.5,0.75,0.75
TF,12,27.5273,0.3431,0.3041,0.7993,-0.0172,0.0431,0.3997,0.3726,0.3812,8,13,12,12,45,7,5,3,15,0.005125,0.5,0.75,0.0,1.0,1.0,0.75,1.0,0.75,0.5,0.75,0.75,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0
TF,13,24.4162,0.3042,0.2845,0.7462,-0.0132,0.0174,0.3644,0.3488,0.3686,8,12,12,11,43,5,6,3,14,0.005,0.0,0.75,0.75,0.75,0.0,1.0,0.0,0.5,1.0,1.0,0.0,0.75,0.75,0.5,0.5,0.75,0.5,0.0,0.5,0.0
TF,14,25.0347,0.3125,0.2872,0.8113,-0.0094,0.0389,0.3554,0.3749,0.3616,6,11,11,13,41,8,5,1,14,0.004375,0.5,0.0,0.75,0.5,0.0,0.5,0.75,0.0,0.0,0.5,0.75,0.5,0.0,0.75,0.0,0.75,1.0,0.5,0.5,0.5
TF,15,24.612,0.303,0.2682,0.7573,-0.0468,0.0364,0.3322,0.3634,0.3386,11,13,12,11,47,11,5,2,18,0.005625,0.5,0.75,0.75,0.75,0.5,1.0,0.5,0.75,0.5,0.5,0.5,0.75,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0
TF,16,26.8643,0.3348,0.2956,0.811,-0.0121,0.0296,0.3822,0.333,0.3878,10,12,13,13,48,8,4,4,16,0.0055,0.75,0.5,0.75,0.5,0.5,0.5,1.0,0.0,0.5,0.0,0.75,1.0,0.5,0.75,0.0,1.0,0.0,0.5,0.5,1.0
TF,17,24.5166,0.306,0.2897,0.8113,-0.0075,0.0228,0.385,0.333,0.3863,9,12,11,11,43,6,6,2,14,0.00475,0.5,0.5,0.0,0.0,0.5,0.75,1.0,0.5,1.0,0.75,0.0,0.75,0.5,0.75,0.75,0.0,0.5,0.0,0.75,0.0
TF,18,27.7388,0.3434,0.3026,0.8112,-0.0331,0.0453,0.3904,0.3701,0.382,10,13,13,11,47,8,5,3,16,0.005375,0.75,0.5,1.0,0.5,0.75,0.5,0.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.75,0.0,0.75,0.75,0.0
TF,19,29.5217,0.367,0.3046,0.8113,-0.0263,0.0638,0.4238,0.3701,0.422,10,12,13,12,47,12,6,1,19,0.00575,0.5,0.5,0.75,0.5,0.5,0.75,0.5,0.0,0.5,1.0,0.75,0.5,0.75,0.75,0.5,0.5,0.5,0.5,0.75,0.5
TF,20,24.615,0.3049,0.2894,0.8113,-0.021,0.0257,0.3831,0.3449,0.3615,4,11,12,12,39,6,5,1,12,0.003875,0.5,1.0,0.75,0.5,0.0,0.0,0.75,0.0,0.75,0.0,0.75,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.75
TF,21,24.6567,0.3062,0.2768,0.7433,-0.0192,0.0161,0.3826,0.3444,0.3427,10,12,12,12,46,4,8,2,14,0.005,0.0,0.5,0.75,0.5,0.0,0.5,1.0,0.75,0.0,0.5,0.75,0.75,0.75,0.0,0.0,0.0,0.75,1.0,0.75,0.75
TF,22,25.6579,0.3188,0.2967,0.7993,-0.0186,0.0098,0.3788,0.3724,0.385,12,12,11,12,47,8,8,1,17,0.0055,0.75,0.5,0.0,0.75,1.0,0.5,0.0,0.5,0.5,0.75,0.75,0.75,0.5,0.0,0.75,0.5,0.75,0.5,0.5,0.75
TF,23,25.4886,0.3141,0.2915,0.8113,-0.0282,-0.0025,0.3743,0.3163,0.3997,11,13,12,12,48,6,8,2,16,0.0055,0.0,0.5,1.0,0.5,0.0,0.5,0.75,0.75,0.75,0.5,0.75,0.5,0.0,0.0,1.0,0.5,0.75,0.75,0.75,0.75
TF,24,23.3636,0.2853,0.2805,0.7854,-0.0323,0.0151,0.3715,0.31,0.3601,7,12,11,11,41,9,7,0,16,0.004875,0.75,0.5,0.0,0.5,0.5,0.75,0.5,0.5,0.5,0.5,0.0,0.5,0.75,0.0,0.5,0.0,0.75,0.75,0.75,0.75
TF,25,23.6603,0.2944,0.2754,0.7993,-0.0186,0.0258,0.3599,0.354,0.3728,8,11,11,11,41,5,5,3,13,0.004625,0.5,0.0,0.0,0.75,1.0,1.0,0.75,0.5,0.75,0.0,0.0,1.0,0.75,0.0,0.0,0.0,0.5,0.5,0.75,0.5
TF,26,23.3682,0.2912,0.281,0.7854,-0.0121,0.017,0.3455,0.3596,0.3462,9,12,10,12,43,5,7,2,14,0.004875,0.75,0.75,0.0,0.75,0.5,0.0,0.5,0.0,0.0,0.0,0.75,1.0,1.0,0.75,0.75,0.5,0.5,0.75,0.5,0.0
TF,27,24.3925,0.3041,0.2729,0.7852,-0.0094,0.0263,0.2989,0.3351,0.3817,7,13,13,12,45,7,8,1,16,0.00525,0.0,0.5,0.75,0.0,0.5,0.0,0.75,0.75,0.75,0.75,0.5,0.75,0.75,0.0,0.5,0.75,1.0,0.5,0.5,0.5
TF,28,23.8293,0.297,0.2802,0.78,-0.01,0.0294,0.3732,0.3413,0.3785,8,12,10,11,41,6,5,2,13,0.004375,1.0,0.5,0.5,0.0,0.0,0.0,0.75,1.0,0.5,0.0,0.75,0.75,0.0,0.5,0.75,0.5,0.0,0.0,0.5,0.75
TF,29,22.2565,0.2767,0.2603,0.7711,-0.0132,0.0151,0.3449,0.3158,0.3659,10,11,11,11,43,13,2,2,17,0.005,0.5,0.0,0.75,0.75,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5
TF,30,24.4098,0.3044,0.2676,0.769,-0.0092,0.03,0.3431,0.3501,0.3625,9,13,11,12,45,8,6,2,16,0.00525,0.5,0.0,0.5,0.75,0.0,0.75,0.75,0.75,0.0,0.5,1.0,0.75,0.75,0.5,0.5,0.5,0.5,1.0,0.5,0.0
TF,31,23.8641,0.2951,0.2664,0.7854,-0.0328,0.027,0.3599,0.3802,0.3133,11,10,12,12,45,9,5,2,16,0.005125,0.0,0.0,0.75,0.5,0.75,0.5,0.5,0.0,0.5,0.75,0.5,0.5,0.5,0.75,1.0,1.0,0.5,0.5,0.0,0.75
TF,32,23.6954,0.2956,0.272,0.7636,-0.0084,0.0226,0.3219,0.3241,0.3773,11,13,11,12,47,8,7,2,17,0.005625,0.75,0.75,0.0,1.0,0.5,0.5,0.0,0.0,0.5,0.75,1.0,0.5,0.5,0.75,0.75,0.75,0.5,0.5,0.75,0.5
TF,33,25.8158,0.3176,0.2924,0.7875,-0.0361,0.0291,0.4126,0.3227,0.369,6,12,11,13,42,8,7,0,15,0.004625,0.75,0.0,0.75,0.5,0.5,0.0,0.75,0.0,0.5,0.5,0.5,0.75,0.0,0.75,0.75,0.0,0.5,0.5,0.75,0.5
TF,34,23.5082,0.2937,0.2676,0.7702,-0.0049,0.0481,0.3525,0.3371,0.36,5,13,10,11,39,8,4,1,13,0.004,0.75,1.0,0.0,0.5,0.0,0.5,0.0,0.5,0.75,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.75,0.75,0.5,0.0
TF,35,26.4378,0.3295,0.2938,0.7801,-0.0108,0.0303,0.3559,0.3538,0.3897,5,13,12,13,43,8,6,1,15,0.00475,0.75,0.0,0.0,0.75,0.75,0.5,0.5,0.5,0.75,0.5,0.5,0.0,0.5,0.5,0.75,0.0,1.0,0.0,0.5,0.75
TF,36,27.1068,0.3359,0.3018,0.8111,-0.0218,0.0396,0.3826,0.3491,0.3812,6,13,13,12,44,7,7,1,15,0.004875,0.75,0.75,0.5,0.0,0.5,0.5,0.75,1.0,0.5,0.75,0.0,0.5,0.0,0.0,0.75,0.5,0.75,0.5,0.0,0.75
TF,37,24.7449,0.3059,0.2777,0.7994,-0.0226,0.0402,0.3537,0.3859,0.3622,8,12,10,12,42,6,7,1,14,0.004625,0.0,0.5,0.0,0.0,0.0,0.75,0.0,1.0,0.5,0.75,0.75,0.5,0.75,0.5,0.5,0.5,0.0,0.75,0.75,0.75
TF,38,20.8267,0.2594,0.2438,0.7706,-0.0124,0.0139,0.317,0.2831,0.3426,9,11,11,12,43,6,5,3,14,0.004875,0.0,0.0,0.5,1.0,0.75,0.75,0.0,0.0,0.5,0.0,1.0,0.5,0.75,0.0,1.0,0.5,0.75,0.5,0.5,0.75
TF,39,23.7687,0.2962,0.277,0.8112,-0.017,0.0248,0.3907,0.3642,0.3581,9,10,11,11,41,6,6,1,13,0.00425,0.0,0.0,0.5,0.5,0.75,0.75,0.5,0.0,0.0,0.0,0.75,0.75,0.0,0.75,0.5,0.5,0.75,0.0,1.0,0.5
TF,40,26.7241,0.3338,0.278,0.7821,-0.0064,0.0392,0.3347,0.3414,0.3946,13,14,12,13,52,8,9,2,19,0.006375,0.5,1.0,0.5,0.5,0.75,0.75,0.75,0.5,0.5,0.75,0.5,1.0,0.75,0.75,0.5,0.75,0.0,0.75,0.75,0.5
TF,41,27.1775,0.3389,0.2895,0.7994,-0.0114,0.0433,0.3681,0.3633,0.4034,11,14,12,11,48,6,7,3,16,0.005625,0.75,0.0,1.0,1.0,0.75,0.75,0.75,0.5,0.75,0.5,0.5,0.0,0.0,1.0,0.5,0.0,0.5,0.5,0.75,0.75
TF,42,24.6707,0.3064,0.2733,0.7947,-0.0225,0.0351,0.3448,0.3555,0.3633,8,13,11,12,44,10,5,2,17,0.005375,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.75,0.75,0.75,0.75,0.0,1.0,0.5,0.5,0.75,0.5,0.5,0.5
TF,43,24.7199,0.3045,0.2804,0.783,-0.0361,0.0519,0.3968,0.3269,0.3667,6,10,12,12,40,5,5,2,12,0.004125,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.75,0.0,0.75,0.75,0.75,0.0,1.0,0.5,0.0,0.75,0.0,1.0
TF,44,24.6249,0.3057,0.2806,0.7875,-0.0146,0.014,0.3413,0.3096,0.3922,9,14,11,12,46,5,7,3,15,0.005375,0.5,0.0,0.5,0.5,1.0,0.75,0.75,0.5,0.0,0.0,0.75,0.75,0.75,0.0,0.75,0.5,1.0,0.75,1.0,0.0
TF,45,27.0409,0.3349,0.3041,0.8112,-0.029,0.0329,0.4377,0.4057,0.3949,7,11,10,12,40,8,3,2,13,0.004125,0.5,0.0,0.75,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.5,1.0,0.75,0.5,0.5,0.75,0.0,1.0,0.5
TF,46,22.6778,0.2824,0.2637,0.7616,-0.013,0.0267,0.3194,0.2959,0.3624,6,12,12,12,42,8,7,0,15,0.004625,0.0,0.5,0.75,0.5,0.0,0.5,0.75,0.0,0.75,0.5,0.5,0.5,0.0,0.75,0.75,0.75,0.75,0.0,0.5,0.5
TF,47,25.7061,0.3193,0.2912,0.7854,-0.0238,0.0217,0.403,0.3713,0.3619,9,12,12,11,44,10,7,0,17,0.005125,0.75,0.75,0.5,0.5,0.5,0.5,0.75,0.0,0.75,0.5,0.0,0.75,0.5,0.5,0.0,0.75,0.5,0.75,0.5,0.5
TF,48,23.1031,0.2858,0.2745,0.7681,-0.0179,0.0068,0.3495,0.3309,0.368,7,11,12,11,41,9,7,0,16,0.004875,0.75,0.75,0.0,0.5,0.5,0.5,0.75,0.5,0.75,0.5,0.0,0.75,0.0,0.5,0.5,0.5,0.75,0.0,0.75,0.5
TF,49,23.4838,0.2903,0.2722,0.7681,-0.0372,0.0248,0.3765,0.297,0.3345,6,13,12,11,42,8,4,2,14,0.0045,0.75,0.75,1.0,0.5,1.0,0.0,0.5,0.0,0.5,0.5,0.5,0.75,0.5,0.0,0.0,0.75,0.5,0.0,0.0,0.5
