Kind,Min_Length,Max_Length,Repetition,Sum of Absolute Values,Mean Value,Standard Deviation,Shannon Entropy,Maximum Value,Minimum Value,Kmeans Threshold_A,Kmeans Threshold_B,Kmeans Nodes A Exceeding Treshhold = 1,Kmeans Nodes B Exceeding Treshhold = 1,Total Nodes = 1,count_11,count_00,count_mixed,Overlap % with zeroes,Overlap % no zeroes,Sum of min
LSTM,40,45,27,13.3317,0.5555,0.3303,3.9069,0.9946,0.0,0.4733,0.4837,9,6,15,4,1,7,0.5,0.5714,3.9426
LSTM,40,45,28,11.1879,0.4662,0.3517,3.585,0.9926,0.0,0.4622,0.4701,6,6,12,2,2,8,0.2,0.25,2.3724
LSTM,40,45,29,11.266,0.4694,0.4178,3.3219,0.9894,0.0,0.5369,0.5332,6,4,10,0,2,10,0.0,0.0,0.955
LSTM,40,45,30,11.7427,0.4874,0.3634,3.7004,0.9406,-0.0179,0.5068,0.4146,7,6,13,2,1,9,0.2,0.2222,2.2539
LSTMA,40,45,0,0.3645,0.0152,0.0094,4.0875,0.0233,0.0,0.0096,0.0117,7,10,17,7,2,3,1.4,2.3333,0.1231
LSTMA,40,45,1,3.157,0.1222,0.2506,3.3219,0.8235,-0.0278,0.3386,0.0079,4,6,10,0,2,10,0.0,0.0,0.0
LSTMA,40,45,2,0.1679,0.007,0.0086,3.3219,0.0209,0.0,0.0057,0.0101,4,6,10,4,6,2,0.5,2.0,0.0471
LSTMA,40,45,3,1.0879,0.0453,0.0687,3.4594,0.2189,0.0,0.0172,0.1011,7,4,11,4,5,3,0.5,1.3333,0.1862
LSTMA,40,45,4,0.13,0.0054,0.0081,3.1699,0.0179,0.0,0.0094,0.0,7,2,9,1,4,7,0.0909,0.1429,0.0
LSTMA,40,45,5,0.6354,0.0249,0.0389,3.1699,0.0987,-0.0095,0.0522,0.008,5,4,9,2,5,5,0.2,0.4,0.0322
LSTMA,40,45,6,0.7047,0.0262,0.0274,3.585,0.0729,-0.0132,0.018,0.0345,6,6,12,1,1,10,0.0909,0.1,0.0865
LSTMA,40,45,7,1.769,0.0737,0.0918,3.1699,0.2742,0.0,0.1274,0.0288,6,3,9,2,5,5,0.2,0.4,0.2397
LSTMA,40,45,8,0.2157,0.009,0.023,3.8074,0.0808,0.0,0.0,0.0431,12,2,14,2,0,10,0.2,0.2,0.0
LSTMA,40,45,9,1.0191,0.0183,0.0706,3.1699,0.1985,-0.0328,0.0791,-0.0089,4,12,16,1,4,7,0.0909,0.1429,0.0
LSTMA,40,45,10,0.7422,-0.0261,0.0351,3.7004,0.0154,-0.0942,-0.0018,-0.0557,12,12,24,4,3,5,0.5,0.8,0.0
LSTMA,40,45,11,2.3687,0.0987,0.1247,3.3219,0.295,0.0,0.1442,0.0134,8,2,10,0,2,10,0.0,0.0,0.0951
LSTMA,40,45,12,0.172,0.0072,0.0137,2.585,0.0368,0.0,0.02,0.0,4,2,6,2,8,2,0.2,1.0,0.0
LSTMA,40,45,13,1.3068,0.0399,0.0761,3.1699,0.2462,-0.0456,0.0103,0.1182,6,3,9,0,3,9,0.0,0.0,0.0293
LSTMA,40,45,14,0.1465,-0.0061,0.0074,2.585,0.0,-0.0168,-0.009,0.0,12,3,15,1,7,4,0.0909,0.25,0.0
LSTMA,40,45,15,4.2284,0.1356,0.2094,3.585,0.4916,-0.0883,0.0085,0.2228,4,8,12,2,2,8,0.2,0.25,0.1926
LSTMA,40,45,16,0.4869,0.0024,0.0251,3.0,0.056,-0.036,0.0211,0.002,3,5,8,0,4,8,0.0,0.0,0.0
LSTMA,40,45,17,1.3268,0.0543,0.0318,3.8074,0.1045,-0.0117,0.0645,0.0339,5,9,14,4,2,6,0.5,0.6667,0.389
LSTMA,40,45,18,0.2518,-0.0064,0.0168,3.3219,0.0223,-0.0376,-0.0162,0.0,12,3,15,2,4,6,0.2,0.3333,0.0
LSTMA,40,45,19,0.6744,0.0237,0.023,3.585,0.0545,-0.0266,0.0259,0.0188,3,9,12,2,2,8,0.2,0.25,0.1692
LSTMA,40,45,20,0.4782,0.013,0.0247,2.3219,0.064,-0.051,0.0299,0.0199,4,1,5,0,7,5,0.0,0.0,0.0575
LSTMA,40,45,21,0.2035,0.0085,0.0167,2.585,0.0712,0.0,0.0081,0.0296,4,2,6,2,8,2,0.2,1.0,0.0454
LSTMA,40,45,22,0.3948,0.0165,0.0182,3.585,0.0485,0.0,0.0125,0.0243,8,4,12,4,4,4,0.5,1.0,0.0984
LSTMA,40,45,23,0.0697,0.0029,0.0045,3.0,0.0104,0.0,0.005,0.0,7,1,8,1,5,6,0.0909,0.1667,0.0
LSTMA,40,45,24,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,2,1,11,0,0.0909,0.0,0.0
LSTMA,40,45,25,1.0362,0.032,0.0399,3.8074,0.0784,-0.0231,0.0335,0.0175,7,7,14,7,5,0,1.4,0.0,0.3679
LSTMA,40,45,26,1.0814,0.0451,0.0586,3.585,0.1264,-0.0,-0.0,0.0601,12,9,21,3,3,6,0.3333,0.5,0.0
LSTMA,40,45,27,0.0372,0.0016,0.0024,3.3219,0.0053,0.0,0.0,0.0027,3,7,10,2,4,6,0.2,0.3333,0.0
LSTMA,40,45,28,1.6138,0.0659,0.0655,3.1699,0.2259,-0.0163,0.0556,0.1308,7,2,9,1,4,7,0.0909,0.1429,0.2567
LSTMA,40,45,29,2.4664,0.1021,0.1135,3.7004,0.278,-0.0045,0.1384,0.0303,8,5,13,2,1,9,0.2,0.2222,0.2033
LSTMA,40,45,30,2.3471,0.0837,0.1008,3.3219,0.3163,-0.0595,0.1677,0.0321,4,6,10,0,2,10,0.0,0.0,0.345
GRU,40,45,0,8.8925,0.3657,0.3146,3.585,0.8731,-0.0298,0.2478,0.4608,5,7,12,3,3,6,0.3333,0.5,1.8933
GRU,40,45,1,8.7246,0.3631,0.2656,3.7004,0.7559,-0.0023,0.2381,0.4582,7,6,13,3,2,7,0.3333,0.4286,2.6349
GRU,40,45,2,12.1292,0.5054,0.4353,3.585,0.9936,0.0,0.4947,0.5106,8,4,12,0,0,12,0.0,0.0,1.074
GRU,40,45,3,14.6366,0.6099,0.379,3.9069,0.9972,0.0,0.479,0.5636,7,8,15,3,0,9,0.3333,0.3333,3.3141
GRU,40,45,4,12.4903,0.5204,0.4389,3.585,0.9997,0.0,0.5396,0.5013,6,6,12,0,0,12,0.0,0.0,1.252
GRU,40,45,5,13.401,0.5584,0.3483,3.7004,0.9853,0.0,0.504,0.5613,7,6,13,2,1,9,0.2,0.2222,3.4282
GRU,40,45,6,12.3784,0.5158,0.3347,3.585,0.9889,0.0,0.5722,0.4621,5,7,12,3,3,6,0.3333,0.5,4.2169
GRU,40,45,7,10.9856,0.4577,0.4119,3.4594,0.9916,0.0,0.5512,0.4307,5,6,11,0,1,11,0.0,0.0,1.3125
GRU,40,45,8,11.8491,0.4937,0.4001,3.8074,0.9974,0.0,0.3873,0.4764,7,7,14,3,1,8,0.3333,0.375,2.1177
GRU,40,45,9,14.3129,0.5964,0.3773,3.585,0.9986,0.0,0.6337,0.559,6,6,12,1,1,10,0.0909,0.1,3.1904
GRU,40,45,10,10.0548,0.4174,0.3471,3.7004,0.9303,-0.0181,0.2977,0.4592,5,8,13,3,2,7,0.3333,0.4286,2.0206
GRU,40,45,11,12.0509,0.5021,0.4278,3.3219,0.992,0.0,0.5705,0.5743,4,6,10,0,2,10,0.0,0.0,1.4763
GRU,40,45,12,11.4717,0.478,0.392,3.7004,0.9947,0.0,0.4541,0.4398,8,5,13,2,1,9,0.2,0.2222,1.6468
GRU,40,45,13,13.0677,0.5445,0.4478,3.585,0.9997,0.0,0.5581,0.5327,5,7,12,1,1,10,0.0909,0.1,1.7489
GRU,40,45,14,14.2764,0.5949,0.3993,3.9069,0.9959,0.0,0.4625,0.5286,6,9,15,3,0,9,0.3333,0.3333,3.0205
GRU,40,45,15,12.129,0.5054,0.4281,3.7004,0.9947,0.0,0.4783,0.4636,7,6,13,1,0,11,0.0909,0.0909,1.3086
GRU,40,45,16,13.2673,0.5528,0.3823,3.7004,0.9924,0.0,0.5304,0.5081,8,5,13,1,0,11,0.0909,0.0909,2.4774
GRU,40,45,17,12.5377,0.5224,0.3776,3.3219,0.9945,0.0,0.625,0.5446,3,7,10,1,3,8,0.0909,0.125,3.1235
GRU,40,45,18,12.475,0.5198,0.4053,3.7004,0.9874,0.0,0.5381,0.4423,5,8,13,1,0,11,0.0909,0.0909,1.735
GRU,40,45,19,12.7877,0.5328,0.4154,3.585,0.9916,0.0,0.5121,0.5535,6,6,12,1,1,10,0.0909,0.1,2.1396
GRU,40,45,20,12.1235,0.5051,0.4278,3.585,0.9988,0.0,0.5312,0.4826,4,8,12,0,0,12,0.0,0.0,1.273
GRU,40,45,21,7.8449,0.3269,0.3183,3.7004,0.8075,-0.0,0.4611,0.101,9,4,13,3,2,7,0.3333,0.4286,0.8463
GRU,40,45,22,12.0105,0.5004,0.3308,3.585,0.9927,0.0,0.638,0.3629,6,6,12,4,4,4,0.5,1.0,3.5782
GRU,40,45,23,11.8838,0.4952,0.3246,3.7004,0.893,0.0,0.5102,0.4295,6,7,13,3,2,7,0.3333,0.4286,3.8681
GRU,40,45,24,13.4148,0.5589,0.4383,3.7004,0.9985,0.0,0.5361,0.5112,8,5,13,1,0,11,0.0909,0.0909,2.1342
GRU,40,45,25,13.6066,0.5669,0.4021,3.585,0.9962,0.0,0.5678,0.566,6,6,12,1,1,10,0.0909,0.1,2.7582
GRU,40,45,26,13.5935,0.5664,0.4048,3.7004,0.9821,0.0,0.5818,0.4912,7,6,13,1,0,11,0.0909,0.0909,2.2864
GRU,40,45,27,10.8751,0.4531,0.3237,3.9069,0.9895,0.0,0.5167,0.2653,7,8,15,4,1,7,0.5,0.5714,2.6417
GRU,40,45,28,13.0863,0.5453,0.3622,3.8074,0.9854,0.0,0.5117,0.4673,7,7,14,2,0,10,0.2,0.2,3.1021
GRU,40,45,29,12.3494,0.5146,0.4114,3.585,0.9974,0.0,0.503,0.5261,6,6,12,2,2,8,0.2,0.25,2.1793
GRU,40,45,30,12.0629,0.5026,0.4391,3.4594,0.9959,0.0,0.5537,0.5253,5,6,11,0,1,11,0.0,0.0,1.1104
GRUA,40,45,0,1.3435,0.0493,0.0496,3.585,0.1163,-0.0389,0.0594,0.038,5,7,12,1,1,10,0.0909,0.1,0.1844
GRUA,40,45,1,1.0497,0.0437,0.0544,3.0,0.1276,0.0,0.0804,0.0,7,1,8,0,4,8,0.0,0.0,0.0
GRUA,40,45,2,1.7694,0.0723,0.0477,4.3219,0.1253,-0.017,0.0714,0.019,10,10,20,10,2,0,5.0,0.0,0.4647
GRUA,40,45,3,2.1136,0.0881,0.0745,2.8074,0.2583,0.0,0.1266,0.1089,3,4,7,1,6,5,0.0909,0.2,0.5624
GRUA,40,45,4,4.1566,0.1434,0.2174,3.3219,0.549,-0.072,0.2931,0.0128,6,4,10,3,5,4,0.3333,0.75,0.2808
GRUA,40,45,5,0.804,0.0335,0.0166,4.1699,0.0572,-0.0003,0.0209,0.0285,8,10,18,7,1,4,1.4,1.75,0.2744
GRUA,40,45,6,0.0502,0.0016,0.0029,3.4594,0.0055,-0.002,-0.0,0.002,12,8,20,1,2,9,0.0909,0.1111,0.0
GRUA,40,45,7,1.4418,0.059,0.0433,3.9069,0.1269,-0.0133,0.0655,0.0307,9,6,15,4,1,7,0.5,0.5714,0.2909
GRUA,40,45,8,0.9391,0.0092,0.0507,3.4594,0.0796,-0.1387,-0.0146,0.033,12,3,15,0,1,11,0.0,0.0,0.0
GRUA,40,45,9,0.1462,0.0044,0.007,3.3219,0.0132,-0.0068,0.0049,0.0048,3,7,10,0,2,10,0.0,0.0,0.0024
GRUA,40,45,10,1.001,0.0406,0.0337,3.585,0.0895,-0.0131,0.0456,0.0368,4,8,12,2,2,8,0.2,0.25,0.2266
GRUA,40,45,11,2.3678,0.0972,0.0937,3.8074,0.2543,-0.0171,0.1625,0.023,6,8,14,4,2,6,0.5,0.6667,0.3967
GRUA,40,45,12,1.7223,0.0362,0.0951,3.7004,0.1965,-0.0535,-0.0166,0.0839,12,6,18,6,5,1,1.0,6.0,0.0945
GRUA,40,45,13,0.2108,0.0086,0.0151,3.4594,0.0348,-0.0004,-0.0,0.0172,12,6,18,3,4,5,0.3333,0.6,0.0
GRUA,40,45,14,0.0,-0.0,0.0,3.1699,0.0,-0.0,-0.0,0.0,12,1,13,1,4,7,0.0909,0.1429,0.0
GRUA,40,45,15,1.3346,-0.013,0.07,3.0,0.0991,-0.1129,-0.0168,0.0199,12,3,15,0,4,8,0.0,0.0,0.0
GRUA,40,45,16,0.8166,0.0244,0.0486,3.0,0.2123,-0.068,0.0091,0.1174,7,1,8,0,4,8,0.0,0.0,0.1248
GRUA,40,45,17,0.8657,0.0254,0.0391,3.4594,0.0812,-0.0211,0.0234,0.035,6,5,11,5,6,1,0.7143,5.0,0.2991
GRUA,40,45,18,2.0685,0.0757,0.095,3.585,0.1931,-0.0493,0.0169,0.0805,2,10,12,1,1,10,0.0909,0.1,0.0449
GRUA,40,45,19,0.1656,0.0068,0.0069,3.3219,0.019,-0.0005,0.0088,0.0065,6,4,10,2,4,6,0.2,0.3333,0.0348
GRUA,40,45,20,0.0904,0.0025,0.0084,3.7004,0.03,-0.0048,0.0156,-0.0027,2,12,14,1,0,11,0.0909,0.0909,0.0
GRUA,40,45,21,2.1456,0.0785,0.0875,3.4594,0.2709,-0.0461,0.063,0.1039,5,6,11,1,2,9,0.0909,0.1111,0.2966
GRUA,40,45,22,0.8988,0.0374,0.0331,4.3219,0.0865,0.0,0.0059,0.0444,10,10,20,9,1,2,3.0,4.5,0.1186
GRUA,40,45,23,2.1464,0.0866,0.0761,3.0,0.231,-0.0177,0.0865,0.1207,3,5,8,1,5,6,0.0909,0.1667,0.5613
GRUA,40,45,24,0.0,-0.0,0.0,2.585,0.0,-0.0,-0.0,0.0,12,1,13,1,7,4,0.0909,0.25,0.0
GRUA,40,45,25,0.1649,0.0069,0.0088,3.585,0.0194,-0.0,-0.0,0.0093,12,9,21,2,2,8,0.2,0.25,0.0
GRUA,40,45,26,0.4166,0.0065,0.035,2.0,0.1391,-0.0157,0.0515,0.0077,2,2,4,0,8,4,0.0,0.0,0.0
GRUA,40,45,27,0.1368,-0.0046,0.0073,2.585,0.0133,-0.0134,0.0,-0.005,3,12,15,2,8,2,0.2,1.0,0.0
GRUA,40,45,28,1.5206,0.0613,0.0853,3.3219,0.2047,-0.004,0.0968,0.0195,7,3,10,0,2,10,0.0,0.0,0.0249
GRUA,40,45,29,0.6324,0.0221,0.0378,3.0,0.097,-0.007,0.0512,0.0044,5,3,8,0,4,8,0.0,0.0,0.0289
GRUA,40,45,30,1.9772,0.0824,0.0667,3.585,0.2905,0.0,0.0479,0.1229,8,4,12,3,3,6,0.3333,0.5,0.5374
RNN,50,50,0,11.0302,0.459,0.3799,3.4594,0.9959,-0.0036,0.4301,0.5534,6,5,11,2,3,7,0.2,0.2857,2.0324
RNN,50,50,1,10.2756,0.4282,0.3766,3.4594,0.9735,0.0,0.5759,0.3286,6,5,11,0,1,11,0.0,0.0,1.2858
RNN,50,50,2,9.4169,0.392,0.344,3.3219,0.9303,-0.0023,0.5126,0.3192,7,3,10,1,3,8,0.0909,0.125,1.9026
RNN,50,50,3,12.6208,0.5259,0.4325,3.7004,0.9978,0.0,0.4794,0.5086,8,5,13,1,0,11,0.0909,0.0909,1.4176
RNN,50,50,4,10.4011,0.4334,0.3974,3.4594,0.8709,0.0,0.4647,0.4767,4,7,11,0,1,11,0.0,0.0,0.6089
RNN,50,50,5,11.3964,0.4749,0.4078,3.3219,0.989,0.0,0.5314,0.5468,5,5,10,0,2,10,0.0,0.0,1.6159
RNN,50,50,6,13.0605,0.5442,0.3276,3.7004,0.9936,0.0,0.4279,0.6141,7,6,13,2,1,9,0.2,0.2222,3.5555
RNN,50,50,7,11.7153,0.4873,0.3573,3.8074,0.9911,-0.0051,0.5788,0.2847,8,6,14,3,1,8,0.3333,0.375,2.6771
RNN,50,50,8,12.5652,0.5169,0.4395,3.585,0.9929,-0.0399,0.5484,0.4854,6,6,12,0,0,12,0.0,0.0,1.1916
RNN,50,50,9,10.5093,0.4379,0.3179,3.8074,0.9892,0.0,0.366,0.4282,8,6,14,2,0,10,0.2,0.2,1.9312
RNN,50,50,10,11.7749,0.4906,0.4058,3.585,0.9968,0.0,0.57,0.4112,6,6,12,1,1,10,0.0909,0.1,1.5847
RNN,50,50,11,12.3745,0.5156,0.4035,3.4594,0.9988,0.0,0.533,0.5591,6,5,11,2,3,7,0.2,0.2857,2.5215
RNN,50,50,12,13.1666,0.5486,0.3864,3.585,0.9479,0.0,0.5498,0.5541,5,7,12,0,0,12,0.0,0.0,2.1714
RNN,50,50,13,12.0013,0.4986,0.3672,3.585,0.9962,-0.0176,0.4971,0.5001,6,6,12,2,2,8,0.2,0.25,3.0179
RNN,50,50,14,9.5651,0.3948,0.325,3.4594,1.0392,-0.0251,0.2576,0.5872,6,5,11,2,3,7,0.2,0.2857,1.8882
RNN,50,50,15,13.6794,0.57,0.398,3.585,0.9932,0.0,0.5574,0.5826,6,6,12,0,0,12,0.0,0.0,2.3648
RNN,50,50,16,12.8531,0.5355,0.4075,3.585,0.9947,0.0,0.5032,0.5691,7,5,12,2,2,8,0.2,0.25,2.6748
RNN,50,50,17,12.4301,0.5179,0.3094,3.8074,0.9221,0.0,0.4412,0.4915,8,6,14,4,2,6,0.5,0.6667,4.2796
RNN,50,50,18,11.9258,0.4957,0.4108,3.585,0.9371,-0.0049,0.564,0.4289,7,5,12,1,1,10,0.0909,0.1,2.1029
RNN,50,50,19,10.7467,0.4478,0.4525,3.4594,0.9974,0.0,0.5718,0.3699,8,3,11,0,1,11,0.0,0.0,0.675
RNN,50,50,20,9.2864,0.3848,0.3416,3.3219,0.8803,-0.0128,0.5178,0.3726,4,6,10,0,2,10,0.0,0.0,1.4612
RNN,50,50,21,13.0008,0.5417,0.4224,3.7004,0.9995,0.0,0.5501,0.4658,6,7,13,1,0,11,0.0909,0.0909,2.0002
RNN,50,50,22,10.7167,0.4465,0.4226,3.4594,0.9997,0.0,0.4188,0.5539,8,3,11,0,1,11,0.0,0.0,1.1585
RNN,50,50,23,13.5869,0.5661,0.4104,3.585,1.2174,0.0,0.5724,0.5527,5,7,12,1,1,10,0.0909,0.1,2.8223
RNN,50,50,24,12.0322,0.5013,0.3975,3.585,0.9811,0.0,0.4583,0.5444,6,6,12,2,2,8,0.2,0.25,2.0033
RNN,50,50,25,12.0966,0.504,0.4189,3.3219,0.9783,0.0,0.5621,0.5847,4,6,10,0,2,10,0.0,0.0,1.4855
RNN,50,50,26,10.9645,0.4512,0.3745,3.4594,0.989,-0.0337,0.4952,0.4587,6,5,11,1,2,9,0.0909,0.1111,2.3547
RNN,50,50,27,13.4375,0.5599,0.3577,3.7004,0.9858,0.0,0.4541,0.6076,6,7,13,2,1,9,0.2,0.2222,3.2454
RNN,50,50,28,10.6908,0.437,0.3898,3.7004,0.9814,-0.0434,0.2731,0.5143,5,8,13,2,1,9,0.2,0.2222,1.6613
RNN,50,50,29,14.5533,0.6064,0.3493,4.0875,0.9789,0.0,0.5342,0.3863,8,9,17,6,1,5,1.0,1.2,4.8517
RNN,50,50,30,9.822,0.4093,0.3069,3.7004,0.9715,0.0,0.5149,0.2707,6,7,13,2,1,9,0.2,0.2222,2.4013
RNNA,50,50,0,0.1308,0.0055,0.0163,3.8074,0.0592,0.0,0.0,0.0302,12,2,14,2,0,10,0.2,0.2,0.0
RNNA,50,50,1,0.0684,0.0029,0.0034,1.585,0.0109,-0.0,0.0071,0.0051,1,2,3,0,9,3,0.0,0.0,0.0
RNNA,50,50,2,0.1179,0.0049,0.0067,3.4594,0.0144,0.0,0.0075,0.0,8,3,11,3,4,5,0.3333,0.6,0.0
RNNA,50,50,3,0.2742,0.0093,0.0177,3.585,0.057,-0.0085,0.0229,0.0008,4,8,12,1,1,10,0.0909,0.1,0.0063
RNNA,50,50,4,0.3467,0.0001,0.0177,3.4594,0.0246,-0.03,-0.0045,0.006,12,5,17,5,6,1,0.7143,5.0,0.0661
RNNA,50,50,5,0.0695,0.0029,0.0053,2.585,0.0209,0.0,0.0074,0.0037,3,3,6,0,6,6,0.0,0.0,0.0012
RNNA,50,50,6,0.0,0.0,0.0,3.9069,0.0,0.0,0.0,0.0,12,3,15,3,0,9,0.3333,0.3333,0.0
RNNA,50,50,7,0.2622,-0.0002,0.0156,3.3219,0.0292,-0.0218,0.0149,-0.0105,4,12,16,4,6,2,0.5,2.0,0.0009
RNNA,50,50,8,2.9078,0.1038,0.1635,3.3219,0.4329,-0.0289,0.0322,0.1734,3,7,10,3,5,4,0.3333,0.75,0.255
RNNA,50,50,9,4.5125,0.1788,0.2242,3.3219,0.6206,-0.034,0.0361,0.3381,4,6,10,1,3,8,0.0909,0.125,0.3445
RNNA,50,50,10,0.3462,0.0101,0.0291,2.3219,0.1403,-0.0176,0.0099,0.0709,4,1,5,1,8,3,0.0909,0.3333,0.0388
RNNA,50,50,11,0.598,0.0081,0.027,3.8074,0.0498,-0.0476,0.009,-0.0035,6,12,18,6,4,2,1.0,3.0,0.1651
RNNA,50,50,12,0.2818,0.0077,0.0188,3.7004,0.0528,-0.0162,-0.0045,0.0208,12,5,17,1,0,11,0.0909,0.0909,0.0
RNNA,50,50,13,1.8754,0.0781,0.1017,2.3219,0.3058,0.0,0.0378,0.1774,1,4,5,0,7,5,0.0,0.0,0.1398
RNNA,50,50,14,2.0626,0.0859,0.1039,3.585,0.2606,0.0,0.0156,0.1563,6,6,12,6,6,0,1.0,0.0,0.1622
RNNA,50,50,15,0.3539,0.013,0.0118,3.4594,0.0322,-0.0076,0.0083,0.0185,8,3,11,0,1,11,0.0,0.0,0.071
RNNA,50,50,16,0.2808,-0.0066,0.0113,3.1699,0.0175,-0.019,-0.0068,-0.0015,12,12,24,0,3,9,0.0,0.0,0.0
RNNA,50,50,17,0.1014,0.0042,0.008,2.3219,0.0376,-0.0001,0.0061,0.0193,4,1,5,0,7,5,0.0,0.0,0.0067
RNNA,50,50,18,5.227,0.2039,0.2366,4.0,0.4894,-0.0319,0.2866,-0.0065,10,12,22,4,0,8,0.5,0.5,0.0883
RNNA,50,50,19,1.4069,0.0506,0.0772,3.585,0.2115,-0.0365,0.0105,0.101,7,5,12,1,1,10,0.0909,0.1,0.0593
RNNA,50,50,20,0.6142,0.0032,0.033,2.8074,0.0649,-0.0195,-0.0102,0.0284,12,5,17,0,5,7,0.0,0.0,0.0
RNNA,50,50,21,0.0275,0.0011,0.0012,4.0,0.003,0.0,0.0014,0.0003,8,8,16,8,4,0,2.0,0.0,0.005
RNNA,50,50,22,0.5123,-0.0166,0.026,3.4594,0.0204,-0.0762,0.0037,-0.0357,5,12,17,3,4,5,0.3333,0.6,0.0
RNNA,50,50,23,0.0025,0.0001,0.0005,3.7004,0.0025,0.0,0.0013,0.0,1,12,13,1,0,11,0.0909,0.0909,0.0
RNNA,50,50,24,3.1935,0.1287,0.176,3.7004,0.5161,-0.0213,0.0157,0.2648,8,5,13,1,0,11,0.0909,0.0909,0.323
RNNA,50,50,25,0.2015,-0.0063,0.0109,2.585,0.0127,-0.0202,-0.0055,-0.0,12,12,24,1,7,4,0.0909,0.25,0.0
RNNA,50,50,26,0.2199,0.0046,0.0105,3.4594,0.0199,-0.0136,0.0025,0.008,6,5,11,0,1,11,0.0,0.0,0.0041
RNNA,50,50,27,0.2057,0.0086,0.0193,2.585,0.0557,0.0,0.0,0.0256,2,4,6,2,8,2,0.2,1.0,0.0
RNNA,50,50,28,0.2059,0.0086,0.0096,4.1699,0.0209,0.0,0.001,0.0105,9,9,18,9,3,0,3.0,0.0,0.0174
RNNA,50,50,29,4.3722,0.1799,0.1084,4.1699,0.3439,-0.0268,0.115,0.1356,9,9,18,9,3,0,3.0,0.0,1.6781
RNNA,50,50,30,0.15,0.006,0.0112,2.585,0.0297,-0.0007,0.0,0.0141,1,5,6,0,6,6,0.0,0.0,0.0
LSTM,50,50,0,5.5233,0.2301,0.2289,3.585,0.7974,0.0,0.1377,0.3423,7,5,12,5,5,2,0.7143,2.5,1.9024
LSTM,50,50,1,11.8767,0.4949,0.3173,3.8074,0.8909,0.0,0.4756,0.4184,6,8,14,3,1,8,0.3333,0.375,3.2155
LSTM,50,50,2,12.0512,0.5021,0.3559,3.585,0.9705,0.0,0.5001,0.5069,8,4,12,1,1,10,0.0909,0.1,2.2698
LSTM,50,50,3,11.2215,0.4676,0.3605,3.4594,0.9359,0.0,0.5338,0.4625,4,7,11,2,3,7,0.2,0.2857,2.6462
LSTM,50,50,4,8.0172,0.334,0.2863,3.3219,0.8341,0.0,0.489,0.242,6,4,10,2,4,6,0.2,0.3333,1.564
LSTM,50,50,5,11.9351,0.4973,0.4082,3.585,0.9896,0.0,0.5277,0.4789,7,5,12,1,1,10,0.0909,0.1,1.7774
LSTM,50,50,6,9.093,0.3789,0.2514,3.7004,0.7169,0.0,0.3782,0.3394,6,7,13,3,2,7,0.3333,0.4286,2.542
LSTM,50,50,7,7.2385,0.2951,0.2969,3.8074,0.8641,-0.0397,0.1112,0.4086,7,7,14,5,3,4,0.7143,1.25,1.4587
LSTM,50,50,8,12.136,0.5057,0.2742,4.0,0.849,0.0,0.4253,0.4115,8,8,16,6,2,4,1.0,1.5,4.159
LSTM,50,50,9,11.9846,0.4994,0.3195,3.8074,0.9682,0.0,0.3451,0.5299,5,9,14,3,1,8,0.3333,0.375,3.1683
LSTM,50,50,10,11.1316,0.4638,0.2867,3.585,0.8848,0.0,0.3254,0.6074,7,5,12,3,3,6,0.3333,0.5,3.2828
LSTM,50,50,11,5.8975,0.2457,0.2313,3.1699,0.7953,-0.0,0.2381,0.3275,3,6,9,0,3,9,0.0,0.0,0.992
LSTM,50,50,12,11.6562,0.4857,0.4048,3.4594,0.9974,0.0,0.5915,0.4581,7,4,11,0,1,11,0.0,0.0,1.7521
LSTM,50,50,13,10.6842,0.4452,0.3596,3.585,0.9106,0.0,0.4001,0.4902,5,7,12,1,1,10,0.0909,0.1,2.0487
LSTM,50,50,14,9.1569,0.3772,0.3631,3.7004,0.9432,-0.013,0.512,0.1523,8,5,13,2,1,9,0.2,0.2222,1.2349
LSTM,50,50,15,10.7902,0.4496,0.3879,3.585,0.9959,0.0,0.4929,0.4063,6,6,12,4,4,4,0.5,1.0,2.7079
LSTM,50,50,16,13.2752,0.5531,0.4041,3.8074,1.0864,0.0,0.5028,0.4731,8,6,14,3,1,8,0.3333,0.375,3.1781
LSTM,50,50,17,13.9403,0.5808,0.326,3.7004,0.9857,0.0,0.5177,0.5941,7,6,13,2,1,9,0.2,0.2222,4.113
LSTM,50,50,18,11.0562,0.4607,0.3601,3.585,0.9884,0.0,0.5122,0.4151,5,7,12,2,2,8,0.2,0.25,2.2059
LSTM,50,50,19,13.652,0.5688,0.3634,3.9069,0.9906,0.0,0.4552,0.5074,8,7,15,3,0,9,0.3333,0.3333,3.3173
LSTM,50,50,20,12.3687,0.5154,0.3694,3.7004,0.992,0.0,0.5012,0.476,8,5,13,1,0,11,0.0909,0.0909,2.3195
LSTM,50,50,21,12.7142,0.5298,0.4173,3.4594,0.9948,0.0,0.5234,0.5994,4,7,11,1,2,9,0.0909,0.1111,2.3941
LSTM,50,50,22,11.2974,0.4707,0.379,3.7004,0.9323,0.0,0.3803,0.4844,5,8,13,2,1,9,0.2,0.2222,1.9975
LSTM,50,50,23,10.1899,0.4246,0.3977,3.3219,0.9883,0.0,0.462,0.5136,5,5,10,0,2,10,0.0,0.0,1.0543
