Kind,Min_Length,Max_Length,Repetition,Sum of Absolute Values,Mean Value,Standard Deviation,Shannon Entropy,Maximum Value,Minimum Value,Kmeans Threshold_A,Kmeans Threshold_B,Kmeans Nodes A Exceeding Treshhold = 1,Kmeans Nodes B Exceeding Treshhold = 1,Total Nodes = 1,count_11,count_00,count_mixed,Overlap % with zeroes,Overlap % no zeroes,Sum of min
LSTM,20,20,23,7.9881,0.3328,0.2457,3.8074,0.7861,0.0,0.2351,0.3618,7,7,14,3,1,8,0.3333,0.375,1.5807
LSTM,20,20,24,11.1614,0.4651,0.4064,3.585,0.9841,0.0,0.4762,0.4539,6,6,12,2,2,8,0.2,0.25,1.5988
LSTM,20,20,25,11.4015,0.4751,0.322,3.1699,0.9988,0.0,0.6348,0.5122,2,7,9,0,3,9,0.0,0.0,2.8544
LSTM,20,20,26,8.0004,0.3307,0.2548,3.3219,0.8417,-0.0197,0.1963,0.5721,7,3,10,0,2,10,0.0,0.0,1.9656
LSTM,20,20,27,13.0984,0.5458,0.3759,3.3219,0.9972,0.0,0.6155,0.5925,4,6,10,0,2,10,0.0,0.0,2.5149
LSTM,20,20,28,11.8023,0.4918,0.3834,3.585,0.9858,0.0,0.4257,0.5578,6,6,12,0,0,12,0.0,0.0,1.6243
LSTM,20,20,29,13.1099,0.5462,0.3853,3.7004,0.9954,0.0,0.5217,0.5116,6,7,13,1,0,11,0.0909,0.0909,2.8101
LSTM,20,20,30,8.76,0.365,0.3607,3.4594,0.9666,-0.0,0.5101,0.232,7,4,11,3,4,5,0.3333,0.6,1.7859
LSTMA,20,20,0,1.5996,0.0664,0.0885,3.4594,0.2394,-0.0016,0.1158,0.0197,6,5,11,1,2,9,0.0909,0.1111,0.1123
LSTMA,20,20,1,0.7318,0.0074,0.0388,3.1699,0.0834,-0.0447,0.012,0.0165,4,5,9,2,5,5,0.2,0.4,0.0761
LSTMA,20,20,2,0.6078,0.0253,0.0531,2.8074,0.1777,0.0,0.0726,0.0,4,3,7,1,6,5,0.0909,0.2,0.0
LSTMA,20,20,3,0.323,0.0121,0.0202,3.1699,0.0495,-0.0158,0.0279,0.0,5,4,9,2,5,5,0.2,0.4,0.0
LSTMA,20,20,4,3.5701,0.1425,0.1107,4.0,0.3559,-0.0386,0.1008,0.1211,9,7,16,5,1,6,0.7143,0.8333,0.9309
LSTMA,20,20,5,4.3363,0.1803,0.0949,4.0,0.2702,-0.0041,0.1636,0.1326,9,7,16,6,2,4,1.0,1.5,1.6789
LSTMA,20,20,6,0.7568,0.0315,0.0546,3.3219,0.1277,-0.0,-0.0,0.0631,12,6,18,3,5,4,0.3333,0.75,0.0
LSTMA,20,20,7,0.23,0.0096,0.0049,4.2479,0.0134,0.0,0.0065,0.0057,9,10,19,8,1,3,2.0,2.6667,0.0926
LSTMA,20,20,8,0.3413,0.0113,0.013,3.8074,0.0275,-0.0115,0.0088,0.0119,5,9,14,4,2,6,0.5,0.6667,0.0878
LSTMA,20,20,9,1.7058,0.0707,0.0558,3.8074,0.1708,-0.0046,0.0391,0.0873,7,7,14,7,5,0,1.4,0.0,0.529
LSTMA,20,20,10,1.4812,0.0583,0.063,3.3219,0.1902,-0.0217,0.0427,0.098,6,4,10,0,2,10,0.0,0.0,0.2084
LSTMA,20,20,11,4.0014,0.1667,0.2313,3.4594,0.6268,0.0,0.0,0.3679,6,5,11,3,4,5,0.3333,0.6,0.0
LSTMA,20,20,12,4.7471,0.1967,0.2629,3.3219,0.6992,-0.0052,0.0339,0.3694,4,6,10,0,2,10,0.0,0.0,0.2996
LSTMA,20,20,13,1.7245,0.0433,0.0892,3.0,0.1872,-0.0638,0.051,0.0952,4,4,8,0,4,8,0.0,0.0,0.0082
LSTMA,20,20,14,2.4814,0.0967,0.1031,4.0,0.2906,-0.0353,0.0192,0.1256,8,8,16,8,4,0,2.0,0.0,0.4671
LSTMA,20,20,15,3.0277,0.1108,0.1899,3.4594,0.4878,-0.0392,0.0046,0.2219,5,6,11,4,5,3,0.5,1.3333,0.1569
LSTMA,20,20,16,3.1036,0.1249,0.111,3.4594,0.2844,-0.0195,0.1297,0.1428,2,9,11,0,1,11,0.0,0.0,0.3465
LSTMA,20,20,17,2.2283,0.0591,0.1177,3.0,0.3288,-0.1175,0.1451,0.0372,4,4,8,1,5,6,0.0909,0.1667,0.3835
LSTMA,20,20,18,0.737,0.0271,0.0307,3.3219,0.1003,-0.0168,0.0389,0.0278,4,6,10,2,4,6,0.2,0.3333,0.136
LSTMA,20,20,19,2.6281,0.1095,0.1233,3.585,0.2824,0.0,0.1529,0.0,10,2,12,2,2,8,0.2,0.25,0.0
LSTMA,20,20,20,0.5593,0.0233,0.0581,2.3219,0.1824,0.0,0.0898,0.0,3,2,5,0,7,5,0.0,0.0,0.0
LSTMA,20,20,21,2.0039,0.0736,0.0751,3.8074,0.1767,-0.0561,0.0851,0.0396,7,7,14,6,4,2,1.0,3.0,0.5978
LSTMA,20,20,22,1.6637,0.0693,0.0955,3.9069,0.3316,-0.0,0.1386,0.0,6,9,15,4,1,7,0.5,0.5714,0.0
LSTMA,20,20,23,3.4266,0.1299,0.1279,3.4594,0.3397,-0.0565,0.1295,0.1435,5,6,11,1,2,9,0.0909,0.1111,0.5935
LSTMA,20,20,24,0.6671,0.0056,0.034,3.1699,0.0656,-0.0433,0.0278,-0.003,5,12,17,0,3,9,0.0,0.0,0.0208
LSTMA,20,20,25,0.9939,0.0172,0.0588,3.4594,0.191,-0.0814,-0.0153,0.0757,12,2,14,1,2,9,0.0909,0.1111,0.013
LSTMA,20,20,26,0.8369,0.0348,0.0291,3.4594,0.0926,-0.0006,0.0593,0.0196,4,7,11,0,1,11,0.0,0.0,0.1991
LSTMA,20,20,27,2.3805,0.0784,0.1412,3.3219,0.3789,-0.0299,0.1571,-0.0148,7,12,19,1,3,8,0.0909,0.125,0.0
LSTMA,20,20,28,3.9998,0.1657,0.1571,3.585,0.3608,-0.0022,0.1605,0.1486,11,1,12,1,1,10,0.0909,0.1,0.4566
LSTMA,20,20,29,1.433,0.0597,0.0328,3.9069,0.1251,0.0,0.0653,0.0414,8,7,15,4,1,7,0.5,0.5714,0.4718
LSTMA,20,20,30,1.5947,0.0501,0.0639,3.8074,0.1518,-0.0524,0.0415,0.0465,8,6,14,3,1,8,0.3333,0.375,0.2562
GRU,20,20,0,8.9122,0.3672,0.3264,3.4594,0.9767,-0.039,0.2082,0.5525,5,6,11,0,1,11,0.0,0.0,1.3943
GRU,20,20,1,13.2073,0.5503,0.382,3.7004,0.9972,0.0,0.5094,0.5289,7,6,13,1,0,11,0.0909,0.0909,2.4377
GRU,20,20,2,11.8051,0.4919,0.3973,3.585,0.9887,0.0,0.451,0.5328,6,6,12,0,0,12,0.0,0.0,1.4979
GRU,20,20,3,12.7321,0.5305,0.4022,3.4594,0.9979,0.0,0.5404,0.5799,6,5,11,2,3,7,0.2,0.2857,2.6695
GRU,20,20,4,13.5664,0.5653,0.4139,3.7004,0.9995,0.0,0.568,0.4972,7,6,13,2,1,9,0.2,0.2222,2.8019
GRU,20,20,5,11.7925,0.4914,0.4589,3.585,1.0,0.0,0.4972,0.4855,6,6,12,1,1,10,0.0909,0.1,1.0939
GRU,20,20,6,14.321,0.5967,0.356,4.0,0.9889,0.0,0.4923,0.475,8,8,16,5,1,6,0.7143,0.8333,4.0629
GRU,20,20,7,13.2031,0.5501,0.3597,3.8074,0.9385,0.0,0.4552,0.5308,7,7,14,4,2,6,0.5,0.6667,3.8418
GRU,20,20,8,13.8352,0.5756,0.3677,3.9069,0.9977,-0.0054,0.4881,0.4882,7,8,15,4,1,7,0.5,0.5714,4.2322
GRU,20,20,9,12.0559,0.5023,0.434,3.585,0.9918,0.0,0.5041,0.5038,5,7,12,1,1,10,0.0909,0.1,1.553
GRU,20,20,10,10.72,0.4467,0.3368,3.7004,0.9562,0.0,0.3066,0.5229,5,8,13,2,1,9,0.2,0.2222,2.3041
GRU,20,20,11,14.6149,0.609,0.3731,4.0,0.9994,0.0,0.4907,0.4923,9,7,16,4,0,8,0.5,0.5,3.5221
GRU,20,20,12,13.9481,0.5812,0.4071,3.8074,0.9986,0.0,0.5311,0.5044,8,6,14,3,1,8,0.3333,0.375,3.5596
GRU,20,20,13,13.2748,0.5531,0.4047,3.8074,0.9987,0.0,0.4955,0.4803,8,6,14,2,0,10,0.2,0.2,2.306
GRU,20,20,14,12.8441,0.5352,0.4174,3.585,0.9974,0.0,0.6024,0.4679,6,6,12,0,0,12,0.0,0.0,1.6864
GRU,20,20,15,15.2688,0.6362,0.3781,4.0,0.9988,0.0,0.5123,0.5124,9,7,16,4,0,8,0.5,0.5,4.6044
GRU,20,20,16,11.9908,0.4996,0.3931,3.8074,0.9951,0.0,0.4032,0.4748,7,7,14,3,1,8,0.3333,0.375,2.3942
GRU,20,20,17,14.2674,0.5945,0.3864,3.7004,0.998,0.0,0.531,0.6018,6,7,13,1,0,11,0.0909,0.0909,2.9275
GRU,20,20,18,12.5631,0.5235,0.3906,3.585,0.9855,0.0,0.5168,0.546,4,8,12,0,0,12,0.0,0.0,1.8156
GRU,20,20,19,13.4391,0.56,0.3743,3.7004,0.9926,0.0,0.5099,0.5521,6,7,13,2,1,9,0.2,0.2222,2.8528
GRU,20,20,20,11.5606,0.4817,0.3968,3.585,0.9886,0.0,0.5158,0.4522,5,7,12,1,1,10,0.0909,0.1,1.6403
GRU,20,20,21,11.0192,0.4591,0.4385,3.3219,0.997,0.0,0.5362,0.5209,5,5,10,1,3,8,0.0909,0.125,1.2831
GRU,20,20,22,13.3877,0.5578,0.41,3.585,0.9973,0.0,0.5394,0.5718,7,5,12,0,0,12,0.0,0.0,2.1182
GRU,20,20,23,12.3739,0.5156,0.3976,3.585,0.9997,0.0,0.5668,0.4688,4,8,12,1,1,10,0.0909,0.1,2.0946
GRU,20,20,24,12.5515,0.523,0.3995,3.4594,0.9981,0.0,0.5451,0.563,6,5,11,2,3,7,0.2,0.2857,3.0098
GRU,20,20,25,12.6858,0.5286,0.3749,3.9069,0.9893,0.0,0.4108,0.477,8,7,15,4,1,7,0.5,0.5714,3.6927
GRU,20,20,26,13.1903,0.5496,0.3452,3.7004,0.9812,0.0,0.4527,0.5645,9,4,13,1,0,11,0.0909,0.0909,2.903
GRU,20,20,27,12.6664,0.5278,0.391,3.8074,0.9954,0.0,0.4613,0.4722,7,7,14,4,2,6,0.5,0.6667,3.4857
GRU,20,20,28,11.9732,0.4989,0.4193,3.4594,0.9988,0.0,0.5379,0.5325,3,8,11,0,1,11,0.0,0.0,1.2917
GRU,20,20,29,12.0411,0.5017,0.3721,3.585,0.9879,0.0,0.5336,0.4665,5,7,12,1,1,10,0.0909,0.1,2.0827
GRU,20,20,30,13.7633,0.5735,0.403,3.585,0.9988,0.0,0.5997,0.5473,6,6,12,0,0,12,0.0,0.0,2.3562
GRUA,20,20,0,2.3225,0.0919,0.1366,3.3219,0.3953,-0.0143,0.0158,0.1543,3,7,10,3,5,4,0.3333,0.75,0.1057
GRUA,20,20,1,2.6299,0.1088,0.062,4.0,0.1802,-0.0068,0.092,0.087,9,7,16,6,2,4,1.0,1.5,0.9925
GRUA,20,20,2,3.4912,0.1088,0.1878,3.7004,0.6038,-0.1131,-0.0172,0.2349,12,5,17,2,1,9,0.2,0.2222,0.105
GRUA,20,20,3,2.072,0.0849,0.1025,3.0,0.2544,-0.0077,0.1359,0.0413,7,1,8,0,4,8,0.0,0.0,0.1241
GRUA,20,20,4,3.3761,0.1159,0.168,3.3219,0.3843,-0.0694,0.2139,0.02,7,3,10,0,2,10,0.0,0.0,0.1717
GRUA,20,20,5,3.117,0.0924,0.1276,3.585,0.3717,-0.1059,0.1229,0.0943,9,3,12,0,0,12,0.0,0.0,0.2228
GRUA,20,20,6,3.4876,0.1453,0.1158,3.585,0.3992,0.0,0.0894,0.2217,8,4,12,3,3,6,0.3333,0.5,1.2271
GRUA,20,20,7,6.1082,0.2514,0.2369,3.3219,0.7222,-0.0179,0.2326,0.3201,4,6,10,1,3,8,0.0909,0.125,1.0078
GRUA,20,20,8,2.281,0.0648,0.1223,3.4594,0.2847,-0.0754,-0.0111,0.1475,12,6,18,0,1,11,0.0,0.0,0.0
GRUA,20,20,9,4.7038,0.1463,0.2728,3.8074,0.7187,-0.0841,-0.053,0.3008,12,7,19,6,4,2,1.0,3.0,0.0
GRUA,20,20,10,4.0655,0.1694,0.1121,3.8074,0.3493,0.0,0.2093,0.1007,7,7,14,3,1,8,0.3333,0.375,0.9406
GRUA,20,20,11,2.1968,0.0145,0.1125,3.4594,0.1441,-0.182,0.058,-0.02,5,12,17,0,1,11,0.0,0.0,0.0
GRUA,20,20,12,0.1735,0.0072,0.0081,4.3219,0.0177,0.0,0.0079,0.0,11,9,20,8,0,4,2.0,2.0,0.0
GRUA,20,20,13,0.7033,0.0292,0.0176,4.0875,0.0685,-0.001,0.0216,0.0233,8,9,17,5,0,7,0.7143,0.7143,0.2074
GRUA,20,20,14,5.7443,0.2393,0.1882,3.4594,0.5259,0.0,0.2853,0.2261,5,6,11,2,3,7,0.2,0.2857,1.205
GRUA,20,20,15,4.6299,0.1646,0.208,3.585,0.5746,-0.1096,0.0618,0.2674,6,6,12,3,3,6,0.3333,0.5,0.6129
GRUA,20,20,16,3.2501,0.13,0.1267,3.9069,0.3261,-0.039,0.2069,0.0234,7,8,15,7,4,1,1.4,7.0,0.4886
GRUA,20,20,17,3.9607,0.1622,0.1674,3.7004,0.3972,-0.0057,0.2094,0.0528,9,4,13,1,0,11,0.0909,0.0909,0.2968
GRUA,20,20,18,1.5034,0.0378,0.0899,3.3219,0.2623,-0.0533,0.1026,-0.0062,5,12,17,0,2,10,0.0,0.0,0.0185
GRUA,20,20,19,4.2695,0.1779,0.2297,3.585,0.5578,0.0,0.032,0.2879,5,7,12,1,1,10,0.0909,0.1,0.1392
GRUA,20,20,20,3.1422,0.1309,0.112,4.0875,0.4287,0.0,0.154,0.0617,7,10,17,5,0,7,0.7143,0.7143,0.6238
GRUA,20,20,21,5.702,0.2376,0.1943,3.8074,0.6284,0.0,0.1576,0.2288,5,9,14,3,1,8,0.3333,0.375,1.1579
GRUA,20,20,22,1.4705,0.0613,0.045,3.0,0.1909,0.0,0.1,0.0552,3,5,8,2,6,4,0.2,0.5,0.4259
GRUA,20,20,23,5.2048,0.1745,0.2779,3.4594,0.6954,-0.1048,0.3863,-0.0305,6,12,18,0,1,11,0.0,0.0,0.0604
GRUA,20,20,24,3.0292,0.1262,0.1278,3.8074,0.3303,0.0,0.0289,0.2029,7,7,14,5,3,4,0.7143,1.25,0.2865
GRUA,20,20,25,2.7103,0.1076,0.0879,4.0,0.23,-0.0335,0.0596,0.1045,8,8,16,4,0,8,0.5,0.5,0.4446
GRUA,20,20,26,2.819,0.1175,0.1436,3.585,0.3866,0.0,0.0534,0.2049,7,5,12,1,1,10,0.0909,0.1,0.181
GRUA,20,20,27,4.8185,0.2008,0.2042,3.7004,0.5401,0.0,0.0638,0.2816,5,8,13,1,0,11,0.0909,0.0909,0.4221
GRUA,20,20,28,0.6094,0.0241,0.0269,2.585,0.087,-0.0037,0.0172,0.052,3,3,6,2,8,2,0.2,1.0,0.096
GRUA,20,20,29,1.1345,0.0473,0.0456,3.585,0.114,-0.0,0.0586,0.0359,6,6,12,2,2,8,0.2,0.25,0.167
GRUA,20,20,30,0.5927,-0.0102,0.0276,3.0,0.0419,-0.0478,-0.0157,0.0099,12,5,17,2,6,4,0.2,0.5,0.0144
RNN,20,25,0,12.5867,0.5244,0.3868,3.3219,0.9814,0.0,0.5944,0.5751,6,4,10,0,2,10,0.0,0.0,2.7586
RNN,20,25,1,12.5746,0.5239,0.4215,3.7004,0.9949,0.0,0.4301,0.5506,6,7,13,2,1,9,0.2,0.2222,2.3432
RNN,20,25,2,12.765,0.5319,0.4301,3.585,0.9973,0.0,0.5276,0.537,7,5,12,1,1,10,0.0909,0.1,1.9935
RNN,20,25,3,11.9285,0.4968,0.3801,3.8074,0.9988,-0.0016,0.459,0.4162,7,7,14,3,1,8,0.3333,0.375,2.6497
RNN,20,25,4,12.3524,0.5147,0.3968,3.7004,0.9942,0.0,0.5511,0.4132,7,6,13,2,1,9,0.2,0.2222,2.8045
RNN,20,25,5,10.9436,0.456,0.3524,3.3219,0.9854,0.0,0.5594,0.4605,5,5,10,2,4,6,0.2,0.3333,2.7781
RNN,20,25,6,10.396,0.4332,0.2893,3.4594,0.9088,0.0,0.5608,0.3535,5,6,11,0,1,11,0.0,0.0,2.495
RNN,20,25,7,6.1818,0.2397,0.2948,3.4594,0.7727,-0.0306,0.0567,0.4085,4,7,11,4,5,3,0.5,1.3333,0.5612
RNN,20,25,8,12.4276,0.5178,0.3911,3.3219,0.9988,0.0,0.5759,0.5867,6,4,10,1,3,8,0.0909,0.125,2.6014
RNN,20,25,9,9.6143,0.3959,0.3685,3.8074,0.9977,-0.0207,0.5383,0.1653,7,7,14,3,1,8,0.3333,0.375,1.7496
RNN,20,25,10,11.4332,0.4764,0.3641,3.585,0.9858,0.0,0.486,0.4273,8,4,12,4,4,4,0.5,1.0,3.6324
RNN,20,25,11,9.06,0.3775,0.3624,3.7004,0.9889,0.0,0.6075,0.1272,6,7,13,1,0,11,0.0909,0.0909,1.2031
RNN,20,25,12,11.1311,0.4638,0.4167,3.4594,0.9629,0.0,0.4727,0.5157,4,7,11,1,2,9,0.0909,0.1111,1.5494
RNN,20,25,13,11.5064,0.4794,0.3777,3.4594,0.9927,0.0,0.4451,0.5722,6,5,11,1,2,9,0.0909,0.1111,1.8773
RNN,20,25,14,6.9105,0.2817,0.2296,3.9069,0.6758,-0.0235,0.1415,0.3209,7,8,15,4,1,7,0.5,0.5714,1.5778
RNN,20,25,15,8.3934,0.3482,0.3246,3.9069,0.927,-0.0125,0.4082,0.1297,9,6,15,5,2,5,0.7143,1.0,1.2599
RNN,20,25,16,13.606,0.5669,0.3824,3.8074,0.9616,0.0,0.4879,0.5239,7,7,14,4,2,6,0.5,0.6667,3.926
RNN,20,25,17,10.4811,0.4343,0.3278,3.8074,0.9923,-0.0294,0.3714,0.3354,10,4,14,4,2,6,0.5,0.6667,3.0215
RNN,20,25,18,14.2072,0.592,0.3691,3.7004,0.9997,0.0,0.6583,0.4583,5,8,13,2,1,9,0.2,0.2222,3.5179
RNN,20,25,19,13.3605,0.5567,0.3862,3.7004,0.9994,0.0,0.5514,0.5019,7,6,13,3,2,7,0.3333,0.4286,3.194
RNN,20,25,20,10.7465,0.4042,0.413,3.3219,0.9858,-0.1139,0.3468,0.5765,4,6,10,2,4,6,0.2,0.3333,2.3838
RNN,20,25,21,12.7273,0.5303,0.4185,3.585,0.9997,0.0,0.5335,0.5227,5,7,12,1,1,10,0.0909,0.1,1.8023
RNN,20,25,22,9.6706,0.4029,0.3836,3.3219,0.9952,0.0,0.6018,0.2773,6,4,10,0,2,10,0.0,0.0,1.0748
RNN,20,25,23,10.4401,0.435,0.3264,3.7004,0.9692,0.0,0.368,0.4435,6,7,13,2,1,9,0.2,0.2222,2.0817
RNN,20,25,24,10.7167,0.4456,0.3398,3.8074,0.9729,-0.0106,0.4733,0.2781,9,5,14,4,2,6,0.5,0.6667,2.4713
RNN,20,25,25,8.243,0.295,0.3101,3.8074,0.8138,-0.1138,0.1284,0.3553,5,9,14,4,2,6,0.5,0.6667,1.3777
RNN,20,25,26,8.322,0.3449,0.3874,3.585,0.9196,-0.0037,0.0641,0.5349,4,8,12,1,1,10,0.0909,0.1,0.3537
RNN,20,25,27,11.1606,0.465,0.3831,3.7004,0.9765,0.0,0.3977,0.4753,6,7,13,3,2,7,0.3333,0.4286,3.0018
RNN,20,25,28,8.8799,0.3698,0.3351,3.3219,0.9697,-0.0013,0.3179,0.4733,3,7,10,0,2,10,0.0,0.0,1.6162
RNN,20,25,29,12.1041,0.5043,0.4032,3.4594,0.994,0.0,0.4998,0.5778,7,4,11,1,2,9,0.0909,0.1111,1.9504
RNN,20,25,30,11.5682,0.4808,0.3593,3.585,0.9923,-0.0075,0.5472,0.4068,7,5,12,1,1,10,0.0909,0.1,2.5094
RNNA,20,25,0,0.6576,0.0274,0.0149,4.2479,0.043,0.0,0.0122,0.0272,9,10,19,8,1,3,2.0,2.6667,0.2017
RNNA,20,25,1,2.9283,0.1214,0.1905,3.1699,0.5257,-0.0026,0.0335,0.2917,5,4,9,0,3,9,0.0,0.0,0.1512
RNNA,20,25,2,3.4569,0.1421,0.1158,3.4594,0.3092,-0.0182,0.1058,0.165,2,9,11,0,1,11,0.0,0.0,0.5674
RNNA,20,25,3,5.0682,0.1814,0.2886,3.3219,0.8978,-0.0833,0.0093,0.4093,5,5,10,1,3,8,0.0909,0.125,0.1069
RNNA,20,25,4,3.9006,0.1463,0.19,3.4594,0.4499,-0.0359,0.0092,0.2694,4,7,11,1,2,9,0.0909,0.1111,0.0973
RNNA,20,25,5,1.5816,0.0287,0.0841,3.585,0.1809,-0.0736,-0.0226,0.0737,12,7,19,2,2,8,0.2,0.25,0.0
RNNA,20,25,6,5.5011,0.2171,0.2749,3.3219,0.8378,-0.0277,0.0528,0.3526,2,8,10,0,2,10,0.0,0.0,0.0747
RNNA,20,25,7,4.2739,0.1756,0.1272,3.7004,0.4292,-0.0151,0.0848,0.2632,9,4,13,1,0,11,0.0909,0.0909,0.9626
RNNA,20,25,8,5.655,0.2263,0.2849,4.0875,0.6613,-0.0489,-0.0099,0.3654,12,8,20,5,0,7,0.7143,0.7143,0.0508
RNNA,20,25,9,0.7086,0.0073,0.0376,2.8074,0.086,-0.0315,-0.018,0.0532,12,3,15,0,5,7,0.0,0.0,0.0
RNNA,20,25,10,1.5649,0.0474,0.086,3.7004,0.2113,-0.0319,-0.0077,0.0884,12,7,19,4,3,5,0.5,0.8,0.0749
RNNA,20,25,11,0.1953,0.0028,0.0166,3.1699,0.0666,-0.0091,0.0,0.0176,6,3,9,2,5,5,0.2,0.4,0.0
RNNA,20,25,12,1.2233,0.0501,0.061,3.585,0.158,-0.0015,0.0837,0.0017,8,4,12,1,1,10,0.0909,0.1,0.0194
RNNA,20,25,13,1.0646,0.0433,0.0541,3.1699,0.172,-0.013,0.0366,0.078,5,4,9,1,4,7,0.0909,0.1429,0.1989
RNNA,20,25,14,0.9627,0.0366,0.0871,3.1699,0.4003,-0.0121,0.2226,-0.0038,1,12,13,1,4,7,0.0909,0.1429,0.0093
RNNA,20,25,15,1.648,0.0618,0.1143,3.0,0.355,-0.0114,0.1662,0.0082,4,4,8,2,6,4,0.2,0.5,0.0454
RNNA,20,25,16,7.1412,0.279,0.4006,3.0,0.9952,-0.0467,0.028,0.5633,2,6,8,0,4,8,0.0,0.0,0.1558
RNNA,20,25,17,0.5765,0.024,0.0319,2.585,0.1024,0.0,0.048,0.0388,1,5,6,0,6,6,0.0,0.0,0.1083
RNNA,20,25,18,0.0,0.0,0.0,4.585,0.0,0.0,0.0,0.0,12,12,24,12,0,0,0.0,0.0,0.0
RNNA,20,25,19,7.0697,0.2927,0.2373,3.8074,0.6763,-0.0141,0.1939,0.3117,6,8,14,2,0,10,0.2,0.2,0.9871
RNNA,20,25,20,0.5252,0.004,0.0337,2.0,0.0811,-0.0202,0.0317,0.035,2,2,4,2,10,0,0.2,0.0,0.1474
RNNA,20,25,21,0.3153,0.0131,0.0281,2.585,0.0887,0.0,0.0382,0.0,4,2,6,1,7,4,0.0909,0.25,0.0
RNNA,20,25,22,0.1988,-0.0059,0.0104,2.0,0.0087,-0.0188,-0.0065,0.0039,12,1,13,0,8,4,0.0,0.0,0.0023
RNNA,20,25,23,6.6279,0.2762,0.2665,3.3219,0.7434,0.0,0.3797,0.1624,7,3,10,1,3,8,0.0909,0.125,1.1356
RNNA,20,25,24,6.146,0.2526,0.3096,3.0,0.863,-0.0126,0.4628,0.0934,6,2,8,0,4,8,0.0,0.0,0.5447
RNNA,20,25,25,0.6289,0.018,0.0396,2.3219,0.1593,-0.024,0.0286,0.0823,4,1,5,0,7,5,0.0,0.0,0.033
RNNA,20,25,26,0.6741,-0.0026,0.0332,3.3219,0.0664,-0.0432,0.0103,-0.0023,4,12,16,0,2,10,0.0,0.0,0.0
RNNA,20,25,27,4.0611,0.1591,0.2336,3.9069,0.5459,-0.028,-0.0115,0.2862,12,7,19,5,2,5,0.7143,1.0,0.0435
RNNA,20,25,28,3.5128,0.1369,0.2095,3.1699,0.6368,-0.0285,0.3373,0.0143,4,5,9,0,3,9,0.0,0.0,0.2185
RNNA,20,25,29,3.7748,0.124,0.2169,3.3219,0.6278,-0.0937,-0.0061,0.3343,12,4,16,0,2,10,0.0,0.0,0.2245
RNNA,20,25,30,1.4773,0.0596,0.0662,3.585,0.1675,-0.0133,0.0788,0.0245,8,4,12,2,2,8,0.2,0.25,0.1279
LSTM,20,25,0,7.1742,0.2667,0.3299,3.3219,0.9624,-0.064,0.4964,0.0795,6,4,10,0,2,10,0.0,0.0,0.8224
LSTM,20,25,1,12.8261,0.5344,0.4202,3.7004,0.9974,0.0,0.5029,0.4993,5,8,13,1,0,11,0.0909,0.0909,2.1268
LSTM,20,25,2,12.3954,0.5165,0.3803,3.7004,0.9997,0.0,0.506,0.4641,7,6,13,2,1,9,0.2,0.2222,2.2444
LSTM,20,25,3,13.9035,0.5793,0.3777,3.8074,0.992,0.0,0.5012,0.5419,7,7,14,4,2,6,0.5,0.6667,4.3017
LSTM,20,25,4,11.2621,0.4693,0.39,3.3219,0.9988,0.0,0.6081,0.4589,4,6,10,0,2,10,0.0,0.0,1.3436
LSTM,20,25,5,12.6399,0.5267,0.3975,3.585,0.9891,0.0,0.4847,0.5686,6,6,12,2,2,8,0.2,0.25,2.4096
LSTM,20,25,6,12.0617,0.5026,0.3816,3.4594,0.9947,0.0,0.4307,0.6272,5,6,11,2,3,7,0.2,0.2857,2.4456
LSTM,20,25,7,11.4773,0.4782,0.3829,3.4594,0.9953,0.0,0.4464,0.5676,5,6,11,2,3,7,0.2,0.2857,2.6516
LSTM,20,25,8,12.3059,0.5127,0.3973,3.585,0.9997,0.0,0.5044,0.521,6,6,12,1,1,10,0.0909,0.1,2.0501
LSTM,20,25,9,9.429,0.3858,0.3338,3.8074,0.9243,-0.0289,0.4451,0.1949,9,5,14,3,1,8,0.3333,0.375,1.3915
LSTM,20,25,10,11.823,0.4926,0.3692,3.585,1.0,0.0,0.5545,0.4595,4,8,12,2,2,8,0.2,0.25,2.6371
LSTM,20,25,11,6.972,0.2638,0.3032,3.1699,1.0301,-0.0738,0.4535,0.2123,4,5,9,1,4,7,0.0909,0.1429,1.5551
LSTM,20,25,12,13.0371,0.5432,0.3521,3.9069,0.9954,0.0,0.4287,0.4981,8,7,15,4,1,7,0.5,0.5714,3.2357
LSTM,20,25,13,12.1551,0.5065,0.3839,3.4594,0.9988,0.0,0.4908,0.5805,5,6,11,0,1,11,0.0,0.0,1.956
LSTM,20,25,14,11.2524,0.4688,0.3763,3.585,0.9917,0.0,0.4636,0.4741,6,6,12,0,0,12,0.0,0.0,1.5044
LSTM,20,25,15,11.473,0.478,0.3824,3.0,0.9966,0.0,0.6451,0.5522,4,4,8,0,4,8,0.0,0.0,1.7493
LSTM,20,25,16,6.2151,0.2319,0.2981,3.4594,0.8543,-0.0665,0.3823,0.0392,8,3,11,3,4,5,0.3333,0.6,0.3561
LSTM,20,25,17,6.0565,0.2487,0.1987,3.9069,0.6521,-0.0147,0.1563,0.2546,7,8,15,6,3,3,1.0,2.0,1.9967
LSTM,20,25,18,12.6483,0.527,0.3692,3.3219,1.0873,0.0,0.5784,0.5895,6,4,10,0,2,10,0.0,0.0,2.4076
LSTM,20,25,19,8.2148,0.3423,0.3098,3.585,0.9626,0.0,0.6399,0.1168,4,8,12,2,2,8,0.2,0.25,1.2853
