Kind,epoch,Repetition,Sum of Absolute Values,Mean Value,Standard Deviation,Maximum Value,Minimum Value,Kmeans_song_1_treshold,Kmeans_song_2_treshold,Kmeans_song_3_treshold,Kmeans_song_4_treshold,Song_1_Nodes_exceeding_treshold,Song_2_Nodes_exceeding_treshold,Song_3_Nodes_exceeding_treshold,Song_4_Nodes_exceeding_treshold,Total_Nodes_exceeding_treshold,degree_2_overlapp,degree_3_overlapp,degree_4_overlapp,sum_of_degree_overlapp,Total_Overlapp_percentage,overlapp_column1,overlapp_column2,overlapp_column3,overlapp_column4,overlapp_column5,overlapp_column6,overlapp_column7,overlapp_column8,overlapp_column9,overlapp_column10,overlapp_column11,overlapp_column12,overlapp_column13,overlapp_column14,overlapp_column15,overlapp_column16,overlapp_column17,overlapp_column18,overlapp_column19,overlapp_column20,song_1_song_2_11_overlap,song_1_song_3_11_overlap,song_1_song_4_11_overlap,song_2_song_3_11_overlap,song_2_song_4_11_overlap,song_3_song_4_11_overlap,total_pairwise_overlap_count,Binarized_Vector_Song_1,Binarized_Vector_Song_2,Binarized_Vector_Song_3,Binarized_Vector_Song_4
RNN,1000,0,36.3929,0.4549,0.2905,0.8113,0.0,0.3863,0.4065,0.4075,0.4055,13,13,11,11,48,8,7,2,17,56.25,0.5,0.75,0.5,0.0,0.75,0.75,0.75,0.5,0.0,1.0,0.75,0.5,1.0,0.0,0.75,0.75,0.5,0.5,0.5,0.5,9,6,7,7,5,7,41,"[0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1]","[0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0]","[1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0]","[1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1]"
RNN,1000,1,38.6083,0.4826,0.2992,0.8111,0.0,0.4344,0.4124,0.3908,0.4125,12,14,12,12,50,5,8,3,16,57.49999999999999,0.75,0.0,0.75,0.5,1.0,0.5,0.5,0.0,0.75,1.0,0.5,1.0,0.75,0.0,0.75,0.75,0.0,0.75,0.5,0.75,9,6,9,7,8,8,47,"[1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1]","[1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]","[0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0]","[1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1]"
RNN,1000,2,39.3151,0.4914,0.301,0.8113,0.0,0.4069,0.4319,0.3781,0.4312,14,13,12,12,51,5,10,2,17,60.0,0.5,0.5,0.5,0.5,0.75,0.75,0.75,0.0,0.0,0.75,0.75,1.0,0.5,0.75,0.75,0.75,0.75,1.0,0.0,0.75,9,9,10,8,5,6,47,"[0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]","[1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0]","[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1]","[0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1]"
RNN,1000,3,38.0316,0.4754,0.2945,0.8113,0.0,0.3871,0.4237,0.4127,0.4277,13,13,12,11,49,5,6,4,15,55.00000000000001,1.0,0.0,0.0,0.75,0.5,0.5,0.75,0.5,0.0,0.0,0.5,0.5,0.75,0.75,1.0,0.75,1.0,1.0,0.0,0.75,9,7,7,8,8,8,47,"[1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0]","[1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1]","[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1]"
RNN,1000,4,39.0421,0.488,0.3016,0.8112,0.0,0.4166,0.3805,0.3843,0.422,13,15,12,12,52,6,7,4,17,61.25000000000001,1.0,0.75,0.75,0.75,0.0,0.75,0.0,0.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.75,1.0,0.75,0.75,0.5,8,10,9,8,7,9,51,"[1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1]","[1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0]"
RNN,1000,5,38.3146,0.4789,0.2984,0.8113,0.0,0.4446,0.4254,0.3916,0.4033,12,13,12,12,49,3,9,3,15,56.25,0.0,0.75,0.0,0.75,0.75,1.0,1.0,1.0,0.0,0.75,0.75,0.75,0.5,0.5,0.0,0.75,0.5,0.75,0.0,0.75,9,8,8,8,8,7,48,"[0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1]","[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0]","[1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1]","[0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1]"
RNN,1000,6,39.0348,0.4879,0.3005,0.8113,0.0,0.4241,0.4419,0.3825,0.3904,13,13,12,13,51,6,8,3,17,60.0,0.0,0.5,0.75,0.75,1.0,0.5,0.75,0.75,0.5,0.75,1.0,0.0,0.75,0.5,0.0,1.0,0.75,0.75,0.5,0.5,8,9,8,7,7,9,48,"[1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0]","[0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1]","[0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0]","[0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1]"
RNN,1000,7,38.427,0.4803,0.2982,0.8113,0.0,0.4146,0.4233,0.3912,0.4115,13,13,12,12,50,3,10,3,16,60.0,1.0,0.75,1.0,0.0,0.75,0.0,0.0,0.5,0.5,0.75,0.75,0.75,1.0,0.0,0.75,0.75,0.5,0.75,0.75,0.75,9,7,8,10,9,8,51,"[1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0]","[1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1]","[1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1]"
RNN,1000,8,39.4363,0.493,0.3017,0.8112,0.0,0.4361,0.4412,0.3914,0.4161,12,13,13,12,50,4,12,1,17,60.0,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.75,0.5,0.75,0.5,0.75,0.0,0.75,0.0,0.0,1.0,0.75,0.75,0.5,8,7,8,8,8,7,46,"[0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0]","[1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1]"
RNN,1000,9,37.6846,0.4711,0.2971,0.8113,0.0,0.4271,0.4326,0.3658,0.4078,13,12,12,12,49,5,9,2,16,56.25,0.75,0.0,0.0,1.0,0.75,0.5,0.5,0.0,0.75,0.0,0.75,0.75,0.75,1.0,0.5,0.5,0.75,0.5,0.75,0.75,8,7,8,7,7,7,44,"[0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1]","[1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1]","[1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0]"
RNN,1000,10,38.4253,0.4803,0.3057,0.8112,0.0,0.4259,0.4255,0.3995,0.4149,13,14,11,11,49,5,9,2,16,56.25,1.0,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.0,0.0,0.0,0.0,0.5,0.75,1.0,0.5,0.75,0.5,0.5,0.75,8,6,7,7,9,7,44,"[1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1]","[1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1]"
RNN,1000,11,37.7742,0.4721,0.3021,0.8113,-0.003,0.4123,0.4091,0.4024,0.3791,13,13,12,12,50,4,8,4,16,60.0,0.0,1.0,0.0,1.0,0.5,1.0,0.0,0.75,0.75,0.75,0.75,0.75,0.75,0.5,1.0,0.0,0.5,0.75,0.75,0.5,9,8,9,9,9,8,52,"[0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0]","[0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1]","[0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1]","[0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0]"
RNN,1000,12,39.5586,0.4945,0.3075,0.8113,0.0,0.4237,0.4348,0.3912,0.4064,13,13,12,13,51,5,7,4,16,58.75,0.0,0.5,0.75,0.5,1.0,1.0,0.75,0.75,0.0,0.75,0.75,0.5,0.75,0.5,0.5,0.0,0.75,0.0,1.0,1.0,8,7,10,8,9,8,50,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1]","[1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1]","[0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1]","[0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1]"
RNN,1000,13,37.9589,0.4745,0.2951,0.8113,0.0,0.3869,0.4404,0.3923,0.3996,13,13,12,12,50,6,8,3,17,60.0,0.75,0.5,0.75,0.75,1.0,0.0,0.75,1.0,0.75,0.75,0.5,0.75,1.0,0.5,0.5,0.5,0.0,0.75,0.5,0.0,8,9,8,7,8,8,48,"[0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0]","[1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1]","[1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0]"
RNN,1000,14,38.2689,0.4784,0.3094,0.8113,0.0,0.4319,0.4457,0.3807,0.4251,12,13,12,11,48,6,7,3,16,56.25,0.75,0.0,0.75,0.5,1.0,0.0,0.75,0.75,0.75,0.0,0.5,0.0,0.75,0.75,1.0,1.0,0.5,0.5,0.5,0.5,8,8,7,8,8,6,45,"[1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0]","[1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1]","[1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0]","[0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1]"
RNN,1000,15,39.5406,0.4943,0.298,0.8113,0.0,0.4288,0.4261,0.4017,0.4102,13,14,12,12,51,2,11,3,16,61.25000000000001,0.0,0.75,0.75,0.75,0.75,0.5,0.75,0.75,0.75,0.75,1.0,1.0,1.0,0.0,0.75,0.75,0.5,0.0,0.0,0.75,10,9,8,9,8,9,53,"[0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0]","[0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1]","[0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1]"
RNN,1000,16,40.0389,0.5005,0.3028,0.8112,0.0,0.4431,0.4373,0.4039,0.3987,13,13,12,13,51,7,9,2,18,61.25000000000001,0.5,0.5,0.5,0.5,1.0,0.75,1.0,0.75,0.5,0.75,0.75,0.5,0.75,0.5,0.0,0.75,0.75,0.75,0.0,0.75,7,5,8,10,9,7,46,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0]","[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1]","[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1]"
RNN,1000,17,39.4076,0.4926,0.2985,0.8113,0.0,0.4166,0.4197,0.4089,0.4114,14,13,12,12,51,9,5,4,18,61.25000000000001,1.0,0.5,1.0,0.5,0.5,0.5,0.75,0.5,1.0,0.0,0.0,1.0,0.75,0.5,0.75,0.5,0.5,0.75,0.75,0.5,9,8,9,8,8,6,48,"[1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1]","[1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0]","[1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1]","[1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0]"
RNN,1000,18,38.3548,0.4794,0.2951,0.8113,0.0,0.3983,0.4341,0.3865,0.4205,13,13,12,12,50,1,8,5,14,57.49999999999999,0.0,0.5,0.0,0.75,0.75,0.75,0.75,1.0,1.0,1.0,0.0,0.75,0.75,0.0,0.75,1.0,0.0,0.0,1.0,0.75,9,9,8,10,10,9,55,"[0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1]","[0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1]","[0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1]","[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0]"
RNN,1000,19,40.56,0.507,0.3069,0.8113,0.0,0.4094,0.4017,0.3935,0.4007,14,14,13,13,54,6,11,2,19,66.25,0.75,0.75,0.5,0.0,0.5,1.0,0.75,0.5,0.75,0.75,0.75,0.75,1.0,0.75,0.5,0.75,0.75,0.5,0.5,0.75,11,9,9,7,8,7,51,"[1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1]","[1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1]","[0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0]"
RNN,1000,20,38.53,0.4816,0.2935,0.8113,-0.0013,0.4059,0.4203,0.4104,0.4129,13,13,12,12,50,3,9,4,16,61.25000000000001,1.0,1.0,0.75,0.75,0.75,0.5,0.75,0.0,0.75,0.75,0.75,0.0,0.0,0.5,0.0,1.0,0.75,1.0,0.75,0.5,10,9,9,8,9,9,54,"[1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1]","[1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0]"
RNN,1000,21,37.0564,0.463,0.2866,0.8112,-0.0094,0.3564,0.3984,0.3837,0.3871,13,14,13,12,52,6,7,4,17,61.25000000000001,0.75,1.0,0.75,0.0,0.0,0.75,1.0,0.5,0.5,0.75,0.5,0.0,1.0,0.5,1.0,0.75,0.5,0.5,0.75,0.75,8,6,8,11,9,9,51,"[1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1]","[0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1]"
RNN,1000,22,39.6029,0.495,0.3013,0.8113,0.0,0.406,0.413,0.3787,0.4011,14,14,13,12,53,4,9,4,17,63.74999999999999,0.0,0.5,1.0,0.75,0.75,0.5,0.75,0.75,0.75,0.0,0.75,0.0,0.5,1.0,0.75,1.0,1.0,0.5,0.75,0.75,9,9,9,9,10,9,55,"[1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0]","[0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1]"
RNN,1000,23,36.2521,0.453,0.3021,0.8113,-0.0037,0.4007,0.3994,0.4095,0.379,13,13,11,11,48,3,6,5,14,55.00000000000001,0.75,0.5,0.75,0.5,0.75,1.0,1.0,1.0,0.75,1.0,0.0,0.5,0.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,10,8,8,8,9,8,51,"[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1]","[0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0]"
RNN,1000,24,39.3087,0.4914,0.3052,0.8112,0.0,0.4332,0.4073,0.4172,0.4218,13,14,12,11,50,5,8,3,16,57.49999999999999,0.5,0.5,0.5,0.5,0.5,0.75,0.75,0.0,0.75,0.0,0.0,1.0,1.0,0.0,0.75,0.75,0.75,1.0,0.75,0.75,8,7,6,9,9,8,47,"[1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1]","[0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1]","[1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1]","[0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0]"
RNN,1000,25,38.2974,0.4787,0.2988,0.8113,0.0,0.415,0.4352,0.4034,0.4082,13,13,11,12,49,6,6,4,16,57.49999999999999,0.5,0.75,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.75,0.75,0.75,0.0,1.0,0.75,0.0,0.0,0.0,0.75,1.0,9,7,8,7,9,8,48,"[1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1]","[0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1]","[0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1]"
RNN,1000,26,39.8732,0.4984,0.3006,0.8113,0.0,0.4185,0.4325,0.4075,0.4192,14,13,12,12,51,2,6,6,14,57.49999999999999,0.0,0.5,0.75,0.75,0.5,0.0,0.75,1.0,0.0,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,1.0,1.0,9,11,10,9,8,9,56,"[0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1]","[0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]","[0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1]","[1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1]"
RNN,1000,27,36.929,0.4616,0.2975,0.8113,0.0,0.4143,0.3961,0.3856,0.3641,12,14,11,13,50,5,7,4,16,58.75,0.5,0.0,0.5,0.75,0.5,1.0,1.0,0.5,0.75,0.75,0.0,1.0,0.75,0.0,0.75,0.75,0.75,0.5,0.0,1.0,9,7,9,9,9,7,50,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1]","[1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1]","[0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1]","[1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1]"
RNN,1000,28,35.4668,0.4432,0.3,0.8113,-0.0034,0.3829,0.3804,0.3828,0.3995,13,13,11,11,48,5,5,5,15,56.25,0.75,0.5,0.75,0.0,1.0,0.0,0.0,0.75,1.0,0.0,0.0,0.5,1.0,1.0,1.0,0.75,0.5,0.5,0.75,0.5,9,7,10,8,10,6,50,"[0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0]","[1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1]","[1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0]"
RNN,1000,29,38.1894,0.4773,0.3051,0.8113,-0.0034,0.4055,0.4171,0.4273,0.3985,12,14,11,12,49,4,6,5,15,57.49999999999999,1.0,0.0,0.75,1.0,0.5,0.75,0.5,1.0,0.75,0.75,0.5,0.75,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.75,9,7,8,9,12,7,52,"[1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0]","[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1]","[1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]","[1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1]"
RNN,1000,30,38.0775,0.476,0.302,0.8112,0.0,0.4007,0.4192,0.3938,0.4035,13,13,12,12,50,5,7,4,16,58.75,0.0,0.75,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.75,0.75,0.75,1.0,0.75,0.5,1.0,0.5,0.75,0.75,8,7,8,9,10,8,50,"[0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0]","[0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1]","[0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1]","[0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1]"
RNN,1000,31,38.3113,0.4789,0.3032,0.8113,0.0,0.4128,0.393,0.3973,0.3958,13,14,12,12,51,4,9,3,16,58.75,0.75,0.75,0.75,0.0,0.0,0.0,1.0,0.75,0.5,0.75,0.75,1.0,0.75,0.5,1.0,0.75,0.5,0.0,0.5,0.75,9,10,8,9,6,7,49,"[1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1]","[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1]","[0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0]"
