Kind,epoch,Repetition,Sum of Absolute Values,Mean Value,Standard Deviation,Maximum Value,Minimum Value,Kmeans_song_1_treshold,Kmeans_song_2_treshold,Kmeans_song_3_treshold,Kmeans_song_4_treshold,Song_1_Nodes_exceeding_treshold,Song_2_Nodes_exceeding_treshold,Song_3_Nodes_exceeding_treshold,Song_4_Nodes_exceeding_treshold,Total_Nodes_exceeding_treshold,degree_2_overlapp,degree_3_overlapp,degree_4_overlapp,sum_of_degree_overlapp,Total_Overlapp_percentage,overlapp_column1,overlapp_column2,overlapp_column3,overlapp_column4,overlapp_column5,overlapp_column6,overlapp_column7,overlapp_column8,overlapp_column9,overlapp_column10,overlapp_column11,overlapp_column12,overlapp_column13,overlapp_column14,overlapp_column15,overlapp_column16,overlapp_column17,overlapp_column18,overlapp_column19,overlapp_column20,song_1_song_2_11_overlap,song_1_song_3_11_overlap,song_1_song_4_11_overlap,song_2_song_3_11_overlap,song_2_song_4_11_overlap,song_3_song_4_11_overlap,total_pairwise_overlap_count,Binarized_Vector_Song_1,Binarized_Vector_Song_2,Binarized_Vector_Song_3,Binarized_Vector_Song_4
GRU,2000,49,35.6188,0.4452,0.3144,0.8113,0.0,0.4198,0.4156,0.4086,0.3897,11,11,11,12,45,2,8,3,13,50.0,0.0,0.75,0.75,0.0,1.0,0.0,0.0,0.75,1.0,0.5,1.0,0.75,0.0,0.0,0.75,0.75,0.75,0.0,0.5,0.75,6,10,8,6,5,9,44,"[0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1]","[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1]","[0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0]"
GRUA,2000,0,16.7725,0.2083,0.2245,0.7785,-0.0164,0.3809,0.1406,0.1132,0.3092,8,8,8,9,33,4,4,2,10,35.0,0.5,0.75,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.0,1.0,0.75,0.75,0.0,4,4,4,5,5,6,28,"[0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0]","[1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0]","[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0]","[0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0]"
GRUA,2000,1,16.1325,0.2003,0.2226,0.739,-0.0134,0.3166,0.1812,0.2288,0.3191,7,7,7,7,28,5,2,2,9,30.0,0.0,0.0,0.0,0.5,0.0,0.0,0.75,1.0,0.0,0.5,0.0,1.0,0.0,0.5,0.75,0.0,0.0,0.5,0.0,0.5,5,3,4,3,3,5,23,"[0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1]","[1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0]","[0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]"
GRUA,2000,2,22.9395,0.2854,0.2602,0.8112,-0.021,0.3464,0.3326,0.219,0.3829,9,8,9,8,34,7,4,1,12,37.5,0.5,0.5,0.75,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.75,0.5,0.0,0.5,0.75,0.0,0.5,0.75,0.0,4,5,2,4,4,6,25,"[1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0]","[0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0]","[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0]","[0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0]"
GRUA,2000,3,16.0054,0.1988,0.2015,0.7056,-0.0166,0.3324,0.2257,0.1692,0.2471,10,4,4,9,27,4,3,0,7,21.25,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.5,0.0,0.0,0.75,0.0,0.0,0.0,1,2,4,2,2,2,13,"[1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0]"
GRUA,2000,4,8.6596,0.0952,0.1422,0.5229,-0.0412,0.1905,0.1787,0.1126,0.1444,6,5,5,6,22,4,2,1,7,22.5,0.0,0.0,0.0,0.5,0.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,2,3,4,3,2,2,16,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0]"
GRUA,2000,5,9.3717,0.1152,0.1459,0.5307,-0.0196,0.2437,0.0854,0.0879,0.1803,8,5,6,7,26,3,1,3,7,26.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,5,3,5,3,4,4,24,"[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
GRUA,2000,6,12.5105,0.1544,0.1699,0.6431,-0.015,0.2704,0.2114,0.1492,0.1712,8,7,6,6,27,3,4,1,8,27.500000000000004,1.0,0.0,0.0,0.5,0.75,0.0,0.0,0.5,0.0,0.0,0.0,0.75,0.0,0.75,0.75,0.0,0.0,0.0,0.5,0.0,4,4,4,4,2,3,21,"[1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]","[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0]","[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1]"
GRUA,2000,7,9.4359,0.116,0.1762,0.6882,-0.0123,0.3072,0.0223,0.0357,0.2014,8,9,6,7,30,3,5,2,10,36.25,0.5,0.0,0.75,0.5,0.0,0.0,1.0,0.0,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,1.0,0.75,7,4,5,4,5,5,30,"[0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1]","[0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1]","[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]","[1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1]"
GRUA,2000,8,13.7015,0.1626,0.1928,0.703,-0.0415,0.3122,0.2409,0.1685,0.1702,6,6,6,9,27,5,2,1,8,25.0,0.75,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.75,0.0,0.0,3,2,3,3,4,2,17,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]","[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1]"
GRUA,2000,9,21.9901,0.2744,0.2408,0.7547,-0.0086,0.333,0.3499,0.2771,0.2931,8,8,9,8,33,7,2,2,11,35.0,1.0,0.0,0.75,0.0,0.5,0.5,0.75,0.0,0.0,0.0,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.5,0.5,4,3,5,6,3,4,25,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1]","[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0]","[1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0]","[1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1]"
GRUA,2000,10,5.0679,0.0519,0.0913,0.3316,-0.0529,0.1361,0.117,0.0884,0.1053,3,5,3,5,16,4,2,0,6,17.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.5,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2,2,0,2,3,1,10,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
GRUA,2000,11,16.4114,0.2039,0.2121,0.719,-0.0119,0.2971,0.3276,0.1808,0.2498,7,6,7,8,28,7,4,0,11,32.5,0.75,0.75,0.0,0.0,0.5,0.5,0.0,0.5,0.75,0.75,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,3,3,3,1,4,5,19,"[1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0]","[1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
GRUA,2000,12,16.622,0.206,0.2307,0.7586,-0.0106,0.2717,0.3438,0.2361,0.2782,7,7,6,6,26,5,1,3,9,31.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.75,0.5,0.0,0.5,1.0,0.5,1.0,0.0,0.5,0.0,0.0,0.0,4,4,5,6,4,3,26,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0]"
GRUA,2000,13,16.5351,0.2062,0.2097,0.7276,-0.0099,0.3147,0.1901,0.191,0.3166,8,6,5,9,28,3,2,3,8,30.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.75,0.75,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,4,4,6,3,5,5,27,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1]","[1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1]"
GRUA,2000,14,12.3978,0.1489,0.1863,0.6382,-0.037,0.2192,0.2524,0.222,0.1728,7,6,5,7,25,7,1,1,9,26.25,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.75,0.5,0.0,0.5,2,3,3,3,3,2,16,"[0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]","[1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1]"
GRUA,2000,15,7.7833,0.091,0.1296,0.4522,-0.0238,0.1751,0.1476,0.0808,0.1559,7,6,6,5,24,3,3,1,7,23.75,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.75,0.5,0.75,1.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,6,3,2,3,2,2,18,"[1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]"
GRUA,2000,16,22.8957,0.2859,0.2467,0.7666,-0.0083,0.3606,0.2921,0.2432,0.3264,9,9,8,10,36,3,6,2,11,40.0,0.0,1.0,0.75,0.75,0.0,0.5,0.0,0.5,0.75,0.0,0.0,0.75,1.0,0.0,0.5,0.0,0.0,0.0,0.75,0.75,5,7,7,5,4,5,33,"[0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1]","[0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0]","[0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1]","[0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1]"
GRUA,2000,17,7.6274,0.0945,0.1291,0.5821,-0.0081,0.1912,0.139,0.0612,0.2109,4,6,5,6,21,6,1,1,8,23.75,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.75,0.0,0.5,0.0,1.0,0.5,0.0,0.0,3,2,1,3,3,3,15,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0]","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1]"
GRUA,2000,18,13.898,0.1717,0.1829,0.6728,-0.012,0.2683,0.2434,0.1684,0.1896,7,8,8,6,29,2,2,3,7,27.500000000000004,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.75,0.75,1.0,1.0,0.0,0.0,5,4,5,4,4,4,26,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0]","[1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0]"
GRUA,2000,19,5.5173,0.0682,0.1053,0.4362,-0.0041,0.1922,0.0519,0.0426,0.1837,5,5,4,4,18,4,2,0,6,17.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.75,0.0,0.0,0.0,0.0,0.5,0.75,0.0,1,2,0,2,3,2,10,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0]"
GRUA,2000,20,12.6519,0.1562,0.1863,0.6871,-0.0202,0.2212,0.2636,0.1971,0.2318,5,6,6,7,24,5,3,0,8,23.75,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.75,0.0,0.75,0.0,0.5,0.0,0.75,0.0,0.0,0.0,0.0,0.5,0.0,3,2,2,2,4,1,14,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0]","[0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
GRUA,2000,21,15.8904,0.1978,0.1986,0.7013,-0.0086,0.3121,0.1377,0.1372,0.2743,9,8,7,10,34,6,4,1,11,35.0,0.5,0.0,0.0,1.0,0.75,0.0,0.5,0.75,0.0,0.5,0.0,0.5,0.0,0.0,0.75,0.5,0.0,0.75,0.5,0.0,3,4,4,4,4,5,24,"[0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0]","[1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1]"
GRUA,2000,22,15.234,0.1876,0.2145,0.7489,-0.0236,0.3221,0.2325,0.145,0.3003,6,6,7,8,27,4,4,1,9,30.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.75,0.75,0.0,0.0,0.75,0.0,0.5,0.5,1.0,0.75,0.0,2,3,4,5,3,5,22,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0]"
GRUA,2000,23,22.774,0.2825,0.2563,0.7591,-0.0287,0.3704,0.3646,0.3152,0.2951,7,8,8,8,31,6,3,2,11,36.25,0.75,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.75,0.5,0.0,0.5,0.0,0.75,0.0,0.0,0.0,0.0,1.0,1.0,4,4,3,5,5,6,27,"[1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1]","[1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1]","[1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1]"
GRUA,2000,24,15.8721,0.1982,0.2163,0.7398,-0.0037,0.3402,0.2324,0.1909,0.3131,8,5,6,6,25,3,3,1,7,23.75,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.0,0.75,0.0,0.5,0.75,0.0,0.0,0.5,0.0,1,4,4,2,3,4,18,"[0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1]","[1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0]"
GRUA,2000,25,22.0727,0.2747,0.2873,0.8104,-0.0122,0.36,0.3572,0.2499,0.3759,8,7,8,8,31,4,2,3,9,32.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,1.0,1.0,1.0,0.0,0.75,0.0,0.5,0.75,0.0,0.0,0.0,0.5,0.0,4,6,4,4,4,6,28,"[0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0]","[1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0]"
GRUA,2000,26,12.9946,0.159,0.1665,0.5794,-0.0259,0.2584,0.2191,0.1874,0.1966,5,9,6,6,26,5,3,1,9,28.749999999999996,0.5,0.0,0.5,0.75,0.0,0.0,0.75,0.0,0.75,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.5,0.5,0.0,3,3,4,3,3,4,20,"[0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]","[1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0]","[1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0]"
GRUA,2000,27,6.5288,0.0806,0.1217,0.5606,-0.0075,0.2265,0.1315,0.0823,0.1121,6,1,5,7,19,4,2,0,6,17.5,0.0,0.5,0.0,0.0,0.0,0.0,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.75,0.0,0,2,2,1,1,4,10,"[0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]","[0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0]"
GRUA,2000,28,3.2919,0.0311,0.0615,0.2443,-0.0253,0.0956,0.0791,0.0248,0.042,5,5,4,5,19,2,2,1,5,17.5,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.5,2,1,2,3,3,3,14,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]"
GRUA,2000,29,8.246,0.1022,0.149,0.6725,-0.0083,0.2579,0.0871,0.0754,0.1901,7,2,5,6,20,2,2,1,5,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.75,0.0,1,3,3,2,1,4,14,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]"
GRUA,2000,30,18.2102,0.2248,0.2293,0.7205,-0.0275,0.3393,0.2986,0.193,0.3013,6,8,7,8,29,1,6,1,8,30.0,0.5,0.0,0.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.0,3,4,4,4,5,5,25,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0]","[1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0]"
