Type,min_length,max_length,Run1,Run2,Similarity
LSTM-LSTM,20,25,3,14,0.8827871284606654
LSTM-LSTM,20,25,3,15,0.3104079398159198
LSTM-LSTM,20,25,3,16,0.31902832456826
LSTM-LSTM,20,25,3,17,0.743195679139015
LSTM-LSTM,20,25,3,18,0.691995091649444
LSTM-LSTM,20,25,3,19,0.6897394709404143
LSTM-LSTM,20,25,3,20,0.40159085263189964
LSTM-LSTM,20,25,3,21,0.6688976353052709
LSTM-LSTM,20,25,3,22,0.8007230170423228
LSTM-LSTM,20,25,3,23,0.7113654956390073
LSTM-LSTM,20,25,3,24,0.46136626113195833
LSTM-LSTM,20,25,3,25,0.7091203866895844
LSTM-LSTM,20,25,3,26,0.7780519555323794
LSTM-LSTM,20,25,3,27,0.6776176590612487
LSTM-LSTM,20,25,3,28,0.8334335597314398
LSTM-LSTM,20,25,3,29,0.6663623303549401
LSTM-LSTM,20,25,3,30,0.7941881235781512
LSTM-LSTM,20,25,4,0,0.5781151155287599
LSTM-LSTM,20,25,4,1,0.5634841271220142
LSTM-LSTM,20,25,4,2,0.6245283785476281
LSTM-LSTM,20,25,4,3,0.5009688780436746
LSTM-LSTM,20,25,4,5,0.8211430780816162
LSTM-LSTM,20,25,4,6,0.6490752346896315
LSTM-LSTM,20,25,4,7,0.4889563047087579
LSTM-LSTM,20,25,4,8,0.5654609556576465
LSTM-LSTM,20,25,4,9,0.7592712058258323
LSTM-LSTM,20,25,4,10,0.6636548146547208
LSTM-LSTM,20,25,4,11,0.5076139444297886
LSTM-LSTM,20,25,4,12,0.37809739477962634
LSTM-LSTM,20,25,4,13,0.7947097118319557
LSTM-LSTM,20,25,4,14,0.641370372297569
LSTM-LSTM,20,25,4,15,0.8931136759654542
LSTM-LSTM,20,25,4,16,0.33473515091280537
LSTM-LSTM,20,25,4,17,0.5721363731206741
LSTM-LSTM,20,25,4,18,0.6762049102524185
LSTM-LSTM,20,25,4,19,0.582456111525517
LSTM-LSTM,20,25,4,20,0.7476730773430611
LSTM-LSTM,20,25,4,21,0.3900935857213061
LSTM-LSTM,20,25,4,22,0.49455782600232456
LSTM-LSTM,20,25,4,23,0.4991028204007851
LSTM-LSTM,20,25,4,24,0.4145422841093787
LSTM-LSTM,20,25,4,25,0.5409050468219204
LSTM-LSTM,20,25,4,26,0.6177447267111659
LSTM-LSTM,20,25,4,27,0.47010833125417206
LSTM-LSTM,20,25,4,28,0.5858269502646658
LSTM-LSTM,20,25,4,29,0.5559493011691559
LSTM-LSTM,20,25,4,30,0.4893933127847804
LSTM-LSTM,20,25,5,0,0.39652655490745203
LSTM-LSTM,20,25,5,1,0.6110014572334539
LSTM-LSTM,20,25,5,2,0.8015703407204154
LSTM-LSTM,20,25,5,3,0.5814911177071195
LSTM-LSTM,20,25,5,4,0.8211430780816162
LSTM-LSTM,20,25,5,6,0.5686204521172267
LSTM-LSTM,20,25,5,7,0.5234573229535598
LSTM-LSTM,20,25,5,8,0.36293071678126837
LSTM-LSTM,20,25,5,9,0.5423294797158088
LSTM-LSTM,20,25,5,10,0.521679360686478
LSTM-LSTM,20,25,5,11,0.41610283575936546
LSTM-LSTM,20,25,5,12,0.5852314961771677
LSTM-LSTM,20,25,5,13,0.7393490756938029
LSTM-LSTM,20,25,5,14,0.6715744902134168
LSTM-LSTM,20,25,5,15,0.6762538575457533
LSTM-LSTM,20,25,5,16,0.32774072147590033
LSTM-LSTM,20,25,5,17,0.5228065023469742
LSTM-LSTM,20,25,5,18,0.5647158160781385
LSTM-LSTM,20,25,5,19,0.5733496716578498
LSTM-LSTM,20,25,5,20,0.6161370591424907
LSTM-LSTM,20,25,5,21,0.42120808467149834
LSTM-LSTM,20,25,5,22,0.6153305234186234
LSTM-LSTM,20,25,5,23,0.5619559931691559
LSTM-LSTM,20,25,5,24,0.48372602396787623
LSTM-LSTM,20,25,5,25,0.5576688519353177
LSTM-LSTM,20,25,5,26,0.7079395513068096
LSTM-LSTM,20,25,5,27,0.5327406466753007
LSTM-LSTM,20,25,5,28,0.6594154324797153
LSTM-LSTM,20,25,5,29,0.7082567537411294
LSTM-LSTM,20,25,5,30,0.4499023891436109
LSTM-LSTM,20,25,6,0,0.4427306943151829
LSTM-LSTM,20,25,6,1,0.7843045880271999
LSTM-LSTM,20,25,6,2,0.5774667980340537
LSTM-LSTM,20,25,6,3,0.6234270911542503
LSTM-LSTM,20,25,6,4,0.6490752346896315
LSTM-LSTM,20,25,6,5,0.5686204521172267
LSTM-LSTM,20,25,6,7,0.5884368152022293
LSTM-LSTM,20,25,6,8,0.7920209726911812
LSTM-LSTM,20,25,6,9,0.6690458895627873
LSTM-LSTM,20,25,6,10,0.5669172307284777
LSTM-LSTM,20,25,6,11,0.711993889269313
LSTM-LSTM,20,25,6,12,0.7056285186736229
LSTM-LSTM,20,25,6,13,0.42506544417046715
LSTM-LSTM,20,25,6,14,0.6633780377865629
LSTM-LSTM,20,25,6,15,0.6709501160649495
LSTM-LSTM,20,25,6,16,0.3089870186647248
LSTM-LSTM,20,25,6,17,0.6863309955023162
LSTM-LSTM,20,25,6,18,0.6084309430251044
LSTM-LSTM,20,25,6,19,0.44169389605646503
LSTM-LSTM,20,25,6,20,0.5683493927956087
LSTM-LSTM,20,25,6,21,0.48727215044450345
LSTM-LSTM,20,25,6,22,0.5466620561535048
LSTM-LSTM,20,25,6,23,0.5433551083410126
LSTM-LSTM,20,25,6,24,0.7963226679991567
LSTM-LSTM,20,25,6,25,0.6716174900741474
LSTM-LSTM,20,25,6,26,0.4520347124930904
LSTM-LSTM,20,25,6,27,0.7147276494975094
LSTM-LSTM,20,25,6,28,0.8034879743454797
LSTM-LSTM,20,25,6,29,0.45714264031884777
LSTM-LSTM,20,25,6,30,0.6079229475033913
LSTM-LSTM,20,25,7,0,0.44508509941844226
LSTM-LSTM,20,25,7,1,0.7592577878052524
LSTM-LSTM,20,25,7,2,0.7535066277733173
LSTM-LSTM,20,25,7,3,0.7179898437731888
LSTM-LSTM,20,25,7,4,0.4889563047087579
LSTM-LSTM,20,25,7,5,0.5234573229535598
LSTM-LSTM,20,25,7,6,0.5884368152022293
LSTM-LSTM,20,25,7,8,0.8144586231396188
LSTM-LSTM,20,25,7,9,0.4713744512576232
LSTM-LSTM,20,25,7,10,0.5668390771746006
LSTM-LSTM,20,25,7,11,0.27686830083672254
LSTM-LSTM,20,25,7,12,0.704455339117511
LSTM-LSTM,20,25,7,13,0.6918361534434665
LSTM-LSTM,20,25,7,14,0.7705645902099947
LSTM-LSTM,20,25,7,15,0.4610977936178654
LSTM-LSTM,20,25,7,16,0.3986026497372907
LSTM-LSTM,20,25,7,17,0.6168261055802394
LSTM-LSTM,20,25,7,18,0.8444181481193929
LSTM-LSTM,20,25,7,19,0.2809116917151029
LSTM-LSTM,20,25,7,20,0.6662274327013512
LSTM-LSTM,20,25,7,21,0.7605958299049184
LSTM-LSTM,20,25,7,22,0.8446791833442752
LSTM-LSTM,20,25,7,23,0.6006364249197313
LSTM-LSTM,20,25,7,24,0.6532574675263552
LSTM-LSTM,20,25,7,25,0.7579977504444344
LSTM-LSTM,20,25,7,26,0.7325867832459566
LSTM-LSTM,20,25,7,27,0.7916849941639292
LSTM-LSTM,20,25,7,28,0.6189321276403309
LSTM-LSTM,20,25,7,29,0.5319076645767832
LSTM-LSTM,20,25,7,30,0.6470257686672548
LSTM-LSTM,20,25,8,0,0.6289852129341056
LSTM-LSTM,20,25,8,1,0.7437996226838081
LSTM-LSTM,20,25,8,2,0.5719995528852526
LSTM-LSTM,20,25,8,3,0.6708081758961506
LSTM-LSTM,20,25,8,4,0.5654609556576465
LSTM-LSTM,20,25,8,5,0.36293071678126837
LSTM-LSTM,20,25,8,6,0.7920209726911812
LSTM-LSTM,20,25,8,7,0.8144586231396188
LSTM-LSTM,20,25,8,9,0.7055230219689514
LSTM-LSTM,20,25,8,10,0.6737737674773349
LSTM-LSTM,20,25,8,11,0.5709237561563871
LSTM-LSTM,20,25,8,12,0.6416168291925244
LSTM-LSTM,20,25,8,13,0.5749665688306979
LSTM-LSTM,20,25,8,14,0.704722007572529
LSTM-LSTM,20,25,8,15,0.6185283311232043
LSTM-LSTM,20,25,8,16,0.5153250546403292
LSTM-LSTM,20,25,8,17,0.6272198826826402
LSTM-LSTM,20,25,8,18,0.8672436584594333
LSTM-LSTM,20,25,8,19,0.39332018065274565
LSTM-LSTM,20,25,8,20,0.6505063182808895
LSTM-LSTM,20,25,8,21,0.5613435451281241
LSTM-LSTM,20,25,8,22,0.6816620321053966
LSTM-LSTM,20,25,8,23,0.6322806964666852
LSTM-LSTM,20,25,8,24,0.7285518025565456
LSTM-LSTM,20,25,8,25,0.7205299464039463
LSTM-LSTM,20,25,8,26,0.5985774724082993
LSTM-LSTM,20,25,8,27,0.7108313383350271
LSTM-LSTM,20,25,8,28,0.683244849247245
LSTM-LSTM,20,25,8,29,0.46214091458642365
LSTM-LSTM,20,25,8,30,0.7328293299537582
LSTM-LSTM,20,25,9,0,0.6756176956551263
LSTM-LSTM,20,25,9,1,0.6734343214291585
LSTM-LSTM,20,25,9,2,0.528556921781499
LSTM-LSTM,20,25,9,3,0.5678376627642356
LSTM-LSTM,20,25,9,4,0.7592712058258323
LSTM-LSTM,20,25,9,5,0.5423294797158088
LSTM-LSTM,20,25,9,6,0.6690458895627873
LSTM-LSTM,20,25,9,7,0.4713744512576232
LSTM-LSTM,20,25,9,8,0.7055230219689514
LSTM-LSTM,20,25,9,10,0.5474453205736518
LSTM-LSTM,20,25,9,11,0.632880343368936
LSTM-LSTM,20,25,9,12,0.46867284422975725
LSTM-LSTM,20,25,9,13,0.558548541501576
LSTM-LSTM,20,25,9,14,0.707936680833537
LSTM-LSTM,20,25,9,15,0.649479602949271
LSTM-LSTM,20,25,9,16,0.580489326261761
LSTM-LSTM,20,25,9,17,0.5042831695371786
LSTM-LSTM,20,25,9,18,0.7535840772961986
LSTM-LSTM,20,25,9,19,0.6327445655376844
LSTM-LSTM,20,25,9,20,0.48267685216479117
LSTM-LSTM,20,25,9,21,0.16994673877786656
LSTM-LSTM,20,25,9,22,0.47274976269674435
LSTM-LSTM,20,25,9,23,0.6269525410121155
LSTM-LSTM,20,25,9,24,0.5034433117218575
LSTM-LSTM,20,25,9,25,0.6942519525102094
LSTM-LSTM,20,25,9,26,0.7024400124002774
LSTM-LSTM,20,25,9,27,0.3224422220001168
LSTM-LSTM,20,25,9,28,0.7262712555537459
LSTM-LSTM,20,25,9,29,0.4007587187268874
LSTM-LSTM,20,25,9,30,0.5254003536779984
LSTM-LSTM,20,25,10,0,0.43586629081940365
LSTM-LSTM,20,25,10,1,0.599551129514202
LSTM-LSTM,20,25,10,2,0.44408476990846296
LSTM-LSTM,20,25,10,3,0.7470262208162523
LSTM-LSTM,20,25,10,4,0.6636548146547208
LSTM-LSTM,20,25,10,5,0.521679360686478
LSTM-LSTM,20,25,10,6,0.5669172307284777
LSTM-LSTM,20,25,10,7,0.5668390771746006
LSTM-LSTM,20,25,10,8,0.6737737674773349
LSTM-LSTM,20,25,10,9,0.5474453205736518
LSTM-LSTM,20,25,10,11,0.5190245127643316
LSTM-LSTM,20,25,10,12,0.49647449830178547
LSTM-LSTM,20,25,10,13,0.8081180362792368
LSTM-LSTM,20,25,10,14,0.6119330909300464
LSTM-LSTM,20,25,10,15,0.6426298053915149
LSTM-LSTM,20,25,10,16,0.2845056172407385
LSTM-LSTM,20,25,10,17,0.6582048928847605
LSTM-LSTM,20,25,10,18,0.7209294532602968
LSTM-LSTM,20,25,10,19,0.6399770213609267
LSTM-LSTM,20,25,10,20,0.6719857089722151
LSTM-LSTM,20,25,10,21,0.6412185735276901
LSTM-LSTM,20,25,10,22,0.6398291211379613
LSTM-LSTM,20,25,10,23,0.6609194773465069
LSTM-LSTM,20,25,10,24,0.3914239506455949
LSTM-LSTM,20,25,10,25,0.5249580294509916
LSTM-LSTM,20,25,10,26,0.5786441716064527
LSTM-LSTM,20,25,10,27,0.6218491479634466
LSTM-LSTM,20,25,10,28,0.567663757900724
LSTM-LSTM,20,25,10,29,0.7178787953335417
LSTM-LSTM,20,25,10,30,0.8221495445815935
LSTM-LSTM,20,25,11,0,0.7188277744322689
LSTM-LSTM,20,25,11,1,0.4570757300379356
LSTM-LSTM,20,25,11,2,0.5170234347686905
LSTM-LSTM,20,25,11,3,0.46188145561486743
LSTM-LSTM,20,25,11,4,0.5076139444297886
LSTM-LSTM,20,25,11,5,0.41610283575936546
LSTM-LSTM,20,25,11,6,0.711993889269313
LSTM-LSTM,20,25,11,7,0.27686830083672254
LSTM-LSTM,20,25,11,8,0.5709237561563871
LSTM-LSTM,20,25,11,9,0.632880343368936
LSTM-LSTM,20,25,11,10,0.5190245127643316
LSTM-LSTM,20,25,11,12,0.6068006421415809
LSTM-LSTM,20,25,11,13,0.31280070078273076
LSTM-LSTM,20,25,11,14,0.3823717692240144
LSTM-LSTM,20,25,11,15,0.5731382224079927
LSTM-LSTM,20,25,11,16,0.4535765149493985
LSTM-LSTM,20,25,11,17,0.5120349064190203
LSTM-LSTM,20,25,11,18,0.4294031959320849
LSTM-LSTM,20,25,11,19,0.5845224216670164
LSTM-LSTM,20,25,11,20,0.40947589973169907
LSTM-LSTM,20,25,11,21,0.3016475099544265
LSTM-LSTM,20,25,11,22,0.3860142430646697
LSTM-LSTM,20,25,11,23,0.44588566964878895
LSTM-LSTM,20,25,11,24,0.704448331637038
LSTM-LSTM,20,25,11,25,0.5186560966865031
LSTM-LSTM,20,25,11,26,0.3808525635185728
LSTM-LSTM,20,25,11,27,0.5256812952067028
LSTM-LSTM,20,25,11,28,0.6620286904894216
LSTM-LSTM,20,25,11,29,0.5863547013422679
LSTM-LSTM,20,25,11,30,0.46970306582185917
LSTM-LSTM,20,25,12,0,0.4421013161058993
LSTM-LSTM,20,25,12,1,0.7185960994448747
LSTM-LSTM,20,25,12,2,0.7687484331707777
LSTM-LSTM,20,25,12,3,0.764515689488325
LSTM-LSTM,20,25,12,4,0.37809739477962634
LSTM-LSTM,20,25,12,5,0.5852314961771677
LSTM-LSTM,20,25,12,6,0.7056285186736229
LSTM-LSTM,20,25,12,7,0.704455339117511
LSTM-LSTM,20,25,12,8,0.6416168291925244
LSTM-LSTM,20,25,12,9,0.46867284422975725
LSTM-LSTM,20,25,12,10,0.49647449830178547
LSTM-LSTM,20,25,12,11,0.6068006421415809
LSTM-LSTM,20,25,12,13,0.4802420876995707
LSTM-LSTM,20,25,12,14,0.6447820885744726
LSTM-LSTM,20,25,12,15,0.39019480353700586
LSTM-LSTM,20,25,12,16,0.4599007697484477
LSTM-LSTM,20,25,12,17,0.7193548491116197
LSTM-LSTM,20,25,12,18,0.5595791531023263
LSTM-LSTM,20,25,12,19,0.5951913058230142
LSTM-LSTM,20,25,12,20,0.49689434258006415
LSTM-LSTM,20,25,12,21,0.5450995397984945
LSTM-LSTM,20,25,12,22,0.7878697178415364
LSTM-LSTM,20,25,12,23,0.6897347753875827
LSTM-LSTM,20,25,12,24,0.8299212294704341
LSTM-LSTM,20,25,12,25,0.7971648226909028
LSTM-LSTM,20,25,12,26,0.703105537267693
LSTM-LSTM,20,25,12,27,0.7278191409119178
LSTM-LSTM,20,25,12,28,0.7575089078539285
LSTM-LSTM,20,25,12,29,0.7408423157760484
LSTM-LSTM,20,25,12,30,0.6503755885578343
LSTM-LSTM,20,25,13,0,0.46767856700458177
LSTM-LSTM,20,25,13,1,0.5955322424664033
LSTM-LSTM,20,25,13,2,0.6187447456093482
LSTM-LSTM,20,25,13,3,0.7328911389012112
LSTM-LSTM,20,25,13,4,0.7947097118319557
LSTM-LSTM,20,25,13,5,0.7393490756938029
LSTM-LSTM,20,25,13,6,0.42506544417046715
LSTM-LSTM,20,25,13,7,0.6918361534434665
LSTM-LSTM,20,25,13,8,0.5749665688306979
LSTM-LSTM,20,25,13,9,0.558548541501576
LSTM-LSTM,20,25,13,10,0.8081180362792368
LSTM-LSTM,20,25,13,11,0.31280070078273076
LSTM-LSTM,20,25,13,12,0.4802420876995707
LSTM-LSTM,20,25,13,14,0.7256756795760663
LSTM-LSTM,20,25,13,15,0.645991300762969
LSTM-LSTM,20,25,13,16,0.32787756501579274
LSTM-LSTM,20,25,13,17,0.6276514032357458
LSTM-LSTM,20,25,13,18,0.7550164425764063
LSTM-LSTM,20,25,13,19,0.6579474704563704
LSTM-LSTM,20,25,13,20,0.720633689005945
LSTM-LSTM,20,25,13,21,0.6371469636194959
LSTM-LSTM,20,25,13,22,0.7016066168422879
LSTM-LSTM,20,25,13,23,0.6084864596491714
LSTM-LSTM,20,25,13,24,0.2853003873121542
LSTM-LSTM,20,25,13,25,0.5438861553568328
LSTM-LSTM,20,25,13,26,0.786724480599208
LSTM-LSTM,20,25,13,27,0.5748789895770011
LSTM-LSTM,20,25,13,28,0.5342937923399312
LSTM-LSTM,20,25,13,29,0.7185648501468513
LSTM-LSTM,20,25,13,30,0.6755201459766805
LSTM-LSTM,20,25,14,0,0.3515868727749477
LSTM-LSTM,20,25,14,1,0.9493465000345342
LSTM-LSTM,20,25,14,2,0.6420021247887241
LSTM-LSTM,20,25,14,3,0.8827871284606654
LSTM-LSTM,20,25,14,4,0.641370372297569
LSTM-LSTM,20,25,14,5,0.6715744902134168
LSTM-LSTM,20,25,14,6,0.6633780377865629
LSTM-LSTM,20,25,14,7,0.7705645902099947
LSTM-LSTM,20,25,14,8,0.704722007572529
LSTM-LSTM,20,25,14,9,0.707936680833537
LSTM-LSTM,20,25,14,10,0.6119330909300464
LSTM-LSTM,20,25,14,11,0.3823717692240144
LSTM-LSTM,20,25,14,12,0.6447820885744726
LSTM-LSTM,20,25,14,13,0.7256756795760663
LSTM-LSTM,20,25,14,15,0.4013553371262716
LSTM-LSTM,20,25,14,16,0.3711159273054877
LSTM-LSTM,20,25,14,17,0.685292937861807
LSTM-LSTM,20,25,14,18,0.7951057224224457
LSTM-LSTM,20,25,14,19,0.525480959916994
LSTM-LSTM,20,25,14,20,0.4123995777771632
LSTM-LSTM,20,25,14,21,0.5813220174928594
LSTM-LSTM,20,25,14,22,0.739623084430794
LSTM-LSTM,20,25,14,23,0.6169829619418077
LSTM-LSTM,20,25,14,24,0.45693610297816006
LSTM-LSTM,20,25,14,25,0.7697785990641511
LSTM-LSTM,20,25,14,26,0.8143273386831386
LSTM-LSTM,20,25,14,27,0.6300803071358728
LSTM-LSTM,20,25,14,28,0.8852358355094583
LSTM-LSTM,20,25,14,29,0.5106419969883894
LSTM-LSTM,20,25,14,30,0.6692037517745356
LSTM-LSTM,20,25,15,0,0.6780927112325119
LSTM-LSTM,20,25,15,1,0.37696450158276384
LSTM-LSTM,20,25,15,2,0.6276301793118031
LSTM-LSTM,20,25,15,3,0.3104079398159198
LSTM-LSTM,20,25,15,4,0.8931136759654542
LSTM-LSTM,20,25,15,5,0.6762538575457533
LSTM-LSTM,20,25,15,6,0.6709501160649495
LSTM-LSTM,20,25,15,7,0.4610977936178654
LSTM-LSTM,20,25,15,8,0.6185283311232043
LSTM-LSTM,20,25,15,9,0.649479602949271
LSTM-LSTM,20,25,15,10,0.6426298053915149
LSTM-LSTM,20,25,15,11,0.5731382224079927
LSTM-LSTM,20,25,15,12,0.39019480353700586
LSTM-LSTM,20,25,15,13,0.645991300762969
LSTM-LSTM,20,25,15,14,0.4013553371262716
LSTM-LSTM,20,25,15,16,0.3961801537250456
LSTM-LSTM,20,25,15,17,0.5267653413880273
LSTM-LSTM,20,25,15,18,0.6257803308321868
LSTM-LSTM,20,25,15,19,0.4697184381519252
LSTM-LSTM,20,25,15,20,0.8811066799949651
LSTM-LSTM,20,25,15,21,0.3418955313365185
LSTM-LSTM,20,25,15,22,0.4407341348480679
LSTM-LSTM,20,25,15,23,0.45762364043100007
LSTM-LSTM,20,25,15,24,0.5865946487501352
LSTM-LSTM,20,25,15,25,0.4775479014684846
LSTM-LSTM,20,25,15,26,0.4625553473100644
LSTM-LSTM,20,25,15,27,0.5136436827849877
LSTM-LSTM,20,25,15,28,0.4147175750758143
LSTM-LSTM,20,25,15,29,0.5679387333543964
LSTM-LSTM,20,25,15,30,0.4922659713200872
LSTM-LSTM,20,25,16,0,0.7827428427134401
LSTM-LSTM,20,25,16,1,0.27752636920593765
LSTM-LSTM,20,25,16,2,0.5993931730000268
LSTM-LSTM,20,25,16,3,0.31902832456826
LSTM-LSTM,20,25,16,4,0.33473515091280537
LSTM-LSTM,20,25,16,5,0.32774072147590033
LSTM-LSTM,20,25,16,6,0.3089870186647248
LSTM-LSTM,20,25,16,7,0.3986026497372907
LSTM-LSTM,20,25,16,8,0.5153250546403292
LSTM-LSTM,20,25,16,9,0.580489326261761
LSTM-LSTM,20,25,16,10,0.2845056172407385
LSTM-LSTM,20,25,16,11,0.4535765149493985
LSTM-LSTM,20,25,16,12,0.4599007697484477
LSTM-LSTM,20,25,16,13,0.32787756501579274
LSTM-LSTM,20,25,16,14,0.3711159273054877
LSTM-LSTM,20,25,16,15,0.3961801537250456
LSTM-LSTM,20,25,16,17,0.13038273980652834
LSTM-LSTM,20,25,16,18,0.615295677426596
LSTM-LSTM,20,25,16,19,0.4469046280368668
LSTM-LSTM,20,25,16,20,0.33951135802100735
LSTM-LSTM,20,25,16,21,-0.08954413270380715
LSTM-LSTM,20,25,16,22,0.5034080665136677
LSTM-LSTM,20,25,16,23,0.6255035823421331
LSTM-LSTM,20,25,16,24,0.5455352528830879
LSTM-LSTM,20,25,16,25,0.5077847250908121
LSTM-LSTM,20,25,16,26,0.6574118058433773
LSTM-LSTM,20,25,16,27,0.13452880052576247
LSTM-LSTM,20,25,16,28,0.43066562322654905
LSTM-LSTM,20,25,16,29,0.5296918928441371
LSTM-LSTM,20,25,16,30,0.4996241823310625
LSTM-LSTM,20,25,17,0,0.3004949596917843
LSTM-LSTM,20,25,17,1,0.6990426131126489
LSTM-LSTM,20,25,17,2,0.5586981409073543
LSTM-LSTM,20,25,17,3,0.743195679139015
LSTM-LSTM,20,25,17,4,0.5721363731206741
LSTM-LSTM,20,25,17,5,0.5228065023469742
LSTM-LSTM,20,25,17,6,0.6863309955023162
LSTM-LSTM,20,25,17,7,0.6168261055802394
LSTM-LSTM,20,25,17,8,0.6272198826826402
LSTM-LSTM,20,25,17,9,0.5042831695371786
LSTM-LSTM,20,25,17,10,0.6582048928847605
LSTM-LSTM,20,25,17,11,0.5120349064190203
LSTM-LSTM,20,25,17,12,0.7193548491116197
LSTM-LSTM,20,25,17,13,0.6276514032357458
LSTM-LSTM,20,25,17,14,0.685292937861807
LSTM-LSTM,20,25,17,15,0.5267653413880273
LSTM-LSTM,20,25,17,16,0.13038273980652834
LSTM-LSTM,20,25,17,18,0.5405107815148165
LSTM-LSTM,20,25,17,19,0.6471435893892474
LSTM-LSTM,20,25,17,20,0.6158422427321236
LSTM-LSTM,20,25,17,21,0.6407183638892957
LSTM-LSTM,20,25,17,22,0.6692341419218711
LSTM-LSTM,20,25,17,23,0.35921716189141717
LSTM-LSTM,20,25,17,24,0.5275427562260651
LSTM-LSTM,20,25,17,25,0.6861088120687341
LSTM-LSTM,20,25,17,26,0.5973701508659848
LSTM-LSTM,20,25,17,27,0.7813618094550443
LSTM-LSTM,20,25,17,28,0.6080765546143088
LSTM-LSTM,20,25,17,29,0.6173182731775411
LSTM-LSTM,20,25,17,30,0.6167154059816077
LSTM-LSTM,20,25,18,0,0.6242082166629135
LSTM-LSTM,20,25,18,1,0.7471662768020649
LSTM-LSTM,20,25,18,2,0.6971898577385471
LSTM-LSTM,20,25,18,3,0.691995091649444
LSTM-LSTM,20,25,18,4,0.6762049102524185
LSTM-LSTM,20,25,18,5,0.5647158160781385
LSTM-LSTM,20,25,18,6,0.6084309430251044
LSTM-LSTM,20,25,18,7,0.8444181481193929
LSTM-LSTM,20,25,18,8,0.8672436584594333
LSTM-LSTM,20,25,18,9,0.7535840772961986
LSTM-LSTM,20,25,18,10,0.7209294532602968
LSTM-LSTM,20,25,18,11,0.4294031959320849
LSTM-LSTM,20,25,18,12,0.5595791531023263
LSTM-LSTM,20,25,18,13,0.7550164425764063
LSTM-LSTM,20,25,18,14,0.7951057224224457
LSTM-LSTM,20,25,18,15,0.6257803308321868
LSTM-LSTM,20,25,18,16,0.615295677426596
LSTM-LSTM,20,25,18,17,0.5405107815148165
LSTM-LSTM,20,25,18,19,0.45253724735455864
LSTM-LSTM,20,25,18,20,0.6706469172781232
LSTM-LSTM,20,25,18,21,0.5187807867598971
LSTM-LSTM,20,25,18,22,0.7701348743780777
LSTM-LSTM,20,25,18,23,0.7265025635346064
LSTM-LSTM,20,25,18,24,0.5803318443464794
LSTM-LSTM,20,25,18,25,0.7261931512401548
LSTM-LSTM,20,25,18,26,0.7985158972582781
LSTM-LSTM,20,25,18,27,0.610040473281495
LSTM-LSTM,20,25,18,28,0.6664515534294582
LSTM-LSTM,20,25,18,29,0.5507902307868815
LSTM-LSTM,20,25,18,30,0.6953549199405503
LSTM-LSTM,20,25,19,0,0.4645136750305954
LSTM-LSTM,20,25,19,1,0.4506337944769746
LSTM-LSTM,20,25,19,2,0.4541470590086834
LSTM-LSTM,20,25,19,3,0.6897394709404143
LSTM-LSTM,20,25,19,4,0.582456111525517
LSTM-LSTM,20,25,19,5,0.5733496716578498
LSTM-LSTM,20,25,19,6,0.44169389605646503
LSTM-LSTM,20,25,19,7,0.2809116917151029
LSTM-LSTM,20,25,19,8,0.39332018065274565
LSTM-LSTM,20,25,19,9,0.6327445655376844
LSTM-LSTM,20,25,19,10,0.6399770213609267
LSTM-LSTM,20,25,19,11,0.5845224216670164
LSTM-LSTM,20,25,19,12,0.5951913058230142
LSTM-LSTM,20,25,19,13,0.6579474704563704
LSTM-LSTM,20,25,19,14,0.525480959916994
LSTM-LSTM,20,25,19,15,0.4697184381519252
LSTM-LSTM,20,25,19,16,0.4469046280368668
LSTM-LSTM,20,25,19,17,0.6471435893892474
LSTM-LSTM,20,25,19,18,0.45253724735455864
LSTM-LSTM,20,25,19,20,0.4269103024029841
LSTM-LSTM,20,25,19,21,0.19847654678976503
LSTM-LSTM,20,25,19,22,0.5564583445539493
LSTM-LSTM,20,25,19,23,0.5767883462181698
LSTM-LSTM,20,25,19,24,0.3205341630266736
LSTM-LSTM,20,25,19,25,0.45443245844350916
LSTM-LSTM,20,25,19,26,0.7188533768035852
LSTM-LSTM,20,25,19,27,0.3364264405530216
LSTM-LSTM,20,25,19,28,0.5405152196226755
LSTM-LSTM,20,25,19,29,0.726516103449942
LSTM-LSTM,20,25,19,30,0.5943115314808541
LSTM-LSTM,20,25,20,0,0.601165858871536
LSTM-LSTM,20,25,20,1,0.38647492618146856
LSTM-LSTM,20,25,20,2,0.6970730499113437
LSTM-LSTM,20,25,20,3,0.40159085263189964
LSTM-LSTM,20,25,20,4,0.7476730773430611
LSTM-LSTM,20,25,20,5,0.6161370591424907
LSTM-LSTM,20,25,20,6,0.5683493927956087
LSTM-LSTM,20,25,20,7,0.6662274327013512
LSTM-LSTM,20,25,20,8,0.6505063182808895
LSTM-LSTM,20,25,20,9,0.48267685216479117
LSTM-LSTM,20,25,20,10,0.6719857089722151
LSTM-LSTM,20,25,20,11,0.40947589973169907
LSTM-LSTM,20,25,20,12,0.49689434258006415
LSTM-LSTM,20,25,20,13,0.720633689005945
LSTM-LSTM,20,25,20,14,0.4123995777771632
LSTM-LSTM,20,25,20,15,0.8811066799949651
LSTM-LSTM,20,25,20,16,0.33951135802100735
LSTM-LSTM,20,25,20,17,0.6158422427321236
LSTM-LSTM,20,25,20,18,0.6706469172781232
LSTM-LSTM,20,25,20,19,0.4269103024029841
LSTM-LSTM,20,25,20,21,0.5371479016501327
LSTM-LSTM,20,25,20,22,0.6324622654957319
